"Status","Year","Age","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Declared non-disabled","Legal","Female","320","260","44080","41900"
"In post","2021","60-64","Declared non-disabled","Legal","Male","220","190","54340","55610"
"In post","2021","60-64","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","No function","Female","4330","3430","28630","23840"
"In post","2021","60-64","Declared non-disabled","No function","Male","3855","3245","35030","31420"
"In post","2021","60-64","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Project Delivery","Female","445","390","37460","33630"
"In post","2021","60-64","Declared non-disabled","Project Delivery","Male","895","810","44460","40580"
"In post","2021","60-64","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Property","Female","220","190","30580","27530"
"In post","2021","60-64","Declared non-disabled","Property","Male","500","460","37530","34610"
"In post","2021","60-64","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Security","Female","60","50","28300","21600"
"In post","2021","60-64","Declared non-disabled","Security","Male","445","410","27700","20310"
"In post","2021","60-64","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","Female","6805","5280","27500","27570"
"In post","2021","60-64","Declared non-disabled","Unknown","Male","4265","3665","31230","27570"
"In post","2021","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","Male","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Female","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Male","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","Female","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","Male","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","Female","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","Male","45","35","36640","33730"
"In post","2021","60-64","Undeclared","Debt","Female","20","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Debt","Male","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","Female","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","Male","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Female","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Male","20","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Female","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Male","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","Female","20","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","Male","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Female","555","440","27750","23240"
"In post","2021","60-64","Undeclared","No function","Male","740","565","31870","31650"
"In post","2021","60-64","Undeclared","Project Delivery","Female","40","35","34300","33300"
"In post","2021","60-64","Undeclared","Project Delivery","Male","150","130","38910","37850"
"In post","2021","60-64","Undeclared","Property","Female","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","Male","60","55","38640","34610"
"In post","2021","60-64","Undeclared","Security","Female","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","Male","65","60","30250","22650"
"In post","2021","60-64","Undeclared","Unknown","Female","325","270","27560","26670"
"In post","2021","60-64","Undeclared","Unknown","Male","340","310","29840","27570"
"In post","2021","60-64","Unknown","Analysis","Female","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","Male","20","20","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Female","35","30","46300","42520"
"In post","2021","60-64","Unknown","Commercial","Male","45","45","55200","51200"
"In post","2021","60-64","Unknown","Communications","Female","20","15","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Male","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","Female","70","55","29460","28130"
"In post","2021","60-64","Unknown","Counter Fraud","Male","90","75","36020","35000"
"In post","2021","60-64","Unknown","Debt","Female","60","45","24080","21440"
"In post","2021","60-64","Unknown","Debt","Male","40","35","23220","21440"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Female","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Male","85","80","45940","38500"
"In post","2021","60-64","Unknown","Finance","Female","55","45","30540","25000"
"In post","2021","60-64","Unknown","Finance","Male","45","40","39780","35480"
"In post","2021","60-64","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","Female","35","30","30000","25560"
"In post","2021","60-64","Unknown","Human Resources","Male","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","Female","160","130","32520","24060"
"In post","2021","60-64","Unknown","Legal","Male","105","90","34640","24120"
"In post","2021","60-64","Unknown","No function","Female","1095","840","27920","21440"
"In post","2021","60-64","Unknown","No function","Male","1070","860","34170","30730"
"In post","2021","60-64","Unknown","Project Delivery","Female","75","65","35170","33300"
"In post","2021","60-64","Unknown","Project Delivery","Male","145","130","41970","40980"
"In post","2021","60-64","Unknown","Property","Female","50","45","25200","24500"
"In post","2021","60-64","Unknown","Property","Male","110","105","31190","28870"
"In post","2021","60-64","Unknown","Security","Female","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Security","Male","110","100","28680","21590"
"In post","2021","60-64","Unknown","Unknown","Female","310","270","31410","27570"
"In post","2021","60-64","Unknown","Unknown","Male","545","515","36270","32140"
"In post","2021","65+","Declared disabled","Analysis","Female","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Analysis","Male","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Commercial","Female","10","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Commercial","Male","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Communications","Female","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Counter Fraud","Female","10","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Counter Fraud","Male","15","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Debt","Female","15","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Debt","Male","10","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Digital, Data & Technology","Male","15","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Finance","Female","15","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Finance","Male","15","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Human Resources","Female","15","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Human Resources","Male","10","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Legal","Female","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Legal","Male","20","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","No function","Female","285","210","25950","22350"
"In post","2021","65+","Declared disabled","No function","Male","270","200","29930","27130"
"In post","2021","65+","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Project Delivery","Female","20","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Project Delivery","Male","45","40","39150","40510"
"In post","2021","65+","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Property","Female","10","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Property","Male","15","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Security","Male","25","20","[c]","[c]"
"In post","2021","65+","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","Female","450","315","26310","26120"
"In post","2021","65+","Declared disabled","Unknown","Male","345","265","27200","25860"
"In post","2021","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Analysis","Female","15","10","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Analysis","Male","25","20","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Commercial","Female","15","10","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Commercial","Male","35","35","42660","33910"
"In post","2021","65+","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Communications","Female","20","20","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Communications","Male","40","35","31590","27500"
"In post","2021","65+","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Counter Fraud","Female","40","30","29600","28130"
"In post","2021","65+","Declared non-disabled","Counter Fraud","Male","60","45","36800","35000"
"In post","2021","65+","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Debt","Female","45","35","25210","25630"
"In post","2021","65+","Declared non-disabled","Debt","Male","35","25","27740","25630"
"In post","2021","65+","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Digital, Data & Technology","Female","30","25","35170","32070"
"In post","2021","65+","Declared non-disabled","Digital, Data & Technology","Male","95","75","45420","41960"
"In post","2021","65+","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Finance","Female","65","55","27610","25560"
"In post","2021","65+","Declared non-disabled","Finance","Male","60","50","34430","33370"
"In post","2021","65+","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Grants Management","Female","20","15","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Grants Management","Male","15","15","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Human Resources","Female","45","35","33420","28130"
"In post","2021","65+","Declared non-disabled","Human Resources","Male","40","30","34990","31480"
"In post","2021","65+","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Legal","Female","70","55","41390","33700"
"In post","2021","65+","Declared non-disabled","Legal","Male","90","70","53280","55610"
"In post","2021","65+","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","No function","Female","1235","900","27110","22660"
"In post","2021","65+","Declared non-disabled","No function","Male","1485","1100","33200","27380"
"In post","2021","65+","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Project Delivery","Female","80","65","34830","31770"
"In post","2021","65+","Declared non-disabled","Project Delivery","Male","280","240","40970","37830"
"In post","2021","65+","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Property","Female","60","50","26160","25970"
"In post","2021","65+","Declared non-disabled","Property","Male","200","175","34620","33300"
"In post","2021","65+","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Security","Female","25","20","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Security","Male","115","100","25480","20920"
"In post","2021","65+","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","Female","1930","1400","26500","25630"
"In post","2021","65+","Declared non-disabled","Unknown","Male","1455","1170","30130","27570"
"In post","2021","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Counter Fraud","Female","10","5","[c]","[c]"
"In post","2021","65+","Undeclared","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2021","65+","Undeclared","Debt","Female","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","Debt","Male","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","Digital, Data & Technology","Female","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","Digital, Data & Technology","Male","10","10","[c]","[c]"
"In post","2021","65+","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Finance","Male","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Human Resources","Female","10","10","[c]","[c]"
"In post","2021","65+","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Legal","Male","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","No function","Female","170","115","26510","23270"
"In post","2021","65+","Undeclared","No function","Male","270","195","30270","27380"
"In post","2021","65+","Undeclared","Project Delivery","Female","10","5","[c]","[c]"
"In post","2021","65+","Undeclared","Project Delivery","Male","45","35","36690","32490"
"In post","2021","65+","Undeclared","Property","Female","10","5","[c]","[c]"
"In post","2021","65+","Undeclared","Property","Male","20","20","[c]","[c]"
"In post","2021","65+","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Security","Male","15","15","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","Female","75","60","25300","22210"
"In post","2021","65+","Undeclared","Unknown","Male","135","120","28750","26920"
"In post","2021","65+","Unknown","Analysis","Female","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Analysis","Male","10","5","[c]","[c]"
"In post","2021","65+","Unknown","Commercial","Female","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Commercial","Male","20","15","[c]","[c]"
"In post","2021","65+","Unknown","Communications","Female","10","10","[c]","[c]"
"In post","2021","65+","Unknown","Communications","Male","15","10","[c]","[c]"
"In post","2021","65+","Unknown","Counter Fraud","Female","20","15","[c]","[c]"
"In post","2021","65+","Unknown","Counter Fraud","Male","25","15","[c]","[c]"
"In post","2021","65+","Unknown","Debt","Female","15","10","[c]","[c]"
"In post","2021","65+","Unknown","Debt","Male","15","10","[c]","[c]"
"In post","2021","65+","Unknown","Digital, Data & Technology","Female","10","10","[c]","[c]"
"In post","2021","65+","Unknown","Digital, Data & Technology","Male","30","25","41770","38450"
"In post","2021","65+","Unknown","Finance","Female","10","10","[c]","[c]"
"In post","2021","65+","Unknown","Finance","Male","15","10","[c]","[c]"
"In post","2021","65+","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Human Resources","Female","10","10","[c]","[c]"
"In post","2021","65+","Unknown","Human Resources","Male","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Legal","Female","50","35","30670","23250"
"In post","2021","65+","Unknown","Legal","Male","45","35","37260","23700"
"In post","2021","65+","Unknown","No function","Female","305","225","30650","23520"
"In post","2021","65+","Unknown","No function","Male","370","270","33610","28130"
"In post","2021","65+","Unknown","Project Delivery","Female","20","15","[c]","[c]"
"In post","2021","65+","Unknown","Project Delivery","Male","40","35","44290","38180"
"In post","2021","65+","Unknown","Property","Female","10","10","[c]","[c]"
"In post","2021","65+","Unknown","Property","Male","50","45","23920","18730"
"In post","2021","65+","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Security","Male","30","30","25190","20060"
"In post","2021","65+","Unknown","Unknown","Female","75","65","34430","26240"
"In post","2021","65+","Unknown","Unknown","Male","185","160","35980","29550"
"In post","2021","Unknown","Declared disabled","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Unknown","Female","15","10","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","No function","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","No function","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
