"Status","Year","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Wales and The Valleys","Outside London","SEO","1285","1230","43740","43760"
"In post","2021","West Wales and The Valleys","Outside London","Unknown","615","575","29690","28200"
"In post","2021","West Yorkshire","Outside London","AA","510","465","19860","20600"
"In post","2021","West Yorkshire","Outside London","AO","4560","4075","22250","21010"
"In post","2021","West Yorkshire","Outside London","EO","5075","4685","26910","27570"
"In post","2021","West Yorkshire","Outside London","G6","485","465","65390","64670"
"In post","2021","West Yorkshire","Outside London","G7","1430","1370","52340","52580"
"In post","2021","West Yorkshire","Outside London","HEO","2790","2635","32070","31810"
"In post","2021","West Yorkshire","Outside London","SCS level","165","160","86750","78660"
"In post","2021","West Yorkshire","Outside London","SEO","1685","1610","39460","38630"
"In post","2021","West Yorkshire","Outside London","Unknown","550","505","30170","30210"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","AA","40","[c]","19430","18510"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","AO","170","[c]","22490","22410"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","EO","120","[c]","27840","27570"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","HEO","65","[c]","36800","36730"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","SEO","35","[c]","47820","43870"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA","80","[c]","19160","18800"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AO","285","[c]","23520","21300"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","150","[c]","27820","28740"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","15","[c]","71080","69660"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","35","[c]","52870","54540"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","65","[c]","35350","33800"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","50","[c]","42070","42210"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","40","[c]","26080","25590"
"Leaver CS","2021","Cheshire","Outside London","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Outside London","AO","100","[c]","20690","21010"
"Leaver CS","2021","Cheshire","Outside London","EO","45","[c]","27920","27570"
"Leaver CS","2021","Cheshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Outside London","AO","35","[c]","20890","21010"
"Leaver CS","2021","Cornwall and Isles of Scilly","Outside London","EO","30","[c]","26760","26670"
"Leaver CS","2021","Cornwall and Isles of Scilly","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Outside London","AO","40","[c]","22030","21050"
"Leaver CS","2021","Cumbria","Outside London","EO","40","[c]","22620","24140"
"Leaver CS","2021","Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Outside London","Unknown","20","[c]","41280","37900"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","AA","40","[c]","17080","16930"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","AO","275","[c]","20850","20500"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","EO","150","[c]","25660","26600"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","G7","25","[c]","55890","55610"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","HEO","65","[c]","32030","32690"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","SEO","45","[c]","44050","44500"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Outside London","AA","70","[c]","19120","19050"
"Leaver CS","2021","Devon","Outside London","AO","230","[c]","21360","21010"
"Leaver CS","2021","Devon","Outside London","EO","130","[c]","26820","27130"
"Leaver CS","2021","Devon","Outside London","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Outside London","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Outside London","HEO","85","[c]","34290","33840"
"Leaver CS","2021","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Outside London","SEO","40","[c]","40370","40580"
"Leaver CS","2021","Devon","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Outside London","AA","30","[c]","18740","17950"
"Leaver CS","2021","Dorset and Somerset","Outside London","AO","115","[c]","20790","21010"
"Leaver CS","2021","Dorset and Somerset","Outside London","EO","85","[c]","26650","26890"
"Leaver CS","2021","Dorset and Somerset","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Outside London","HEO","65","[c]","33340","33300"
"Leaver CS","2021","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Outside London","SEO","30","[c]","42600","41920"
"Leaver CS","2021","Dorset and Somerset","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Outside London","AA","95","[c]","18600","18760"
"Leaver CS","2021","East Anglia","Outside London","AO","400","[c]","21530","21010"
"Leaver CS","2021","East Anglia","Outside London","EO","210","[c]","26680","26970"
"Leaver CS","2021","East Anglia","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Outside London","G7","45","[c]","56120","53820"
"Leaver CS","2021","East Anglia","Outside London","HEO","130","[c]","33100","33300"
"Leaver CS","2021","East Anglia","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Outside London","SEO","70","[c]","41240","40580"
"Leaver CS","2021","East Anglia","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Outside London","AA","65","[c]","18210","18340"
"Leaver CS","2021","East Wales","Outside London","AO","540","[c]","20530","20180"
"Leaver CS","2021","East Wales","Outside London","EO","240","[c]","26790","27460"
"Leaver CS","2021","East Wales","Outside London","G6","20","[c]","70700","74730"
"Leaver CS","2021","East Wales","Outside London","G7","65","[c]","55160","55300"
"Leaver CS","2021","East Wales","Outside London","HEO","125","[c]","32960","32090"
"Leaver CS","2021","East Wales","Outside London","SCS level","20","[c]","86830","77850"
"Leaver CS","2021","East Wales","Outside London","SEO","95","[c]","40600","39820"
"Leaver CS","2021","East Wales","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","AA","45","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","AO","210","[c]","23890","21010"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","EO","110","[c]","27200","27130"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","HEO","50","[c]","34140","33840"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Outside London","AA","80","[c]","20410","20360"
"Leaver CS","2021","Eastern Scotland","Outside London","AO","445","[c]","22410","21010"
"Leaver CS","2021","Eastern Scotland","Outside London","EO","255","[c]","28940","27570"
"Leaver CS","2021","Eastern Scotland","Outside London","G6","45","[c]","71000","73940"
"Leaver CS","2021","Eastern Scotland","Outside London","G7","50","[c]","56470","56120"
"Leaver CS","2021","Eastern Scotland","Outside London","HEO","125","[c]","35120","35110"
"Leaver CS","2021","Eastern Scotland","Outside London","SCS level","20","[c]","96940","91360"
"Leaver CS","2021","Eastern Scotland","Outside London","SEO","95","[c]","44450","45190"
"Leaver CS","2021","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Outside London","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Outside London","AO","125","[c]","23460","22510"
"Leaver CS","2021","Essex","Outside London","EO","90","[c]","28540","29290"
"Leaver CS","2021","Essex","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Outside London","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Outside London","HEO","40","[c]","34830","34150"
"Leaver CS","2021","Essex","Outside London","SEO","20","[c]","43030","40990"
"Leaver CS","2021","Essex","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA","90","[c]","18160","18330"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","280","[c]","21280","20920"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","285","[c]","25070","25970"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","45","[c]","69600","67120"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","120","[c]","53040","53120"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","260","[c]","31470","32000"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","30","[c]","99460","99540"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","230","[c]","41200","40630"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","65","[c]","40480","38180"
"Leaver CS","2021","Greater Manchester","Outside London","AA","45","[c]","17800","17430"
"Leaver CS","2021","Greater Manchester","Outside London","AO","380","[c]","20610","20880"
"Leaver CS","2021","Greater Manchester","Outside London","EO","240","[c]","26640","27570"
"Leaver CS","2021","Greater Manchester","Outside London","G6","25","[c]","70840","71450"
"Leaver CS","2021","Greater Manchester","Outside London","G7","55","[c]","58480","55180"
"Leaver CS","2021","Greater Manchester","Outside London","HEO","100","[c]","31620","31700"
"Leaver CS","2021","Greater Manchester","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Outside London","SEO","65","[c]","39940","38330"
"Leaver CS","2021","Greater Manchester","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","AA","100","[c]","18630","18320"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","AO","275","[c]","21890","20920"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","EO","190","[c]","27200","26890"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","G6","15","[c]","74860","71870"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","G7","45","[c]","53820","54540"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","HEO","130","[c]","33010","32890"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","SEO","75","[c]","40410","39820"
"Leaver CS","2021","Hampshire and Isle of Wight","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","30","[c]","18050","17590"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","130","[c]","21650","21010"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","65","[c]","26140","26890"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Outside London","AA","10","[c]","19910","19560"
"Leaver CS","2021","Highlands and Islands","Outside London","AO","45","[c]","23470","22220"
"Leaver CS","2021","Highlands and Islands","Outside London","EO","25","[c]","29090","29190"
"Leaver CS","2021","Highlands and Islands","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","London","AA","35","[c]","19990","19750"
"Leaver CS","2021","Inner London - East","London","AO","190","[c]","23320","23250"
"Leaver CS","2021","Inner London - East","London","EO","225","[c]","29550","29590"
"Leaver CS","2021","Inner London - East","London","G6","50","[c]","73460","72580"
"Leaver CS","2021","Inner London - East","London","G7","145","[c]","56940","55860"
"Leaver CS","2021","Inner London - East","London","HEO","145","[c]","34790","33560"
"Leaver CS","2021","Inner London - East","London","SCS level","50","[c]","104290","99930"
"Leaver CS","2021","Inner London - East","London","SEO","130","[c]","42620","40960"
"Leaver CS","2021","Inner London - East","London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","London","AA","120","[c]","20730","21330"
"Leaver CS","2021","Inner London - West","London","AO","505","[c]","23240","23500"
"Leaver CS","2021","Inner London - West","London","EO","510","[c]","27240","27760"
"Leaver CS","2021","Inner London - West","London","G6","230","[c]","70540","68830"
"Leaver CS","2021","Inner London - West","London","G7","570","[c]","56730","55000"
"Leaver CS","2021","Inner London - West","London","HEO","560","[c]","33610","33570"
"Leaver CS","2021","Inner London - West","London","SCS level","200","[c]","97460","89710"
"Leaver CS","2021","Inner London - West","London","SEO","350","[c]","41800","40940"
"Leaver CS","2021","Inner London - West","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Outside London","AA","85","[c]","17630","17180"
"Leaver CS","2021","Kent","Outside London","AO","245","[c]","22990","23550"
"Leaver CS","2021","Kent","Outside London","EO","130","[c]","28260","27420"
"Leaver CS","2021","Kent","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Outside London","HEO","55","[c]","32870","32810"
"Leaver CS","2021","Kent","Outside London","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Outside London","AA","50","[c]","17880","17100"
"Leaver CS","2021","Lancashire","Outside London","AO","395","[c]","20810","21010"
"Leaver CS","2021","Lancashire","Outside London","EO","145","[c]","27310","27570"
"Leaver CS","2021","Lancashire","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Outside London","G7","20","[c]","52720","51580"
"Leaver CS","2021","Lancashire","Outside London","HEO","45","[c]","32930","32740"
"Leaver CS","2021","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Outside London","SEO","35","[c]","39020","39320"
"Leaver CS","2021","Lancashire","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","AA","50","[c]","19440","18760"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","AO","325","[c]","20400","20100"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","EO","145","[c]","26740","27570"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","75","[c]","33650","33450"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","20","[c]","42090","41720"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Outside London","AA","35","[c]","18230","18440"
"Leaver CS","2021","Lincolnshire","Outside London","AO","105","[c]","21180","21010"
"Leaver CS","2021","Lincolnshire","Outside London","EO","110","[c]","29070","29930"
"Leaver CS","2021","Lincolnshire","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Outside London","HEO","30","[c]","33900","33300"
"Leaver CS","2021","Lincolnshire","Outside London","SEO","20","[c]","37760","36390"
"Leaver CS","2021","Lincolnshire","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","Outside London","AA","50","[c]","18000","17640"
"Leaver CS","2021","Merseyside","Outside London","AO","325","[c]","21140","21010"
"Leaver CS","2021","Merseyside","Outside London","EO","210","[c]","26060","26490"
"Leaver CS","2021","Merseyside","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","Outside London","G7","30","[c]","55570","55610"
"Leaver CS","2021","Merseyside","Outside London","HEO","65","[c]","32430","32200"
"Leaver CS","2021","Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","Outside London","SEO","50","[c]","43790","42400"
"Leaver CS","2021","Merseyside","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Outside London","AO","45","[c]","26010","22220"
"Leaver CS","2021","North Eastern Scotland","Outside London","EO","45","[c]","28940","27570"
"Leaver CS","2021","North Eastern Scotland","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Outside London","HEO","30","[c]","35360","35110"
"Leaver CS","2021","North Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Outside London","SEO","15","[c]","53540","46600"
"Leaver CS","2021","North Yorkshire","Outside London","AA","30","[c]","18520","18800"
"Leaver CS","2021","North Yorkshire","Outside London","AO","80","[c]","22250","21010"
"Leaver CS","2021","North Yorkshire","Outside London","EO","40","[c]","27140","27570"
"Leaver CS","2021","North Yorkshire","Outside London","G6","10","[c]","75210","77080"
"Leaver CS","2021","North Yorkshire","Outside London","G7","35","[c]","58690","57110"
"Leaver CS","2021","North Yorkshire","Outside London","HEO","35","[c]","34090","33300"
"Leaver CS","2021","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Outside London","SEO","20","[c]","41660","39730"
"Leaver CS","2021","North Yorkshire","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","AA","25","[c]","19400","19800"
"Leaver CS","2021","Northern Ireland","Outside London","AO","80","[c]","21480","21430"
"Leaver CS","2021","Northern Ireland","Outside London","EO","50","[c]","28050","27100"
"Leaver CS","2021","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","HEO","30","[c]","34470","34210"
"Leaver CS","2021","Northern Ireland","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","AA","55","[c]","17840","17230"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","AO","560","[c]","20730","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","EO","245","[c]","26700","27570"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","G7","40","[c]","54110","53750"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","HEO","65","[c]","33010","33180"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","SEO","60","[c]","40380","40230"
"Leaver CS","2021","Northumberland and Tyne and Wear","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","London","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","London","AO","90","[c]","24380","25110"
"Leaver CS","2021","Outer London - East and North East","London","EO","80","[c]","30880","31060"
"Leaver CS","2021","Outer London - East and North East","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","London","AA","25","[c]","21200","21770"
"Leaver CS","2021","Outer London - South","London","AO","95","[c]","24310","25120"
"Leaver CS","2021","Outer London - South","London","EO","140","[c]","29560","29440"
"Leaver CS","2021","Outer London - South","London","G6","15","[c]","73030","73600"
"Leaver CS","2021","Outer London - South","London","G7","35","[c]","60160","57680"
"Leaver CS","2021","Outer London - South","London","HEO","75","[c]","36360","36240"
"Leaver CS","2021","Outer London - South","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","London","SEO","40","[c]","43810","43700"
"Leaver CS","2021","Outer London - South","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","London","AA","40","[c]","20080","20450"
"Leaver CS","2021","Outer London - West and North West","London","AO","145","[c]","23560","23630"
"Leaver CS","2021","Outer London - West and North West","London","EO","200","[c]","29130","30380"
"Leaver CS","2021","Outer London - West and North West","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","London","G7","20","[c]","56650","56740"
"Leaver CS","2021","Outer London - West and North West","London","HEO","65","[c]","33640","33100"
"Leaver CS","2021","Outer London - West and North West","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","London","SEO","50","[c]","42070","40730"
"Leaver CS","2021","Outer London - West and North West","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","G7","15","[c]","59780","58740"
"Leaver CS","2021","Overseas","Overseas","HEO","75","[c]","36200","36960"
"Leaver CS","2021","Overseas","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","SEO","10","[c]","47210","43220"
"Leaver CS","2021","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","AA","30","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","AO","235","[c]","20670","20500"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","EO","115","[c]","27150","27570"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","HEO","40","[c]","33960","33300"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","SEO","35","[c]","40760","40580"
"Leaver CS","2021","Shropshire and Staffordshire","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Outside London","AA","45","[c]","17560","16930"
"Leaver CS","2021","South Yorkshire","Outside London","AO","245","[c]","21010","21010"
"Leaver CS","2021","South Yorkshire","Outside London","EO","155","[c]","26400","26890"
"Leaver CS","2021","South Yorkshire","Outside London","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Outside London","G7","35","[c]","55890","55810"
"Leaver CS","2021","South Yorkshire","Outside London","HEO","65","[c]","32150","31560"
"Leaver CS","2021","South Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Outside London","SEO","50","[c]","39520","37530"
"Leaver CS","2021","South Yorkshire","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Outside London","AA","20","[c]","20730","20070"
"Leaver CS","2021","Southern Scotland","Outside London","AO","115","[c]","23020","21010"
"Leaver CS","2021","Southern Scotland","Outside London","EO","70","[c]","27180","27570"
"Leaver CS","2021","Southern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Outside London","HEO","20","[c]","33110","33930"
"Leaver CS","2021","Southern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Outside London","SEO","30","[c]","42960","42130"
"Leaver CS","2021","Surrey, East and West Sussex","Outside London","AA","55","[c]","18960","19050"
"Leaver CS","2021","Surrey, East and West Sussex","Outside London","AO","240","[c]","22320","21170"
"Leaver CS","2021","Surrey, East and West Sussex","Outside London","EO","120","[c]","27720","27570"
