"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Home Office","G7","Unknown","155","155","57310","57430"
"In post","2021","Unknown","Home Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","HEO","Unknown","185","185","34340","35050"
"In post","2021","Unknown","Home Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Home Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","SEO","Unknown","160","160","42010","41950"
"In post","2021","Unknown","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","AA","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","AA","Unknown","460","440","19220","19560"
"In post","2021","Unknown","Ministry of Defence","AO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","AO","Unknown","925","905","26520","23540"
"In post","2021","Unknown","Ministry of Defence","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","EO","Unknown","730","710","26030","26670"
"In post","2021","Unknown","Ministry of Defence","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","G6","Unknown","60","55","72890","69800"
"In post","2021","Unknown","Ministry of Defence","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","G7","Unknown","285","270","59470","56350"
"In post","2021","Unknown","Ministry of Defence","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","HEO","Undeclared","30","30","36680","35480"
"In post","2021","Unknown","Ministry of Defence","HEO","Unknown","820","795","35270","33300"
"In post","2021","Unknown","Ministry of Defence","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","SCS level","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","SEO","Undeclared","25","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","SEO","Unknown","485","475","41830","41000"
"In post","2021","Unknown","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","Unknown","1995","1990","37600","34460"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AO","Unknown","30","30","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G6","Unknown","35","30","63310","63470"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G7","Unknown","50","50","50510","53130"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","HEO","Unknown","35","35","32580","33210"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","AA","Heterosexual / straight","110","100","20190","20600"
"In post","2021","Unknown","Ministry of Justice","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","AA","Undeclared","80","75","20610","20600"
"In post","2021","Unknown","Ministry of Justice","AA","Unknown","1185","1145","20110","20600"
"In post","2021","Unknown","Ministry of Justice","AO","Heterosexual / straight","445","415","26170","25860"
"In post","2021","Unknown","Ministry of Justice","AO","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","AO","Undeclared","190","175","25170","25400"
"In post","2021","Unknown","Ministry of Justice","AO","Unknown","4245","4110","25070","24440"
"In post","2021","Unknown","Ministry of Justice","EO","Heterosexual / straight","155","150","29310","30320"
"In post","2021","Unknown","Ministry of Justice","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","EO","Undeclared","90","90","28940","28960"
"In post","2021","Unknown","Ministry of Justice","EO","Unknown","610","590","27060","26410"
"In post","2021","Unknown","Ministry of Justice","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","G6","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","G7","Unknown","285","280","59190","58060"
"In post","2021","Unknown","Ministry of Justice","HEO","Heterosexual / straight","65","60","32980","31180"
"In post","2021","Unknown","Ministry of Justice","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","HEO","Undeclared","50","40","33600","33900"
"In post","2021","Unknown","Ministry of Justice","HEO","Unknown","495","470","30930","30850"
"In post","2021","Unknown","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","SEO","Heterosexual / straight","35","35","42670","41550"
"In post","2021","Unknown","Ministry of Justice","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","SEO","Undeclared","30","30","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","SEO","Unknown","390","380","41000","40310"
"In post","2021","Unknown","Ministry of Justice","Unknown","Heterosexual / straight","120","110","31530","32690"
"In post","2021","Unknown","Ministry of Justice","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","Unknown","Undeclared","50","45","31110","31420"
"In post","2021","Unknown","Ministry of Justice","Unknown","Unknown","915","810","26690","23840"
"In post","2021","Unknown","National Crime Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","AO","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","EO","Unknown","285","275","34890","35300"
"In post","2021","Unknown","National Crime Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","G7","Unknown","45","45","60400","60990"
"In post","2021","Unknown","National Crime Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","HEO","Unknown","210","205","42450","42420"
"In post","2021","Unknown","National Crime Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","SEO","Unknown","80","80","51070","48900"
"In post","2021","Unknown","Northern Ireland Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","HEO","Unknown","30","30","27610","27770"
"In post","2021","Unknown","Other Cabinet Office Agencies","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Scotland Office","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Scotland Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Scottish Government","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government","AA","Undeclared","265","215","20080","20070"
"In post","2021","Unknown","Scottish Government","AA","Unknown","580","540","21100","20810"
"In post","2021","Unknown","Scottish Government","AO","Heterosexual / straight","25","25","[c]","[c]"
