"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Black","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","London","15","15","[c]","[c]"
"In post","2021","60-64","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","London","10","10","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","London","35","30","41700","30110"
"In post","2021","60-64","Black","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","No function","East Midlands (England)","30","25","26520","22500"
"In post","2021","60-64","Black","No function","East of England","10","10","[c]","[c]"
"In post","2021","60-64","Black","No function","London","285","270","31940","29570"
"In post","2021","60-64","Black","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","No function","North West (England)","20","15","[c]","[c]"
"In post","2021","60-64","Black","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","No function","South East (England)","20","15","[c]","[c]"
"In post","2021","60-64","Black","No function","South West (England)","10","10","[c]","[c]"
"In post","2021","60-64","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","No function","Wales","5","5","[c]","[c]"
"In post","2021","60-64","Black","No function","West Midlands (England)","60","55","28840","23290"
"In post","2021","60-64","Black","No function","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","London","25","25","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","London","10","10","[c]","[c]"
"In post","2021","60-64","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","London","15","15","[c]","[c]"
"In post","2021","60-64","Black","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","60-64","Black","Unknown","East of England","20","20","[c]","[c]"
"In post","2021","60-64","Black","Unknown","London","295","260","30870","31060"
"In post","2021","60-64","Black","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","North West (England)","20","20","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","South East (England)","35","30","28790","27570"
"In post","2021","60-64","Black","Unknown","South West (England)","10","10","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","West Midlands (England)","45","40","25500","27570"
"In post","2021","60-64","Black","Unknown","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","60-64","Chinese","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","London","5","5","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","North East (England)","[c]","[c]","[c]","[c]"
