"Status","Year","Disability","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Rural Payments Agency","10","10","[c]","[c]"
"In post","2021","Undeclared","White","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Government (excl. agencies)","100","100","41510","38540"
"In post","2021","Undeclared","White","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Prison Service","10","10","[c]","[c]"
"In post","2021","Undeclared","White","Scottish Public Pensions Agency","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Serious Fraud Office","10","10","[c]","[c]"
"In post","2021","Undeclared","White","Social Security Scotland","25","20","[c]","[c]"
"In post","2021","Undeclared","White","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Submarine Delivery Agency","55","55","43820","41280"
"In post","2021","Undeclared","White","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","UK Hydrographic Office","25","25","[c]","[c]"
"In post","2021","Undeclared","White","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","UK Space Agency","5","5","[c]","[c]"
"In post","2021","Undeclared","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","United Kingdom Statistics Authority","95","75","27850","25550"
"In post","2021","Undeclared","White","Valuation Office Agency","75","75","34600","31100"
"In post","2021","Undeclared","White","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Veterinary Medicines Directorate","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Welsh Government (excl. agencies)","85","80","40520","37410"
"In post","2021","Undeclared","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Advisory, Conciliation and Arbitration Service","25","25","[c]","[c]"
"In post","2021","Unknown","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Cabinet Office (excl. agencies)","15","15","[c]","[c]"
"In post","2021","Unknown","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Crown Commercial Service","25","25","[c]","[c]"
"In post","2021","Unknown","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Crown Prosecution Service","135","130","36200","32760"
"In post","2021","Unknown","Asian","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Debt Management Office","25","20","[c]","[c]"
"In post","2021","Unknown","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Defence Equipment and Support","20","20","[c]","[c]"
"In post","2021","Unknown","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","55","55","43080","37890"
"In post","2021","Unknown","Asian","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Education (excl. agencies)","70","65","37680","36500"
"In post","2021","Unknown","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Department for International Trade","50","50","43850","38540"
"In post","2021","Unknown","Asian","Department for Transport (excl. agencies)","20","20","[c]","[c]"
"In post","2021","Unknown","Asian","Department for Work and Pensions (excl. agencies)","65","60","29970","27570"
"In post","2021","Unknown","Asian","Department of Health and Social Care (excl. agencies)","75","75","39600","32790"
"In post","2021","Unknown","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Education and Skills Funding Agency","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","45","45","45410","37850"
"In post","2021","Unknown","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Government Actuary's Department","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Government Legal Department","15","10","[c]","[c]"
"In post","2021","Unknown","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","HM Courts and Tribunals Service","10","5","[c]","[c]"
"In post","2021","Unknown","Asian","HM Land Registry","60","60","27940","22350"
"In post","2021","Unknown","Asian","HM Prison and Probation Service","30","25","[c]","[c]"
"In post","2021","Unknown","Asian","HM Revenue and Customs (excl. agencies)","530","480","30560","28130"
"In post","2021","Unknown","Asian","HM Treasury (excl. agencies)","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Home Office (incl. agencies)","50","50","33200","28650"
"In post","2021","Unknown","Asian","Insolvency Service","15","15","[c]","[c]"
"In post","2021","Unknown","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Medicines and Healthcare Products Regulatory Agency","165","165","41880","33100"
"In post","2021","Unknown","Asian","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Ministry of Defence (excl. agencies)","110","105","35540","30370"
"In post","2021","Unknown","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Ministry of Justice (excl. agencies)","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","National Crime Agency","155","155","33830","33420"
"In post","2021","Unknown","Asian","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Office of the Public Guardian","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Public Health England","135","125","54900","40940"
"In post","2021","Unknown","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Government (excl. agencies)","15","15","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Prison Service","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","The National Archives","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","UK Space Agency","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","United Kingdom Statistics Authority","65","60","28540","26050"
"In post","2021","Unknown","Asian","Valuation Office Agency","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Advisory, Conciliation and Arbitration Service","20","20","[c]","[c]"
"In post","2021","Unknown","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Cabinet Office (excl. agencies)","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Crown Commercial Service","10","10","[c]","[c]"
"In post","2021","Unknown","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Crown Prosecution Service","65","60","32920","26970"
"In post","2021","Unknown","Black","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Debt Management Office","10","10","[c]","[c]"
"In post","2021","Unknown","Black","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Defence Equipment and Support","10","10","[c]","[c]"
"In post","2021","Unknown","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","25","25","[c]","[c]"
"In post","2021","Unknown","Black","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Department for Education (excl. agencies)","25","25","[c]","[c]"
"In post","2021","Unknown","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Department for International Trade","20","20","[c]","[c]"
"In post","2021","Unknown","Black","Department for Transport (excl. agencies)","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Department for Work and Pensions (excl. agencies)","30","30","28300","28470"
"In post","2021","Unknown","Black","Department of Health and Social Care (excl. agencies)","45","45","37020","32790"
"In post","2021","Unknown","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Education and Skills Funding Agency","10","10","[c]","[c]"
"In post","2021","Unknown","Black","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Foreign, Commonwealth and Development Office (excl. agencies)","25","25","[c]","[c]"
"In post","2021","Unknown","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","HM Courts and Tribunals Service","15","15","[c]","[c]"
"In post","2021","Unknown","Black","HM Land Registry","20","20","[c]","[c]"
"In post","2021","Unknown","Black","HM Prison and Probation Service","35","35","27220","26810"
"In post","2021","Unknown","Black","HM Revenue and Customs (excl. agencies)","170","165","32100","29570"
"In post","2021","Unknown","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Home Office (incl. agencies)","15","15","[c]","[c]"
"In post","2021","Unknown","Black","Insolvency Service","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Medicines and Healthcare Products Regulatory Agency","60","55","36410","32960"
"In post","2021","Unknown","Black","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Ministry of Defence (excl. agencies)","45","45","32060","26800"
"In post","2021","Unknown","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Ministry of Justice (excl. agencies)","5","5","[c]","[c]"
"In post","2021","Unknown","Black","National Crime Agency","60","60","36370","36200"
"In post","2021","Unknown","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","Unknown","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Public Health England","70","65","55010","42820"
"In post","2021","Unknown","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Government (excl. agencies)","10","10","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Prison Service","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","United Kingdom Statistics Authority","35","30","29070","29540"
"In post","2021","Unknown","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for International Trade","10","10","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Department of Health and Social Care (excl. agencies)","10","10","[c]","[c]"
"In post","2021","Unknown","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","HM Revenue and Customs (excl. agencies)","25","25","[c]","[c]"
"In post","2021","Unknown","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Medicines and Healthcare Products Regulatory Agency","10","10","[c]","[c]"
"In post","2021","Unknown","Chinese","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Ministry of Defence (excl. agencies)","10","10","[c]","[c]"
"In post","2021","Unknown","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","National Crime Agency","5","5","[c]","[c]"
"In post","2021","Unknown","Chinese","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Public Health England","15","15","[c]","[c]"
"In post","2021","Unknown","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
