"Status","Year","Age","Disability","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Outside London","Female","65","[c]","24580","21490"
"Leaver CS","2021","20-29","Undeclared","Outside London","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","Female","345","[c]","27260","25890"
"Leaver CS","2021","20-29","Unknown","London","Male","300","[c]","28180","26990"
"Leaver CS","2021","20-29","Unknown","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Outside London","Female","725","[c]","22560","21050"
"Leaver CS","2021","20-29","Unknown","Outside London","Male","690","[c]","23430","21120"
"Leaver CS","2021","20-29","Unknown","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Female","100","[c]","28810","28000"
"Leaver CS","2021","20-29","Unknown","Unknown","Male","85","[c]","28480","28000"
"Leaver CS","2021","30-39","Declared disabled","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Outside London","Female","115","[c]","26270","25870"
"Leaver CS","2021","30-39","Declared disabled","Outside London","Male","80","[c]","27680","26680"
"Leaver CS","2021","30-39","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","London","Female","320","[c]","42740","40470"
"Leaver CS","2021","30-39","Declared non-disabled","London","Male","290","[c]","46470","44440"
"Leaver CS","2021","30-39","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Outside London","Female","835","[c]","28030","24180"
"Leaver CS","2021","30-39","Declared non-disabled","Outside London","Male","740","[c]","30770","27570"
"Leaver CS","2021","30-39","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Outside London","Female","85","[c]","25960","21570"
"Leaver CS","2021","30-39","Undeclared","Outside London","Male","90","[c]","31110","30650"
"Leaver CS","2021","30-39","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","London","Female","155","[c]","40110","34380"
"Leaver CS","2021","30-39","Unknown","London","Male","155","[c]","43540","40390"
"Leaver CS","2021","30-39","Unknown","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Outside London","Female","480","[c]","28530","27150"
"Leaver CS","2021","30-39","Unknown","Outside London","Male","450","[c]","30440","27570"
"Leaver CS","2021","30-39","Unknown","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Male","55","[c]","32700","29150"
"Leaver CS","2021","40-49","Declared disabled","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Outside London","Female","160","[c]","27920","26410"
"Leaver CS","2021","40-49","Declared disabled","Outside London","Male","120","[c]","29310","27570"
"Leaver CS","2021","40-49","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","London","Female","220","[c]","49010","41480"
"Leaver CS","2021","40-49","Declared non-disabled","London","Male","165","[c]","54260","50940"
"Leaver CS","2021","40-49","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Outside London","Female","810","[c]","30860","26770"
"Leaver CS","2021","40-49","Declared non-disabled","Outside London","Male","590","[c]","32980","27570"
"Leaver CS","2021","40-49","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Outside London","Female","90","[c]","27250","22670"
"Leaver CS","2021","40-49","Undeclared","Outside London","Male","70","[c]","30120","27570"
"Leaver CS","2021","40-49","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","London","Female","115","[c]","46490","39600"
"Leaver CS","2021","40-49","Unknown","London","Male","80","[c]","49890","51140"
"Leaver CS","2021","40-49","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Outside London","Female","415","[c]","32260","27570"
"Leaver CS","2021","40-49","Unknown","Outside London","Male","365","[c]","34010","27570"
"Leaver CS","2021","40-49","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Overseas","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","London","Female","65","[c]","46710","37980"
"Leaver CS","2021","50-59","Declared disabled","London","Male","60","[c]","44730","35430"
"Leaver CS","2021","50-59","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Outside London","Female","445","[c]","28700","26430"
"Leaver CS","2021","50-59","Declared disabled","Outside London","Male","335","[c]","32820","27570"
"Leaver CS","2021","50-59","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","London","Female","300","[c]","45230","37300"
"Leaver CS","2021","50-59","Declared non-disabled","London","Male","275","[c]","57040","47090"
"Leaver CS","2021","50-59","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Outside London","Female","1740","[c]","30370","26780"
"Leaver CS","2021","50-59","Declared non-disabled","Outside London","Male","1255","[c]","35400","29930"
"Leaver CS","2021","50-59","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Outside London","Female","200","[c]","33300","30460"
"Leaver CS","2021","50-59","Undeclared","Outside London","Male","245","[c]","35840","32390"
"Leaver CS","2021","50-59","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","London","Female","70","[c]","48890","39010"
"Leaver CS","2021","50-59","Unknown","London","Male","100","[c]","55200","54200"
"Leaver CS","2021","50-59","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Outside London","Female","555","[c]","32660","27570"
"Leaver CS","2021","50-59","Unknown","Outside London","Male","500","[c]","34380","33300"
"Leaver CS","2021","50-59","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Male","70","[c]","54280","41500"
"Leaver CS","2021","60-64","Declared disabled","London","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","London","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Outside London","Female","295","[c]","27950","26120"
"Leaver CS","2021","60-64","Declared disabled","Outside London","Male","210","[c]","30220","27570"
"Leaver CS","2021","60-64","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","London","Female","170","[c]","47870","36330"
"Leaver CS","2021","60-64","Declared non-disabled","London","Male","215","[c]","50870","45160"
"Leaver CS","2021","60-64","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Outside London","Female","1360","[c]","30350","26890"
"Leaver CS","2021","60-64","Declared non-disabled","Outside London","Male","1200","[c]","36750","31250"
"Leaver CS","2021","60-64","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Outside London","Female","120","[c]","29640","27230"
"Leaver CS","2021","60-64","Undeclared","Outside London","Male","175","[c]","34100","32730"
"Leaver CS","2021","60-64","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","London","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","London","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Outside London","Female","300","[c]","35970","29060"
"Leaver CS","2021","60-64","Unknown","Outside London","Male","310","[c]","39140","33650"
"Leaver CS","2021","60-64","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Male","55","[c]","43020","36580"
"Leaver CS","2021","65+","Declared disabled","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Outside London","Female","295","[c]","24670","22080"
"Leaver CS","2021","65+","Declared disabled","Outside London","Male","210","[c]","26970","22500"
"Leaver CS","2021","65+","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","London","Female","140","[c]","34340","28790"
"Leaver CS","2021","65+","Declared non-disabled","London","Male","160","[c]","39690","30590"
"Leaver CS","2021","65+","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Outside London","Female","980","[c]","25060","21430"
"Leaver CS","2021","65+","Declared non-disabled","Outside London","Male","980","[c]","30780","26840"
"Leaver CS","2021","65+","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Outside London","Female","85","[c]","27950","26400"
"Leaver CS","2021","65+","Undeclared","Outside London","Male","140","[c]","31010","27240"
"Leaver CS","2021","65+","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outside London","Female","185","[c]","30400","23010"
"Leaver CS","2021","65+","Unknown","Outside London","Male","225","[c]","32120","26210"
"Leaver CS","2021","65+","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Undeclared","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","London","Female","75","[c]","35340","32830"
"Leaver Dept.","2021","20-29","Declared disabled","London","Male","65","[c]","35290","32620"
"Leaver Dept.","2021","20-29","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Outside London","Female","60","[c]","25860","26180"
"Leaver Dept.","2021","20-29","Declared disabled","Outside London","Male","45","[c]","25540","23810"
"Leaver Dept.","2021","20-29","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","London","Female","705","[c]","34960","33270"
"Leaver Dept.","2021","20-29","Declared non-disabled","London","Male","525","[c]","35720","33570"
"Leaver Dept.","2021","20-29","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Outside London","Female","550","[c]","25000","24000"
"Leaver Dept.","2021","20-29","Declared non-disabled","Outside London","Male","405","[c]","25910","24890"
"Leaver Dept.","2021","20-29","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Unknown","Female","85","[c]","33150","32000"
