"Status","Year","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Economics","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Heterosexual / straight","80","[c]","36820","32430"
"Leaver CS","2021","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Heterosexual / straight","90","[c]","46770","44790"
"Leaver CS","2021","Finance","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Heterosexual / straight","135","[c]","37740","32550"
"Leaver CS","2021","Human Resources","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Unknown","35","[c]","39760","36320"
"Leaver CS","2021","Human Resources","Male","Heterosexual / straight","80","[c]","41280","36100"
"Leaver CS","2021","Human Resources","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Heterosexual / straight","35","[c]","62260","51360"
"Leaver CS","2021","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Heterosexual / straight","35","[c]","36070","32680"
"Leaver CS","2021","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Heterosexual / straight","50","[c]","31370","28340"
"Leaver CS","2021","Knowledge and Information Management","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Heterosexual / straight","140","[c]","53480","52670"
"Leaver CS","2021","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Unknown","70","[c]","53260","55610"
"Leaver CS","2021","Legal","Male","Heterosexual / straight","95","[c]","53740","55000"
"Leaver CS","2021","Legal","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Unknown","50","[c]","54390","55610"
"Leaver CS","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Heterosexual / straight","125","[c]","46900","37110"
"Leaver CS","2021","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Unknown","40","[c]","44720","30990"
"Leaver CS","2021","Medicine","Male","Heterosexual / straight","50","[c]","70830","74400"
"Leaver CS","2021","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","Heterosexual / straight","2325","[c]","26470","22240"
"Leaver CS","2021","Operational Delivery","Female","LGBO","170","[c]","26110","21590"
"Leaver CS","2021","Operational Delivery","Female","Undeclared","445","[c]","27090","22820"
"Leaver CS","2021","Operational Delivery","Female","Unknown","1215","[c]","25160","21590"
"Leaver CS","2021","Operational Delivery","Male","Heterosexual / straight","2245","[c]","30310","25710"
"Leaver CS","2021","Operational Delivery","Male","LGBO","100","[c]","29690","23810"
"Leaver CS","2021","Operational Delivery","Male","Undeclared","400","[c]","29850","26550"
"Leaver CS","2021","Operational Delivery","Male","Unknown","1345","[c]","29030","24250"
"Leaver CS","2021","Operational Delivery","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Heterosexual / straight","390","[c]","27030","21580"
"Leaver CS","2021","Other","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Undeclared","45","[c]","26820","21580"
"Leaver CS","2021","Other","Female","Unknown","125","[c]","32310","26670"
"Leaver CS","2021","Other","Male","Heterosexual / straight","500","[c]","31140","29200"
"Leaver CS","2021","Other","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","Undeclared","85","[c]","27850","26670"
"Leaver CS","2021","Other","Male","Unknown","290","[c]","33350","30440"
"Leaver CS","2021","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Heterosexual / straight","210","[c]","45340","40700"
"Leaver CS","2021","Policy","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Unknown","145","[c]","38710","33170"
"Leaver CS","2021","Policy","Male","Heterosexual / straight","205","[c]","49870","41970"
"Leaver CS","2021","Policy","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Unknown","150","[c]","43560","38840"
"Leaver CS","2021","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Heterosexual / straight","135","[c]","37510","33080"
"Leaver CS","2021","Project Delivery","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Unknown","40","[c]","31110","27550"
"Leaver CS","2021","Project Delivery","Male","Heterosexual / straight","175","[c]","45210","40020"
"Leaver CS","2021","Project Delivery","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Undeclared","30","[c]","49450","45670"
"Leaver CS","2021","Project Delivery","Male","Unknown","30","[c]","37590","38940"
"Leaver CS","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Heterosexual / straight","70","[c]","32220","26500"
"Leaver CS","2021","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Unknown","50","[c]","28380","24800"
"Leaver CS","2021","Property","Male","Heterosexual / straight","170","[c]","34010","33000"
"Leaver CS","2021","Property","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Undeclared","35","[c]","41390","42540"
"Leaver CS","2021","Property","Male","Unknown","80","[c]","29450","25500"
"Leaver CS","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Heterosexual / straight","180","[c]","31460","28170"
"Leaver CS","2021","Science and Engineering","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Unknown","100","[c]","31800","29750"
"Leaver CS","2021","Science and Engineering","Male","Heterosexual / straight","310","[c]","33200","29520"
"Leaver CS","2021","Science and Engineering","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","Undeclared","45","[c]","39450","37510"
"Leaver CS","2021","Science and Engineering","Male","Unknown","110","[c]","32140","29070"
"Leaver CS","2021","Science and Engineering","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Heterosexual / straight","35","[c]","32340","28780"
"Leaver CS","2021","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","Heterosexual / straight","220","[c]","30100","26930"
"Leaver CS","2021","Security","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","Undeclared","35","[c]","37750","39070"
"Leaver CS","2021","Security","Male","Unknown","75","[c]","28070","24970"
"Leaver CS","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Heterosexual / straight","2020","[c]","27940","26120"
"Leaver CS","2021","Unknown","Female","LGBO","105","[c]","28960","25110"
"Leaver CS","2021","Unknown","Female","Undeclared","235","[c]","27440","26890"
"Leaver CS","2021","Unknown","Female","Unknown","4860","[c]","28800","27570"
"Leaver CS","2021","Unknown","Male","Heterosexual / straight","1390","[c]","30940","27040"
"Leaver CS","2021","Unknown","Male","LGBO","115","[c]","29760","27570"
"Leaver CS","2021","Unknown","Male","Undeclared","210","[c]","33190","27570"
"Leaver CS","2021","Unknown","Male","Unknown","3255","[c]","33220","27570"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Heterosexual / straight","65","[c]","38030","37390"
"Leaver Dept.","2021","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Heterosexual / straight","55","[c]","36200","33390"
"Leaver Dept.","2021","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Heterosexual / straight","65","[c]","42360","40550"
"Leaver Dept.","2021","Communications","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Unknown","40","[c]","40920","38540"
"Leaver Dept.","2021","Communications","Male","Heterosexual / straight","50","[c]","47730","43390"
"Leaver Dept.","2021","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","Heterosexual / straight","45","[c]","48520","42220"
"Leaver Dept.","2021","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Heterosexual / straight","65","[c]","40970","33540"
"Leaver Dept.","2021","Digital, Data and Technology","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","Unknown","35","[c]","50160","47970"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Heterosexual / straight","35","[c]","40430","34340"
"Leaver Dept.","2021","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Heterosexual / straight","45","[c]","45600","49060"
"Leaver Dept.","2021","Economics","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Heterosexual / straight","80","[c]","47040","48350"
"Leaver Dept.","2021","Finance","Female","LGBO","10","[c]","[c]","[c]"
