"Status","Year","Age","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","16-19","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","125","[c]","21680","21010"
"Leaver CS","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","110","[c]","22490","19950"
"Leaver CS","2021","20-29","East Midlands (England)","Lincolnshire","35","[c]","27100","27570"
"Leaver CS","2021","20-29","East of England","Bedfordshire and Hertfordshire","75","[c]","25050","24180"
"Leaver CS","2021","20-29","East of England","East Anglia","145","[c]","22910","21090"
"Leaver CS","2021","20-29","East of England","Essex","45","[c]","25070","24180"
"Leaver CS","2021","20-29","London","Inner London - East","280","[c]","30600","27520"
"Leaver CS","2021","20-29","London","Inner London - West","970","[c]","29440","27500"
"Leaver CS","2021","20-29","London","Outer London - East and North East","50","[c]","29020","31060"
"Leaver CS","2021","20-29","London","Outer London - South","95","[c]","28160","27760"
"Leaver CS","2021","20-29","London","Outer London - West and North West","115","[c]","26530","26000"
"Leaver CS","2021","20-29","North East (England)","Northumberland and Tyne and Wear","160","[c]","22440","21010"
"Leaver CS","2021","20-29","North East (England)","Tees Valley and Durham","85","[c]","22230","21010"
"Leaver CS","2021","20-29","North West (England)","Cheshire","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North West (England)","Cumbria","20","[c]","23950","21050"
"Leaver CS","2021","20-29","North West (England)","Greater Manchester","195","[c]","24770","23530"
"Leaver CS","2021","20-29","North West (England)","Lancashire","100","[c]","22120","21010"
"Leaver CS","2021","20-29","North West (England)","Merseyside","140","[c]","22240","21430"
"Leaver CS","2021","20-29","Northern Ireland","Northern Ireland","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","Eastern Scotland","140","[c]","24460","22820"
"Leaver CS","2021","20-29","Scotland","Highlands and Islands","10","[c]","23960","22230"
"Leaver CS","2021","20-29","Scotland","North Eastern Scotland","10","[c]","24850","22220"
"Leaver CS","2021","20-29","Scotland","Southern Scotland","30","[c]","24650","21710"
"Leaver CS","2021","20-29","Scotland","West Central Scotland","100","[c]","24020","21850"
"Leaver CS","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","155","[c]","22580","21100"
"Leaver CS","2021","20-29","South East (England)","Hampshire and Isle of Wight","145","[c]","23290","20920"
"Leaver CS","2021","20-29","South East (England)","Kent","100","[c]","20750","17710"
"Leaver CS","2021","20-29","South East (England)","Surrey, East and West Sussex","100","[c]","24830","24270"
"Leaver CS","2021","20-29","South West (England)","Cornwall and Isles of Scilly","10","[c]","22680","21010"
"Leaver CS","2021","20-29","South West (England)","Devon","95","[c]","22710","21050"
"Leaver CS","2021","20-29","South West (England)","Dorset and Somerset","60","[c]","24350","21800"
"Leaver CS","2021","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","345","[c]","24340","22420"
"Leaver CS","2021","20-29","Unknown","Unknown","200","[c]","28450","28000"
"Leaver CS","2021","20-29","Wales","East Wales","240","[c]","23060","21010"
"Leaver CS","2021","20-29","Wales","West Wales and The Valleys","120","[c]","21800","21590"
"Leaver CS","2021","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","60","[c]","21320","21010"
"Leaver CS","2021","20-29","West Midlands (England)","Shropshire and Staffordshire","125","[c]","21240","18880"
"Leaver CS","2021","20-29","West Midlands (England)","West Midlands","155","[c]","23970","21010"
"Leaver CS","2021","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","50","[c]","23290","22350"
"Leaver CS","2021","20-29","Yorkshire and The Humber","North Yorkshire","35","[c]","24440","21950"
"Leaver CS","2021","20-29","Yorkshire and The Humber","South Yorkshire","105","[c]","23530","21010"
"Leaver CS","2021","20-29","Yorkshire and The Humber","West Yorkshire","205","[c]","25120","21010"
"Leaver CS","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","90","[c]","25750","23480"
"Leaver CS","2021","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","80","[c]","25290","21010"
"Leaver CS","2021","30-39","East Midlands (England)","Lincolnshire","35","[c]","27660","29930"
"Leaver CS","2021","30-39","East of England","Bedfordshire and Hertfordshire","60","[c]","30020","27570"
"Leaver CS","2021","30-39","East of England","East Anglia","135","[c]","27930","27570"
"Leaver CS","2021","30-39","East of England","Essex","60","[c]","28010","24380"
"Leaver CS","2021","30-39","London","Inner London - East","245","[c]","42620","39880"
"Leaver CS","2021","30-39","London","Inner London - West","590","[c]","46560","49280"
"Leaver CS","2021","30-39","London","Outer London - East and North East","45","[c]","30580","31060"
"Leaver CS","2021","30-39","London","Outer London - South","65","[c]","33740","31060"
"Leaver CS","2021","30-39","London","Outer London - West and North West","95","[c]","34210","31060"
"Leaver CS","2021","30-39","North East (England)","Northumberland and Tyne and Wear","125","[c]","24020","21010"
"Leaver CS","2021","30-39","North East (England)","Tees Valley and Durham","70","[c]","28170","21010"
"Leaver CS","2021","30-39","North West (England)","Cheshire","25","[c]","31340","28800"
"Leaver CS","2021","30-39","North West (England)","Cumbria","15","[c]","22890","21050"
"Leaver CS","2021","30-39","North West (England)","Greater Manchester","145","[c]","28680","27570"
"Leaver CS","2021","30-39","North West (England)","Lancashire","65","[c]","23540","21010"
"Leaver CS","2021","30-39","North West (England)","Merseyside","80","[c]","25090","22720"
"Leaver CS","2021","30-39","Northern Ireland","Northern Ireland","25","[c]","27440","27540"
"Leaver CS","2021","30-39","Overseas","Overseas","25","[c]","34780","35000"
"Leaver CS","2021","30-39","Scotland","Eastern Scotland","185","[c]","31850","28870"
"Leaver CS","2021","30-39","Scotland","Highlands and Islands","15","[c]","26800","26590"
"Leaver CS","2021","30-39","Scotland","North Eastern Scotland","20","[c]","30320","28620"
"Leaver CS","2021","30-39","Scotland","Southern Scotland","40","[c]","29380","26530"
"Leaver CS","2021","30-39","Scotland","West Central Scotland","90","[c]","29160","26180"
"Leaver CS","2021","30-39","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","110","[c]","32900","29290"
"Leaver CS","2021","30-39","South East (England)","Hampshire and Isle of Wight","110","[c]","31370","29540"
"Leaver CS","2021","30-39","South East (England)","Kent","85","[c]","25110","24140"
"Leaver CS","2021","30-39","South East (England)","Surrey, East and West Sussex","90","[c]","29640","27570"
"Leaver CS","2021","30-39","South West (England)","Cornwall and Isles of Scilly","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Devon","80","[c]","24540","21010"
"Leaver CS","2021","30-39","South West (England)","Dorset and Somerset","45","[c]","30280","27870"
"Leaver CS","2021","30-39","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","210","[c]","33200","31500"
"Leaver CS","2021","30-39","Unknown","Unknown","130","[c]","39400","32000"
"Leaver CS","2021","30-39","Wales","East Wales","170","[c]","32960","29200"
"Leaver CS","2021","30-39","Wales","West Wales and The Valleys","110","[c]","25410","21590"
"Leaver CS","2021","30-39","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","45","[c]","23560","23340"
"Leaver CS","2021","30-39","West Midlands (England)","Shropshire and Staffordshire","70","[c]","26640","22640"
"Leaver CS","2021","30-39","West Midlands (England)","West Midlands","140","[c]","32270","27570"
"Leaver CS","2021","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","35","[c]","25830","21820"
"Leaver CS","2021","30-39","Yorkshire and The Humber","North Yorkshire","20","[c]","32610","26750"
"Leaver CS","2021","30-39","Yorkshire and The Humber","South Yorkshire","65","[c]","31070","27570"
"Leaver CS","2021","30-39","Yorkshire and The Humber","West Yorkshire","135","[c]","30520","27570"
"Leaver CS","2021","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","95","[c]","29340","27350"
"Leaver CS","2021","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","95","[c]","30450","27260"
"Leaver CS","2021","40-49","East Midlands (England)","Lincolnshire","40","[c]","31630","29930"
"Leaver CS","2021","40-49","East of England","Bedfordshire and Hertfordshire","55","[c]","37060","27920"
"Leaver CS","2021","40-49","East of England","East Anglia","135","[c]","30640","27570"
"Leaver CS","2021","40-49","East of England","Essex","45","[c]","28580","25080"
"Leaver CS","2021","40-49","London","Inner London - East","140","[c]","47770","41190"
"Leaver CS","2021","40-49","London","Inner London - West","375","[c]","56180","54910"
"Leaver CS","2021","40-49","London","Outer London - East and North East","35","[c]","28730","31060"
"Leaver CS","2021","40-49","London","Outer London - South","55","[c]","37170","31290"
"Leaver CS","2021","40-49","London","Outer London - West and North West","70","[c]","34830","31060"
"Leaver CS","2021","40-49","North East (England)","Northumberland and Tyne and Wear","100","[c]","29130","24250"
"Leaver CS","2021","40-49","North East (England)","Tees Valley and Durham","90","[c]","28710","22350"
"Leaver CS","2021","40-49","North West (England)","Cheshire","20","[c]","28540","25330"
"Leaver CS","2021","40-49","North West (England)","Cumbria","10","[c]","24270","20430"
"Leaver CS","2021","40-49","North West (England)","Greater Manchester","100","[c]","29870","27230"
"Leaver CS","2021","40-49","North West (England)","Lancashire","90","[c]","25320","21010"
"Leaver CS","2021","40-49","North West (England)","Merseyside","65","[c]","28990","26440"
"Leaver CS","2021","40-49","Northern Ireland","Northern Ireland","30","[c]","27080","21430"
"Leaver CS","2021","40-49","Overseas","Overseas","35","[c]","42370","37830"
"Leaver CS","2021","40-49","Scotland","Eastern Scotland","150","[c]","35880","30540"
"Leaver CS","2021","40-49","Scotland","Highlands and Islands","10","[c]","27620","26200"
"Leaver CS","2021","40-49","Scotland","North Eastern Scotland","15","[c]","29380","26030"
"Leaver CS","2021","40-49","Scotland","Southern Scotland","20","[c]","34540","27570"
"Leaver CS","2021","40-49","Scotland","West Central Scotland","85","[c]","28650","25200"
"Leaver CS","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","90","[c]","34780","29290"
"Leaver CS","2021","40-49","South East (England)","Hampshire and Isle of Wight","100","[c]","32920","28650"
"Leaver CS","2021","40-49","South East (England)","Kent","85","[c]","28750","28650"
"Leaver CS","2021","40-49","South East (England)","Surrey, East and West Sussex","80","[c]","30330","28320"
"Leaver CS","2021","40-49","South West (England)","Cornwall and Isles of Scilly","20","[c]","30600","26670"
"Leaver CS","2021","40-49","South West (England)","Devon","80","[c]","28270","21010"
"Leaver CS","2021","40-49","South West (England)","Dorset and Somerset","45","[c]","27070","26700"
"Leaver CS","2021","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","145","[c]","39200","33300"
"Leaver CS","2021","40-49","Unknown","Unknown","90","[c]","47090","36970"
"Leaver CS","2021","40-49","Wales","East Wales","115","[c]","38030","37410"
"Leaver CS","2021","40-49","Wales","West Wales and The Valleys","100","[c]","27140","21590"
"Leaver CS","2021","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","25","[c]","24160","21760"
"Leaver CS","2021","40-49","West Midlands (England)","Shropshire and Staffordshire","65","[c]","29770","22350"
"Leaver CS","2021","40-49","West Midlands (England)","West Midlands","150","[c]","37980","27570"
"Leaver CS","2021","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","55","[c]","23890","21540"
"Leaver CS","2021","40-49","Yorkshire and The Humber","North Yorkshire","35","[c]","38190","30720"
"Leaver CS","2021","40-49","Yorkshire and The Humber","South Yorkshire","70","[c]","33470","27570"
"Leaver CS","2021","40-49","Yorkshire and The Humber","West Yorkshire","120","[c]","30490","27570"
"Leaver CS","2021","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","135","[c]","30270","26890"
"Leaver CS","2021","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","175","[c]","26760","26380"
"Leaver CS","2021","50-59","East Midlands (England)","Lincolnshire","120","[c]","29490","29930"
"Leaver CS","2021","50-59","East of England","Bedfordshire and Hertfordshire","150","[c]","31130","25970"
"Leaver CS","2021","50-59","East of England","East Anglia","260","[c]","33450","27570"
"Leaver CS","2021","50-59","East of England","Essex","75","[c]","33480","29290"
"Leaver CS","2021","50-59","London","Inner London - East","180","[c]","50060","40980"
"Leaver CS","2021","50-59","London","Inner London - West","520","[c]","56340","53550"
"Leaver CS","2021","50-59","London","Outer London - East and North East","45","[c]","30920","30370"
"Leaver CS","2021","50-59","London","Outer London - South","90","[c]","42550","34250"
"Leaver CS","2021","50-59","London","Outer London - West and North West","115","[c]","38770","31060"
"Leaver CS","2021","50-59","North East (England)","Northumberland and Tyne and Wear","210","[c]","28390","26120"
"Leaver CS","2021","50-59","North East (England)","Tees Valley and Durham","170","[c]","30320","26600"
"Leaver CS","2021","50-59","North West (England)","Cheshire","55","[c]","28940","25400"
"Leaver CS","2021","50-59","North West (England)","Cumbria","30","[c]","31010","23570"
"Leaver CS","2021","50-59","North West (England)","Greater Manchester","210","[c]","33820","27370"
"Leaver CS","2021","50-59","North West (England)","Lancashire","185","[c]","28240","26890"
"Leaver CS","2021","50-59","North West (England)","Merseyside","180","[c]","32770","27360"
"Leaver CS","2021","50-59","Northern Ireland","Northern Ireland","65","[c]","29920","22330"
"Leaver CS","2021","50-59","Overseas","Overseas","35","[c]","47580","41800"
"Leaver CS","2021","50-59","Scotland","Eastern Scotland","260","[c]","38000","33650"
"Leaver CS","2021","50-59","Scotland","Highlands and Islands","20","[c]","32280","26720"
"Leaver CS","2021","50-59","Scotland","North Eastern Scotland","55","[c]","37730","29600"
"Leaver CS","2021","50-59","Scotland","Southern Scotland","55","[c]","31710","29650"
"Leaver CS","2021","50-59","Scotland","West Central Scotland","155","[c]","33910","33020"
"Leaver CS","2021","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","150","[c]","35250","29930"
"Leaver CS","2021","50-59","South East (England)","Hampshire and Isle of Wight","170","[c]","31300","27570"
"Leaver CS","2021","50-59","South East (England)","Kent","150","[c]","29650","27240"
"Leaver CS","2021","50-59","South East (England)","Surrey, East and West Sussex","105","[c]","32730","27720"
"Leaver CS","2021","50-59","South West (England)","Cornwall and Isles of Scilly","20","[c]","26190","21130"
"Leaver CS","2021","50-59","South West (England)","Devon","160","[c]","29670","26670"
"Leaver CS","2021","50-59","South West (England)","Dorset and Somerset","70","[c]","28930","26930"
"Leaver CS","2021","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","280","[c]","39660","36810"
"Leaver CS","2021","50-59","Unknown","Unknown","145","[c]","54550","39180"
"Leaver CS","2021","50-59","Wales","East Wales","320","[c]","34590","27570"
"Leaver CS","2021","50-59","Wales","West Wales and The Valleys","170","[c]","27420","21950"
"Leaver CS","2021","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","50","[c]","26810","26060"
"Leaver CS","2021","50-59","West Midlands (England)","Shropshire and Staffordshire","100","[c]","29920","27350"
"Leaver CS","2021","50-59","West Midlands (England)","West Midlands","295","[c]","36780","29580"
"Leaver CS","2021","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","190","[c]","27860","26840"
"Leaver CS","2021","50-59","Yorkshire and The Humber","North Yorkshire","65","[c]","36710","30810"
"Leaver CS","2021","50-59","Yorkshire and The Humber","South Yorkshire","175","[c]","31590","27570"
"Leaver CS","2021","50-59","Yorkshire and The Humber","West Yorkshire","235","[c]","33650","27570"
"Leaver CS","2021","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","95","[c]","29820","27570"
"Leaver CS","2021","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","100","[c]","27340","26500"
"Leaver CS","2021","60-64","East Midlands (England)","Lincolnshire","60","[c]","31020","26520"
"Leaver CS","2021","60-64","East of England","Bedfordshire and Hertfordshire","75","[c]","32970","31100"
"Leaver CS","2021","60-64","East of England","East Anglia","160","[c]","35280","28910"
"Leaver CS","2021","60-64","East of England","Essex","65","[c]","30540","26570"
"Leaver CS","2021","60-64","London","Inner London - East","100","[c]","50230","40170"
"Leaver CS","2021","60-64","London","Inner London - West","345","[c]","54180","49200"
"Leaver CS","2021","60-64","London","Outer London - East and North East","30","[c]","30290","30940"
"Leaver CS","2021","60-64","London","Outer London - South","65","[c]","38370","31060"
"Leaver CS","2021","60-64","London","Outer London - West and North West","75","[c]","37840","31680"
"Leaver CS","2021","60-64","North East (England)","Northumberland and Tyne and Wear","255","[c]","30420","26380"
"Leaver CS","2021","60-64","North East (England)","Tees Valley and Durham","125","[c]","28610","26890"
"Leaver CS","2021","60-64","North West (England)","Cheshire","35","[c]","30340","26500"
"Leaver CS","2021","60-64","North West (England)","Cumbria","30","[c]","27910","27570"
"Leaver CS","2021","60-64","North West (England)","Greater Manchester","170","[c]","34020","27570"
"Leaver CS","2021","60-64","North West (England)","Lancashire","145","[c]","28400","26930"
"Leaver CS","2021","60-64","North West (England)","Merseyside","145","[c]","30850","27240"
"Leaver CS","2021","60-64","Northern Ireland","Northern Ireland","45","[c]","25180","22100"
"Leaver CS","2021","60-64","Overseas","Overseas","20","[c]","48170","41160"
"Leaver CS","2021","60-64","Scotland","Eastern Scotland","220","[c]","39590","33650"
"Leaver CS","2021","60-64","Scotland","Highlands and Islands","20","[c]","32640","29750"
"Leaver CS","2021","60-64","Scotland","North Eastern Scotland","30","[c]","42320","35230"
"Leaver CS","2021","60-64","Scotland","Southern Scotland","65","[c]","32870","29190"
"Leaver CS","2021","60-64","Scotland","West Central Scotland","150","[c]","34380","28220"
"Leaver CS","2021","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","115","[c]","34470","30630"
"Leaver CS","2021","60-64","South East (England)","Hampshire and Isle of Wight","170","[c]","31690","27570"
"Leaver CS","2021","60-64","South East (England)","Kent","80","[c]","28420","27240"
"Leaver CS","2021","60-64","South East (England)","Surrey, East and West Sussex","80","[c]","34900","28260"
"Leaver CS","2021","60-64","South West (England)","Cornwall and Isles of Scilly","25","[c]","27120","26090"
"Leaver CS","2021","60-64","South West (England)","Devon","95","[c]","26670","21830"
"Leaver CS","2021","60-64","South West (England)","Dorset and Somerset","70","[c]","33860","33840"
"Leaver CS","2021","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","235","[c]","42170","38750"
"Leaver CS","2021","60-64","Unknown","Unknown","85","[c]","42080","36580"
"Leaver CS","2021","60-64","Wales","East Wales","200","[c]","40250","29200"
"Leaver CS","2021","60-64","Wales","West Wales and The Valleys","150","[c]","29930","26130"
"Leaver CS","2021","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","40","[c]","24680","26580"
"Leaver CS","2021","60-64","West Midlands (England)","Shropshire and Staffordshire","90","[c]","29610","27570"
"Leaver CS","2021","60-64","West Midlands (England)","West Midlands","215","[c]","34650","27570"
"Leaver CS","2021","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","75","[c]","31630","29050"
"Leaver CS","2021","60-64","Yorkshire and The Humber","North Yorkshire","65","[c]","36600","32350"
"Leaver CS","2021","60-64","Yorkshire and The Humber","South Yorkshire","130","[c]","29790","26890"
"Leaver CS","2021","60-64","Yorkshire and The Humber","West Yorkshire","155","[c]","31040","26300"
"Leaver CS","2021","65+","East Midlands (England)","Derbyshire and Nottinghamshire","85","[c]","24200","21010"
"Leaver CS","2021","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","75","[c]","24080","21010"
"Leaver CS","2021","65+","East Midlands (England)","Lincolnshire","35","[c]","25490","23750"
"Leaver CS","2021","65+","East of England","Bedfordshire and Hertfordshire","55","[c]","29360","25310"
"Leaver CS","2021","65+","East of England","East Anglia","150","[c]","29900","26160"
"Leaver CS","2021","65+","East of England","Essex","40","[c]","25970","26670"
"Leaver CS","2021","65+","London","Inner London - East","75","[c]","43700","31060"
"Leaver CS","2021","65+","London","Inner London - West","215","[c]","43730","36390"
"Leaver CS","2021","65+","London","Outer London - East and North East","15","[c]","27190","30310"
"Leaver CS","2021","65+","London","Outer London - South","70","[c]","30070","25780"
"Leaver CS","2021","65+","London","Outer London - West and North West","90","[c]","30750","29280"
"Leaver CS","2021","65+","North East (England)","Northumberland and Tyne and Wear","210","[c]","23860","21010"
"Leaver CS","2021","65+","North East (England)","Tees Valley and Durham","75","[c]","23820","21010"
"Leaver CS","2021","65+","North West (England)","Cheshire","30","[c]","23230","21100"
"Leaver CS","2021","65+","North West (England)","Cumbria","15","[c]","22110","20360"
"Leaver CS","2021","65+","North West (England)","Greater Manchester","135","[c]","27430","21350"
"Leaver CS","2021","65+","North West (England)","Lancashire","125","[c]","25170","21010"
"Leaver CS","2021","65+","North West (England)","Merseyside","155","[c]","25230","21430"
"Leaver CS","2021","65+","Northern Ireland","Northern Ireland","20","[c]","27650","21120"
"Leaver CS","2021","65+","Overseas","Overseas","15","[c]","40740","40750"
"Leaver CS","2021","65+","Scotland","Eastern Scotland","145","[c]","32710","27570"
"Leaver CS","2021","65+","Scotland","Highlands and Islands","15","[c]","24220","22920"
"Leaver CS","2021","65+","Scotland","North Eastern Scotland","20","[c]","39880","33770"
"Leaver CS","2021","65+","Scotland","Southern Scotland","55","[c]","26310","23340"
"Leaver CS","2021","65+","Scotland","West Central Scotland","130","[c]","27910","22230"
"Leaver CS","2021","65+","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","95","[c]","30200","26780"
"Leaver CS","2021","65+","South East (England)","Hampshire and Isle of Wight","160","[c]","28690","22660"
"Leaver CS","2021","65+","South East (England)","Kent","60","[c]","28060","26650"
"Leaver CS","2021","65+","South East (England)","Surrey, East and West Sussex","90","[c]","27290","24500"
"Leaver CS","2021","65+","South West (England)","Cornwall and Isles of Scilly","10","[c]","28800","22290"
"Leaver CS","2021","65+","South West (England)","Devon","100","[c]","25940","22220"
"Leaver CS","2021","65+","South West (England)","Dorset and Somerset","60","[c]","29050","27070"
"Leaver CS","2021","65+","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","180","[c]","34160","31640"
"Leaver CS","2021","65+","Unknown","Unknown","25","[c]","36980","32060"
"Leaver CS","2021","65+","Wales","East Wales","140","[c]","31810","25490"
"Leaver CS","2021","65+","Wales","West Wales and The Valleys","120","[c]","25930","21590"
"Leaver CS","2021","65+","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","45","[c]","25530","25660"
"Leaver CS","2021","65+","West Midlands (England)","Shropshire and Staffordshire","60","[c]","27110","26120"
"Leaver CS","2021","65+","West Midlands (England)","West Midlands","140","[c]","28540","21430"
"Leaver CS","2021","65+","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","50","[c]","27360","26910"
"Leaver CS","2021","65+","Yorkshire and The Humber","North Yorkshire","40","[c]","29750","23130"
"Leaver CS","2021","65+","Yorkshire and The Humber","South Yorkshire","85","[c]","27060","21620"
"Leaver CS","2021","65+","Yorkshire and The Humber","West Yorkshire","90","[c]","26870","26640"
"Leaver CS","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Inner London - West","65","[c]","35800","27030"
"Leaver CS","2021","Unknown","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","West Yorkshire","30","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","55","[c]","22160","21010"
"Leaver Dept.","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","[c]","21570","20920"
"Leaver Dept.","2021","20-29","East of England","Bedfordshire and Hertfordshire","10","[c]","40640","38690"
"Leaver Dept.","2021","20-29","East of England","East Anglia","20","[c]","27980","27520"
"Leaver Dept.","2021","20-29","East of England","Essex","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Inner London - East","170","[c]","35290","32580"
"Leaver Dept.","2021","20-29","London","Inner London - West","1890","[c]","35980","33570"
"Leaver Dept.","2021","20-29","London","Outer London - East and North East","20","[c]","28640","30300"
"Leaver Dept.","2021","20-29","London","Outer London - South","90","[c]","31250","28810"
"Leaver Dept.","2021","20-29","London","Outer London - West and North West","30","[c]","28610","28670"
"Leaver Dept.","2021","20-29","North East (England)","Northumberland and Tyne and Wear","140","[c]","23840","21010"
"Leaver Dept.","2021","20-29","North East (England)","Tees Valley and Durham","40","[c]","22440","21100"
"Leaver Dept.","2021","20-29","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North West (England)","Cumbria","10","[c]","20260","20430"
"Leaver Dept.","2021","20-29","North West (England)","Greater Manchester","135","[c]","26090","24860"
"Leaver Dept.","2021","20-29","North West (England)","Lancashire","45","[c]","24230","24020"
"Leaver Dept.","2021","20-29","North West (England)","Merseyside","95","[c]","24130","24110"
"Leaver Dept.","2021","20-29","Northern Ireland","Northern Ireland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","Overseas","25","[c]","39670","37910"
"Leaver Dept.","2021","20-29","Scotland","Eastern Scotland","60","[c]","27950","24860"
"Leaver Dept.","2021","20-29","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland","Southern Scotland","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland","West Central Scotland","70","[c]","24180","24050"
"Leaver Dept.","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","[c]","34840","31180"
"Leaver Dept.","2021","20-29","South East (England)","Hampshire and Isle of Wight","55","[c]","26050","26670"
"Leaver Dept.","2021","20-29","South East (England)","Kent","15","[c]","26260","24180"
