"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","40","[c]","26160","21580"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","EO","35","[c]","31530","28410"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","45","[c]","38280","37330"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","SEO/HEO","40","[c]","35910","34530"
"Leaver CS","2021","Undeclared","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Prison Service","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Prison Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Prison Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Submarine Delivery Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","AA/AO","65","[c]","19160","19130"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","AA/AO","65","[c]","22290","21050"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","SEO/HEO","30","[c]","39480","37840"
"Leaver CS","2021","Unknown","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","AA/AO","45","[c]","20370","20370"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","G6/G7","55","[c]","64410","60640"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","65","[c]","32500","32430"
"Leaver CS","2021","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","EO","30","[c]","19960","19040"
"Leaver CS","2021","Unknown","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","35","[c]","22240","22050"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","65","[c]","22510","20990"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","65","[c]","56380","55480"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","90","[c]","35680","35900"
"Leaver CS","2021","Unknown","Department for International Development","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Development","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","320","[c]","21230","21010"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","EO","445","[c]","28710","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","40","[c]","35970","35360"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Licensing Agency","AA/AO","40","[c]","20670","21590"
"Leaver CS","2021","Unknown","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Standards Agency","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Standards Agency","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education Scotland","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","AA/AO","280","[c]","19690","19060"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","SEO/HEO","40","[c]","31590","30850"
"Leaver CS","2021","Unknown","HM Land Registry","AA/AO","30","[c]","22450","22350"
"Leaver CS","2021","Unknown","HM Land Registry","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","AA/AO","845","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","615","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","EO","190","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","G6/G7","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","SEO/HEO","145","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","340","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","EO","45","[c]","27230","28650"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","SEO/HEO","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal Aid Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","AA/AO","110","[c]","22770","20920"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","EO","70","[c]","25050","27420"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","75","[c]","37230","36960"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
