"Status","Year","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Overseas","Heterosexual / straight","225","225","41480","33300"
"In post","2021","Unknown","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","Undeclared","45","45","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Heterosexual / straight","750","710","32410","27570"
"In post","2021","Unknown","Unknown","LGBO","50","50","29740","27570"
"In post","2021","Unknown","Unknown","Undeclared","90","80","30510","27570"
"In post","2021","Unknown","Unknown","Unknown","640","615","33940","29250"
"In post","2021","Veterinarian","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Veterinarian","London","Unknown","5","5","[c]","[c]"
"In post","2021","Veterinarian","Outside London","Heterosexual / straight","265","255","45370","40640"
"In post","2021","Veterinarian","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Veterinarian","Outside London","Undeclared","65","65","46830","45950"
"In post","2021","Veterinarian","Outside London","Unknown","65","60","44220","38000"
"Leaver CS","2021","Commercial","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Heterosexual / straight","115","[c]","38250","36780"
"Leaver CS","2021","Commercial","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Unknown","30","[c]","34710","36070"
"Leaver CS","2021","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Heterosexual / straight","75","[c]","42060","37750"
"Leaver CS","2021","Communications","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Unknown","40","[c]","39720","37410"
"Leaver CS","2021","Communications","Outside London","Heterosexual / straight","55","[c]","31110","30170"
"Leaver CS","2021","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Unknown","35","[c]","33230","29900"
"Leaver CS","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","Heterosexual / straight","80","[c]","49580","46000"
"Leaver CS","2021","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","Unknown","40","[c]","43480","38850"
"Leaver CS","2021","Digital, Data and Technology","Outside London","Heterosexual / straight","150","[c]","39460","35060"
"Leaver CS","2021","Digital, Data and Technology","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","Unknown","120","[c]","40620","38000"
"Leaver CS","2021","Economics","London","Heterosexual / straight","45","[c]","36030","30630"
"Leaver CS","2021","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Heterosexual / straight","45","[c]","49290","47280"
"Leaver CS","2021","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","Heterosexual / straight","125","[c]","39460","36480"
"Leaver CS","2021","Finance","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","Heterosexual / straight","70","[c]","50080","45160"
"Leaver CS","2021","Human Resources","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","Heterosexual / straight","145","[c]","33510","28850"
"Leaver CS","2021","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","Unknown","35","[c]","35940","30100"
"Leaver CS","2021","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Outside London","Heterosexual / straight","50","[c]","67610","75500"
"Leaver CS","2021","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Outside London","Heterosexual / straight","40","[c]","30740","27460"
"Leaver CS","2021","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","Heterosexual / straight","95","[c]","57940","55000"
"Leaver CS","2021","Legal","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","Unknown","55","[c]","55980","55000"
"Leaver CS","2021","Legal","Outside London","Heterosexual / straight","145","[c]","50740","52490"
"Leaver CS","2021","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","Unknown","70","[c]","52070","55610"
"Leaver CS","2021","Medicine","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Outside London","Heterosexual / straight","155","[c]","50580","37890"
"Leaver CS","2021","Medicine","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Outside London","Unknown","50","[c]","48120","37890"
"Leaver CS","2021","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","London","Heterosexual / straight","680","[c]","34720","28790"
"Leaver CS","2021","Operational Delivery","London","LGBO","40","[c]","38300","31060"
"Leaver CS","2021","Operational Delivery","London","Undeclared","130","[c]","34820","30410"
"Leaver CS","2021","Operational Delivery","London","Unknown","415","[c]","32440","26410"
"Leaver CS","2021","Operational Delivery","Outside London","Heterosexual / straight","3890","[c]","26610","21950"
"Leaver CS","2021","Operational Delivery","Outside London","LGBO","230","[c]","24470","21430"
"Leaver CS","2021","Operational Delivery","Outside London","Undeclared","710","[c]","26840","22820"
"Leaver CS","2021","Operational Delivery","Outside London","Unknown","2135","[c]","25750","21590"
"Leaver CS","2021","Operational Delivery","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","Heterosexual / straight","120","[c]","37380","27760"
"Leaver CS","2021","Other","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","Unknown","80","[c]","37890","28650"
"Leaver CS","2021","Other","Outside London","Heterosexual / straight","735","[c]","27630","24490"
"Leaver CS","2021","Other","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","Undeclared","115","[c]","26050","22080"
"Leaver CS","2021","Other","Outside London","Unknown","160","[c]","28390","25870"
"Leaver CS","2021","Other","Overseas","Heterosexual / straight","35","[c]","39360","36960"
"Leaver CS","2021","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","Unknown","30","[c]","39410","36960"
"Leaver CS","2021","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","145","[c]","35210","32400"
"Leaver CS","2021","Planning","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","Heterosexual / straight","290","[c]","51040","49610"
"Leaver CS","2021","Policy","London","LGBO","45","[c]","57260","52190"
"Leaver CS","2021","Policy","London","Undeclared","45","[c]","49460","51940"
"Leaver CS","2021","Policy","London","Unknown","245","[c]","41040","33910"
"Leaver CS","2021","Policy","Outside London","Heterosexual / straight","120","[c]","40530","37410"
"Leaver CS","2021","Policy","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","Unknown","50","[c]","41060","36270"
"Leaver CS","2021","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Heterosexual / straight","65","[c]","51020","43790"
"Leaver CS","2021","Project Delivery","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","Heterosexual / straight","245","[c]","39620","36480"
"Leaver CS","2021","Project Delivery","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","Undeclared","40","[c]","42080","39540"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","55","[c]","34240","36030"
"Leaver CS","2021","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Unknown","30","[c]","33590","28950"
"Leaver CS","2021","Property","Outside London","Heterosexual / straight","205","[c]","31440","28910"
"Leaver CS","2021","Property","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","Undeclared","45","[c]","35330","33630"
"Leaver CS","2021","Property","Outside London","Unknown","100","[c]","27920","25100"
"Leaver CS","2021","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Heterosexual / straight","65","[c]","38840","38890"
"Leaver CS","2021","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Outside London","Heterosexual / straight","425","[c]","31620","28650"
"Leaver CS","2021","Science and Engineering","Outside London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Outside London","Undeclared","55","[c]","37330","37100"
"Leaver CS","2021","Science and Engineering","Outside London","Unknown","195","[c]","31860","29380"
"Leaver CS","2021","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","Heterosexual / straight","230","[c]","29740","26390"
"Leaver CS","2021","Security","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","Undeclared","40","[c]","36150","39070"
"Leaver CS","2021","Security","Outside London","Unknown","75","[c]","27750","25610"
"Leaver CS","2021","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Heterosexual / straight","630","[c]","37900","31060"
"Leaver CS","2021","Unknown","London","LGBO","55","[c]","40410","31060"
"Leaver CS","2021","Unknown","London","Undeclared","80","[c]","45450","38310"
"Leaver CS","2021","Unknown","London","Unknown","1185","[c]","38270","31060"
"Leaver CS","2021","Unknown","Outside London","Heterosexual / straight","2760","[c]","27180","25120"
"Leaver CS","2021","Unknown","Outside London","LGBO","165","[c]","25910","24500"
"Leaver CS","2021","Unknown","Outside London","Undeclared","370","[c]","27010","26890"
"Leaver CS","2021","Unknown","Outside London","Unknown","6470","[c]","27920","26890"
"Leaver CS","2021","Unknown","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","40","[c]","41170","31080"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","465","[c]","47750","32000"
"Leaver CS","2021","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","Heterosexual / straight","95","[c]","36620","34800"
"Leaver Dept.","2021","Commercial","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","Heterosexual / straight","85","[c]","45980","43920"
"Leaver Dept.","2021","Communications","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","Unknown","55","[c]","42310","39800"
"Leaver Dept.","2021","Communications","Outside London","Heterosexual / straight","35","[c]","41510","38560"
"Leaver Dept.","2021","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
