"Status","Year","Disability","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data and Technology","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Economics","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Intelligence Analysis","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","International Trade","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Medicine","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Operational Delivery","Heterosexual / straight","150","130","25650","21710"
"In post","2021","Declared disabled","Unknown","Operational Delivery","LGBO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Operational Delivery","Undeclared","50","45","27080","25560"
"In post","2021","Declared disabled","Unknown","Operational Delivery","Unknown","350","310","28580","27130"
"In post","2021","Declared disabled","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Other","Unknown","45","45","28990","28760"
"In post","2021","Declared disabled","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Policy","Unknown","50","50","46070","42150"
"In post","2021","Declared disabled","Unknown","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Project Delivery","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Property","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Science and Engineering","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Tax","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Tax","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Tax","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","30","30","32340","27570"
"In post","2021","Declared disabled","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","185","160","28400","27570"
"In post","2021","Declared disabled","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Commercial","Heterosexual / straight","320","310","40230","38210"
"In post","2021","Declared disabled","White","Commercial","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","White","Commercial","Undeclared","40","40","37400","36500"
"In post","2021","Declared disabled","White","Commercial","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","White","Communications","Heterosexual / straight","165","160","37200","34340"
"In post","2021","Declared disabled","White","Communications","LGBO","30","30","[c]","[c]"
"In post","2021","Declared disabled","White","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Corporate Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Counter Fraud","Heterosexual / straight","40","40","34770","32050"
"In post","2021","Declared disabled","White","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Digital, Data and Technology","Heterosexual / straight","640","620","39220","36030"
"In post","2021","Declared disabled","White","Digital, Data and Technology","LGBO","90","90","38300","36500"
"In post","2021","Declared disabled","White","Digital, Data and Technology","Undeclared","65","60","38290","35900"
"In post","2021","Declared disabled","White","Digital, Data and Technology","Unknown","45","45","36090","34170"
"In post","2021","Declared disabled","White","Economics","Heterosexual / straight","55","55","46990","46220"
"In post","2021","Declared disabled","White","Economics","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Finance","Heterosexual / straight","525","485","37880","33300"
"In post","2021","Declared disabled","White","Finance","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","White","Finance","Undeclared","50","40","37160","33530"
"In post","2021","Declared disabled","White","Finance","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","White","Human Resources","Heterosexual / straight","665","630","40080","36360"
"In post","2021","Declared disabled","White","Human Resources","LGBO","75","75","40910","34860"
"In post","2021","Declared disabled","White","Human Resources","Undeclared","50","50","40070","35980"
"In post","2021","Declared disabled","White","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","White","Inspector of Education and Training","Heterosexual / straight","50","45","61660","51360"
"In post","2021","Declared disabled","White","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Inspector of Education and Training","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","White","Intelligence Analysis","Heterosexual / straight","205","195","32620","30820"
"In post","2021","Declared disabled","White","Intelligence Analysis","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","White","Intelligence Analysis","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","White","Intelligence Analysis","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","White","Internal Audit","Heterosexual / straight","55","50","44120","39980"
"In post","2021","Declared disabled","White","Internal Audit","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Internal Audit","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","International Trade","Heterosexual / straight","45","45","48720","51710"
"In post","2021","Declared disabled","White","International Trade","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","International Trade","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","White","Knowledge and Information Management","Heterosexual / straight","170","165","34590","33300"
"In post","2021","Declared disabled","White","Knowledge and Information Management","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","White","Knowledge and Information Management","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Legal","Heterosexual / straight","565","520","48010","50450"
"In post","2021","Declared disabled","White","Legal","LGBO","65","65","51510","52190"
"In post","2021","Declared disabled","White","Legal","Undeclared","65","60","48410","45050"
"In post","2021","Declared disabled","White","Legal","Unknown","55","50","46990","51730"
"In post","2021","Declared disabled","White","Medicine","Heterosexual / straight","80","75","52520","38890"
"In post","2021","Declared disabled","White","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Medicine","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Operational Delivery","Heterosexual / straight","10950","9930","28040","25560"
"In post","2021","Declared disabled","White","Operational Delivery","LGBO","1140","1095","28390","25790"
"In post","2021","Declared disabled","White","Operational Delivery","Undeclared","1235","1080","26910","24890"
"In post","2021","Declared disabled","White","Operational Delivery","Unknown","730","630","26290","23050"
"In post","2021","Declared disabled","White","Operational Research","Heterosexual / straight","105","100","42580","38990"
"In post","2021","Declared disabled","White","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Operational Research","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Other","Heterosexual / straight","1340","1275","28090","24590"
"In post","2021","Declared disabled","White","Other","LGBO","90","85","27880","26070"
"In post","2021","Declared disabled","White","Other","Undeclared","125","115","28620","25230"
"In post","2021","Declared disabled","White","Other","Unknown","35","35","30440","25560"
"In post","2021","Declared disabled","White","Planning","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Planning Inspectors","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared disabled","White","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Policy","Heterosexual / straight","1375","1330","46200","40610"
"In post","2021","Declared disabled","White","Policy","LGBO","285","280","45600","40220"
"In post","2021","Declared disabled","White","Policy","Undeclared","150","145","44850","41130"
"In post","2021","Declared disabled","White","Policy","Unknown","65","60","51570","53610"
"In post","2021","Declared disabled","White","Project Delivery","Heterosexual / straight","985","950","40210","38090"
"In post","2021","Declared disabled","White","Project Delivery","LGBO","95","95","39840","35900"
"In post","2021","Declared disabled","White","Project Delivery","Undeclared","85","80","43420","40580"
"In post","2021","Declared disabled","White","Project Delivery","Unknown","35","35","40510","36160"
"In post","2021","Declared disabled","White","Property","Heterosexual / straight","395","375","34900","33250"
"In post","2021","Declared disabled","White","Property","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","White","Property","Undeclared","35","30","36640","33300"
"In post","2021","Declared disabled","White","Property","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Psychology","Heterosexual / straight","75","75","33100","29750"
"In post","2021","Declared disabled","White","Psychology","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Psychology","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Science and Engineering","Heterosexual / straight","740","715","36740","35830"
"In post","2021","Declared disabled","White","Science and Engineering","LGBO","80","80","36360","31250"
"In post","2021","Declared disabled","White","Science and Engineering","Undeclared","65","65","34820","33520"
"In post","2021","Declared disabled","White","Science and Engineering","Unknown","75","70","37540","36570"
"In post","2021","Declared disabled","White","Security","Heterosexual / straight","405","390","30980","27760"
"In post","2021","Declared disabled","White","Security","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","White","Security","Undeclared","50","50","36090","38800"
"In post","2021","Declared disabled","White","Security","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","White","Social Research","Heterosexual / straight","70","65","42880","39460"
"In post","2021","Declared disabled","White","Social Research","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","White","Social Research","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","White","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Statistics","Heterosexual / straight","100","95","43790","39820"
"In post","2021","Declared disabled","White","Statistics","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","White","Statistics","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","White","Statistics","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Tax","Heterosexual / straight","835","770","35490","31810"
"In post","2021","Declared disabled","White","Tax","LGBO","100","95","34380","31810"
"In post","2021","Declared disabled","White","Tax","Undeclared","75","70","35330","31840"
"In post","2021","Declared disabled","White","Tax","Unknown","75","65","33150","31810"
"In post","2021","Declared disabled","White","Unknown","Heterosexual / straight","10755","9505","28610","27570"
"In post","2021","Declared disabled","White","Unknown","LGBO","1210","1145","29750","27570"
"In post","2021","Declared disabled","White","Unknown","Undeclared","1200","1040","27800","27570"
"In post","2021","Declared disabled","White","Unknown","Unknown","1125","945","26860","27570"
"In post","2021","Declared disabled","White","Veterinarian","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Veterinarian","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","White","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Commercial","Heterosexual / straight","160","155","38780","36730"
"In post","2021","Declared non-disabled","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Commercial","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Communications","Heterosexual / straight","115","115","40510","37660"
"In post","2021","Declared non-disabled","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Corporate Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Counter Fraud","Heterosexual / straight","40","40","36810","33100"
"In post","2021","Declared non-disabled","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Digital, Data and Technology","Heterosexual / straight","540","530","43100","39830"
"In post","2021","Declared non-disabled","Asian","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Digital, Data and Technology","Undeclared","35","35","41540","38700"
"In post","2021","Declared non-disabled","Asian","Digital, Data and Technology","Unknown","55","55","43210","40300"
"In post","2021","Declared non-disabled","Asian","Economics","Heterosexual / straight","120","120","44110","39300"
"In post","2021","Declared non-disabled","Asian","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Economics","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Finance","Heterosexual / straight","535","520","40070","36330"
"In post","2021","Declared non-disabled","Asian","Finance","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Finance","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Finance","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Human Resources","Heterosexual / straight","270","260","37580","34600"
"In post","2021","Declared non-disabled","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Human Resources","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Inspector of Education and Training","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Intelligence Analysis","Heterosexual / straight","145","135","32150","29080"
"In post","2021","Declared non-disabled","Asian","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Intelligence Analysis","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Internal Audit","Heterosexual / straight","45","45","46640","44600"
"In post","2021","Declared non-disabled","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","International Trade","Heterosexual / straight","70","70","41240","38160"
"In post","2021","Declared non-disabled","Asian","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Knowledge and Information Management","Heterosexual / straight","85","80","35650","33300"
"In post","2021","Declared non-disabled","Asian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Legal","Heterosexual / straight","560","530","46890","48830"
"In post","2021","Declared non-disabled","Asian","Legal","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Legal","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Legal","Unknown","80","70","52790","53090"
"In post","2021","Declared non-disabled","Asian","Medicine","Heterosexual / straight","110","100","65530","74070"
"In post","2021","Declared non-disabled","Asian","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Medicine","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Operational Delivery","Heterosexual / straight","6950","6410","28000","25630"
"In post","2021","Declared non-disabled","Asian","Operational Delivery","LGBO","125","110","26350","24350"
"In post","2021","Declared non-disabled","Asian","Operational Delivery","Undeclared","495","435","27050","25630"
"In post","2021","Declared non-disabled","Asian","Operational Delivery","Unknown","440","385","27130","24650"
"In post","2021","Declared non-disabled","Asian","Operational Research","Heterosexual / straight","40","35","40960","37320"
"In post","2021","Declared non-disabled","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Other","Heterosexual / straight","565","545","32700","28880"
"In post","2021","Declared non-disabled","Asian","Other","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Other","Undeclared","35","35","28990","25630"
"In post","2021","Declared non-disabled","Asian","Other","Unknown","30","30","40600","36160"
"In post","2021","Declared non-disabled","Asian","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
