"Status","Year","Disability","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Other","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","105","100","29140","27570"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Commercial","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Communications","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Legal","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Tax","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Debt","Operational Delivery","10","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Digital, Data and Technology","40","35","43050","37010"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Finance","25","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Grants Management","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Human Resources","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Legal","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","International Trade","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Operational Delivery","445","410","28970","27130"
"In post","2021","Declared disabled","Undeclared","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Other","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Policy","55","55","42000","37330"
"In post","2021","Declared disabled","Undeclared","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Science and Engineering","30","30","37900","37450"
"In post","2021","Declared disabled","Undeclared","No function","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Tax","35","30","37110","34400"
"In post","2021","Declared disabled","Undeclared","No function","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Other","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Policy","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Project Delivery","65","60","42430","40090"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Science and Engineering","35","30","41230","40900"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Property","25","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Security","35","35","34110","39070"
"In post","2021","Declared disabled","Undeclared","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
