"Status","Year","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Lancashire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","375","[c]","20250","20100"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","145","[c]","26740","27570"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","95","[c]","35950","34290"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","140","[c]","20140","20370"
"Leaver CS","2021","Lincolnshire","EO","110","[c]","29070","29930"
"Leaver CS","2021","Lincolnshire","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","50","[c]","35230","34840"
"Leaver CS","2021","Lincolnshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","AA/AO","370","[c]","20610","21010"
"Leaver CS","2021","Merseyside","EO","210","[c]","26060","26490"
"Leaver CS","2021","Merseyside","G6/G7","40","[c]","57850","56520"
"Leaver CS","2021","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","115","[c]","37510","35060"
"Leaver CS","2021","Merseyside","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","AA/AO","50","[c]","25380","22010"
"Leaver CS","2021","North Eastern Scotland","EO","45","[c]","28940","27570"
"Leaver CS","2021","North Eastern Scotland","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","SEO/HEO","45","[c]","44450","44760"
"Leaver CS","2021","North Yorkshire","AA/AO","105","[c]","21260","20570"
"Leaver CS","2021","North Yorkshire","EO","40","[c]","27140","27570"
"Leaver CS","2021","North Yorkshire","G6/G7","45","[c]","62820","59730"
"Leaver CS","2021","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","55","[c]","36570","34260"
"Leaver CS","2021","North Yorkshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","105","[c]","20610","21010"
"Leaver CS","2021","Northern Ireland","EO","50","[c]","28050","27100"
"Leaver CS","2021","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","45","[c]","37480","37910"
"Leaver CS","2021","Northumberland and Tyne and Wear","AA/AO","615","[c]","20540","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","EO","245","[c]","26700","27570"
"Leaver CS","2021","Northumberland and Tyne and Wear","G6/G7","50","[c]","56390","55610"
"Leaver CS","2021","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SEO/HEO","125","[c]","36530","34290"
"Leaver CS","2021","Northumberland and Tyne and Wear","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","AA/AO","115","[c]","23460","24590"
"Leaver CS","2021","Outer London - East and North East","EO","80","[c]","30880","31060"
"Leaver CS","2021","Outer London - East and North East","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","AA/AO","120","[c]","23540","25110"
"Leaver CS","2021","Outer London - South","EO","140","[c]","29560","29440"
"Leaver CS","2021","Outer London - South","G6/G7","50","[c]","64230","62800"
"Leaver CS","2021","Outer London - South","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SEO/HEO","115","[c]","39570","37510"
"Leaver CS","2021","Outer London - South","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","AA/AO","185","[c]","22470","22680"
"Leaver CS","2021","Outer London - West and North West","EO","200","[c]","29130","30380"
"Leaver CS","2021","Outer London - West and North West","G6/G7","30","[c]","58330","59320"
"Leaver CS","2021","Outer London - West and North West","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","SEO/HEO","115","[c]","37560","38070"
"Leaver CS","2021","Outer London - West and North West","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6/G7","25","[c]","63950","64220"
"Leaver CS","2021","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO/HEO","85","[c]","37580","36960"
"Leaver CS","2021","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","AA/AO","265","[c]","20500","20390"
"Leaver CS","2021","Shropshire and Staffordshire","EO","115","[c]","27150","27570"
"Leaver CS","2021","Shropshire and Staffordshire","G6/G7","20","[c]","70420","64220"
"Leaver CS","2021","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","SEO/HEO","80","[c]","36830","36300"
"Leaver CS","2021","Shropshire and Staffordshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","AA/AO","290","[c]","20700","21010"
"Leaver CS","2021","South Yorkshire","EO","155","[c]","26400","26890"
"Leaver CS","2021","South Yorkshire","G6/G7","50","[c]","59550","57600"
"Leaver CS","2021","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","SEO/HEO","120","[c]","36100","36520"
"Leaver CS","2021","South Yorkshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","AA/AO","135","[c]","22290","21010"
"Leaver CS","2021","Southern Scotland","EO","70","[c]","27180","27570"
"Leaver CS","2021","Southern Scotland","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","SEO/HEO","50","[c]","38860","37940"
"Leaver CS","2021","Surrey, East and West Sussex","AA/AO","295","[c]","21880","21010"
"Leaver CS","2021","Surrey, East and West Sussex","EO","120","[c]","27720","27570"
"Leaver CS","2021","Surrey, East and West Sussex","G6/G7","25","[c]","61230","58580"
"Leaver CS","2021","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","SEO/HEO","90","[c]","37840","36870"
"Leaver CS","2021","Surrey, East and West Sussex","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","AA/AO","400","[c]","20520","21010"
"Leaver CS","2021","Tees Valley and Durham","EO","100","[c]","27250","27130"
"Leaver CS","2021","Tees Valley and Durham","G6/G7","20","[c]","58910","55610"
"Leaver CS","2021","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","SEO/HEO","80","[c]","37350","36980"
"Leaver CS","2021","Tees Valley and Durham","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","50","[c]","20970","21010"
"Leaver CS","2021","Unknown","EO","35","[c]","27660","27570"
"Leaver CS","2021","Unknown","G6/G7","50","[c]","65790","61790"
"Leaver CS","2021","Unknown","SCS level","20","[c]","106010","99170"
"Leaver CS","2021","Unknown","SEO/HEO","55","[c]","33360","32000"
"Leaver CS","2021","Unknown","Unknown","480","[c]","34870","32400"
"Leaver CS","2021","West Central Scotland","AA/AO","330","[c]","22600","21010"
"Leaver CS","2021","West Central Scotland","EO","190","[c]","28290","27570"
"Leaver CS","2021","West Central Scotland","G6/G7","55","[c]","64980","63940"
"Leaver CS","2021","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","SEO/HEO","135","[c]","38520","37940"
"Leaver CS","2021","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","AA/AO","495","[c]","20290","20400"
"Leaver CS","2021","West Midlands","EO","235","[c]","26420","26890"
"Leaver CS","2021","West Midlands","G6/G7","100","[c]","60970","58110"
"Leaver CS","2021","West Midlands","SCS level","15","[c]","102330","93000"
"Leaver CS","2021","West Midlands","SEO/HEO","215","[c]","37700","36950"
"Leaver CS","2021","West Midlands","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","AA/AO","455","[c]","20560","21010"
"Leaver CS","2021","West Wales and The Valleys","EO","160","[c]","28140","27570"
"Leaver CS","2021","West Wales and The Valleys","G6/G7","35","[c]","62470","60830"
"Leaver CS","2021","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","SEO/HEO","100","[c]","36980","36500"
"Leaver CS","2021","West Wales and The Valleys","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","AA/AO","435","[c]","20200","20500"
"Leaver CS","2021","West Yorkshire","EO","245","[c]","26800","27570"
"Leaver CS","2021","West Yorkshire","G6/G7","80","[c]","56620","55380"
"Leaver CS","2021","West Yorkshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","SEO/HEO","175","[c]","37000","37940"
"Leaver CS","2021","West Yorkshire","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","SEO/HEO","15","[c]","38780","36730"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","10","[c]","58050","59570"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","25","[c]","36400","34900"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","AA/AO","25","[c]","20600","20430"
"Leaver Dept.","2021","Cumbria","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","AA/AO","65","[c]","20020","18890"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","EO","55","[c]","24230","23730"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","SEO/HEO","50","[c]","35640","33940"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","AA/AO","40","[c]","20750","21010"
"Leaver Dept.","2021","Devon","EO","20","[c]","25620","27570"
"Leaver Dept.","2021","Devon","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","SEO/HEO","25","[c]","32200","31990"
"Leaver Dept.","2021","Dorset and Somerset","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","EO","15","[c]","25780","27260"
"Leaver Dept.","2021","Dorset and Somerset","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","SEO/HEO","15","[c]","38210","41340"
"Leaver Dept.","2021","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","AA/AO","25","[c]","21860","21010"
"Leaver Dept.","2021","East Anglia","EO","30","[c]","25250","25260"
"Leaver Dept.","2021","East Anglia","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","SEO/HEO","40","[c]","34400","33610"
"Leaver Dept.","2021","East Wales","AA/AO","125","[c]","20530","21010"
"Leaver Dept.","2021","East Wales","EO","90","[c]","26150","26890"
"Leaver Dept.","2021","East Wales","G6/G7","50","[c]","55530","55090"
"Leaver Dept.","2021","East Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","SEO/HEO","125","[c]","35340","35910"
"Leaver Dept.","2021","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","EO","15","[c]","27150","27570"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","AA/AO","85","[c]","21390","21010"
"Leaver Dept.","2021","Eastern Scotland","EO","55","[c]","27260","27570"
"Leaver Dept.","2021","Eastern Scotland","G6/G7","20","[c]","59310","57690"
"Leaver Dept.","2021","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","SEO/HEO","40","[c]","36510","35170"
"Leaver Dept.","2021","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","EO","20","[c]","26800","26670"
"Leaver Dept.","2021","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","SEO/HEO","15","[c]","32760","32310"
"Leaver Dept.","2021","Essex","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","55","[c]","20250","20430"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","EO","145","[c]","24440","25370"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","125","[c]","53860","52800"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","320","[c]","33210","32870"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","15","[c]","43060","34210"
"Leaver Dept.","2021","Greater Manchester","AA/AO","145","[c]","20800","20980"
"Leaver Dept.","2021","Greater Manchester","EO","130","[c]","26240","27370"
"Leaver Dept.","2021","Greater Manchester","G6/G7","40","[c]","55240","52630"
"Leaver Dept.","2021","Greater Manchester","SEO/HEO","115","[c]","34110","32830"
"Leaver Dept.","2021","Greater Manchester","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","AA/AO","45","[c]","20230","19520"
"Leaver Dept.","2021","Hampshire and Isle of Wight","EO","40","[c]","27280","27570"
"Leaver Dept.","2021","Hampshire and Isle of Wight","G6/G7","25","[c]","59610","57570"
"Leaver Dept.","2021","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","SEO/HEO","65","[c]","33530","33300"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","15","[c]","20600","21010"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","EO","20","[c]","25070","26240"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","10","[c]","36130","36390"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","AA/AO","30","[c]","23770","22920"
"Leaver Dept.","2021","Inner London - East","EO","85","[c]","29320","29540"
"Leaver Dept.","2021","Inner London - East","G6/G7","140","[c]","59990","58130"
"Leaver Dept.","2021","Inner London - East","SCS level","20","[c]","90100","89300"
"Leaver Dept.","2021","Inner London - East","SEO/HEO","175","[c]","38860","37470"
"Leaver Dept.","2021","Inner London - East","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","AA/AO","115","[c]","23550","23520"
"Leaver Dept.","2021","Inner London - West","EO","575","[c]","28140","27690"
"Leaver Dept.","2021","Inner London - West","G6/G7","1445","[c]","57370","55000"
"Leaver Dept.","2021","Inner London - West","SCS level","250","[c]","88280","78550"
"Leaver Dept.","2021","Inner London - West","SEO/HEO","2030","[c]","36470","35070"
"Leaver Dept.","2021","Inner London - West","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","AA/AO","30","[c]","22530","23590"
"Leaver Dept.","2021","Kent","EO","25","[c]","29460","29290"
"Leaver Dept.","2021","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","SEO/HEO","15","[c]","36550","35620"
"Leaver Dept.","2021","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","AA/AO","90","[c]","20730","21010"
"Leaver Dept.","2021","Lancashire","EO","55","[c]","27100","27570"
"Leaver Dept.","2021","Lancashire","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","SEO/HEO","35","[c]","35620","33800"
"Leaver Dept.","2021","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","35","[c]","19490","19570"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","EO","15","[c]","24930","26890"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","AA/AO","125","[c]","21000","21010"
"Leaver Dept.","2021","Merseyside","EO","125","[c]","25590","25040"
"Leaver Dept.","2021","Merseyside","G6/G7","25","[c]","56390","54250"
"Leaver Dept.","2021","Merseyside","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","SEO/HEO","75","[c]","33480","31990"
"Leaver Dept.","2021","Merseyside","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","AA/AO","15","[c]","20450","20370"
"Leaver Dept.","2021","North Yorkshire","EO","20","[c]","26470","26670"
"Leaver Dept.","2021","North Yorkshire","G6/G7","20","[c]","55180","53860"
"Leaver Dept.","2021","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","SEO/HEO","50","[c]","35090","35430"
"Leaver Dept.","2021","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","AA/AO","195","[c]","20810","21010"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","EO","125","[c]","26410","27570"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","G6/G7","20","[c]","56170","55370"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","SEO/HEO","105","[c]","33130","31990"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","AA/AO","20","[c]","24030","24500"
"Leaver Dept.","2021","Outer London - East and North East","EO","20","[c]","30850","31060"
"Leaver Dept.","2021","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","AA/AO","45","[c]","24180","25120"
"Leaver Dept.","2021","Outer London - South","EO","80","[c]","29290","28670"
"Leaver Dept.","2021","Outer London - South","G6/G7","40","[c]","61930","59970"
"Leaver Dept.","2021","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","SEO/HEO","70","[c]","39470","39500"
"Leaver Dept.","2021","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","EO","50","[c]","29030","28990"
"Leaver Dept.","2021","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","SEO/HEO","30","[c]","36290","35130"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6/G7","50","[c]","57070","54970"
"Leaver Dept.","2021","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO/HEO","50","[c]","36480","36900"
"Leaver Dept.","2021","Shropshire and Staffordshire","AA/AO","45","[c]","20090","20370"
"Leaver Dept.","2021","Shropshire and Staffordshire","EO","20","[c]","24470","26220"
"Leaver Dept.","2021","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","SEO/HEO","20","[c]","36600","34080"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","AA/AO","25","[c]","21030","21010"
"Leaver Dept.","2021","South Yorkshire","EO","40","[c]","26110","25730"
"Leaver Dept.","2021","South Yorkshire","G6/G7","20","[c]","53410","51020"
"Leaver Dept.","2021","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","SEO/HEO","65","[c]","34600","35310"
"Leaver Dept.","2021","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","G6/G7","15","[c]","55250","53310"
"Leaver Dept.","2021","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","SEO/HEO","20","[c]","38520","39060"
"Leaver Dept.","2021","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","AA/AO","35","[c]","21620","21010"
"Leaver Dept.","2021","Surrey, East and West Sussex","EO","25","[c]","26550","25990"
"Leaver Dept.","2021","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","SEO/HEO","20","[c]","33830","33510"
"Leaver Dept.","2021","Surrey, East and West Sussex","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","AA/AO","90","[c]","21050","21010"
"Leaver Dept.","2021","Tees Valley and Durham","EO","35","[c]","26220","27570"
"Leaver Dept.","2021","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","SEO/HEO","20","[c]","34220","34290"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","25","[c]","27610","27570"
"Leaver Dept.","2021","Unknown","G6/G7","80","[c]","57600","54700"
"Leaver Dept.","2021","Unknown","SCS level","15","[c]","81430","74420"
"Leaver Dept.","2021","Unknown","SEO/HEO","570","[c]","31830","32000"
"Leaver Dept.","2021","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","AA/AO","125","[c]","20450","20650"
"Leaver Dept.","2021","West Central Scotland","EO","105","[c]","26100","27120"
"Leaver Dept.","2021","West Central Scotland","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","SEO/HEO","65","[c]","33600","33300"
"Leaver Dept.","2021","West Midlands","AA/AO","160","[c]","20350","19930"
"Leaver Dept.","2021","West Midlands","EO","115","[c]","25110","24770"
"Leaver Dept.","2021","West Midlands","G6/G7","30","[c]","55540","53110"
"Leaver Dept.","2021","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","SEO/HEO","80","[c]","32750","30990"
"Leaver Dept.","2021","West Midlands","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","AA/AO","80","[c]","20630","21170"
"Leaver Dept.","2021","West Wales and The Valleys","EO","45","[c]","26350","26780"
"Leaver Dept.","2021","West Wales and The Valleys","G6/G7","10","[c]","57700","52800"
"Leaver Dept.","2021","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","SEO/HEO","50","[c]","36580","36710"
"Leaver Dept.","2021","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","AA/AO","95","[c]","20310","20880"
