"Status","Year","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","Home Office","870","[c]","35950","30110"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","610","[c]","36970","33300"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","260","[c]","40990","34050"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","880","[c]","32820","26560"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education","40","[c]","42550","34850"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","50","[c]","45180","37900"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scottish Government","30","[c]","35080","30160"
"Leaver Dept.","2021","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","UK Export Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","United Kingdom Statistics Authority","45","[c]","42350","38560"
"Leaver Dept.","2021","Declared non-disabled","Wales Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Welsh Government","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office","45","[c]","42490","38370"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education","40","[c]","39880","35950"
"Leaver Dept.","2021","Undeclared","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport","65","[c]","38680","35330"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions","85","[c]","29460","27570"
"Leaver Dept.","2021","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Food Standards Agency","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Revenue and Customs","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office","40","[c]","31820","28210"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","50","[c]","40330","38430"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","110","[c]","34800","29720"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","45","[c]","44430","42640"
"Leaver Dept.","2021","Unknown","Cabinet Office","545","[c]","36330","32000"
"Leaver Dept.","2021","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","225","[c]","40040","35210"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","50","[c]","40770","37680"
"Leaver Dept.","2021","Unknown","Department for Education","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","540","[c]","38310","34730"
"Leaver Dept.","2021","Unknown","Department for International Trade","140","[c]","40980","37410"
"Leaver Dept.","2021","Unknown","Department for Transport","40","[c]","30080","26260"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","120","[c]","30280","27570"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","165","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","125","[c]","47260","45290"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","725","[c]","32160","25500"
"Leaver Dept.","2021","Unknown","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","75","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","110","[c]","39790","37320"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","60","[c]","42910","42290"
"Leaver Dept.","2021","Unknown","Ministry of Justice","165","[c]","31430","26780"
"Leaver Dept.","2021","Unknown","National Crime Agency","45","[c]","45610","40170"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Standards in Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","40","[c]","33670","29750"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","105","[c]","34400","31770"
"Leaver Dept.","2021","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Departments","40","[c]","35240","29280"
"New entrant CS","2021","Declared disabled","Cabinet Office","85","[c]","34640","28000"
"New entrant CS","2021","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","80","[c]","31650","32060"
"New entrant CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","160","[c]","32460","29180"
"New entrant CS","2021","Declared disabled","Department for International Trade","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport","35","[c]","31370","30730"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions","2010","[c]","26710","27570"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care","170","[c]","32480","29490"
"New entrant CS","2021","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","140","[c]","26000","20880"
"New entrant CS","2021","Declared disabled","HM Treasury","40","[c]","31820","28500"
"New entrant CS","2021","Declared disabled","Home Office","50","[c]","33150","28650"
"New entrant CS","2021","Declared disabled","Ministry of Defence","225","[c]","27390","25530"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","50","[c]","32050","30190"
"New entrant CS","2021","Declared disabled","Ministry of Justice","525","[c]","24990","22920"
"New entrant CS","2021","Declared disabled","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government","140","[c]","28430","26160"
"New entrant CS","2021","Declared disabled","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","75","[c]","30770","29540"
"New entrant CS","2021","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","240","[c]","41820","43920"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","565","[c]","38310","34550"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","40","[c]","47900","43250"
"New entrant CS","2021","Declared non-disabled","Charity Commission","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","70","[c]","49720","53530"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","730","[c]","36020","33570"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","300","[c]","39040","34020"
"New entrant CS","2021","Declared non-disabled","Department for Education","65","[c]","40120","36570"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","1055","[c]","32290","29180"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","170","[c]","35720","31800"
"New entrant CS","2021","Declared non-disabled","Department for Transport","695","[c]","32140","30270"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions","12615","[c]","26740","27570"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care","1715","[c]","34740","31370"
"New entrant CS","2021","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs","1685","[c]","25620","20880"
"New entrant CS","2021","Declared non-disabled","HM Treasury","295","[c]","32930","28500"
"New entrant CS","2021","Declared non-disabled","Home Office","400","[c]","31760","24890"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence","2865","[c]","30460","26670"
"New entrant CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","260","[c]","37760","33210"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice","4500","[c]","24780","22850"
"New entrant CS","2021","Declared non-disabled","National Crime Agency","65","[c]","38030","36200"
"New entrant CS","2021","Declared non-disabled","Northern Ireland Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office for Standards in Education","150","[c]","50010","46360"
"New entrant CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","260","[c]","34910","27000"
"New entrant CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","30","[c]","36470","31500"
"New entrant CS","2021","Declared non-disabled","Office of Rail and Road","30","[c]","44440","50810"
"New entrant CS","2021","Declared non-disabled","Other Cabinet Office Agencies","55","[c]","42120","39000"
"New entrant CS","2021","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scottish Government","830","[c]","29600","26160"
"New entrant CS","2021","Declared non-disabled","The National Archives","50","[c]","33690","33000"
"New entrant CS","2021","Declared non-disabled","UK Export Finance","85","[c]","46370","44080"
"New entrant CS","2021","Declared non-disabled","UK Supreme Court","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","United Kingdom Statistics Authority","360","[c]","32690","29540"
"New entrant CS","2021","Declared non-disabled","Wales Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Water Services Regulation Authority","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Welsh Government","145","[c]","27890","25030"
"New entrant CS","2021","Undeclared","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","30","[c]","40020","36900"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","50","[c]","34800","31160"
"New entrant CS","2021","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","215","[c]","36660","34710"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","645","[c]","26830","27570"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","250","[c]","39450","32330"
"New entrant CS","2021","Undeclared","Food Standards Agency","65","[c]","34680","32350"
"New entrant CS","2021","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","75","[c]","26920","25560"
"New entrant CS","2021","Undeclared","HM Treasury","110","[c]","36570","32320"
"New entrant CS","2021","Undeclared","Home Office","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","135","[c]","29680","26350"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","180","[c]","24700","22720"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Attorney General's Departments","730","[c]","33730","26970"
"New entrant CS","2021","Unknown","Cabinet Office","1060","[c]","40840","28000"
"New entrant CS","2021","Unknown","Chancellor's other departments","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","35","[c]","34510","29160"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","665","[c]","30150","25060"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","55","[c]","40740","34020"
"New entrant CS","2021","Unknown","Department for Education","680","[c]","35810","32870"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","350","[c]","34020","31160"
"New entrant CS","2021","Unknown","Department for International Trade","195","[c]","33820","31800"
"New entrant CS","2021","Unknown","Department for Transport","465","[c]","27770","26130"
"New entrant CS","2021","Unknown","Department for Work and Pensions","1900","[c]","27770","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care","1185","[c]","40170","32790"
"New entrant CS","2021","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","665","[c]","26050","22350"
"New entrant CS","2021","Unknown","HM Revenue and Customs","3500","[c]","24240","20140"
"New entrant CS","2021","Unknown","HM Treasury","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","1705","[c]","31720","26600"
"New entrant CS","2021","Unknown","Ministry of Defence","1000","[c]","30140","26000"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","100","[c]","36560","33210"
"New entrant CS","2021","Unknown","Ministry of Justice","3580","[c]","24480","22680"
"New entrant CS","2021","Unknown","National Crime Agency","970","[c]","34070","32770"
"New entrant CS","2021","Unknown","Northern Ireland Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","30","[c]","35380","27470"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","135","[c]","35200","30000"
"New entrant CS","2021","Unknown","Scotland Office","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","1080","[c]","31300","26160"
"New entrant CS","2021","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","615","[c]","31290","29540"
"New entrant CS","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","40","[c]","27450","20500"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"Disability","Self reported disability.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
