"Status","Year","Disability","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","SEO/HEO","Female","Heterosexual / straight","145","[c]","36170","34360"
"Leaver CS","2021","Declared disabled","SEO/HEO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Female","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Male","Heterosexual / straight","150","[c]","37210","36270"
"Leaver CS","2021","Declared disabled","SEO/HEO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Male","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","Heterosexual / straight","90","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Female","Heterosexual / straight","2105","[c]","21070","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Female","LGBO","140","[c]","20980","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Female","Undeclared","235","[c]","20920","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Female","Unknown","1235","[c]","20990","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Male","Heterosexual / straight","1905","[c]","21660","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Male","LGBO","85","[c]","21070","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Male","Undeclared","155","[c]","21570","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Male","Unknown","655","[c]","21660","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Female","Heterosexual / straight","1055","[c]","26990","27570"
"Leaver CS","2021","Declared non-disabled","EO","Female","LGBO","45","[c]","26900","26890"
"Leaver CS","2021","Declared non-disabled","EO","Female","Undeclared","130","[c]","27580","27150"
"Leaver CS","2021","Declared non-disabled","EO","Female","Unknown","730","[c]","27360","27570"
"Leaver CS","2021","Declared non-disabled","EO","Male","Heterosexual / straight","930","[c]","27450","27570"
"Leaver CS","2021","Declared non-disabled","EO","Male","LGBO","55","[c]","26960","27570"
"Leaver CS","2021","Declared non-disabled","EO","Male","Undeclared","110","[c]","27810","27570"
"Leaver CS","2021","Declared non-disabled","EO","Male","Unknown","440","[c]","28100","27570"
"Leaver CS","2021","Declared non-disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Female","Heterosexual / straight","425","[c]","59720","57180"
"Leaver CS","2021","Declared non-disabled","G6/G7","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Female","Undeclared","50","[c]","62940","59740"
"Leaver CS","2021","Declared non-disabled","G6/G7","Female","Unknown","175","[c]","60960","58140"
"Leaver CS","2021","Declared non-disabled","G6/G7","Male","Heterosexual / straight","520","[c]","61070","59350"
"Leaver CS","2021","Declared non-disabled","G6/G7","Male","LGBO","40","[c]","60870","59540"
"Leaver CS","2021","Declared non-disabled","G6/G7","Male","Undeclared","80","[c]","63220","61040"
"Leaver CS","2021","Declared non-disabled","G6/G7","Male","Unknown","215","[c]","60980","58040"
"Leaver CS","2021","Declared non-disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Female","Heterosexual / straight","80","[c]","92940","87500"
"Leaver CS","2021","Declared non-disabled","SCS level","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Male","Heterosexual / straight","120","[c]","100400","94850"
"Leaver CS","2021","Declared non-disabled","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Female","Heterosexual / straight","885","[c]","36700","35690"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Female","LGBO","45","[c]","35620","36780"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Female","Undeclared","115","[c]","38000","36630"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Female","Unknown","495","[c]","37230","36500"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Male","Heterosexual / straight","1040","[c]","37650","36740"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Male","LGBO","45","[c]","38550","37100"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Male","Undeclared","125","[c]","38710","37180"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Male","Unknown","475","[c]","39390","37580"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","Heterosexual / straight","255","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","Heterosexual / straight","120","[c]","40800","36390"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Female","Heterosexual / straight","105","[c]","20620","21010"
"Leaver CS","2021","Undeclared","AA/AO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Female","Undeclared","70","[c]","21180","21010"
"Leaver CS","2021","Undeclared","AA/AO","Female","Unknown","195","[c]","20280","20500"
"Leaver CS","2021","Undeclared","AA/AO","Male","Heterosexual / straight","150","[c]","22550","21010"
"Leaver CS","2021","Undeclared","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Male","Undeclared","95","[c]","23360","21010"
"Leaver CS","2021","Undeclared","AA/AO","Male","Unknown","170","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Female","Heterosexual / straight","55","[c]","26900","26890"
"Leaver CS","2021","Undeclared","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Female","Undeclared","40","[c]","27860","27300"
"Leaver CS","2021","Undeclared","EO","Female","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Male","Heterosexual / straight","50","[c]","26840","27570"
"Leaver CS","2021","Undeclared","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Male","Undeclared","55","[c]","28650","27530"
"Leaver CS","2021","Undeclared","EO","Male","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Male","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Female","Heterosexual / straight","60","[c]","36150","36340"
"Leaver CS","2021","Undeclared","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Female","Undeclared","40","[c]","37400","35550"
"Leaver CS","2021","Undeclared","SEO/HEO","Female","Unknown","70","[c]","34800","34530"
"Leaver CS","2021","Undeclared","SEO/HEO","Male","Heterosexual / straight","55","[c]","37550","36720"
"Leaver CS","2021","Undeclared","SEO/HEO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Male","Undeclared","80","[c]","39630","38700"
"Leaver CS","2021","Undeclared","SEO/HEO","Male","Unknown","90","[c]","33780","34530"
"Leaver CS","2021","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Female","Heterosexual / straight","130","[c]","21190","20960"
"Leaver CS","2021","Unknown","AA/AO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Female","Undeclared","45","[c]","22150","22330"
"Leaver CS","2021","Unknown","AA/AO","Female","Unknown","1610","[c]","20730","21010"
"Leaver CS","2021","Unknown","AA/AO","Male","Heterosexual / straight","115","[c]","22080","20120"
"Leaver CS","2021","Unknown","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Male","Undeclared","45","[c]","22380","20070"
"Leaver CS","2021","Unknown","AA/AO","Male","Unknown","1355","[c]","21320","21010"
"Leaver CS","2021","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","Heterosexual / straight","45","[c]","27340","27420"
"Leaver CS","2021","Unknown","EO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","Unknown","700","[c]","27010","27570"
"Leaver CS","2021","Unknown","EO","Male","Heterosexual / straight","80","[c]","29430","29930"
"Leaver CS","2021","Unknown","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Male","Unknown","640","[c]","27260","27570"
"Leaver CS","2021","Unknown","EO","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Female","Heterosexual / straight","45","[c]","60940","56300"
"Leaver CS","2021","Unknown","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Female","Unknown","235","[c]","60550","58360"
"Leaver CS","2021","Unknown","G6/G7","Male","Heterosexual / straight","50","[c]","62200","57800"
"Leaver CS","2021","Unknown","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Male","Unknown","275","[c]","59700","57430"
"Leaver CS","2021","Unknown","G6/G7","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","Unknown","50","[c]","91220","85080"
"Leaver CS","2021","Unknown","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","Unknown","60","[c]","101020","94870"
"Leaver CS","2021","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Female","Heterosexual / straight","115","[c]","36890","36960"
"Leaver CS","2021","Unknown","SEO/HEO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Female","Unknown","485","[c]","35500","35110"
"Leaver CS","2021","Unknown","SEO/HEO","Male","Heterosexual / straight","110","[c]","39500","39510"
"Leaver CS","2021","Unknown","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Male","Undeclared","35","[c]","38910","38550"
"Leaver CS","2021","Unknown","SEO/HEO","Male","Unknown","550","[c]","36220","35900"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Unknown","310","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Unknown","290","[c]","35430","32400"
"Leaver CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Female","Heterosexual / straight","45","[c]","21160","21010"
"Leaver Dept.","2021","Declared disabled","AA/AO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Male","Heterosexual / straight","45","[c]","20820","21010"
"Leaver Dept.","2021","Declared disabled","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Female","Heterosexual / straight","105","[c]","26370","26820"
"Leaver Dept.","2021","Declared disabled","EO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Male","Heterosexual / straight","60","[c]","26750","27570"
"Leaver Dept.","2021","Declared disabled","EO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Female","Heterosexual / straight","60","[c]","56790","54470"
"Leaver Dept.","2021","Declared disabled","G6/G7","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Male","Heterosexual / straight","50","[c]","56940","55600"
"Leaver Dept.","2021","Declared disabled","G6/G7","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Female","Heterosexual / straight","140","[c]","35200","34150"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Male","Heterosexual / straight","115","[c]","35120","33770"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
