"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","495","430","26480","27570"
"In post","2021","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","215","205","28560","27570"
"In post","2021","Wales","West Wales and The Valleys","Central Valleys","Female","1130","1030","32770","28850"
"In post","2021","Wales","West Wales and The Valleys","Central Valleys","Male","580","560","38080","31700"
"In post","2021","Wales","West Wales and The Valleys","Conwy and Denbighshire","Female","450","415","34420","30210"
"In post","2021","Wales","West Wales and The Valleys","Conwy and Denbighshire","Male","235","225","36310","30600"
"In post","2021","Wales","West Wales and The Valleys","Gwent Valleys","Female","755","665","27540","27570"
"In post","2021","Wales","West Wales and The Valleys","Gwent Valleys","Male","325","315","30230","27570"
"In post","2021","Wales","West Wales and The Valleys","Gwynedd","Female","460","405","24760","21050"
"In post","2021","Wales","West Wales and The Valleys","Gwynedd","Male","285","280","25630","23600"
"In post","2021","Wales","West Wales and The Valleys","Isle of Anglesey","Female","125","115","26900","26670"
"In post","2021","Wales","West Wales and The Valleys","Isle of Anglesey","Male","120","115","28520","26800"
"In post","2021","Wales","West Wales and The Valleys","South West Wales","Female","880","795","29690","27570"
"In post","2021","Wales","West Wales and The Valleys","South West Wales","Male","585","565","31030","27570"
"In post","2021","Wales","West Wales and The Valleys","Swansea","Female","5380","4550","25580","21590"
"In post","2021","Wales","West Wales and The Valleys","Swansea","Male","3685","3535","29800","26350"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Female","215","200","26490","26670"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Male","220","220","29320","26930"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Female","730","645","26400","23420"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Male","565","545","27360","25710"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Female","1200","1100","27750","25520"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Male","1050","1025","29850","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","Female","485","445","27660","26670"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","Male","680","665","30110","29670"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","Female","2085","1920","29320","27380"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","Male","1880","1815","30510","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","Female","830","725","24810","21170"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","Male","410","390","25950","23200"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","Female","1130","1005","31680","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","Male","800","775","35680","31810"
"In post","2021","West Midlands (England)","West Midlands","Birmingham","Female","6600","5945","30240","27570"
"In post","2021","West Midlands (England)","West Midlands","Birmingham","Male","5000","4850","32400","27570"
"In post","2021","West Midlands (England)","West Midlands","Coventry","Female","1460","1350","35630","31000"
"In post","2021","West Midlands (England)","West Midlands","Coventry","Male","965","945","38730","36430"
"In post","2021","West Midlands (England)","West Midlands","Dudley","Female","810","670","24960","25410"
"In post","2021","West Midlands (England)","West Midlands","Dudley","Male","340","320","25360","26580"
"In post","2021","West Midlands (England)","West Midlands","Sandwell","Female","305","270","26810","27570"
"In post","2021","West Midlands (England)","West Midlands","Sandwell","Male","135","135","27970","27570"
"In post","2021","West Midlands (England)","West Midlands","Solihull","Female","620","550","28490","26160"
"In post","2021","West Midlands (England)","West Midlands","Solihull","Male","485","470","29450","27370"
"In post","2021","West Midlands (England)","West Midlands","Walsall","Female","420","350","25270","26120"
"In post","2021","West Midlands (England)","West Midlands","Walsall","Male","185","175","24710","26120"
"In post","2021","West Midlands (England)","West Midlands","Wolverhampton","Female","605","510","24640","23840"
"In post","2021","West Midlands (England)","West Midlands","Wolverhampton","Male","280","260","25760","27570"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","680","620","26540","25570"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","1210","1165","29820","26930"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","1085","930","27400","27130"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","915","870","28690","27370"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Female","555","475","25560","25560"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Male","255","245","26290","26700"
"In post","2021","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","Female","900","830","28900","26700"
"In post","2021","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","Male","1035","1005","30220","27570"
"In post","2021","Yorkshire and The Humber","North Yorkshire","York","Female","1560","1440","35900","31350"
"In post","2021","Yorkshire and The Humber","North Yorkshire","York","Male","1235","1205","36560","32160"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","1840","1575","26140","26120"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","1155","1100","28800","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Female","3880","3435","32330","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Male","3055","2960","34320","30200"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Bradford","Female","1860","1570","26880","25560"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Bradford","Male","1245","1175","27660","25560"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","Female","695","590","26790","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","Male","360","350","27480","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Leeds","Female","6125","5600","32610","28200"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Leeds","Male","5285","5135","33700","28970"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","Female","880","790","29230","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","Male","800","755","31400","31650"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","Female","40","[c]","23120","21010"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","Female","195","[c]","26900","21580"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","Male","185","[c]","28550","24500"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","Female","110","[c]","26390","22260"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","Male","70","[c]","25510","24060"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","85","[c]","26810","21170"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","85","[c]","29150","27260"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Female","170","[c]","22400","19570"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Male","85","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","Female","140","[c]","27750","26500"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","Male","185","[c]","29650","29930"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","Female","120","[c]","28170","25210"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","Male","115","[c]","33510","27260"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Luton","Female","80","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Luton","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Breckland and South Norfolk","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Breckland and South Norfolk","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Cambridgeshire CC","Female","100","[c]","34500","27570"
"Leaver CS","2021","East of England","East Anglia","Cambridgeshire CC","Male","105","[c]","42690","33300"
"Leaver CS","2021","East of England","East Anglia","North and West Norfolk","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","North and West Norfolk","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Norwich and East Norfolk","Female","65","[c]","26270","21050"
"Leaver CS","2021","East of England","East Anglia","Norwich and East Norfolk","Male","65","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Peterborough","Female","140","[c]","24560","21430"
"Leaver CS","2021","East of England","East Anglia","Peterborough","Male","60","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Suffolk","Female","170","[c]","25990","23880"
"Leaver CS","2021","East of England","East Anglia","Suffolk","Male","170","[c]","31480","27570"
"Leaver CS","2021","East of England","Essex","Essex Haven Gateway","Female","50","[c]","28920","26670"
"Leaver CS","2021","East of England","Essex","Essex Haven Gateway","Male","35","[c]","35200","31770"
"Leaver CS","2021","East of England","Essex","Essex Thames Gateway","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Essex Thames Gateway","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Heart of Essex","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Heart of Essex","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Southend-on-Sea","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Southend-on-Sea","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Thurrock","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Thurrock","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","West Essex","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","West Essex","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Hackney and Newham","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Hackney and Newham","Male","45","[c]","31150","31060"
"Leaver CS","2021","London","Inner London - East","Haringey and Islington","Female","60","[c]","25530","24800"
"Leaver CS","2021","London","Inner London - East","Haringey and Islington","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","Lambeth","Female","145","[c]","43140","38960"
"Leaver CS","2021","London","Inner London - East","Lambeth","Male","110","[c]","46270","39840"
"Leaver CS","2021","London","Inner London - East","Lewisham and Southwark","Female","70","[c]","34260","30300"
"Leaver CS","2021","London","Inner London - East","Lewisham and Southwark","Male","40","[c]","32820","31060"
"Leaver CS","2021","London","Inner London - East","Tower Hamlets","Female","165","[c]","43440","36690"
"Leaver CS","2021","London","Inner London - East","Tower Hamlets","Male","215","[c]","47840","42080"
"Leaver CS","2021","London","Inner London - East","Tower Hamlets","Unknown","80","[c]","47320","40450"
"Leaver CS","2021","London","Inner London - West","Camden and City of London","Female","220","[c]","34320","26410"
"Leaver CS","2021","London","Inner London - West","Camden and City of London","Male","210","[c]","38020","25690"
"Leaver CS","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Wandsworth","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Wandsworth","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","Westminster","Female","1260","[c]","43310","36980"
"Leaver CS","2021","London","Inner London - West","Westminster","Male","1230","[c]","46820","40220"
"Leaver CS","2021","London","Inner London - West","Westminster","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Bexley and Greenwich","Female","65","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Bexley and Greenwich","Male","65","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Enfield","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Enfield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Bromley","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Bromley","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Croydon","Female","195","[c]","34410","29030"
"Leaver CS","2021","London","Outer London - South","Croydon","Male","180","[c]","39040","31060"
"Leaver CS","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Barnet","Female","90","[c]","35240","31060"
"Leaver CS","2021","London","Outer London - West and North West","Barnet","Male","55","[c]","43520","37340"
"Leaver CS","2021","London","Outer London - West and North West","Brent","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Brent","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Ealing","Female","80","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Ealing","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Harrow and Hillingdon","Female","45","[c]","29180","28890"
"Leaver CS","2021","London","Outer London - West and North West","Harrow and Hillingdon","Male","85","[c]","32290","30410"
"Leaver CS","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","75","[c]","28910","27900"
"Leaver CS","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","70","[c]","29860","28450"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Northumberland","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Northumberland","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","Female","165","[c]","23620","21010"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","Male","70","[c]","25240","27570"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","Female","460","[c]","26630","21010"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","Male","345","[c]","27080","21010"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Darlington","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Darlington","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Darlington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Durham CC","Female","145","[c]","23770","21100"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Durham CC","Male","140","[c]","27890","22350"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","165","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","80","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","South Teesside","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","South Teesside","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Cheshire East","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Cheshire East","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Cheshire West and Chester","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Warrington","Female","60","[c]","25740","21010"
"Leaver CS","2021","North West (England)","Cheshire","Warrington","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","East Cumbria","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","East Cumbria","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","West Cumbria","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","West Cumbria","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Greater Manchester North East","Female","55","[c]","26550","27570"
"Leaver CS","2021","North West (England)","Greater Manchester","Greater Manchester North East","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Greater Manchester North West","Female","75","[c]","23800","21010"
"Leaver CS","2021","North West (England)","Greater Manchester","Greater Manchester North West","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Greater Manchester South East","Female","60","[c]","25750","21010"
"Leaver CS","2021","North West (England)","Greater Manchester","Greater Manchester South East","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Greater Manchester South West","Female","115","[c]","22280","20500"
"Leaver CS","2021","North West (England)","Greater Manchester","Greater Manchester South West","Male","110","[c]","26850","24340"
"Leaver CS","2021","North West (England)","Greater Manchester","Manchester","Female","220","[c]","35090","27570"
"Leaver CS","2021","North West (England)","Greater Manchester","Manchester","Male","220","[c]","34520","27570"
"Leaver CS","2021","North West (England)","Greater Manchester","Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Blackburn with Darwen","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Blackburn with Darwen","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Blackpool","Female","165","[c]","25360","21010"
"Leaver CS","2021","North West (England)","Lancashire","Blackpool","Male","95","[c]","27160","21010"
"Leaver CS","2021","North West (England)","Lancashire","Chorley and West Lancashire","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Chorley and West Lancashire","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","East Lancashire","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","East Lancashire","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Lancaster and Wyre","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Lancaster and Wyre","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Mid Lancashire","Female","135","[c]","24430","21010"
"Leaver CS","2021","North West (England)","Lancashire","Mid Lancashire","Male","120","[c]","30070","26890"
"Leaver CS","2021","North West (England)","Merseyside","East Merseyside","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","East Merseyside","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Liverpool","Female","210","[c]","26660","22570"
"Leaver CS","2021","North West (England)","Merseyside","Liverpool","Male","165","[c]","25950","24110"
"Leaver CS","2021","North West (England)","Merseyside","Sefton","Female","165","[c]","30210","27570"
"Leaver CS","2021","North West (England)","Merseyside","Sefton","Male","100","[c]","34200","27570"
"Leaver CS","2021","North West (England)","Merseyside","Wirral","Female","55","[c]","24870","22350"
"Leaver CS","2021","North West (England)","Merseyside","Wirral","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Ards and North Down","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Belfast","Female","65","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Belfast","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Derry City and Strabane","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Derry City and Strabane","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Overseas","Female","70","[c]","38340","36960"
"Leaver CS","2021","Overseas","Overseas","Overseas","Male","65","[c]","47060","43210"
"Leaver CS","2021","Scotland","Eastern Scotland","Angus and Dundee City","Female","50","[c]","26540","22230"
"Leaver CS","2021","Scotland","Eastern Scotland","Angus and Dundee City","Male","40","[c]","25860","21010"
"Leaver CS","2021","Scotland","Eastern Scotland","City of Edinburgh","Female","285","[c]","36180","29710"
"Leaver CS","2021","Scotland","Eastern Scotland","City of Edinburgh","Male","305","[c]","39920","33650"
"Leaver CS","2021","Scotland","Eastern Scotland","Clackmannanshire and Fife","Female","30","[c]","26320","22910"
"Leaver CS","2021","Scotland","Eastern Scotland","Clackmannanshire and Fife","Male","45","[c]","31550","33630"
"Leaver CS","2021","Scotland","Eastern Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Eastern Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Eastern Scotland","Falkirk","Female","35","[c]","26030","22820"
"Leaver CS","2021","Scotland","Eastern Scotland","Falkirk","Male","30","[c]","30830","27570"
"Leaver CS","2021","Scotland","Eastern Scotland","Perth and Kinross and Stirling","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Eastern Scotland","Perth and Kinross and Stirling","Male","55","[c]","32160","33650"
"Leaver CS","2021","Scotland","Eastern Scotland","West Lothian","Female","150","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Eastern Scotland","West Lothian","Male","60","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","35","[c]","28610","24050"
"Leaver CS","2021","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Orkney Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Shetland Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","Female","65","[c]","29600","26890"
"Leaver CS","2021","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","Male","85","[c]","38380","31400"
"Leaver CS","2021","Scotland","Southern Scotland","Dumfries and Galloway","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","Dumfries and Galloway","Male","15","[c]","[c]","[c]"
