"Status","Year","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Greater Manchester North West","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","G6/G7","G7","10","10","52220","49170"
"In post","2021","Greater Manchester North West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","SEO/HEO","HEO","105","100","33360","32670"
"In post","2021","Greater Manchester North West","SEO/HEO","SEO","40","40","41720","39900"
"In post","2021","Greater Manchester North West","Unknown","Unknown","115","110","30010","30210"
"In post","2021","Greater Manchester South East","AA/AO","AA","25","20","18580","19560"
"In post","2021","Greater Manchester South East","AA/AO","AO","670","595","20950","21010"
"In post","2021","Greater Manchester South East","EO","EO","405","385","27190","27570"
"In post","2021","Greater Manchester South East","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Greater Manchester South East","G6/G7","G7","15","15","54960","54540"
"In post","2021","Greater Manchester South East","SEO/HEO","HEO","110","105","33200","33300"
"In post","2021","Greater Manchester South East","SEO/HEO","SEO","50","50","39910","40580"
"In post","2021","Greater Manchester South East","Unknown","Unknown","110","105","29860","30210"
"In post","2021","Greater Manchester South West","AA/AO","AA","85","75","18930","20070"
"In post","2021","Greater Manchester South West","AA/AO","AO","1600","1445","20570","20140"
"In post","2021","Greater Manchester South West","EO","EO","1720","1630","25860","25560"
"In post","2021","Greater Manchester South West","G6/G7","G6","160","155","65910","64670"
"In post","2021","Greater Manchester South West","G6/G7","G7","465","450","52500","52580"
"In post","2021","Greater Manchester South West","SCS level","SCS level","40","40","82150","74650"
"In post","2021","Greater Manchester South West","SEO/HEO","HEO","1165","1120","31680","31810"
"In post","2021","Greater Manchester South West","SEO/HEO","SEO","660","635","38590","38630"
"In post","2021","Greater Manchester South West","Unknown","Unknown","250","240","31000","30210"
"In post","2021","Gwent Valleys","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","AA/AO","AO","340","290","20930","21010"
"In post","2021","Gwent Valleys","EO","EO","465","430","27490","27570"
"In post","2021","Gwent Valleys","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Gwent Valleys","G6/G7","G7","20","20","58670","60830"
"In post","2021","Gwent Valleys","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Gwent Valleys","SEO/HEO","HEO","110","105","35290","37410"
"In post","2021","Gwent Valleys","SEO/HEO","SEO","55","50","44790","47000"
"In post","2021","Gwent Valleys","Unknown","Unknown","80","75","29330","28670"
"In post","2021","Gwynedd","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Gwynedd","AA/AO","AO","410","365","21190","21010"
"In post","2021","Gwynedd","EO","EO","185","175","27520","27570"
"In post","2021","Gwynedd","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Gwynedd","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","SEO/HEO","HEO","55","55","32900","33170"
"In post","2021","Gwynedd","SEO/HEO","SEO","20","20","40250","38420"
"In post","2021","Gwynedd","Unknown","Unknown","60","60","27640","24320"
"In post","2021","Hackney and Newham","AA/AO","AA","25","20","20830","21510"
"In post","2021","Hackney and Newham","AA/AO","AO","740","650","24370","25110"
"In post","2021","Hackney and Newham","EO","EO","1085","1010","30850","31060"
"In post","2021","Hackney and Newham","G6/G7","G6","90","85","73190","71400"
"In post","2021","Hackney and Newham","G6/G7","G7","200","190","58630","59160"
"In post","2021","Hackney and Newham","SCS level","SCS level","15","15","90830","86300"
"In post","2021","Hackney and Newham","SEO/HEO","HEO","515","490","37230","36240"
"In post","2021","Hackney and Newham","SEO/HEO","SEO","255","245","43000","42550"
"In post","2021","Hackney and Newham","Unknown","Unknown","125","120","29930","26810"
"In post","2021","Haringey and Islington","AA/AO","AA","115","110","22680","24920"
"In post","2021","Haringey and Islington","AA/AO","AO","580","560","29010","28640"
"In post","2021","Haringey and Islington","EO","EO","515","485","31130","31060"
"In post","2021","Haringey and Islington","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","G6/G7","G7","15","15","64410","65440"
"In post","2021","Haringey and Islington","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","SEO/HEO","HEO","105","100","36490","35320"
"In post","2021","Haringey and Islington","SEO/HEO","SEO","45","45","50190","48230"
"In post","2021","Haringey and Islington","Unknown","Unknown","130","125","32840","34100"
"In post","2021","Harrow and Hillingdon","AA/AO","AA","65","60","21500","22210"
"In post","2021","Harrow and Hillingdon","AA/AO","AO","540","500","25540","25630"
"In post","2021","Harrow and Hillingdon","EO","EO","2010","1780","29540","29080"
"In post","2021","Harrow and Hillingdon","G6/G7","G6","15","15","71170","70050"
"In post","2021","Harrow and Hillingdon","G6/G7","G7","60","60","59230","57740"
"In post","2021","Harrow and Hillingdon","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Harrow and Hillingdon","SEO/HEO","HEO","470","445","35120","35200"
"In post","2021","Harrow and Hillingdon","SEO/HEO","SEO","180","175","42850","42470"
"In post","2021","Harrow and Hillingdon","Unknown","Unknown","50","50","33420","30200"
"In post","2021","Hartlepool and Stockton-on-Tees","AA/AO","AA","100","95","20730","20600"
"In post","2021","Hartlepool and Stockton-on-Tees","AA/AO","AO","705","640","23740","21710"
"In post","2021","Hartlepool and Stockton-on-Tees","EO","EO","505","460","28070","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","G6/G7","G6","10","5","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","110","100","33490","32590"
"In post","2021","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","45","45","48340","50940"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","Unknown","60","60","31830","32690"
"In post","2021","Heart of Essex","AA/AO","AA","80","75","19720","20600"
"In post","2021","Heart of Essex","AA/AO","AO","360","340","26540","25850"
"In post","2021","Heart of Essex","EO","EO","330","315","28970","29290"
"In post","2021","Heart of Essex","G6/G7","G6","15","15","79140","77450"
"In post","2021","Heart of Essex","G6/G7","G7","85","75","57930","54770"
"In post","2021","Heart of Essex","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Heart of Essex","SEO/HEO","HEO","110","105","33780","33300"
"In post","2021","Heart of Essex","SEO/HEO","SEO","60","55","44770","42740"
"In post","2021","Heart of Essex","Unknown","Unknown","70","65","29170","30210"
"In post","2021","Herefordshire, County of","AA/AO","AA","30","30","18580","18760"
"In post","2021","Herefordshire, County of","AA/AO","AO","190","180","26110","21130"
"In post","2021","Herefordshire, County of","EO","EO","140","130","28120","27570"
"In post","2021","Herefordshire, County of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","SEO/HEO","HEO","40","40","34180","33300"
"In post","2021","Herefordshire, County of","SEO/HEO","SEO","15","15","39800","40580"
"In post","2021","Herefordshire, County of","Unknown","Unknown","20","20","29420","31420"
"In post","2021","Hertfordshire","AA/AO","AA","130","120","20890","21500"
"In post","2021","Hertfordshire","AA/AO","AO","565","530","26350","25110"
"In post","2021","Hertfordshire","EO","EO","920","860","29990","29290"
"In post","2021","Hertfordshire","G6/G7","G6","60","60","70930","69580"
"In post","2021","Hertfordshire","G6/G7","G7","225","210","57440","55980"
"In post","2021","Hertfordshire","SCS level","SCS level","25","25","88790","88300"
"In post","2021","Hertfordshire","SEO/HEO","HEO","385","370","36320","36830"
"In post","2021","Hertfordshire","SEO/HEO","SEO","275","265","43760","44040"
"In post","2021","Hertfordshire","Unknown","Unknown","135","125","29320","28200"
"In post","2021","Hounslow and Richmond upon Thames","AA/AO","AA","210","195","22760","22210"
"In post","2021","Hounslow and Richmond upon Thames","AA/AO","AO","745","700","27990","25630"
"In post","2021","Hounslow and Richmond upon Thames","EO","EO","945","895","30020","29250"
"In post","2021","Hounslow and Richmond upon Thames","G6/G7","G6","45","40","64110","64990"
"In post","2021","Hounslow and Richmond upon Thames","G6/G7","G7","105","100","52460","51730"
"In post","2021","Hounslow and Richmond upon Thames","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","SEO/HEO","HEO","470","445","34880","35200"
"In post","2021","Hounslow and Richmond upon Thames","SEO/HEO","SEO","280","270","43110","42170"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","Unknown","50","50","32000","30370"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","AA","30","25","20280","20070"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","AO","310","270","21910","21010"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","EO","EO","470","430","28650","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","G7","20","20","61400","60990"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","HEO","110","105","35530","34290"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","SEO","90","80","46060","45480"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","AA","125","120","19650","19560"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","AO","345","325","22410","21580"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","EO","380","355","28680","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","G7","30","25","59880","56800"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","HEO","150","140","35020","35110"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","SEO","95","90","43150","43760"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Isle of Anglesey","AA/AO","AO","65","60","22560","21430"
"In post","2021","Isle of Anglesey","EO","EO","125","115","26910","27370"
"In post","2021","Isle of Anglesey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","SEO/HEO","HEO","35","35","33590","33300"
"In post","2021","Isle of Anglesey","SEO/HEO","SEO","10","10","40880","40840"
"In post","2021","Isle of Anglesey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","AA/AO","AA","105","100","20600","20600"
"In post","2021","Isle of Wight","AA/AO","AO","465","425","25800","25400"
"In post","2021","Isle of Wight","EO","EO","215","195","28300","27570"
"In post","2021","Isle of Wight","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","SEO/HEO","HEO","60","55","34480","33170"
"In post","2021","Isle of Wight","SEO/HEO","SEO","25","20","47930","49850"
"In post","2021","Isle of Wight","Unknown","Unknown","25","25","33560","37170"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AA","90","85","25570","25450"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AO","355","340","31510","33260"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","EO","EO","270","260","32040","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","HEO","50","50","40080","40860"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","SEO","25","20","53460","55300"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Unknown","55","55","34350","34100"
"In post","2021","Kent Thames Gateway","AA/AO","AA","165","155","20990","21500"
"In post","2021","Kent Thames Gateway","AA/AO","AO","800","765","28810","30400"
"In post","2021","Kent Thames Gateway","EO","EO","400","375","30370","29290"
"In post","2021","Kent Thames Gateway","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Kent Thames Gateway","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Kent Thames Gateway","SEO/HEO","HEO","130","125","34960","35630"
"In post","2021","Kent Thames Gateway","SEO/HEO","SEO","60","60","49100","47280"
"In post","2021","Kent Thames Gateway","Unknown","Unknown","40","35","33880","35020"
"In post","2021","Kingston upon Hull, City of","AA/AO","AA","75","75","20220","20600"
"In post","2021","Kingston upon Hull, City of","AA/AO","AO","755","670","23730","22350"
"In post","2021","Kingston upon Hull, City of","EO","EO","710","630","27410","27570"
"In post","2021","Kingston upon Hull, City of","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","G6/G7","G7","55","50","56210","55610"
"In post","2021","Kingston upon Hull, City of","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","SEO/HEO","HEO","205","190","33180","33840"
"In post","2021","Kingston upon Hull, City of","SEO/HEO","SEO","75","70","42710","40860"
"In post","2021","Kingston upon Hull, City of","Unknown","Unknown","120","110","29660","28200"
"In post","2021","Lambeth","AA/AO","AA","65","60","24170","24920"
"In post","2021","Lambeth","AA/AO","AO","420","400","28470","27400"
"In post","2021","Lambeth","EO","EO","1285","1220","32180","31880"
"In post","2021","Lambeth","G6/G7","G6","285","270","71490","68970"
"In post","2021","Lambeth","G6/G7","G7","570","540","56160","54300"
"In post","2021","Lambeth","SCS level","SCS level","190","160","105160","97400"
"In post","2021","Lambeth","SEO/HEO","HEO","840","805","38690","40170"
"In post","2021","Lambeth","SEO/HEO","SEO","670","630","44350","42170"
"In post","2021","Lambeth","Unknown","Unknown","65","60","32600","32090"
"In post","2021","Lancaster and Wyre","AA/AO","AA","100","90","20300","19850"
"In post","2021","Lancaster and Wyre","AA/AO","AO","375","350","23580","21650"
"In post","2021","Lancaster and Wyre","EO","EO","370","345","27570","27570"
"In post","2021","Lancaster and Wyre","G6/G7","G6","25","20","73910","74070"
"In post","2021","Lancaster and Wyre","G6/G7","G7","15","15","55800","54540"
"In post","2021","Lancaster and Wyre","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Lancaster and Wyre","SEO/HEO","HEO","95","95","34090","33300"
"In post","2021","Lancaster and Wyre","SEO/HEO","SEO","45","40","43400","40780"
"In post","2021","Lancaster and Wyre","Unknown","Unknown","25","25","30960","34930"
"In post","2021","Leeds","AA/AO","AA","275","250","19730","20600"
"In post","2021","Leeds","AA/AO","AO","2470","2285","22120","21010"
"In post","2021","Leeds","EO","EO","3010","2820","26470","26160"
"In post","2021","Leeds","G6/G7","G6","430","410","65030","64500"
"In post","2021","Leeds","G6/G7","G7","1250","1195","52200","52070"
"In post","2021","Leeds","SCS level","SCS level","155","145","86350","78660"
"In post","2021","Leeds","SEO/HEO","HEO","2195","2085","31790","31810"
"In post","2021","Leeds","SEO/HEO","SEO","1405","1340","39180","38420"
"In post","2021","Leeds","Unknown","Unknown","225","205","30510","30210"
"In post","2021","Leicester","AA/AO","AA","70","60","18390","17600"
"In post","2021","Leicester","AA/AO","AO","1130","995","21290","21010"
"In post","2021","Leicester","EO","EO","750","685","27030","27570"
"In post","2021","Leicester","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Leicester","G6/G7","G7","105","95","53460","52580"
"In post","2021","Leicester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Leicester","SEO/HEO","HEO","250","235","32400","31990"
"In post","2021","Leicester","SEO/HEO","SEO","130","125","40320","39100"
"In post","2021","Leicester","Unknown","Unknown","165","150","29050","28200"
"In post","2021","Leicestershire CC and Rutland","AA/AO","AA","205","195","19670","19340"
"In post","2021","Leicestershire CC and Rutland","AA/AO","AO","750","695","24150","22850"
"In post","2021","Leicestershire CC and Rutland","EO","EO","545","510","27620","27380"
"In post","2021","Leicestershire CC and Rutland","G6/G7","G6","15","15","85830","87240"
"In post","2021","Leicestershire CC and Rutland","G6/G7","G7","45","40","58580","55740"
"In post","2021","Leicestershire CC and Rutland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","SEO/HEO","HEO","265","250","34780","34290"
"In post","2021","Leicestershire CC and Rutland","SEO/HEO","SEO","150","140","44680","44500"
"In post","2021","Leicestershire CC and Rutland","Unknown","Unknown","45","40","33460","33030"
"In post","2021","Lewisham and Southwark","AA/AO","AA","40","35","19730","19060"
"In post","2021","Lewisham and Southwark","AA/AO","AO","245","220","26950","25630"
"In post","2021","Lewisham and Southwark","EO","EO","575","555","30090","31060"
"In post","2021","Lewisham and Southwark","G6/G7","G6","10","10","72090","72530"
"In post","2021","Lewisham and Southwark","G6/G7","G7","40","40","58990","58900"
"In post","2021","Lewisham and Southwark","SCS level","SCS level","25","25","109510","100640"
"In post","2021","Lewisham and Southwark","SEO/HEO","HEO","85","85","34880","35200"
"In post","2021","Lewisham and Southwark","SEO/HEO","SEO","55","50","44040","42410"
"In post","2021","Lewisham and Southwark","Unknown","Unknown","315","305","35140","34100"
"In post","2021","Lincolnshire","AA/AO","AA","325","310","19610","19560"
"In post","2021","Lincolnshire","AA/AO","AO","970","900","23130","21130"
"In post","2021","Lincolnshire","EO","EO","750","700","27810","27570"
"In post","2021","Lincolnshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Lincolnshire","G6/G7","G7","70","65","57910","54540"
"In post","2021","Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","SEO/HEO","HEO","370","355","33330","33300"
"In post","2021","Lincolnshire","SEO/HEO","SEO","195","195","42630","41720"
"In post","2021","Lincolnshire","Unknown","Unknown","135","130","30830","30210"
"In post","2021","Lisburn and Castlereagh","AA/AO","AA","85","80","19960","20310"
"In post","2021","Lisburn and Castlereagh","AA/AO","AO","115","105","22410","22330"
"In post","2021","Lisburn and Castlereagh","EO","EO","105","100","27210","27240"
"In post","2021","Lisburn and Castlereagh","G6/G7","G7","15","10","60250","54540"
"In post","2021","Lisburn and Castlereagh","SEO/HEO","HEO","55","55","34930","34090"
"In post","2021","Lisburn and Castlereagh","SEO/HEO","SEO","30","30","41950","41330"
"In post","2021","Lisburn and Castlereagh","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Liverpool","AA/AO","AA","310","280","18930","17990"
"In post","2021","Liverpool","AA/AO","AO","3335","2975","21700","21430"
"In post","2021","Liverpool","EO","EO","3050","2790","25710","25310"
"In post","2021","Liverpool","G6/G7","G6","190","185","65820","64670"
"In post","2021","Liverpool","G6/G7","G7","705","680","52160","52580"
"In post","2021","Liverpool","SCS level","SCS level","50","50","93590","86490"
"In post","2021","Liverpool","SEO/HEO","HEO","1515","1455","31460","31810"
"In post","2021","Liverpool","SEO/HEO","SEO","875","845","38160","38630"
"In post","2021","Liverpool","Unknown","Unknown","205","190","29440","28200"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","AA","45","40","20650","20070"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","AO","110","100","25260","25140"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","EO","125","115","28970","28120"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","HEO","30","30","34670","35110"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","SEO","15","15","44770","44570"
"In post","2021","Luton","AA/AO","AA","20","15","17210","16900"
"In post","2021","Luton","AA/AO","AO","115","105","20920","21010"
"In post","2021","Luton","EO","EO","280","245","27590","27570"
"In post","2021","Luton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Luton","SEO/HEO","HEO","30","30","31540","31200"
"In post","2021","Luton","SEO/HEO","SEO","15","15","38830","37770"
"In post","2021","Luton","Unknown","Unknown","85","80","26140","22920"
"In post","2021","Manchester","AA/AO","AA","250","225","19310","19590"
"In post","2021","Manchester","AA/AO","AO","1680","1545","22040","21010"
"In post","2021","Manchester","EO","EO","2425","2305","26450","26120"
"In post","2021","Manchester","G6/G7","G6","360","350","66920","64670"
"In post","2021","Manchester","G6/G7","G7","1060","1020","53590","52580"
"In post","2021","Manchester","SCS level","SCS level","100","95","89060","86200"
"In post","2021","Manchester","SEO/HEO","HEO","1725","1650","31830","31810"
"In post","2021","Manchester","SEO/HEO","SEO","1245","1200","39270","38630"
"In post","2021","Manchester","Unknown","Unknown","145","130","28160","23840"
"In post","2021","Medway","AA/AO","AA","130","120","20590","20600"
"In post","2021","Medway","AA/AO","AO","510","475","26300","27120"
"In post","2021","Medway","EO","EO","405","390","30710","29290"
"In post","2021","Medway","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Medway","G6/G7","G7","20","20","64260","64850"
"In post","2021","Medway","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Medway","SEO/HEO","HEO","195","190","37290","36630"
"In post","2021","Medway","SEO/HEO","SEO","85","80","48510","48900"
"In post","2021","Medway","Unknown","Unknown","55","55","30220","30880"
"In post","2021","Merton, Kingston upon Thames and Sutton","AA/AO","AA","25","20","18600","18640"
"In post","2021","Merton, Kingston upon Thames and Sutton","AA/AO","AO","110","105","23050","22450"
"In post","2021","Merton, Kingston upon Thames and Sutton","EO","EO","375","360","31420","31060"
"In post","2021","Merton, Kingston upon Thames and Sutton","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","SEO/HEO","HEO","60","60","38270","36910"
"In post","2021","Merton, Kingston upon Thames and Sutton","SEO/HEO","SEO","25","20","46050","47460"
"In post","2021","Merton, Kingston upon Thames and Sutton","Unknown","Unknown","55","55","32810","32090"
"In post","2021","Mid and East Antrim","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mid and East Antrim","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","AA/AO","AA","65","60","20250","21180"
"In post","2021","Mid Kent","AA/AO","AO","270","250","25250","24770"
"In post","2021","Mid Kent","EO","EO","295","280","29500","29290"
"In post","2021","Mid Kent","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Mid Kent","G6/G7","G7","25","25","55960","54600"
"In post","2021","Mid Kent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","SEO/HEO","HEO","80","80","34380","35000"
"In post","2021","Mid Kent","SEO/HEO","SEO","55","50","43910","41720"
"In post","2021","Mid Kent","Unknown","Unknown","80","75","29760","26430"
"In post","2021","Mid Lancashire","AA/AO","AA","205","180","19810","20070"
"In post","2021","Mid Lancashire","AA/AO","AO","2620","2295","21660","21010"
"In post","2021","Mid Lancashire","EO","EO","1395","1260","27040","27570"
"In post","2021","Mid Lancashire","G6/G7","G6","60","60","66780","64670"
"In post","2021","Mid Lancashire","G6/G7","G7","225","215","53200","52580"
"In post","2021","Mid Lancashire","SCS level","SCS level","20","20","86490","75500"
"In post","2021","Mid Lancashire","SEO/HEO","HEO","585","545","32710","32100"
"In post","2021","Mid Lancashire","SEO/HEO","SEO","350","330","40670","38630"
"In post","2021","Mid Lancashire","Unknown","Unknown","145","130","29890","30210"
"In post","2021","Milton Keynes","AA/AO","AA","115","110","21410","21500"
"In post","2021","Milton Keynes","AA/AO","AO","750","725","25800","24750"
"In post","2021","Milton Keynes","EO","EO","575","545","28320","27570"
"In post","2021","Milton Keynes","G6/G7","G6","35","35","75600","72900"
"In post","2021","Milton Keynes","G6/G7","G7","140","125","58260","57760"
"In post","2021","Milton Keynes","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Milton Keynes","SEO/HEO","HEO","290","275","34730","34290"
"In post","2021","Milton Keynes","SEO/HEO","SEO","240","235","44930","43700"
"In post","2021","Milton Keynes","Unknown","Unknown","60","60","22960","21600"
"In post","2021","Monmouthshire and Newport","AA/AO","AA","60","50","19370","20060"
"In post","2021","Monmouthshire and Newport","AA/AO","AO","1035","915","21030","20180"
"In post","2021","Monmouthshire and Newport","EO","EO","1360","1265","25610","25040"
"In post","2021","Monmouthshire and Newport","G6/G7","G6","165","155","62640","63000"
"In post","2021","Monmouthshire and Newport","G6/G7","G7","800","770","53520","51640"
"In post","2021","Monmouthshire and Newport","SCS level","SCS level","65","65","78790","73210"
"In post","2021","Monmouthshire and Newport","SEO/HEO","HEO","995","955","30660","29680"
"In post","2021","Monmouthshire and Newport","SEO/HEO","SEO","1035","995","38920","37520"
"In post","2021","Monmouthshire and Newport","Unknown","Unknown","90","80","28440","28200"
"In post","2021","Na h-Eileanan Siar","AA/AO","AA","10","10","21370","21690"
"In post","2021","Na h-Eileanan Siar","AA/AO","AO","95","85","21540","21010"
"In post","2021","Na h-Eileanan Siar","EO","EO","45","40","28970","28170"
"In post","2021","Na h-Eileanan Siar","SEO/HEO","HEO","20","20","35130","35110"
"In post","2021","Na h-Eileanan Siar","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Newry, Mourne and Down","AA/AO","AA","50","45","20230","20310"
"In post","2021","Newry, Mourne and Down","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Newry, Mourne and Down","EO","EO","5","5","[c]","[c]"
"In post","2021","Newry, Mourne and Down","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","North and North East Lincolnshire","AA/AO","AO","290","250","20980","21010"
"In post","2021","North and North East Lincolnshire","EO","EO","350","315","27130","27570"
"In post","2021","North and North East Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","North and North East Lincolnshire","SEO/HEO","HEO","50","45","32070","31990"
"In post","2021","North and North East Lincolnshire","SEO/HEO","SEO","20","20","37820","37450"
"In post","2021","North and North East Lincolnshire","Unknown","Unknown","85","80","29260","28200"
"In post","2021","North and West Norfolk","AA/AO","AA","140","135","19540","19560"
"In post","2021","North and West Norfolk","AA/AO","AO","365","335","25970","23240"
"In post","2021","North and West Norfolk","EO","EO","210","190","28450","27570"
"In post","2021","North and West Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","G6/G7","G7","10","5","[c]","[c]"
"In post","2021","North and West Norfolk","SEO/HEO","HEO","130","120","32780","32880"
"In post","2021","North and West Norfolk","SEO/HEO","SEO","50","45","43140","41850"
"In post","2021","North and West Norfolk","Unknown","Unknown","30","30","30640","32120"
