"Status","Year","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Mid Lancashire","45","40","34190","31810"
"In post","2021","Human Resources","Milton Keynes","40","40","40600","37730"
"In post","2021","Human Resources","Monmouthshire and Newport","225","210","34860","30450"
"In post","2021","Human Resources","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","45","45","35350","33300"
"In post","2021","Human Resources","North Lanarkshire","165","145","27730","25560"
"In post","2021","Human Resources","North Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","10","10","32620","33300"
"In post","2021","Human Resources","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","45","40","30320","25750"
"In post","2021","Human Resources","Nottingham","405","385","37360","31900"
"In post","2021","Human Resources","Overseas","25","25","36740","33300"
"In post","2021","Human Resources","Oxfordshire","10","10","[c]","[c]"
"In post","2021","Human Resources","Perth and Kinross and Stirling","10","10","34020","32290"
"In post","2021","Human Resources","Peterborough","15","15","34450","30990"
"In post","2021","Human Resources","Plymouth","10","10","34880","28680"
"In post","2021","Human Resources","Portsmouth","80","75","32740","26670"
"In post","2021","Human Resources","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Sefton","135","125","36070","31810"
"In post","2021","Human Resources","Sheffield","90","85","38490","36640"
"In post","2021","Human Resources","Shropshire CC","10","10","34180","33520"
"In post","2021","Human Resources","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Somerset","25","25","37260","33290"
"In post","2021","Human Resources","South and West Derbyshire","10","10","[c]","[c]"
"In post","2021","Human Resources","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South Hampshire","65","60","37890","33300"
"In post","2021","Human Resources","South Lanarkshire","85","85","37310","33930"
"In post","2021","Human Resources","South Nottinghamshire","10","10","39350","33680"
"In post","2021","Human Resources","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Southampton","40","35","34740","31380"
"In post","2021","Human Resources","Southend-on-Sea","5","5","[c]","[c]"
"In post","2021","Human Resources","Staffordshire CC","35","35","39010","40270"
"In post","2021","Human Resources","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Suffolk","35","35","35370","31500"
"In post","2021","Human Resources","Sunderland","10","10","34460","31810"
"In post","2021","Human Resources","Swansea","210","200","33350","31810"
"In post","2021","Human Resources","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Telford and Wrekin","15","10","43090","38630"
"In post","2021","Human Resources","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tower Hamlets","220","210","50940","45960"
"In post","2021","Human Resources","Tyneside","540","500","27830","23850"
"In post","2021","Human Resources","Unknown","30","30","40040","37300"
"In post","2021","Human Resources","Wakefield","35","35","34930","31270"
"In post","2021","Human Resources","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Warrington","60","60","41600","39240"
"In post","2021","Human Resources","Warwickshire","75","70","36110","31180"
"In post","2021","Human Resources","West Cumbria","20","15","36130","29610"
"In post","2021","Human Resources","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Northamptonshire","5","5","[c]","[c]"
"In post","2021","Human Resources","West Surrey","10","10","39180","34890"
"In post","2021","Human Resources","West Sussex (North East)","10","10","[c]","[c]"
"In post","2021","Human Resources","West Sussex (South West)","90","80","27290","25560"
"In post","2021","Human Resources","Westminster","2045","1990","46300","41500"
"In post","2021","Human Resources","Wiltshire","125","120","34280","33300"
"In post","2021","Human Resources","Wirral","35","30","33170","30070"
"In post","2021","Human Resources","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Worcestershire","30","30","38340","31410"
"In post","2021","Human Resources","York","75","70","40580","37910"
"In post","2021","Internal Audit","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","25","25","43290","42130"
"In post","2021","Internal Audit","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Berkshire","15","15","41110","42770"
"In post","2021","Internal Audit","Birmingham","20","20","49210","44210"
"In post","2021","Internal Audit","Blackpool","15","10","46480","44580"
"In post","2021","Internal Audit","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Bristol, City of","10","10","45250","40550"
"In post","2021","Internal Audit","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Internal Audit","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2021","Internal Audit","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Central Hampshire","15","15","29920","26930"
"In post","2021","Internal Audit","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","City of Edinburgh","10","5","[c]","[c]"
"In post","2021","Internal Audit","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Coventry","10","10","59920","51590"
"In post","2021","Internal Audit","Croydon","15","15","53590","51970"
"In post","2021","Internal Audit","Darlington","5","5","[c]","[c]"
"In post","2021","Internal Audit","Devon CC","10","10","[c]","[c]"
"In post","2021","Internal Audit","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2021","Internal Audit","Glasgow City","15","15","39450","36460"
"In post","2021","Internal Audit","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester South West","10","10","45910","41350"
"In post","2021","Internal Audit","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Kensington & Chelsea and Hammersmith & Fulham","10","10","[c]","[c]"
"In post","2021","Internal Audit","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Leeds","25","25","45960","44760"
"In post","2021","Internal Audit","Leicester","5","5","[c]","[c]"
"In post","2021","Internal Audit","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Liverpool","10","10","[c]","[c]"
"In post","2021","Internal Audit","Manchester","20","15","36880","33970"
"In post","2021","Internal Audit","Milton Keynes","10","10","[c]","[c]"
"In post","2021","Internal Audit","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Nottingham","20","20","41240","41730"
"In post","2021","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Plymouth","5","5","[c]","[c]"
"In post","2021","Internal Audit","Portsmouth","15","10","35710","33300"
"In post","2021","Internal Audit","Sefton","5","5","[c]","[c]"
"In post","2021","Internal Audit","Sheffield","15","15","51700","49750"
"In post","2021","Internal Audit","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Somerset","5","5","[c]","[c]"
"In post","2021","Internal Audit","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","South Lanarkshire","40","40","39370","33930"
"In post","2021","Internal Audit","Southampton","15","15","38250","35410"
"In post","2021","Internal Audit","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","Internal Audit","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Swansea","15","15","51170","49660"
"In post","2021","Internal Audit","Swindon","10","10","48750","45680"
"In post","2021","Internal Audit","Telford and Wrekin","10","10","44950","42890"
"In post","2021","Internal Audit","Tower Hamlets","10","10","[c]","[c]"
"In post","2021","Internal Audit","Tyneside","35","35","44060","41850"
"In post","2021","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Westminster","175","170","55370","53520"
"In post","2021","Internal Audit","Wiltshire","20","20","40030","39440"
"In post","2021","Internal Audit","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","York","15","10","42720","39200"
"In post","2021","Legal","Aberdeen City and Aberdeenshire","105","95","31560","22820"
"In post","2021","Legal","Angus and Dundee City","100","90","33520","29350"
"In post","2021","Legal","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Barnet","5","5","[c]","[c]"
"In post","2021","Legal","Barnsley, Doncaster and Rotherham","10","5","[c]","[c]"
"In post","2021","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","45","40","50660","49740"
"In post","2021","Legal","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Belfast","30","30","32690","31810"
"In post","2021","Legal","Berkshire","160","150","44880","41790"
"In post","2021","Legal","Bexley and Greenwich","15","15","35240","24590"
"In post","2021","Legal","Birmingham","615","575","38920","33310"
"In post","2021","Legal","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Blackpool","5","5","[c]","[c]"
"In post","2021","Legal","Bournemouth and Poole","10","10","39060","40390"
"In post","2021","Legal","Bradford","20","20","30770","25560"
"In post","2021","Legal","Brent","20","15","45440","48350"
"In post","2021","Legal","Bridgend and Neath Port Talbot","5","5","[c]","[c]"
"In post","2021","Legal","Brighton and Hove","120","110","43280","40290"
"In post","2021","Legal","Bristol, City of","230","220","41820","38690"
"In post","2021","Legal","Bromley","15","15","42850","45650"
"In post","2021","Legal","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Caithness and Sutherland and Ross and Cromarty","10","5","27240","22820"
"In post","2021","Legal","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2021","Legal","Cambridgeshire CC","15","10","38810","39430"
"In post","2021","Legal","Camden and City of London","75","70","55840","57170"
"In post","2021","Legal","Cardiff and Vale of Glamorgan","280","265","40560","38630"
"In post","2021","Legal","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Central Valleys","15","15","37320","38000"
"In post","2021","Legal","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2021","Legal","City of Edinburgh","900","850","34010","29350"
"In post","2021","Legal","Clackmannanshire and Fife","90","75","30660","22820"
"In post","2021","Legal","Conwy and Denbighshire","5","5","[c]","[c]"
"In post","2021","Legal","Cornwall and Isles of Scilly","35","30","37180","34480"
"In post","2021","Legal","Coventry","40","40","53480","56660"
"In post","2021","Legal","Croydon","140","130","45970","37730"
"In post","2021","Legal","Darlington","30","30","43650","47100"
"In post","2021","Legal","Derby","10","10","38940","40650"
"In post","2021","Legal","Devon CC","110","105","40700","39030"
"In post","2021","Legal","Dorset CC","10","10","51440","60520"
"In post","2021","Legal","Dudley","5","5","[c]","[c]"
"In post","2021","Legal","Dumfries and Galloway","30","25","31300","22820"
"In post","2021","Legal","Durham CC","35","30","44940","43460"
"In post","2021","Legal","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Ayrshire and North Ayrshire mainland","55","50","31860","29350"
"In post","2021","Legal","East Cumbria","40","35","36020","31460"
"In post","2021","Legal","East Derbyshire","5","5","[c]","[c]"
"In post","2021","Legal","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","35","35","29500","26550"
"In post","2021","Legal","East Kent","130","125","39490","30840"
"In post","2021","Legal","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Sussex CC","5","5","[c]","[c]"
"In post","2021","Legal","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2021","Legal","Essex Thames Gateway","15","10","36680","35800"
"In post","2021","Legal","Falkirk","60","50","32450","22820"
"In post","2021","Legal","Flintshire and Wrexham","75","70","41790","40030"
"In post","2021","Legal","Glasgow City","410","375","39940","33550"
"In post","2021","Legal","Gloucestershire","60","55","42400","38070"
"In post","2021","Legal","Greater Manchester North West","5","5","[c]","[c]"
"In post","2021","Legal","Greater Manchester South East","5","5","[c]","[c]"
"In post","2021","Legal","Greater Manchester South West","120","115","42020","38630"
"In post","2021","Legal","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hackney and Newham","125","120","52780","54450"
"In post","2021","Legal","Haringey and Islington","30","30","42140","38640"
"In post","2021","Legal","Harrow and Hillingdon","30","30","44000","34370"
"In post","2021","Legal","Heart of Essex","195","180","40890","35020"
"In post","2021","Legal","Herefordshire, County of","5","5","[c]","[c]"
"In post","2021","Legal","Hertfordshire","185","165","42610","40000"
"In post","2021","Legal","Hounslow and Richmond upon Thames","15","15","36550","24590"
"In post","2021","Legal","Inverclyde, East Renfrewshire and Renfrewshire","130","110","36020","29940"
"In post","2021","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","70","65","35190","29350"
"In post","2021","Legal","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Kingston upon Hull, City of","90","80","40960","38130"
"In post","2021","Legal","Lambeth","45","45","56250","59160"
"In post","2021","Legal","Leeds","510","470","40910","38000"
"In post","2021","Legal","Leicester","165","150","39700","39710"
"In post","2021","Legal","Lewisham and Southwark","25","25","36120","27050"
"In post","2021","Legal","Lincolnshire","20","15","42370","43160"
"In post","2021","Legal","Liverpool","350","330","37750","32540"
"In post","2021","Legal","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","20","15","26050","22820"
"In post","2021","Legal","Luton","10","10","[c]","[c]"
"In post","2021","Legal","Manchester","505","460","40870","38000"
"In post","2021","Legal","Medway","10","10","42340","40720"
"In post","2021","Legal","Merton, Kingston upon Thames and Sutton","20","20","37300","31560"
"In post","2021","Legal","Mid Kent","10","10","38130","40860"
"In post","2021","Legal","Mid Lancashire","300","275","36900","31810"
"In post","2021","Legal","Milton Keynes","50","35","48980","53630"
"In post","2021","Legal","Monmouthshire and Newport","45","40","46330","41900"
"In post","2021","Legal","Na h-Eileanan Siar","5","5","[c]","[c]"
"In post","2021","Legal","North and North East Lincolnshire","5","5","[c]","[c]"
"In post","2021","Legal","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Legal","North Hampshire","5","5","[c]","[c]"
"In post","2021","Legal","North Lanarkshire","75","65","40700","35230"
"In post","2021","Legal","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Legal","North Yorkshire CC","5","5","[c]","[c]"
"In post","2021","Legal","Northumberland","5","5","[c]","[c]"
"In post","2021","Legal","Norwich and East Norfolk","85","75","35380","28430"
"In post","2021","Legal","Nottingham","390","355","36440","31000"
"In post","2021","Legal","Orkney Islands","5","5","[c]","[c]"
"In post","2021","Legal","Overseas","15","15","64020","70740"
"In post","2021","Legal","Oxfordshire","10","10","41400","43850"
"In post","2021","Legal","Perth and Kinross and Stirling","50","45","34990","29940"
"In post","2021","Legal","Peterborough","25","25","47820","48830"
"In post","2021","Legal","Plymouth","20","20","46860","43460"
"In post","2021","Legal","Portsmouth","150","140","38750","32100"
"In post","2021","Legal","Redbridge and Waltham Forest","20","20","34780","28600"
"In post","2021","Legal","Scottish Borders","15","15","27710","22820"
"In post","2021","Legal","Sefton","35","30","47120","51070"
"In post","2021","Legal","Sheffield","165","150","35580","28430"
"In post","2021","Legal","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Somerset","10","10","[c]","[c]"
"In post","2021","Legal","South Ayrshire","30","30","28820","22820"
"In post","2021","Legal","South Hampshire","140","130","46150","50520"
"In post","2021","Legal","South Lanarkshire","130","115","38820","33550"
"In post","2021","Legal","South Teesside","115","100","38900","38000"
"In post","2021","Legal","South West Wales","10","10","[c]","[c]"
"In post","2021","Legal","Southampton","15","10","41390","45100"
"In post","2021","Legal","Southend-on-Sea","5","5","[c]","[c]"
"In post","2021","Legal","Staffordshire CC","20","20","40970","43460"
"In post","2021","Legal","Stoke-on-Trent","60","55","41680","48080"
"In post","2021","Legal","Suffolk","45","40","39250","35800"
"In post","2021","Legal","Sunderland","45","45","34370","31810"
"In post","2021","Legal","Swansea","105","95","43170","43160"
"In post","2021","Legal","Swindon","10","5","[c]","[c]"
"In post","2021","Legal","Telford and Wrekin","15","10","48750","53140"
"In post","2021","Legal","Tower Hamlets","255","245","64340","62420"
"In post","2021","Legal","Tyneside","265","240","37890","32480"
"In post","2021","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Wakefield","25","25","35720","25480"
"In post","2021","Legal","Walsall","10","10","[c]","[c]"
"In post","2021","Legal","Wandsworth","10","5","[c]","[c]"
"In post","2021","Legal","Warrington","35","35","45030","39930"
"In post","2021","Legal","Warwickshire","10","5","[c]","[c]"
"In post","2021","Legal","West Cumbria","10","5","[c]","[c]"
"In post","2021","Legal","West Lothian","35","30","29690","22820"
"In post","2021","Legal","West Northamptonshire","25","20","43740","44730"
"In post","2021","Legal","West Surrey","65","60","41850","40000"
"In post","2021","Legal","West Sussex (North East)","5","5","[c]","[c]"
"In post","2021","Legal","West Sussex (South West)","10","10","[c]","[c]"
"In post","2021","Legal","Westminster","4545","4260","52220","51830"
"In post","2021","Legal","Wiltshire","30","30","47880","40580"
"In post","2021","Legal","Wirral","30","25","44710","36200"
"In post","2021","Legal","Wolverhampton","10","10","[c]","[c]"
"In post","2021","Legal","Worcestershire","10","10","42620","43460"
"In post","2021","Legal","York","230","210","50230","55610"
"In post","2021","No function","Aberdeen City and Aberdeenshire","670","640","40860","33650"
"In post","2021","No function","Angus and Dundee City","360","330","23720","21440"
"In post","2021","No function","Antrim and Newtownabbey","5","5","[c]","[c]"
"In post","2021","No function","Ards and North Down","40","35","37560","31780"
"In post","2021","No function","Barking & Dagenham and Havering","130","115","27800","26150"
"In post","2021","No function","Barnet","1090","1025","41390","35300"
"In post","2021","No function","Barnsley, Doncaster and Rotherham","1465","1355","28180","26700"
"In post","2021","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","1020","950","31310","31020"
"In post","2021","No function","Bedford","490","465","30760","29920"
"In post","2021","No function","Belfast","1725","1605","28640","25560"
"In post","2021","No function","Berkshire","700","660","33390","31810"
"In post","2021","No function","Bexley and Greenwich","1220","1175","31700","31590"
"In post","2021","No function","Birmingham","6140","5765","30680","25560"
"In post","2021","No function","Blackburn with Darwen","130","120","26250","23850"
"In post","2021","No function","Blackpool","160","145","28360","26290"
"In post","2021","No function","Bournemouth and Poole","230","205","25500","22920"
"In post","2021","No function","Bradford","945","835","26130","21440"
"In post","2021","No function","Breckland and South Norfolk","435","415","28160","25830"
"In post","2021","No function","Brent","190","170","26900","23500"
"In post","2021","No function","Bridgend and Neath Port Talbot","230","215","29470","24800"
"In post","2021","No function","Brighton and Hove","230","205","26550","22260"
"In post","2021","No function","Bristol, City of","3670","3420","36390","31810"
"In post","2021","No function","Bromley","160","145","24960","22450"
"In post","2021","No function","Buckinghamshire CC","725","685","30800","30400"
"In post","2021","No function","Caithness and Sutherland and Ross and Cromarty","10","10","27810","24780"
"In post","2021","No function","Calderdale and Kirklees","180","160","26610","25190"
"In post","2021","No function","Cambridgeshire CC","1850","1725","33830","30530"
"In post","2021","No function","Camden and City of London","1260","1205","30980","25740"
"In post","2021","No function","Cardiff and Vale of Glamorgan","4610","4235","28490","24800"
"In post","2021","No function","Central Bedfordshire","30","30","29420","26780"
"In post","2021","No function","Central Hampshire","1180","1140","37670","36410"
"In post","2021","No function","Central Valleys","175","160","26610","26750"
"In post","2021","No function","Cheshire East","460","430","30800","27420"
"In post","2021","No function","Cheshire West and Chester","135","120","26220","23840"
"In post","2021","No function","Chorley and West Lancashire","1180","1090","29470","27380"
"In post","2021","No function","City of Edinburgh","2780","2625","31090","30080"
"In post","2021","No function","Clackmannanshire and Fife","430","400","30490","33650"
"In post","2021","No function","Conwy and Denbighshire","95","90","28190","24800"
"In post","2021","No function","Cornwall and Isles of Scilly","260","235","29180","26700"
"In post","2021","No function","Coventry","1240","1175","37700","33840"
"In post","2021","No function","Croydon","2130","2030","36400","33300"
"In post","2021","No function","Darlington","510","480","34750","30320"
"In post","2021","No function","Derby","310","280","28240","22920"
"In post","2021","No function","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","No function","Devon CC","1725","1615","29980","26630"
"In post","2021","No function","Dorset CC","1225","1140","28050","27130"
"In post","2021","No function","Dudley","150","135","25120","22920"
"In post","2021","No function","Dumfries and Galloway","185","165","30000","30930"
"In post","2021","No function","Durham CC","3320","3050","27800","26810"
"In post","2021","No function","Ealing","70","65","31700","30700"
"In post","2021","No function","East Ayrshire and North Ayrshire mainland","60","55","27020","26580"
"In post","2021","No function","East Cumbria","320","295","27670","23130"
"In post","2021","No function","East Derbyshire","70","65","28420","26750"
"In post","2021","No function","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","420","405","30010","30930"
"In post","2021","No function","East Kent","430","405","29190","26780"
"In post","2021","No function","East Lancashire","140","125","25780","23480"
"In post","2021","No function","East Lothian and Midlothian","20","20","30910","26780"
"In post","2021","No function","East Merseyside","275","260","29050","26580"
"In post","2021","No function","East Riding of Yorkshire","1270","1190","29080","26810"
"In post","2021","No function","East Surrey","820","775","33690","33590"
"In post","2021","No function","East Sussex CC","565","525","28530","27000"
"In post","2021","No function","Enfield","80","75","28220","26810"
"In post","2021","No function","Essex Haven Gateway","75","70","34090","28200"
"In post","2021","No function","Essex Thames Gateway","175","155","24910","22920"
"In post","2021","No function","Falkirk","495","455","30990","33650"
"In post","2021","No function","Flintshire and Wrexham","920","900","26820","24920"
"In post","2021","No function","Glasgow City","3335","3115","29900","26550"
"In post","2021","No function","Gloucestershire","570","500","28240","27130"
"In post","2021","No function","Greater Manchester North East","420","400","28760","27380"
"In post","2021","No function","Greater Manchester North West","550","515","27070","24920"
"In post","2021","No function","Greater Manchester South East","205","190","26870","26470"
"In post","2021","No function","Greater Manchester South West","2485","2295","26590","21440"
"In post","2021","No function","Gwent Valleys","150","140","24740","22110"
"In post","2021","No function","Gwynedd","195","175","25940","23380"
"In post","2021","No function","Hackney and Newham","1005","945","37000","36160"
"In post","2021","No function","Haringey and Islington","1000","960","30870","30220"
"In post","2021","No function","Harrow and Hillingdon","280","260","32780","30780"
"In post","2021","No function","Hartlepool and Stockton-on-Tees","735","695","29130","27150"
"In post","2021","No function","Heart of Essex","725","685","30010","28400"
"In post","2021","No function","Herefordshire, County of","35","30","28600","26750"
"In post","2021","No function","Hertfordshire","905","855","30930","30210"
"In post","2021","No function","Hounslow and Richmond upon Thames","1380","1320","32650","32560"
"In post","2021","No function","Inverclyde, East Renfrewshire and Renfrewshire","345","320","33040","33650"
"In post","2021","No function","Inverness and Nairn and Moray, Badenoch and Strathspey","200","185","30130","29040"
"In post","2021","No function","Isle of Anglesey","35","35","31360","31780"
"In post","2021","No function","Isle of Wight","665","625","28150","26580"
"In post","2021","No function","Kensington & Chelsea and Hammersmith & Fulham","570","545","33180","33260"
"In post","2021","No function","Kent Thames Gateway","1260","1205","30010","30450"
"In post","2021","No function","Kingston upon Hull, City of","1060","975","27820","27130"
"In post","2021","No function","Lambeth","3225","3030","45070","40070"
"In post","2021","No function","Lancaster and Wyre","345","325","27920","26300"
"In post","2021","No function","Leeds","4605","4330","31610","27700"
"In post","2021","No function","Leicester","1430","1295","25820","22750"
"In post","2021","No function","Leicestershire CC and Rutland","1245","1165","28910","26810"
"In post","2021","No function","Lewisham and Southwark","635","600","34960","32330"
"In post","2021","No function","Lincolnshire","1035","980","28510","26750"
"In post","2021","No function","Liverpool","2945","2715","29350","25560"
"In post","2021","No function","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","10","10","28020","22220"
"In post","2021","No function","Luton","205","185","23470","22450"
"In post","2021","No function","Manchester","4010","3790","31680","27380"
"In post","2021","No function","Medway","1005","960","31160","29920"
"In post","2021","No function","Merton, Kingston upon Thames and Sutton","310","290","30910","29500"
"In post","2021","No function","Mid Kent","615","575","30160","27650"
"In post","2021","No function","Mid Lancashire","2795","2490","26710","22850"
"In post","2021","No function","Milton Keynes","1025","1000","28700","27260"
"In post","2021","No function","Monmouthshire and Newport","2430","2255","31440","27290"
"In post","2021","No function","Na h-Eileanan Siar","35","30","32230","31780"
"In post","2021","No function","North and North East Lincolnshire","150","140","26870","25270"
"In post","2021","No function","North and West Norfolk","390","355","28650","27380"
"In post","2021","No function","North Hampshire","290","275","39170","30990"
"In post","2021","No function","North Lanarkshire","510","485","29630","30930"
"In post","2021","No function","North Northamptonshire","55","55","28640","27680"
"In post","2021","No function","North Nottinghamshire","655","625","28480","26810"
"In post","2021","No function","North Yorkshire CC","370","340","31610","28730"
"In post","2021","No function","Northumberland","65","60","29340","30210"
"In post","2021","No function","Norwich and East Norfolk","775","725","27750","24920"
"In post","2021","No function","Nottingham","4070","3790","30550","27130"
"In post","2021","No function","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","No function","Overseas","1800","1795","53100","53750"
"In post","2021","No function","Oxfordshire","1300","1200","33570","30400"
"In post","2021","No function","Perth and Kinross and Stirling","650","615","31210","33650"
"In post","2021","No function","Peterborough","460","420","29140","27130"
"In post","2021","No function","Plymouth","625","560","28910","27130"
"In post","2021","No function","Portsmouth","980","850","25680","21440"
"In post","2021","No function","Powys","40","35","31190","29180"
"In post","2021","No function","Redbridge and Waltham Forest","220","200","27820","26810"
"In post","2021","No function","Sandwell","80","75","26860","26780"
"In post","2021","No function","Scottish Borders","25","25","28510","26230"
"In post","2021","No function","Sefton","2430","2180","28510","21440"
"In post","2021","No function","Sheffield","1285","1195","35000","32040"
"In post","2021","No function","Shetland Islands","30","25","30100","27990"
"In post","2021","No function","Shropshire CC","460","435","29120","26780"
"In post","2021","No function","Solihull","25","25","40700","38630"
"In post","2021","No function","Somerset","780","730","30940","29290"
"In post","2021","No function","South and West Derbyshire","765","705","33820","31650"
"In post","2021","No function","South Ayrshire","50","45","28240","25710"
"In post","2021","No function","South Hampshire","1965","1535","25770","22520"
