"Status","Year","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Psychology","East Anglia","150","140","35120","30450"
"In post","2021","Psychology","East Wales","50","45","35150","30450"
"In post","2021","Psychology","East Yorkshire and Northern Lincolnshire","60","55","32110","29750"
"In post","2021","Psychology","Eastern Scotland","45","40","37480","33650"
"In post","2021","Psychology","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","38890","36710"
"In post","2021","Psychology","Greater Manchester","30","30","38050","30120"
"In post","2021","Psychology","Hampshire and Isle of Wight","50","45","37050","31180"
"In post","2021","Psychology","Herefordshire, Worcestershire and Warwickshire","30","25","36590","31180"
"In post","2021","Psychology","Inner London - East","10","10","53060","52820"
"In post","2021","Psychology","Inner London - West","15","15","48400","45600"
"In post","2021","Psychology","Kent","50","45","32840","29750"
"In post","2021","Psychology","Lancashire","95","95","35210","30450"
"In post","2021","Psychology","Leicestershire, Rutland and Northamptonshire","65","60","34260","31180"
"In post","2021","Psychology","Lincolnshire","15","15","36910","32400"
"In post","2021","Psychology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Outer London - East and North East","15","10","35930","33900"
"In post","2021","Psychology","Outer London - South","5","5","[c]","[c]"
"In post","2021","Psychology","Outer London - West and North West","20","20","33580","30860"
"In post","2021","Psychology","Shropshire and Staffordshire","85","85","30650","27700"
"In post","2021","Psychology","South Yorkshire","35","35","33770","28380"
"In post","2021","Psychology","Surrey, East and West Sussex","45","40","36380","30810"
"In post","2021","Psychology","Tees Valley and Durham","95","90","37780","38150"
"In post","2021","Psychology","West Central Scotland","20","20","39570","33650"
"In post","2021","Psychology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Yorkshire","80","75","35100","31180"
"In post","2021","Science and Engineering","Bedfordshire and Hertfordshire","220","210","47290","43370"
"In post","2021","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","325","305","42840","40040"
"In post","2021","Science and Engineering","Cheshire","10","10","28780","28820"
"In post","2021","Science and Engineering","Cornwall and Isles of Scilly","95","95","24690","22500"
"In post","2021","Science and Engineering","Cumbria","110","105","38080","36000"
"In post","2021","Science and Engineering","Derbyshire and Nottinghamshire","320","295","42340","39390"
"In post","2021","Science and Engineering","Devon","910","865","38720","39650"
"In post","2021","Science and Engineering","Dorset and Somerset","325","315","34570","33600"
"In post","2021","Science and Engineering","East Anglia","675","640","33240","30460"
"In post","2021","Science and Engineering","East Wales","680","645","40390","38620"
"In post","2021","Science and Engineering","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Eastern Scotland","85","85","33580","26110"
"In post","2021","Science and Engineering","Essex","25","20","39410","35940"
"In post","2021","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","5040","4900","38620","37350"
"In post","2021","Science and Engineering","Greater Manchester","195","185","32680","28590"
"In post","2021","Science and Engineering","Hampshire and Isle of Wight","995","965","38710","37320"
"In post","2021","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","55","55","28410","25330"
"In post","2021","Science and Engineering","Highlands and Islands","65","65","28410","25000"
"In post","2021","Science and Engineering","Inner London - East","380","345","50990","45750"
"In post","2021","Science and Engineering","Inner London - West","400","390","51630","45710"
"In post","2021","Science and Engineering","Kent","215","200","39160","37360"
"In post","2021","Science and Engineering","Lancashire","35","35","41050","38890"
"In post","2021","Science and Engineering","Leicestershire, Rutland and Northamptonshire","65","60","39860","38150"
"In post","2021","Science and Engineering","Lincolnshire","160","155","33890","33690"
"In post","2021","Science and Engineering","Merseyside","140","130","37890","35910"
"In post","2021","Science and Engineering","North Eastern Scotland","25","25","39730","41420"
"In post","2021","Science and Engineering","North Yorkshire","345","330","34390","31660"
"In post","2021","Science and Engineering","Northern Ireland","45","45","28640","23870"
"In post","2021","Science and Engineering","Northumberland and Tyne and Wear","65","55","32970","28590"
"In post","2021","Science and Engineering","Outer London - East and North East","30","30","31540","33950"
"In post","2021","Science and Engineering","Outer London - South","30","30","47660","40410"
"In post","2021","Science and Engineering","Outer London - West and North West","580","555","40890","40070"
"In post","2021","Science and Engineering","Overseas","125","125","44240","42350"
"In post","2021","Science and Engineering","Shropshire and Staffordshire","65","60","26390","22930"
"In post","2021","Science and Engineering","South Yorkshire","10","10","46060","42470"
"In post","2021","Science and Engineering","Southern Scotland","70","70","22850","20190"
"In post","2021","Science and Engineering","Surrey, East and West Sussex","505","480","34360","30110"
"In post","2021","Science and Engineering","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","75","75","27510","27370"
"In post","2021","Science and Engineering","West Central Scotland","210","205","43100","43570"
"In post","2021","Science and Engineering","West Midlands","230","210","37610","36200"
"In post","2021","Science and Engineering","West Wales and The Valleys","60","55","37590","37410"
"In post","2021","Science and Engineering","West Yorkshire","70","70","45100","40560"
"In post","2021","Security","Bedfordshire and Hertfordshire","85","80","25590","22650"
"In post","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","970","960","34320","33390"
"In post","2021","Security","Cheshire","5","5","[c]","[c]"
"In post","2021","Security","Cornwall and Isles of Scilly","50","45","22010","19560"
"In post","2021","Security","Cumbria","90","90","27920","23540"
"In post","2021","Security","Derbyshire and Nottinghamshire","75","75","33290","33200"
"In post","2021","Security","Devon","430","415","27000","20920"
"In post","2021","Security","Dorset and Somerset","135","130","23250","19560"
"In post","2021","Security","East Anglia","245","240","29330","26670"
"In post","2021","Security","East Wales","155","150","27040","20920"
"In post","2021","Security","East Yorkshire and Northern Lincolnshire","50","50","35100","39070"
"In post","2021","Security","Eastern Scotland","90","85","27780","20060"
"In post","2021","Security","Essex","225","220","40220","40570"
"In post","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","550","540","30100","26750"
"In post","2021","Security","Greater Manchester","100","95","33480","31200"
"In post","2021","Security","Hampshire and Isle of Wight","690","680","28620","24570"
"In post","2021","Security","Herefordshire, Worcestershire and Warwickshire","150","150","32160","33250"
"In post","2021","Security","Highlands and Islands","45","40","24450","19560"
"In post","2021","Security","Inner London - East","65","65","38070","36580"
"In post","2021","Security","Inner London - West","925","915","41270","38600"
"In post","2021","Security","Kent","90","85","30220","27380"
"In post","2021","Security","Lancashire","50","50","26580","21440"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","30","30","35070","37280"
"In post","2021","Security","Lincolnshire","55","55","20830","19560"
"In post","2021","Security","Merseyside","60","55","25370","20060"
"In post","2021","Security","North Eastern Scotland","95","90","40950","44070"
"In post","2021","Security","North Yorkshire","290","285","31360","28890"
"In post","2021","Security","Northern Ireland","390","385","21450","20310"
"In post","2021","Security","Northumberland and Tyne and Wear","45","40","32950","31810"
"In post","2021","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","160","155","31070","28960"
"In post","2021","Security","Outer London - West and North West","75","75","27510","22900"
"In post","2021","Security","Overseas","75","75","37120","34350"
"In post","2021","Security","Shropshire and Staffordshire","165","165","29160","25560"
"In post","2021","Security","South Yorkshire","100","95","36010","38750"
"In post","2021","Security","Southern Scotland","55","50","25870","20060"
"In post","2021","Security","Surrey, East and West Sussex","45","45","28990","19560"
"In post","2021","Security","Tees Valley and Durham","50","50","34300","32400"
"In post","2021","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Security","West Central Scotland","1080","1050","30450","26750"
"In post","2021","Security","West Midlands","55","50","30010","24620"
"In post","2021","Security","West Wales and The Valleys","165","155","28130","25390"
"In post","2021","Security","West Yorkshire","50","45","34670","31950"
"In post","2021","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","East Wales","335","315","39620","37020"
"In post","2021","Social Research","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","40420","37270"
"In post","2021","Social Research","Greater Manchester","20","20","39480","34740"
"In post","2021","Social Research","Hampshire and Isle of Wight","215","200","37370","37020"
"In post","2021","Social Research","Inner London - East","90","85","49760","49430"
"In post","2021","Social Research","Inner London - West","350","340","46800","42890"
"In post","2021","Social Research","Merseyside","15","15","41530","38630"
"In post","2021","Social Research","North Yorkshire","10","10","[c]","[c]"
"In post","2021","Social Research","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outer London - South","15","15","47680","44180"
"In post","2021","Social Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","West Midlands","5","5","[c]","[c]"
"In post","2021","Social Research","West Wales and The Valleys","70","65","44840","47000"
"In post","2021","Social Research","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Statistics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Berkshire, Buckinghamshire and Oxfordshire","15","15","39980","36500"
"In post","2021","Statistics","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Statistics","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","East Wales","390","375","40750","37020"
"In post","2021","Statistics","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Eastern Scotland","30","30","39430","36780"
"In post","2021","Statistics","Essex","25","25","43620","38630"
"In post","2021","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","170","160","39890","37050"
"In post","2021","Statistics","Greater Manchester","80","80","36260","31810"
"In post","2021","Statistics","Hampshire and Isle of Wight","160","155","40660","37020"
"In post","2021","Statistics","Inner London - East","170","165","49410","43500"
"In post","2021","Statistics","Inner London - West","690","665","46660","42850"
"In post","2021","Statistics","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Merseyside","45","40","43100","38630"
"In post","2021","Statistics","North Yorkshire","50","45","35600","31350"
"In post","2021","Statistics","Northumberland and Tyne and Wear","15","15","44960","51000"
"In post","2021","Statistics","Outer London - South","45","45","39620","36400"
"In post","2021","Statistics","Outer London - West and North West","15","15","44050","44950"
"In post","2021","Statistics","Overseas","5","5","[c]","[c]"
"In post","2021","Statistics","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Southern Scotland","25","25","48000","50250"
"In post","2021","Statistics","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","West Midlands","20","20","42970","39850"
"In post","2021","Statistics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","West Yorkshire","45","45","40760","38630"
"In post","2021","Tax","Bedfordshire and Hertfordshire","10","10","31760","32520"
"In post","2021","Tax","Berkshire, Buckinghamshire and Oxfordshire","180","165","37540","35000"
"In post","2021","Tax","Derbyshire and Nottinghamshire","1275","1210","33120","31810"
"In post","2021","Tax","East Anglia","140","130","36670","32030"
"In post","2021","Tax","East Wales","1640","1560","30010","25560"
"In post","2021","Tax","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Eastern Scotland","1055","1000","29440","27110"
"In post","2021","Tax","Essex","110","100","31330","28130"
"In post","2021","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","565","530","39780","32020"
"In post","2021","Tax","Greater Manchester","1665","1595","33080","31810"
"In post","2021","Tax","Hampshire and Isle of Wight","380","340","31220","31810"
"In post","2021","Tax","Inner London - East","785","745","40820","36270"
"In post","2021","Tax","Inner London - West","630","600","48590","41760"
"In post","2021","Tax","Kent","20","15","33250","28130"
"In post","2021","Tax","Lancashire","165","135","27900","20140"
"In post","2021","Tax","Leicestershire, Rutland and Northamptonshire","105","95","30570","31810"
"In post","2021","Tax","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Merseyside","1460","1365","31010","28130"
"In post","2021","Tax","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Northern Ireland","630","595","32800","31810"
"In post","2021","Tax","Northumberland and Tyne and Wear","2075","1980","29030","25560"
"In post","2021","Tax","Outer London - South","850","810","41460","36230"
"In post","2021","Tax","Outer London - West and North West","25","25","35560","34340"
"In post","2021","Tax","Overseas","5","5","[c]","[c]"
"In post","2021","Tax","Shropshire and Staffordshire","70","65","35630","31870"
"In post","2021","Tax","South Yorkshire","25","20","40160","32100"
"In post","2021","Tax","Southern Scotland","405","370","30150","28130"
"In post","2021","Tax","Surrey, East and West Sussex","10","10","37900","35000"
"In post","2021","Tax","Tees Valley and Durham","85","75","28620","25560"
"In post","2021","Tax","West Central Scotland","615","570","34690","31810"
"In post","2021","Tax","West Midlands","1240","1175","34230","31810"
"In post","2021","Tax","West Wales and The Valleys","20","15","38300","36200"
"In post","2021","Tax","West Yorkshire","1550","1480","31400","28130"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","1240","1140","29520","29290"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","1335","1230","29030","27570"
"In post","2021","Unknown","Cheshire","945","850","25610","27570"
"In post","2021","Unknown","Cornwall and Isles of Scilly","835","745","25490","27570"
"In post","2021","Unknown","Cumbria","275","235","27020","27570"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","2625","2355","27000","27570"
"In post","2021","Unknown","Devon","2085","1780","25640","27570"
"In post","2021","Unknown","Dorset and Somerset","985","870","27060","27570"
"In post","2021","Unknown","East Anglia","2005","1775","28260","27570"
"In post","2021","Unknown","East Wales","2655","2430","26620","27570"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","1210","1035","25930","27570"
"In post","2021","Unknown","Eastern Scotland","10940","10255","36850","30650"
"In post","2021","Unknown","Essex","1675","1520","29220","29290"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","2825","2565","31290","27570"
"In post","2021","Unknown","Greater Manchester","5955","5500","28460","27570"
"In post","2021","Unknown","Hampshire and Isle of Wight","1620","1435","28550","27570"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","1005","885","25630","27570"
"In post","2021","Unknown","Highlands and Islands","1180","1100","28860","27570"
"In post","2021","Unknown","Inner London - East","4090","3870","36200","31060"
"In post","2021","Unknown","Inner London - West","9240","9035","47820","39960"
"In post","2021","Unknown","Kent","1760","1645","28960","29290"
"In post","2021","Unknown","Lancashire","7880","7140","27330","27570"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","1660","1475","25560","27570"
"In post","2021","Unknown","Lincolnshire","580","510","26430","27570"
"In post","2021","Unknown","Merseyside","4330","3825","26900","27570"
"In post","2021","Unknown","North Eastern Scotland","895","835","33490","29190"
"In post","2021","Unknown","North Yorkshire","875","815","28700","27570"
"In post","2021","Unknown","Northern Ireland","140","135","27690","25560"
"In post","2021","Unknown","Northumberland and Tyne and Wear","8230","7370","27760","27570"
"In post","2021","Unknown","Outer London - East and North East","1945","1785","30190","31060"
"In post","2021","Unknown","Outer London - South","1105","1055","33650","31060"
"In post","2021","Unknown","Outer London - West and North West","1755","1630","30980","31060"
"In post","2021","Unknown","Overseas","300","295","46840","34770"
"In post","2021","Unknown","Shropshire and Staffordshire","1685","1495","27920","27570"
"In post","2021","Unknown","South Yorkshire","3405","3005","30830","27570"
"In post","2021","Unknown","Southern Scotland","1820","1640","28610","27570"
"In post","2021","Unknown","Surrey, East and West Sussex","2510","2255","27020","27570"
"In post","2021","Unknown","Tees Valley and Durham","2410","2115","25180","27570"
"In post","2021","Unknown","Unknown","1530","1460","32850","29250"
"In post","2021","Unknown","West Central Scotland","7220","6615","31570","27570"
"In post","2021","Unknown","West Midlands","5505","4870","26490","27570"
"In post","2021","Unknown","West Wales and The Valleys","3425","3045","25550","27570"
"In post","2021","Unknown","West Yorkshire","4960","4515","30490","27570"
"In post","2021","Veterinarian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Veterinarian","Cheshire","10","5","[c]","[c]"
"In post","2021","Veterinarian","Cornwall and Isles of Scilly","20","20","46230","50860"
"In post","2021","Veterinarian","Cumbria","20","15","46070","49020"
"In post","2021","Veterinarian","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Veterinarian","Devon","30","25","43320","37910"
"In post","2021","Veterinarian","Dorset and Somerset","15","15","42130","36970"
"In post","2021","Veterinarian","East Anglia","15","10","46830","49470"
"In post","2021","Veterinarian","East Wales","35","35","45980","37910"
"In post","2021","Veterinarian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Eastern Scotland","10","10","46060","43050"
"In post","2021","Veterinarian","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","45490","37910"
"In post","2021","Veterinarian","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Veterinarian","Herefordshire, Worcestershire and Warwickshire","10","10","45560","50600"
"In post","2021","Veterinarian","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","Veterinarian","Inner London - West","35","35","54170","52290"
"In post","2021","Veterinarian","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Lancashire","10","10","[c]","[c]"
"In post","2021","Veterinarian","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Veterinarian","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Veterinarian","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Veterinarian","North Yorkshire","25","25","39360","37720"
"In post","2021","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Veterinarian","Outer London - West and North West","10","10","[c]","[c]"
"In post","2021","Veterinarian","Shropshire and Staffordshire","25","20","44870","45230"
"In post","2021","Veterinarian","Southern Scotland","15","15","43170","37500"
"In post","2021","Veterinarian","Surrey, East and West Sussex","30","30","56670","59430"
"In post","2021","Veterinarian","West Midlands","15","15","43210","37910"
"In post","2021","Veterinarian","West Wales and The Valleys","45","45","44190","37910"
"In post","2021","Veterinarian","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","15","[c]","40770","38990"
"Leaver CS","2021","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Anglia","10","[c]","39040","40640"
"Leaver CS","2021","Commercial","East Wales","15","[c]","33750","31530"
"Leaver CS","2021","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","55","[c]","36330","33000"
"Leaver CS","2021","Commercial","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Inner London - West","20","[c]","55980","50700"
"Leaver CS","2021","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Tees Valley and Durham","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","33860","30820"
"Leaver CS","2021","Communications","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Devon","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East Wales","10","[c]","32190","30720"
"Leaver CS","2021","Communications","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","37130","32710"
"Leaver CS","2021","Communications","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Inner London - East","20","[c]","38980","36020"
"Leaver CS","2021","Communications","Inner London - West","100","[c]","42060","38540"
"Leaver CS","2021","Communications","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Midlands","10","[c]","39570","35410"
"Leaver CS","2021","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Inner London - West","15","[c]","43070","34820"
"Leaver CS","2021","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","15","[c]","45580","45210"
"Leaver CS","2021","Digital, Data and Technology","Cheshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Devon","25","[c]","31400","31740"
"Leaver CS","2021","Digital, Data and Technology","Dorset and Somerset","20","[c]","35210","34990"
"Leaver CS","2021","Digital, Data and Technology","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East Wales","50","[c]","42970","38000"
"Leaver CS","2021","Digital, Data and Technology","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","30","[c]","42440","34490"
"Leaver CS","2021","Digital, Data and Technology","Greater Manchester","10","[c]","45360","42220"
"Leaver CS","2021","Digital, Data and Technology","Hampshire and Isle of Wight","15","[c]","38090","36960"
"Leaver CS","2021","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Inner London - East","35","[c]","45820","40810"
"Leaver CS","2021","Digital, Data and Technology","Inner London - West","70","[c]","48670","50200"
