"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","SEO/HEO","Female","14975","14135","36230","35000"
"In post","2021","Declared non-disabled","No function","SEO/HEO","Male","13305","12925","37710","36480"
"In post","2021","Declared non-disabled","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Unknown","Female","6620","6040","29890","30200"
"In post","2021","Declared non-disabled","No function","Unknown","Male","1915","1850","31150","30210"
"In post","2021","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","AA/AO","Female","270","245","21810","21350"
"In post","2021","Declared non-disabled","Project Delivery","AA/AO","Male","125","125","21290","21440"
"In post","2021","Declared non-disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","EO","Female","1560","1445","25100","26120"
"In post","2021","Declared non-disabled","Project Delivery","EO","Male","1505","1480","24460","25560"
"In post","2021","Declared non-disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","G6/G7","Female","2200","2120","56850","55040"
"In post","2021","Declared non-disabled","Project Delivery","G6/G7","Male","2885","2840","57960","56060"
"In post","2021","Declared non-disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","SCS level","Female","235","225","87800","79720"
"In post","2021","Declared non-disabled","Project Delivery","SCS level","Male","305","305","94980","86040"
"In post","2021","Declared non-disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","SEO/HEO","Female","4230","4005","35520","34880"
"In post","2021","Declared non-disabled","Project Delivery","SEO/HEO","Male","5430","5335","36830","37320"
"In post","2021","Declared non-disabled","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","Female","205","195","39700","37390"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","Male","765","760","42910","41000"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","AA/AO","Female","625","550","21180","21100"
"In post","2021","Declared non-disabled","Property","AA/AO","Male","765","745","22210","21100"
"In post","2021","Declared non-disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","EO","Female","665","605","27240","26500"
"In post","2021","Declared non-disabled","Property","EO","Male","665","655","28020","26670"
"In post","2021","Declared non-disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","G6/G7","Female","305","295","56270","54990"
"In post","2021","Declared non-disabled","Property","G6/G7","Male","630","620","58390","56510"
"In post","2021","Declared non-disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Property","SCS level","Male","45","45","95430","86600"
"In post","2021","Declared non-disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","SEO/HEO","Female","1020","960","36650","35790"
"In post","2021","Declared non-disabled","Property","SEO/HEO","Male","1565","1520","37900","37140"
"In post","2021","Declared non-disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","AA/AO","Female","555","530","24110","20920"
"In post","2021","Declared non-disabled","Security","AA/AO","Male","2720","2675","26180","21150"
"In post","2021","Declared non-disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","EO","Female","235","225","29410","26670"
"In post","2021","Declared non-disabled","Security","EO","Male","505","500","33970","30800"
"In post","2021","Declared non-disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","G6/G7","Female","100","95","58400","54700"
"In post","2021","Declared non-disabled","Security","G6/G7","Male","160","160","61530","59160"
"In post","2021","Declared non-disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SEO/HEO","Female","390","380","37660","36360"
"In post","2021","Declared non-disabled","Security","SEO/HEO","Male","595","585","41080","38160"
"In post","2021","Declared non-disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Unknown","Female","30","30","37920","37170"
"In post","2021","Declared non-disabled","Security","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Female","23480","19635","21400","21010"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Male","12565","12050","21380","21010"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","EO","Female","32115","28340","27870","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Male","20310","19455","27860","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Female","4375","4135","60020","58550"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Male","4365","4280","61210","60740"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Female","465","445","87670","81910"
"In post","2021","Declared non-disabled","Unknown","SCS level","Male","530","525","91850","83230"
"In post","2021","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Female","12930","12150","36560","35310"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Male","10450","10225","37200","36140"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Female","140","135","40190","40950"
"In post","2021","Declared non-disabled","Unknown","Unknown","Male","335","330","37620","34320"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","EO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Analysis","EO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Analysis","G6/G7","Female","40","40","55000","54900"
"In post","2021","Undeclared","Analysis","G6/G7","Male","95","95","55980","54760"
"In post","2021","Undeclared","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","SEO/HEO","Female","75","75","37740","37320"
"In post","2021","Undeclared","Analysis","SEO/HEO","Male","110","110","35730","34590"
"In post","2021","Undeclared","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Commercial","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Commercial","EO","Female","30","25","[c]","[c]"
"In post","2021","Undeclared","Commercial","EO","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","Commercial","G6/G7","Female","30","30","59730","57860"
"In post","2021","Undeclared","Commercial","G6/G7","Male","40","40","66020","66970"
"In post","2021","Undeclared","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Commercial","SEO/HEO","Female","95","90","37840","36480"
"In post","2021","Undeclared","Commercial","SEO/HEO","Male","110","110","41370","40980"
"In post","2021","Undeclared","Commercial","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Communications","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Communications","EO","Female","45","45","26340","25560"
"In post","2021","Undeclared","Communications","EO","Male","75","70","25360","25560"
"In post","2021","Undeclared","Communications","G6/G7","Female","30","30","59210","58540"
"In post","2021","Undeclared","Communications","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","SEO/HEO","Female","70","70","36070","35300"
"In post","2021","Undeclared","Communications","SEO/HEO","Male","75","75","36920","36180"
"In post","2021","Undeclared","Counter Fraud","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","EO","Female","75","65","27420","27120"
"In post","2021","Undeclared","Counter Fraud","EO","Male","110","105","27580","27080"
"In post","2021","Undeclared","Counter Fraud","G6/G7","Female","30","30","56030","52580"
"In post","2021","Undeclared","Counter Fraud","G6/G7","Male","70","65","58910","57280"
"In post","2021","Undeclared","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SEO/HEO","Female","95","95","34630","32100"
"In post","2021","Undeclared","Counter Fraud","SEO/HEO","Male","210","200","35330","35000"
"In post","2021","Undeclared","Debt","AA/AO","Female","85","65","21990","21440"
"In post","2021","Undeclared","Debt","AA/AO","Male","60","60","21120","20140"
"In post","2021","Undeclared","Debt","EO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Debt","EO","Male","35","35","27660","28130"
"In post","2021","Undeclared","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Debt","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","EO","Female","35","30","27680","26690"
"In post","2021","Undeclared","Digital, Data & Technology","EO","Male","75","75","28320","26780"
"In post","2021","Undeclared","Digital, Data & Technology","G6/G7","Female","50","50","56550","55570"
"In post","2021","Undeclared","Digital, Data & Technology","G6/G7","Male","110","110","57750","54730"
"In post","2021","Undeclared","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","SEO/HEO","Female","115","110","36600","36200"
"In post","2021","Undeclared","Digital, Data & Technology","SEO/HEO","Male","250","245","37860","38000"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Finance","AA/AO","Female","40","35","21190","21440"
"In post","2021","Undeclared","Finance","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Finance","EO","Female","60","55","27010","26670"
"In post","2021","Undeclared","Finance","EO","Male","35","35","26490","26670"
"In post","2021","Undeclared","Finance","G6/G7","Female","45","45","58970","57870"
"In post","2021","Undeclared","Finance","G6/G7","Male","75","70","57700","56730"
"In post","2021","Undeclared","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","SEO/HEO","Female","110","105","37900","36890"
"In post","2021","Undeclared","Finance","SEO/HEO","Male","105","105","37360","36480"
"In post","2021","Undeclared","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","EO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Grants Management","EO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","AA/AO","Female","65","60","21440","21130"
"In post","2021","Undeclared","Human Resources","AA/AO","Male","35","30","21400","20920"
"In post","2021","Undeclared","Human Resources","EO","Female","55","55","26690","26670"
"In post","2021","Undeclared","Human Resources","EO","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Human Resources","G6/G7","Female","60","55","59680","56700"
"In post","2021","Undeclared","Human Resources","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","Human Resources","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","SEO/HEO","Female","145","140","37770","36780"
"In post","2021","Undeclared","Human Resources","SEO/HEO","Male","75","75","37660","36610"
"In post","2021","Undeclared","Human Resources","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","EO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","EO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Legal","G6/G7","Female","90","85","61930","62560"
"In post","2021","Undeclared","Legal","G6/G7","Male","65","60","64610","66040"
"In post","2021","Undeclared","Legal","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","SEO/HEO","Female","90","80","40510","40510"
"In post","2021","Undeclared","Legal","SEO/HEO","Male","50","45","40020","40640"
"In post","2021","Undeclared","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","AA/AO","Female","2740","2335","23410","21590"
"In post","2021","Undeclared","No function","AA/AO","Male","3550","3255","27260","28220"
"In post","2021","Undeclared","No function","EO","Female","1060","985","28080","27380"
"In post","2021","Undeclared","No function","EO","Male","1445","1375","30360","30780"
"In post","2021","Undeclared","No function","G6/G7","Female","525","495","57090","54370"
"In post","2021","Undeclared","No function","G6/G7","Male","720","710","58230","55320"
"In post","2021","Undeclared","No function","SCS level","Female","60","50","87890","82100"
"In post","2021","Undeclared","No function","SCS level","Male","85","85","94320","87410"
"In post","2021","Undeclared","No function","SEO/HEO","Female","1475","1390","36670","36160"
"In post","2021","Undeclared","No function","SEO/HEO","Male","1665","1620","38110","37320"
"In post","2021","Undeclared","No function","Unknown","Female","370","340","30560","30210"
"In post","2021","Undeclared","No function","Unknown","Male","160","155","29480","30210"
"In post","2021","Undeclared","Project Delivery","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","AA/AO","Male","30","30","21070","21000"
"In post","2021","Undeclared","Project Delivery","EO","Female","105","100","25580","26340"
"In post","2021","Undeclared","Project Delivery","EO","Male","220","210","26580","27460"
"In post","2021","Undeclared","Project Delivery","G6/G7","Female","135","130","56420","55060"
"In post","2021","Undeclared","Project Delivery","G6/G7","Male","270","265","57810","56350"
"In post","2021","Undeclared","Project Delivery","SCS level","Female","15","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","SEO/HEO","Female","335","320","36250","36090"
"In post","2021","Undeclared","Project Delivery","SEO/HEO","Male","555","535","37240","37580"
"In post","2021","Undeclared","Project Delivery","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","Male","85","85","45020","44640"
"In post","2021","Undeclared","Property","AA/AO","Female","40","35","21350","21100"
"In post","2021","Undeclared","Property","AA/AO","Male","65","60","19770","19850"
"In post","2021","Undeclared","Property","EO","Female","75","70","27230","26500"
"In post","2021","Undeclared","Property","EO","Male","60","55","27530","26670"
"In post","2021","Undeclared","Property","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","G6/G7","Male","70","70","58370","57130"
"In post","2021","Undeclared","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","SEO/HEO","Female","110","105","36520","35480"
"In post","2021","Undeclared","Property","SEO/HEO","Male","180","170","38070","37100"
"In post","2021","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","AA/AO","Female","35","35","26070","21130"
"In post","2021","Undeclared","Security","AA/AO","Male","330","325","28220","22080"
"In post","2021","Undeclared","Security","EO","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Security","EO","Male","90","90","37730","41940"
"In post","2021","Undeclared","Security","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","SEO/HEO","Female","50","50","39210","36420"
"In post","2021","Undeclared","Security","SEO/HEO","Male","125","125","42470","39010"
"In post","2021","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA/AO","Female","1285","1115","21450","21010"
"In post","2021","Undeclared","Unknown","AA/AO","Male","990","955","21190","21010"
"In post","2021","Undeclared","Unknown","EO","Female","1830","1660","27980","27570"
"In post","2021","Undeclared","Unknown","EO","Male","1510","1455","28010","27570"
"In post","2021","Undeclared","Unknown","G6/G7","Female","205","200","60400","58260"
"In post","2021","Undeclared","Unknown","G6/G7","Male","260","260","61310","60290"
"In post","2021","Undeclared","Unknown","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO/HEO","Female","635","605","36250","35240"
"In post","2021","Undeclared","Unknown","SEO/HEO","Male","840","825","37600","36630"
"In post","2021","Undeclared","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Male","35","35","[c]","[c]"
"In post","2021","Unknown","Analysis","AA/AO","Female","30","30","20450","19130"
"In post","2021","Unknown","Analysis","AA/AO","Male","35","35","20830","19130"
"In post","2021","Unknown","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","EO","Female","85","80","25440","24920"
"In post","2021","Unknown","Analysis","EO","Male","95","90","25940","25460"
"In post","2021","Unknown","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","G6/G7","Female","200","190","57700","53970"
"In post","2021","Unknown","Analysis","G6/G7","Male","285","275","57530","53460"
"In post","2021","Unknown","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","SEO/HEO","Female","445","430","34400","33570"
"In post","2021","Unknown","Analysis","SEO/HEO","Male","495","485","34630","33880"
"In post","2021","Unknown","Analysis","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","AA/AO","Female","50","45","22960","22560"
"In post","2021","Unknown","Commercial","AA/AO","Male","55","50","22190","21450"
"In post","2021","Unknown","Commercial","EO","Female","80","75","25530","25650"
"In post","2021","Unknown","Commercial","EO","Male","60","60","26280","26270"
"In post","2021","Unknown","Commercial","G6/G7","Female","360","350","60390","54700"
"In post","2021","Unknown","Commercial","G6/G7","Male","405","405","62320","56720"
"In post","2021","Unknown","Commercial","SCS level","Female","170","170","82120","71110"
"In post","2021","Unknown","Commercial","SCS level","Male","225","225","87880","72130"
"In post","2021","Unknown","Commercial","SEO/HEO","Female","305","290","36350","36820"
"In post","2021","Unknown","Commercial","SEO/HEO","Male","295","295","36890","36800"
"In post","2021","Unknown","Commercial","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","AA/AO","Female","65","55","21760","21440"
"In post","2021","Unknown","Communications","AA/AO","Male","40","35","21490","21440"
"In post","2021","Unknown","Communications","EO","Female","590","560","25930","25560"
"In post","2021","Unknown","Communications","EO","Male","685","680","25640","25560"
"In post","2021","Unknown","Communications","G6/G7","Female","165","160","58140","56780"
"In post","2021","Unknown","Communications","G6/G7","Male","120","120","58070","54710"
"In post","2021","Unknown","Communications","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","SEO/HEO","Female","455","440","36010","34550"
"In post","2021","Unknown","Communications","SEO/HEO","Male","420","420","35040","32100"
"In post","2021","Unknown","Counter Fraud","AA/AO","Female","140","110","21440","21440"
"In post","2021","Unknown","Counter Fraud","AA/AO","Male","100","95","21420","20140"
"In post","2021","Unknown","Counter Fraud","EO","Female","465","430","26990","25560"
"In post","2021","Unknown","Counter Fraud","EO","Male","495","485","26910","25560"
"In post","2021","Unknown","Counter Fraud","G6/G7","Female","45","45","56690","56730"
"In post","2021","Unknown","Counter Fraud","G6/G7","Male","100","95","57960","54700"
"In post","2021","Unknown","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","Female","345","325","34220","31870"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","Male","530","515","35460","35000"
"In post","2021","Unknown","Debt","AA/AO","Female","785","700","20780","20140"
"In post","2021","Unknown","Debt","AA/AO","Male","700","680","20490","20140"
"In post","2021","Unknown","Debt","EO","Female","135","120","26540","25560"
"In post","2021","Unknown","Debt","EO","Male","110","105","26770","25560"
"In post","2021","Unknown","Debt","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Debt","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Debt","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","AA/AO","Female","60","55","22080","21590"
"In post","2021","Unknown","Digital, Data & Technology","AA/AO","Male","75","75","21590","21440"
"In post","2021","Unknown","Digital, Data & Technology","EO","Female","200","190","26940","26410"
"In post","2021","Unknown","Digital, Data & Technology","EO","Male","430","425","27570","26780"
"In post","2021","Unknown","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","G6/G7","Female","280","270","56730","54700"
"In post","2021","Unknown","Digital, Data & Technology","G6/G7","Male","530","525","57910","56000"
"In post","2021","Unknown","Digital, Data & Technology","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","SCS level","Male","35","35","92110","85000"
"In post","2021","Unknown","Digital, Data & Technology","SEO/HEO","Female","530","515","36400","36160"
"In post","2021","Unknown","Digital, Data & Technology","SEO/HEO","Male","1125","1115","37270","36830"
"In post","2021","Unknown","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","AA/AO","Female","240","190","21100","20140"
"In post","2021","Unknown","Finance","AA/AO","Male","175","160","20600","20140"
"In post","2021","Unknown","Finance","EO","Female","170","160","26620","26510"
"In post","2021","Unknown","Finance","EO","Male","115","115","25970","25560"
"In post","2021","Unknown","Finance","G6/G7","Female","160","155","56940","54900"
"In post","2021","Unknown","Finance","G6/G7","Male","165","165","59880","58130"
"In post","2021","Unknown","Finance","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Finance","SCS level","Male","25","25","[c]","[c]"
