"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G7","15","[c]","59800","61210"
"Leaver CS","2021","Commercial","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SEO","15","[c]","45050","45350"
"Leaver CS","2021","Commercial","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AO","20","[c]","20320","20920"
"Leaver CS","2021","Commercial","Outside London","EO","25","[c]","24780","25480"
"Leaver CS","2021","Commercial","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","G7","15","[c]","53480","50090"
"Leaver CS","2021","Commercial","Outside London","HEO","35","[c]","32670","33000"
"Leaver CS","2021","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SEO","40","[c]","40390","40700"
"Leaver CS","2021","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","G6","20","[c]","79150","80110"
"Leaver CS","2021","Commercial","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","SCS level","20","[c]","107900","101450"
"Leaver CS","2021","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AO","10","[c]","21160","20800"
"Leaver CS","2021","Communications","London","EO","20","[c]","23400","23160"
"Leaver CS","2021","Communications","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","G7","20","[c]","56640","56340"
"Leaver CS","2021","Communications","London","HEO","45","[c]","32880","32750"
"Leaver CS","2021","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SEO","30","[c]","41750","40500"
"Leaver CS","2021","Communications","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","AO","15","[c]","20120","20920"
"Leaver CS","2021","Communications","Outside London","EO","15","[c]","26650","26400"
"Leaver CS","2021","Communications","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","HEO","30","[c]","31680","31880"
"Leaver CS","2021","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SEO","10","[c]","40410","40580"
"Leaver CS","2021","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","AO","15","[c]","20440","19120"
"Leaver CS","2021","Digital, Data & Technology","London","EO","20","[c]","28120","27400"
"Leaver CS","2021","Digital, Data & Technology","London","G6","15","[c]","66160","65450"
"Leaver CS","2021","Digital, Data & Technology","London","G7","55","[c]","57170","55920"
"Leaver CS","2021","Digital, Data & Technology","London","HEO","20","[c]","33490","33100"
"Leaver CS","2021","Digital, Data & Technology","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","SEO","30","[c]","42630","40930"
"Leaver CS","2021","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","AO","25","[c]","21320","21590"
"Leaver CS","2021","Digital, Data & Technology","Outside London","EO","60","[c]","27160","26670"
"Leaver CS","2021","Digital, Data & Technology","Outside London","G6","10","[c]","72670","71680"
"Leaver CS","2021","Digital, Data & Technology","Outside London","G7","45","[c]","56200","54940"
"Leaver CS","2021","Digital, Data & Technology","Outside London","HEO","55","[c]","34540","33350"
"Leaver CS","2021","Digital, Data & Technology","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","SEO","50","[c]","40970","40290"
"Leaver CS","2021","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","G7","20","[c]","65660","64000"
"Leaver CS","2021","Finance","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","AO","25","[c]","21090","21130"
"Leaver CS","2021","Finance","Outside London","EO","25","[c]","25000","26100"
"Leaver CS","2021","Finance","Outside London","G6","10","[c]","68540","69070"
"Leaver CS","2021","Finance","Outside London","G7","20","[c]","55550","56260"
"Leaver CS","2021","Finance","Outside London","HEO","45","[c]","34410","33630"
"Leaver CS","2021","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","SEO","35","[c]","43650","41950"
"Leaver CS","2021","Grants Management","Outside London","AO","45","[c]","20830","21050"
"Leaver CS","2021","Grants Management","Outside London","EO","25","[c]","25410","25190"
"Leaver CS","2021","Grants Management","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","EO","15","[c]","28320","27520"
"Leaver CS","2021","Human Resources","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","G7","25","[c]","58780","58360"
"Leaver CS","2021","Human Resources","London","HEO","25","[c]","34960","34950"
"Leaver CS","2021","Human Resources","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","SEO","20","[c]","44720","44990"
"Leaver CS","2021","Human Resources","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","AO","60","[c]","21160","20920"
"Leaver CS","2021","Human Resources","Outside London","EO","40","[c]","25570","26670"
"Leaver CS","2021","Human Resources","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","G7","20","[c]","53970","53110"
"Leaver CS","2021","Human Resources","Outside London","HEO","35","[c]","33300","32430"
"Leaver CS","2021","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","SEO","35","[c]","43620","43290"
"Leaver CS","2021","Human Resources","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","AO","30","[c]","23330","23520"
"Leaver CS","2021","Legal","London","EO","40","[c]","27250","26680"
"Leaver CS","2021","Legal","London","G6","35","[c]","71330","72260"
"Leaver CS","2021","Legal","London","G7","80","[c]","54870","54770"
"Leaver CS","2021","Legal","London","HEO","20","[c]","34910","33010"
"Leaver CS","2021","Legal","London","SCS level","20","[c]","96950","93830"
"Leaver CS","2021","Legal","London","SEO","20","[c]","42760","43210"
"Leaver CS","2021","Legal","Outside London","AA","25","[c]","20070","20070"
"Leaver CS","2021","Legal","Outside London","AO","100","[c]","22210","21950"
"Leaver CS","2021","Legal","Outside London","EO","45","[c]","26270","27130"
"Leaver CS","2021","Legal","Outside London","G6","10","[c]","70340","72510"
"Leaver CS","2021","Legal","Outside London","G7","125","[c]","56910","55610"
"Leaver CS","2021","Legal","Outside London","HEO","25","[c]","32360","33840"
"Leaver CS","2021","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","SEO","90","[c]","43660","43680"
"Leaver CS","2021","No function","London","AA","120","[c]","19070","19060"
"Leaver CS","2021","No function","London","AO","505","[c]","22490","22680"
"Leaver CS","2021","No function","London","EO","275","[c]","27180","26960"
"Leaver CS","2021","No function","London","G6","80","[c]","70510","68190"
"Leaver CS","2021","No function","London","G7","230","[c]","56000","54230"
"Leaver CS","2021","No function","London","HEO","260","[c]","33640","32830"
"Leaver CS","2021","No function","London","SCS level","90","[c]","106120","95730"
"Leaver CS","2021","No function","London","SEO","180","[c]","40620","40470"
"Leaver CS","2021","No function","London","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2021","No function","Outside London","AA","1030","[c]","17700","17180"
"Leaver CS","2021","No function","Outside London","AO","3450","[c]","20910","20430"
"Leaver CS","2021","No function","Outside London","EO","935","[c]","27120","26600"
"Leaver CS","2021","No function","Outside London","G6","80","[c]","72910","70540"
"Leaver CS","2021","No function","Outside London","G7","200","[c]","56040","53820"
"Leaver CS","2021","No function","Outside London","HEO","540","[c]","32680","32690"
"Leaver CS","2021","No function","Outside London","SCS level","50","[c]","106550","110680"
"Leaver CS","2021","No function","Outside London","SEO","395","[c]","43050","41120"
"Leaver CS","2021","No function","Outside London","Unknown","560","[c]","31290","35760"
"Leaver CS","2021","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","AO","15","[c]","20790","19410"
"Leaver CS","2021","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","HEO","35","[c]","30310","28420"
"Leaver CS","2021","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","AO","15","[c]","22070","22460"
"Leaver CS","2021","Project Delivery","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","G6","20","[c]","70360","71780"
"Leaver CS","2021","Project Delivery","London","G7","25","[c]","56280","55860"
"Leaver CS","2021","Project Delivery","London","HEO","25","[c]","34760","34280"
"Leaver CS","2021","Project Delivery","London","SCS level","10","[c]","104310","92580"
"Leaver CS","2021","Project Delivery","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","AO","25","[c]","21640","21580"
"Leaver CS","2021","Project Delivery","Outside London","EO","195","[c]","22030","21340"
"Leaver CS","2021","Project Delivery","Outside London","G6","20","[c]","69270","67670"
"Leaver CS","2021","Project Delivery","Outside London","G7","70","[c]","53450","53710"
"Leaver CS","2021","Project Delivery","Outside London","HEO","175","[c]","31550","32430"
"Leaver CS","2021","Project Delivery","Outside London","SCS level","15","[c]","90020","82740"
"Leaver CS","2021","Project Delivery","Outside London","SEO","175","[c]","41040","40740"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","40","[c]","41280","39860"
"Leaver CS","2021","Project Delivery","Overseas","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","EO","20","[c]","27380","28500"
"Leaver CS","2021","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","G7","15","[c]","61780","60430"
"Leaver CS","2021","Property","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SEO","15","[c]","46440","47340"
"Leaver CS","2021","Property","Outside London","AA","85","[c]","18770","18800"
"Leaver CS","2021","Property","Outside London","AO","85","[c]","22930","21250"
"Leaver CS","2021","Property","Outside London","EO","140","[c]","26390","25970"
"Leaver CS","2021","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","G7","25","[c]","54950","56000"
"Leaver CS","2021","Property","Outside London","HEO","70","[c]","33610","33280"
"Leaver CS","2021","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SEO","60","[c]","42300","42500"
"Leaver CS","2021","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","AA","10","[c]","22190","22440"
"Leaver CS","2021","Security","London","AO","10","[c]","33920","29790"
"Leaver CS","2021","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","AA","110","[c]","19760","19560"
"Leaver CS","2021","Security","Outside London","AO","180","[c]","32150","38120"
"Leaver CS","2021","Security","Outside London","EO","40","[c]","32060","27670"
"Leaver CS","2021","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","HEO","30","[c]","37650","33630"
"Leaver CS","2021","Security","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA","90","[c]","21680","21770"
"Leaver CS","2021","Unknown","London","AO","365","[c]","24970","25110"
"Leaver CS","2021","Unknown","London","EO","720","[c]","29840","31060"
"Leaver CS","2021","Unknown","London","G6","115","[c]","71200","70680"
"Leaver CS","2021","Unknown","London","G7","255","[c]","56710","55910"
"Leaver CS","2021","Unknown","London","HEO","395","[c]","34120","35070"
"Leaver CS","2021","Unknown","London","SCS level","100","[c]","89540","84080"
"Leaver CS","2021","Unknown","London","SEO","225","[c]","42550","41970"
"Leaver CS","2021","Unknown","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","AA","440","[c]","19620","19400"
"Leaver CS","2021","Unknown","Outside London","AO","4785","[c]","21100","21010"
"Leaver CS","2021","Unknown","Outside London","EO","3410","[c]","27530","27570"
"Leaver CS","2021","Unknown","Outside London","G6","235","[c]","72400","71760"
"Leaver CS","2021","Unknown","Outside London","G7","400","[c]","55100","54270"
"Leaver CS","2021","Unknown","Outside London","HEO","1250","[c]","33840","33450"
"Leaver CS","2021","Unknown","Outside London","SCS level","65","[c]","89440","83230"
"Leaver CS","2021","Unknown","Outside London","SEO","675","[c]","40770","40380"
"Leaver CS","2021","Unknown","Outside London","Unknown","30","[c]","35550","34620"
"Leaver CS","2021","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","HEO","70","[c]","35930","36960"
"Leaver CS","2021","Unknown","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AO","25","[c]","21610","21010"
"Leaver CS","2021","Unknown","Unknown","EO","30","[c]","27830","27570"
"Leaver CS","2021","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","480","[c]","34870","32400"
"Leaver Dept.","2021","Analysis","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","EO","15","[c]","28080","27710"
"Leaver Dept.","2021","Analysis","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","G7","55","[c]","57140","56130"
"Leaver Dept.","2021","Analysis","London","HEO","90","[c]","33440","33250"
"Leaver Dept.","2021","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","London","SEO","20","[c]","42750","42140"
"Leaver Dept.","2021","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","EO","10","[c]","26730","26710"
"Leaver Dept.","2021","Analysis","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","G7","10","[c]","52960","51020"
"Leaver Dept.","2021","Analysis","Outside London","HEO","25","[c]","30920","30820"
"Leaver Dept.","2021","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SEO","15","[c]","40400","37600"
"Leaver Dept.","2021","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","10","[c]","28600","27910"
"Leaver Dept.","2021","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G7","15","[c]","54540","54650"
"Leaver Dept.","2021","Commercial","London","HEO","10","[c]","33220","32620"
"Leaver Dept.","2021","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO","15","[c]","41810","42790"
"Leaver Dept.","2021","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","EO","15","[c]","24400","25480"
"Leaver Dept.","2021","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G7","15","[c]","47340","49700"
"Leaver Dept.","2021","Commercial","Outside London","HEO","15","[c]","31440","32360"
"Leaver Dept.","2021","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SEO","30","[c]","40780","41460"
"Leaver Dept.","2021","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","EO","25","[c]","27020","27500"
"Leaver Dept.","2021","Communications","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G7","30","[c]","53590","53350"
"Leaver Dept.","2021","Communications","London","HEO","50","[c]","34290","33630"
"Leaver Dept.","2021","Communications","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SEO","40","[c]","42280","41010"
"Leaver Dept.","2021","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SEO","10","[c]","38820","38170"
"Leaver Dept.","2021","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","EO","10","[c]","28710","27500"
"Leaver Dept.","2021","Digital, Data & Technology","London","G6","20","[c]","70090","70880"
"Leaver Dept.","2021","Digital, Data & Technology","London","G7","40","[c]","56290","54700"
"Leaver Dept.","2021","Digital, Data & Technology","London","HEO","25","[c]","33890","32950"
"Leaver Dept.","2021","Digital, Data & Technology","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SEO","25","[c]","40190","39920"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","EO","25","[c]","25710","26470"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G7","20","[c]","53060","52340"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","HEO","20","[c]","32430","32080"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO","20","[c]","41400","41090"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","EO","10","[c]","28000","28780"
