"Status","Year","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Female","125","120","49760","50630"
"In post","2021","Project Delivery","Property","Male","185","180","49300","50630"
"In post","2021","Project Delivery","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","Female","345","335","36600","33000"
"In post","2021","Project Delivery","Science and Engineering","Male","3115","3050","37290","35730"
"In post","2021","Project Delivery","Security","Female","25","25","[c]","[c]"
"In post","2021","Project Delivery","Security","Male","40","35","41810","40950"
"In post","2021","Project Delivery","Statistics","Female","20","15","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Tax","Female","80","75","40410","32520"
"In post","2021","Project Delivery","Tax","Male","50","50","45910","41760"
"In post","2021","Project Delivery","Unknown","Female","275","260","45740","35680"
"In post","2021","Project Delivery","Unknown","Male","295","290","54600","45210"
"In post","2021","Property","Commercial","Female","25","20","[c]","[c]"
"In post","2021","Property","Commercial","Male","10","10","[c]","[c]"
"In post","2021","Property","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Male","25","25","[c]","[c]"
"In post","2021","Property","Finance","Female","10","10","[c]","[c]"
"In post","2021","Property","Finance","Male","20","20","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2021","Property","Operational Delivery","Female","870","785","27390","21250"
"In post","2021","Property","Operational Delivery","Male","575","560","31080","24500"
"In post","2021","Property","Other","Female","75","70","32840","25900"
"In post","2021","Property","Other","Male","245","240","31640","28870"
"In post","2021","Property","Planning","Female","5","5","[c]","[c]"
"In post","2021","Property","Planning","Male","5","5","[c]","[c]"
"In post","2021","Property","Policy","Female","10","5","[c]","[c]"
"In post","2021","Property","Policy","Male","5","5","[c]","[c]"
"In post","2021","Property","Project Delivery","Female","35","30","46370","43960"
"In post","2021","Property","Project Delivery","Male","40","40","54850","52940"
"In post","2021","Property","Property","Female","2575","2385","33560","31810"
"In post","2021","Property","Property","Male","3885","3785","37020","33300"
"In post","2021","Property","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","Female","5","5","[c]","[c]"
"In post","2021","Property","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Female","255","240","33580","29190"
"In post","2021","Property","Unknown","Male","590","575","32700","30160"
"In post","2021","Security","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2021","Security","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","Female","100","95","43680","38860"
"In post","2021","Security","Intelligence Analysis","Male","100","100","47960","39770"
"In post","2021","Security","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2021","Security","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","Security","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2021","Security","Security","Female","1480","1435","31160","27700"
"In post","2021","Security","Security","Male","6145","6045","30960","26750"
"In post","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Female","455","430","32190","33000"
"In post","2021","Security","Unknown","Male","415","405","34060","33300"
"In post","2021","Unknown","Commercial","Female","60","55","39490","39190"
"In post","2021","Unknown","Commercial","Male","50","50","41910","42100"
"In post","2021","Unknown","Communications","Female","205","190","44220","42710"
"In post","2021","Unknown","Communications","Male","140","140","44160","41320"
"In post","2021","Unknown","Counter Fraud","Female","115","100","25620","25310"
"In post","2021","Unknown","Counter Fraud","Male","65","65","29190","25580"
"In post","2021","Unknown","Digital, Data and Technology","Female","450","430","47490","44100"
"In post","2021","Unknown","Digital, Data and Technology","Male","995","990","48490","44970"
"In post","2021","Unknown","Economics","Female","75","75","45870","40870"
"In post","2021","Unknown","Economics","Male","130","130","46740","35910"
"In post","2021","Unknown","Finance","Female","355","330","42040","37410"
"In post","2021","Unknown","Finance","Male","285","280","45730","41970"
"In post","2021","Unknown","Human Resources","Female","510","475","40730","37180"
"In post","2021","Unknown","Human Resources","Male","265","260","41400","36620"
"In post","2021","Unknown","Intelligence Analysis","Female","930","860","30970","29080"
"In post","2021","Unknown","Intelligence Analysis","Male","1305","1270","33680","30980"
"In post","2021","Unknown","Internal Audit","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Female","105","100","36590","34490"
"In post","2021","Unknown","Knowledge and Information Management","Male","105","100","38240","37410"
"In post","2021","Unknown","Legal","Female","100","95","56140","60830"
"In post","2021","Unknown","Legal","Male","50","50","57450","60830"
"In post","2021","Unknown","Medicine","Female","1430","1275","42870","37890"
"In post","2021","Unknown","Medicine","Male","565","525","55420","46290"
"In post","2021","Unknown","Operational Delivery","Female","14720","13085","28100","25630"
"In post","2021","Unknown","Operational Delivery","Male","12910","12280","29070","25990"
"In post","2021","Unknown","Operational Research","Female","50","45","43920","39990"
"In post","2021","Unknown","Operational Research","Male","125","125","45650","41700"
"In post","2021","Unknown","Other","Female","7300","6895","27600","22080"
"In post","2021","Unknown","Other","Male","7900","7755","31000","28650"
"In post","2021","Unknown","Planning","Female","15","10","[c]","[c]"
"In post","2021","Unknown","Planning","Male","30","25","[c]","[c]"
"In post","2021","Unknown","Policy","Female","3005","2865","45460","41970"
"In post","2021","Unknown","Policy","Male","2330","2300","49410","45200"
"In post","2021","Unknown","Project Delivery","Female","795","770","44020","41140"
"In post","2021","Unknown","Project Delivery","Male","655","645","46130","41970"
"In post","2021","Unknown","Property","Female","65","65","40800","34600"
"In post","2021","Unknown","Property","Male","95","90","43710","40740"
"In post","2021","Unknown","Psychology","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Female","510","485","43140","40580"
"In post","2021","Unknown","Science and Engineering","Male","1825","1790","34910","29200"
"In post","2021","Unknown","Security","Female","120","115","33630","29370"
"In post","2021","Unknown","Security","Male","230","225","29740","25630"
"In post","2021","Unknown","Social Research","Female","200","190","45630","47000"
"In post","2021","Unknown","Social Research","Male","50","50","49270","47000"
"In post","2021","Unknown","Statistics","Female","95","90","41560","38360"
"In post","2021","Unknown","Statistics","Male","85","80","40540","37410"
"In post","2021","Unknown","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","67115","58420","28650","27570"
"In post","2021","Unknown","Unknown","Male","38135","36725","30620","27570"
"In post","2021","Unknown","Veterinarian","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Male","10","10","[c]","[c]"
"Leaver CS","2021","Analysis","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","Female","35","[c]","30250","24300"
"Leaver CS","2021","Analysis","Economics","Male","65","[c]","33830","24300"
"Leaver CS","2021","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Female","60","[c]","40530","36070"
"Leaver CS","2021","Commercial","Commercial","Male","75","[c]","39810","36470"
"Leaver CS","2021","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Male","40","[c]","84040","70490"
"Leaver CS","2021","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Female","100","[c]","36910","33850"
"Leaver CS","2021","Communications","Communications","Male","70","[c]","37750","32700"
"Leaver CS","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","Female","110","[c]","40880","36700"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","Male","250","[c]","42010","38450"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Corporate Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Female","100","[c]","39750","33940"
"Leaver CS","2021","Finance","Finance","Male","95","[c]","45340","44790"
"Leaver CS","2021","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Operational Delivery","Female","45","[c]","24530","24550"
"Leaver CS","2021","Grants Management","Operational Delivery","Male","40","[c]","24690","21050"
"Leaver CS","2021","Grants Management","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Female","175","[c]","38010","32430"
"Leaver CS","2021","Human Resources","Human Resources","Male","95","[c]","40340","35250"
"Leaver CS","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","Female","235","[c]","52340","52160"
"Leaver CS","2021","Legal","Legal","Male","170","[c]","54030","55000"
"Leaver CS","2021","Legal","Operational Delivery","Female","140","[c]","26910","23470"
"Leaver CS","2021","Legal","Operational Delivery","Male","90","[c]","28770","22820"
"Leaver CS","2021","Legal","Other","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","Female","45","[c]","63270","51360"
"Leaver CS","2021","No function","Inspector of Education and Training","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Intelligence Analysis","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","Female","50","[c]","36210","32490"
"Leaver CS","2021","No function","Knowledge and Information Management","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","Female","35","[c]","78990","82100"
"Leaver CS","2021","No function","Medicine","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","Female","3505","[c]","25500","21590"
"Leaver CS","2021","No function","Operational Delivery","Male","3560","[c]","30040","25420"
"Leaver CS","2021","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","Female","60","[c]","36150","30150"
"Leaver CS","2021","No function","Other","Male","65","[c]","44450","34850"
"Leaver CS","2021","No function","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","Female","245","[c]","41320","35420"
"Leaver CS","2021","No function","Policy","Male","265","[c]","47470","40050"
"Leaver CS","2021","No function","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Female","95","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","Female","275","[c]","31180","27900"
"Leaver CS","2021","No function","Science and Engineering","Male","225","[c]","32490","28650"
"Leaver CS","2021","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Female","240","[c]","37740","28890"
"Leaver CS","2021","No function","Unknown","Male","220","[c]","46940","33730"
"Leaver CS","2021","No function","Veterinarian","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Female","45","[c]","29590","24090"
"Leaver CS","2021","Project Delivery","Other","Male","85","[c]","31610","25340"
"Leaver CS","2021","Project Delivery","Policy","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Female","165","[c]","36130","32430"
"Leaver CS","2021","Project Delivery","Project Delivery","Male","210","[c]","43320","39960"
"Leaver CS","2021","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Male","135","[c]","35710","33990"
"Leaver CS","2021","Project Delivery","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
