"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Valuation Office Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Valuation Office Agency","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Valuation Office Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Valuation Office Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Valuation Office Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Valuation Office Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Valuation Office Agency","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Valuation Office Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Valuation Office Agency","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Valuation Office Agency","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Vehicle Certification Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinary Medicines Directorate","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","AO","Heterosexual / straight","55","50","23440","23830"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","AO","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","EO","Heterosexual / straight","50","50","28750","28850"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","G7","Heterosexual / straight","30","30","59180","60830"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","HEO","Heterosexual / straight","75","70","37120","37410"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","SEO","Heterosexual / straight","35","30","45980","47000"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Revenue Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wilton Park","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","AA","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","AA","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Accountant in Bankruptcy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","Heterosexual / straight","65","60","24940","24250"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","HEO","Heterosexual / straight","65","65","32390","31040"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
