"Status","Year","Disability","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","Outside London","75","[c]","23310","21590"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","London","70","[c]","31990","31060"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","Outside London","600","[c]","26150","26890"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","London","70","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","Outside London","570","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office","London","50","[c]","36250","29080"
"Leaver CS","2021","Declared disabled","Home Office","Outside London","95","[c]","26060","24890"
"Leaver CS","2021","Declared disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence","Outside London","345","[c]","29660","26670"
"Leaver CS","2021","Declared disabled","Ministry of Defence","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice","London","80","[c]","33210","26410"
"Leaver CS","2021","Declared disabled","Ministry of Justice","Outside London","560","[c]","22430","19930"
"Leaver CS","2021","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","Outside London","70","[c]","30810","30790"
"Leaver CS","2021","Declared disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","London","135","[c]","50830","51250"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","Outside London","135","[c]","45380","54200"
"Leaver CS","2021","Declared non-disabled","Cabinet Office","London","110","[c]","54610","52500"
"Leaver CS","2021","Declared non-disabled","Cabinet Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chancellor's other departments","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","London","70","[c]","51000","46130"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","120","[c]","50430","48780"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","165","[c]","34270","30660"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education","London","100","[c]","49780","46170"
"Leaver CS","2021","Declared non-disabled","Department for Education","Outside London","135","[c]","40940","36960"
"Leaver CS","2021","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","35","[c]","28540","24920"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","London","30","[c]","49970","40270"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport","London","65","[c]","43480","35060"
"Leaver CS","2021","Declared non-disabled","Department for Transport","Outside London","360","[c]","29100","26130"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions","London","280","[c]","33410","31060"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions","Outside London","2715","[c]","26210","24180"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care","London","260","[c]","43280","37370"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care","Outside London","285","[c]","37390","29520"
"Leaver CS","2021","Declared non-disabled","ESTYN","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Food Standards Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Food Standards Agency","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","London","75","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Outside London","75","[c]","38180","34510"
"Leaver CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Land Registry","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Land Registry","Outside London","140","[c]","32320","27130"
"Leaver CS","2021","Declared non-disabled","HM Revenue and Customs","London","330","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Revenue and Customs","Outside London","2505","[c]","29990","26000"
"Leaver CS","2021","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Treasury","London","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Treasury","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Home Office","London","420","[c]","37960","30560"
"Leaver CS","2021","Declared non-disabled","Home Office","Outside London","545","[c]","24820","24110"
"Leaver CS","2021","Declared non-disabled","Home Office","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Ministry of Defence","London","90","[c]","43080","37640"
"Leaver CS","2021","Declared non-disabled","Ministry of Defence","Outside London","1735","[c]","32030","29200"
"Leaver CS","2021","Declared non-disabled","Ministry of Defence","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","London","45","[c]","46580","42970"
"Leaver CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","Outside London","50","[c]","39510","35860"
"Leaver CS","2021","Declared non-disabled","Ministry of Justice","London","495","[c]","35770","26410"
"Leaver CS","2021","Declared non-disabled","Ministry of Justice","Outside London","2785","[c]","23990","20100"
"Leaver CS","2021","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","National Crime Agency","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","National Crime Agency","Outside London","30","[c]","42110","40170"
"Leaver CS","2021","Declared non-disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office for Standards in Education","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office for Standards in Education","Outside London","85","[c]","50240","51360"
"Leaver CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","London","50","[c]","52960","45000"
"Leaver CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office of Rail and Road","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other Cabinet Office Agencies","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Government","Outside London","330","[c]","38330","33550"
"Leaver CS","2021","Declared non-disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","The National Archives","London","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Export Finance","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Supreme Court","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","United Kingdom Statistics Authority","Outside London","95","[c]","33160","29540"
"Leaver CS","2021","Declared non-disabled","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Water Services Regulation Authority","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Welsh Government","Outside London","115","[c]","43650","37410"
"Leaver CS","2021","Undeclared","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","London","35","[c]","34810","30780"
"Leaver CS","2021","Undeclared","Department for Transport","Outside London","50","[c]","32970","26780"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Outside London","125","[c]","26850","26510"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Outside London","65","[c]","32940","31770"
"Leaver CS","2021","Undeclared","Food Standards Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","London","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Outside London","315","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Outside London","45","[c]","27510","27240"
"Leaver CS","2021","Undeclared","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Outside London","215","[c]","32190","30000"
"Leaver CS","2021","Undeclared","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","London","95","[c]","34880","26480"
"Leaver CS","2021","Undeclared","Ministry of Justice","Outside London","535","[c]","24960","20100"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","London","50","[c]","49700","53070"
"Leaver CS","2021","Unknown","Attorney General's Departments","Outside London","55","[c]","38720","34480"
"Leaver CS","2021","Unknown","Cabinet Office","London","70","[c]","42550","36650"
"Leaver CS","2021","Unknown","Cabinet Office","Outside London","35","[c]","28340","25970"
"Leaver CS","2021","Unknown","Cabinet Office","Unknown","90","[c]","53630","32860"
"Leaver CS","2021","Unknown","Chancellor's other departments","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","75","[c]","43320","33570"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","95","[c]","29460","24250"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","London","145","[c]","38410","33120"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","365","[c]","31880","26210"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","London","95","[c]","31640","24410"
"Leaver CS","2021","Unknown","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Outside London","130","[c]","26400","21590"
"Leaver CS","2021","Unknown","Department for Work and Pensions","London","145","[c]","32400","31060"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","525","[c]","25830","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","210","[c]","48530","40470"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","155","[c]","44820","37450"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","London","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Outside London","80","[c]","27720","22350"
"Leaver CS","2021","Unknown","HM Revenue and Customs","London","195","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","1335","[c]","23950","24360"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","330","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","90","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Outside London","50","[c]","24040","21430"
"Leaver CS","2021","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","London","35","[c]","33820","30750"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","525","[c]","29640","26350"
"Leaver CS","2021","Unknown","Ministry of Defence","Overseas","65","[c]","37470","36960"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","155","[c]","34930","32400"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","London","275","[c]","29510","26410"
"Leaver CS","2021","Unknown","Ministry of Justice","Outside London","1030","[c]","21040","18880"
"Leaver CS","2021","Unknown","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","London","40","[c]","44790","40600"
"Leaver CS","2021","Unknown","National Crime Agency","Outside London","60","[c]","39550","37750"
"Leaver CS","2021","Unknown","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","530","[c]","34040","29630"
"Leaver CS","2021","Unknown","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","165","[c]","25700","19170"
"Leaver CS","2021","Unknown","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Attorney General's Departments","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","London","70","[c]","44790","38820"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","Outside London","10","[c]","[c]","[c]"
