"Status","Year","Organisation","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal Aid Agency","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Female","Heterosexual / straight","40","40","28020","22640"
"In post","2021","Legal Aid Agency","South West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Wales","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Legal Aid Agency","Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Wales","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Legal Aid Agency","Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","West Midlands (England)","Female","Heterosexual / straight","60","55","24800","21500"
"In post","2021","Legal Aid Agency","West Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","West Midlands (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","West Midlands (England)","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","West Midlands (England)","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Legal Aid Agency","West Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","West Midlands (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","West Midlands (England)","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Yorkshire and The Humber","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Legal Aid Agency","Yorkshire and The Humber","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Yorkshire and The Humber","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","Yorkshire and The Humber","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Yorkshire and The Humber","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","Yorkshire and The Humber","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Yorkshire and The Humber","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Yorkshire and The Humber","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Midlands (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Midlands (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Midlands (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Midlands (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Midlands (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East of England","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East of England","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East of England","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East of England","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East of England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East of England","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North East (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North East (England)","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North East (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North West (England)","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North West (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North West (England)","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Male","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Scotland","Female","Heterosexual / straight","45","40","31920","26970"
"In post","2021","Maritime and Coastguard Agency","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Scotland","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Scotland","Male","Heterosexual / straight","80","80","41180","36180"
"In post","2021","Maritime and Coastguard Agency","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Scotland","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South East (England)","Female","Heterosexual / straight","230","215","34530","31040"
"In post","2021","Maritime and Coastguard Agency","South East (England)","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South East (England)","Female","Undeclared","35","35","35200","32020"
"In post","2021","Maritime and Coastguard Agency","South East (England)","Female","Unknown","35","35","26970","26350"
"In post","2021","Maritime and Coastguard Agency","South East (England)","Male","Heterosexual / straight","290","285","40530","38650"
"In post","2021","Maritime and Coastguard Agency","South East (England)","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South East (England)","Male","Undeclared","45","45","40790","38650"
"In post","2021","Maritime and Coastguard Agency","South East (England)","Male","Unknown","50","50","31840","27970"
"In post","2021","Maritime and Coastguard Agency","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South West (England)","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South West (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South West (England)","Male","Heterosexual / straight","40","40","38590","35950"
"In post","2021","Maritime and Coastguard Agency","South West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South West (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Wales","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Wales","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Wales","Male","Heterosexual / straight","45","45","37600","31780"
"In post","2021","Maritime and Coastguard Agency","Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Wales","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Wales","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Yorkshire and The Humber","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Yorkshire and The Humber","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Yorkshire and The Humber","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Yorkshire and The Humber","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Yorkshire and The Humber","Male","Heterosexual / straight","35","35","41590","31780"
"In post","2021","Maritime and Coastguard Agency","Yorkshire and The Humber","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Yorkshire and The Humber","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Yorkshire and The Humber","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","East of England","Female","Heterosexual / straight","100","95","43970","40850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","East of England","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","East of England","Female","Unknown","55","55","43360","41060"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","East of England","Male","Heterosexual / straight","90","85","43020","37880"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","East of England","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","East of England","Male","Unknown","40","35","46330","42630"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","Female","Heterosexual / straight","380","370","45520","40850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","Female","Undeclared","65","65","50910","46460"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","Female","Unknown","155","145","50690","46460"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","Male","Heterosexual / straight","230","225","50070","49930"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","Male","Undeclared","40","40","55660","53850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","Male","Unknown","105","105","55210","44860"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East Midlands (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East Midlands (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East Midlands (England)","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Met Office","East Midlands (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East Midlands (England)","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Met Office","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East of England","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East of England","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East of England","Female","Unknown","10","5","[c]","[c]"
"In post","2021","Met Office","East of England","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East of England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East of England","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Met Office","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Met Office","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Met Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","North West (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","North West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","North West (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","North West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","North West (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","North West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","North West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","North West (England)","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Met Office","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Met Office","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Met Office","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Scotland","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Met Office","Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Scotland","Male","Unknown","60","60","37570","36810"
"In post","2021","Met Office","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South East (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South East (England)","Female","Unknown","40","35","38120","37090"
"In post","2021","Met Office","South East (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South East (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South East (England)","Male","Unknown","45","40","41820","39650"
"In post","2021","Met Office","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South West (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South West (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South West (England)","Female","Unknown","660","610","38170","38200"
"In post","2021","Met Office","South West (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South West (England)","Male","Unknown","1075","1050","41650","40040"
"In post","2021","Met Office","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
