"Status","Year","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Social Research","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","EO","Heterosexual / straight","30","30","30590","28930"
"In post","2021","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","EO","Unknown","10","5","[c]","[c]"
"In post","2021","Social Research","G6/G7","Heterosexual / straight","250","235","56190","56530"
"In post","2021","Social Research","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Social Research","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Social Research","G6/G7","Unknown","35","30","55140","55710"
"In post","2021","Social Research","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","SEO/HEO","Heterosexual / straight","555","530","37920","37020"
"In post","2021","Social Research","SEO/HEO","LGBO","50","50","35500","34700"
"In post","2021","Social Research","SEO/HEO","Undeclared","45","45","39350","39940"
"In post","2021","Social Research","SEO/HEO","Unknown","130","125","34950","36030"
"In post","2021","Statistics","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2021","Statistics","EO","Heterosexual / straight","160","150","28090","28410"
"In post","2021","Statistics","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Statistics","EO","Undeclared","25","20","[c]","[c]"
"In post","2021","Statistics","EO","Unknown","45","45","27320","27850"
"In post","2021","Statistics","G6/G7","Heterosexual / straight","495","475","57310","57620"
"In post","2021","Statistics","G6/G7","LGBO","35","35","57510","57670"
"In post","2021","Statistics","G6/G7","Undeclared","35","35","57160","58130"
"In post","2021","Statistics","G6/G7","Unknown","95","90","55660","55070"
"In post","2021","Statistics","SCS level","Heterosexual / straight","40","40","81640","78000"
"In post","2021","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Statistics","SEO/HEO","Heterosexual / straight","685","665","37170","37020"
"In post","2021","Statistics","SEO/HEO","LGBO","80","75","36480","36160"
"In post","2021","Statistics","SEO/HEO","Undeclared","75","75","36830","36580"
"In post","2021","Statistics","SEO/HEO","Unknown","190","185","35660","36160"
"In post","2021","Tax","AA/AO","Heterosexual / straight","1230","1150","20300","20140"
"In post","2021","Tax","AA/AO","LGBO","135","130","20190","20140"
"In post","2021","Tax","AA/AO","Undeclared","95","90","20640","20140"
"In post","2021","Tax","AA/AO","Unknown","2325","2205","20240","20140"
"In post","2021","Tax","EO","Heterosexual / straight","2055","1895","26640","25560"
"In post","2021","Tax","EO","LGBO","150","145","26100","25560"
"In post","2021","Tax","EO","Undeclared","280","245","27250","27230"
"In post","2021","Tax","EO","Unknown","1570","1490","26350","25560"
"In post","2021","Tax","G6/G7","Heterosexual / straight","1830","1755","56810","52580"
"In post","2021","Tax","G6/G7","LGBO","115","110","55100","52580"
"In post","2021","Tax","G6/G7","Undeclared","315","300","58110","53150"
"In post","2021","Tax","G6/G7","Unknown","450","425","56990","52580"
"In post","2021","Tax","SCS level","Heterosexual / straight","65","65","81520","78000"
"In post","2021","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Tax","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Tax","SEO/HEO","Heterosexual / straight","4415","4180","34640","31870"
"In post","2021","Tax","SEO/HEO","LGBO","235","230","33990","31810"
"In post","2021","Tax","SEO/HEO","Undeclared","625","580","35180","34970"
"In post","2021","Tax","SEO/HEO","Unknown","1880","1790","34340","31870"
"In post","2021","Unknown","AA/AO","Heterosexual / straight","20090","17605","21280","21010"
"In post","2021","Unknown","AA/AO","LGBO","1300","1230","21330","21010"
"In post","2021","Unknown","AA/AO","Undeclared","2745","2365","21220","21010"
"In post","2021","Unknown","AA/AO","Unknown","10220","8650","21360","21010"
"In post","2021","Unknown","EO","Heterosexual / straight","34780","31845","28080","27570"
"In post","2021","Unknown","EO","LGBO","2270","2190","28070","27570"
"In post","2021","Unknown","EO","Undeclared","3975","3575","28040","27570"
"In post","2021","Unknown","EO","Unknown","12195","10835","28050","27570"
"In post","2021","Unknown","G6/G7","Heterosexual / straight","5990","5795","59280","57580"
"In post","2021","Unknown","G6/G7","LGBO","430","415","58770","56870"
"In post","2021","Unknown","G6/G7","Undeclared","575","560","59710","58020"
"In post","2021","Unknown","G6/G7","Unknown","2640","2555","60430","58450"
"In post","2021","Unknown","SCS level","Heterosexual / straight","860","840","93500","83230"
"In post","2021","Unknown","SCS level","LGBO","55","55","85330","78000"
"In post","2021","Unknown","SCS level","Undeclared","65","65","91240","83230"
"In post","2021","Unknown","SCS level","Unknown","675","665","89290","77920"
"In post","2021","Unknown","SEO/HEO","Heterosexual / straight","13085","12485","36060","35110"
"In post","2021","Unknown","SEO/HEO","LGBO","910","885","35530","34550"
"In post","2021","Unknown","SEO/HEO","Undeclared","1295","1245","35920","34580"
"In post","2021","Unknown","SEO/HEO","Unknown","6240","6035","34660","33250"
"In post","2021","Unknown","Unknown","Heterosexual / straight","190","185","[c]","[c]"
"In post","2021","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","Heterosexual / straight","95","90","55610","54360"
"In post","2021","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","Undeclared","30","30","57550","54410"
"In post","2021","Veterinarian","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","Heterosexual / straight","185","175","40590","37910"
"In post","2021","Veterinarian","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","Undeclared","45","45","41560","37910"
"In post","2021","Veterinarian","SEO/HEO","Unknown","45","45","40220","37480"
"Leaver CS","2021","Commercial","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Heterosexual / straight","70","[c]","37070","36940"
"Leaver CS","2021","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Heterosexual / straight","70","[c]","35860","33840"
"Leaver CS","2021","Communications","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Unknown","30","[c]","37350","37290"
"Leaver CS","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Heterosexual / straight","40","[c]","27890","26670"
"Leaver CS","2021","Digital, Data and Technology","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","Unknown","30","[c]","26300","26470"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Heterosexual / straight","55","[c]","60240","58550"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","Unknown","45","[c]","58360","56550"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","95","[c]","38080","38450"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","Unknown","60","[c]","37740","37780"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Heterosexual / straight","40","[c]","62190","61500"
"Leaver CS","2021","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Heterosexual / straight","75","[c]","39650","39250"
"Leaver CS","2021","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Heterosexual / straight","50","[c]","21680","21130"
"Leaver CS","2021","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Heterosexual / straight","30","[c]","26000","26670"
"Leaver CS","2021","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Heterosexual / straight","40","[c]","57970","59240"
"Leaver CS","2021","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Heterosexual / straight","85","[c]","38640","38130"
"Leaver CS","2021","Human Resources","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","Heterosexual / straight","35","[c]","77420","75500"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
