"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","155","150","43500","40060"
"In post","2021","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","90950","81415","27650","27570"
"In post","2021","Unknown","Department of Health and Social Care","1195","1155","48880","42160"
"In post","2021","Unknown","Food Standards Agency","10","10","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","330","325","50930","45250"
"In post","2021","Unknown","HM Treasury","100","95","43140","37460"
"In post","2021","Unknown","Home Office","35375","32875","31970","27370"
"In post","2021","Unknown","Ministry of Defence","20160","19440","31270","26670"
"In post","2021","Unknown","Other Cabinet Office Agencies","65","65","49920","49700"
"In post","2021","Unknown","Scotland Office","105","100","47590","46600"
"In post","2021","Unknown","Scottish Government","11585","11080","40770","35110"
"In post","2021","Unknown","Welsh Government","5745","5430","41020","37410"
"Leaver CS","2021","Analysis","Chancellor's other departments","15","[c]","42510","33180"
"Leaver CS","2021","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","10","[c]","55840","59010"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","25","[c]","28680","24300"
"Leaver CS","2021","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Environment, Food and Rural Affairs","30","[c]","33240","29750"
"Leaver CS","2021","Analysis","Department for International Trade","15","[c]","26160","24410"
"Leaver CS","2021","Analysis","HM Treasury","25","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence","10","[c]","35120","37320"
"Leaver CS","2021","Analysis","Ministry of Housing, Communities and Local Government","10","[c]","31550","26340"
"Leaver CS","2021","Analysis","Ministry of Justice","25","[c]","41470","40480"
"Leaver CS","2021","Analysis","Office for Standards in Education","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","70","[c]","29110","22130"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","10","[c]","60410","62220"
"Leaver CS","2021","Commercial","Cabinet Office","65","[c]","78260","68000"
"Leaver CS","2021","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","10","[c]","36050","36270"
"Leaver CS","2021","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office","10","[c]","48470","42810"
"Leaver CS","2021","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","85","[c]","37310","34800"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","30","[c]","41340","34090"
"Leaver CS","2021","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","15","[c]","31930","34580"
"Leaver CS","2021","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","15","[c]","48320","47120"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office","40","[c]","43370","40300"
"Leaver CS","2021","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","15","[c]","34960","32750"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","20","[c]","37120","35900"
"Leaver CS","2021","Communications","Department for International Trade","15","[c]","48840","40070"
"Leaver CS","2021","Communications","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","20","[c]","36520","33100"
"Leaver CS","2021","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","55","[c]","31160","28380"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Attorney General's Departments","15","[c]","44860","35770"
"Leaver CS","2021","Counter Fraud","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","10","[c]","42530","39490"
"Leaver CS","2021","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office","50","[c]","45650","48190"
"Leaver CS","2021","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","30","[c]","38720","37860"
"Leaver CS","2021","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","30","[c]","46190","47680"
"Leaver CS","2021","Digital, Data & Technology","Department for International Trade","10","[c]","42270","51970"
"Leaver CS","2021","Digital, Data & Technology","Department for Transport","45","[c]","37580","31380"
"Leaver CS","2021","Digital, Data & Technology","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department of Health and Social Care","20","[c]","43690","39990"
"Leaver CS","2021","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","15","[c]","41980","39190"
"Leaver CS","2021","Digital, Data & Technology","HM Land Registry","30","[c]","34960","31740"
"Leaver CS","2021","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Defence","55","[c]","33290","32430"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Justice","40","[c]","52800","52850"
"Leaver CS","2021","Digital, Data & Technology","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Scottish Government","10","[c]","38400","34420"
"Leaver CS","2021","Digital, Data & Technology","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","30","[c]","42100","39240"
"Leaver CS","2021","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Environment, Food and Rural Affairs","15","[c]","36200","29500"
"Leaver CS","2021","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","100","[c]","37160","33700"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice","30","[c]","51030","48720"
"Leaver CS","2021","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Government","10","[c]","35160","33380"
"Leaver CS","2021","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","90","[c]","24950","21050"
"Leaver CS","2021","Human Resources","Attorney General's Departments","10","[c]","50500","55610"
"Leaver CS","2021","Human Resources","Cabinet Office","35","[c]","37830","27500"
"Leaver CS","2021","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","10","[c]","42630","44220"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","15","[c]","42430","38980"
"Leaver CS","2021","Human Resources","Department for International Trade","10","[c]","39130","36290"
"Leaver CS","2021","Human Resources","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department of Health and Social Care","10","[c]","41000","40290"
"Leaver CS","2021","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","100","[c]","35150","26670"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice","35","[c]","38350","32210"
"Leaver CS","2021","Human Resources","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Government","20","[c]","34270","33650"
"Leaver CS","2021","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","360","[c]","47860","52560"
"Leaver CS","2021","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","10","[c]","69520","74810"
"Leaver CS","2021","Legal","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","25","[c]","50390","58360"
"Leaver CS","2021","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","120","[c]","38930","42000"
"Leaver CS","2021","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Government","120","[c]","31810","22820"
"Leaver CS","2021","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","15","[c]","38180","36500"
"Leaver CS","2021","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","120","[c]","41840","32000"
"Leaver CS","2021","No function","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","295","[c]","40490","32920"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","65","[c]","43330","34020"
"Leaver CS","2021","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","300","[c]","33530","26520"
"Leaver CS","2021","No function","Department for International Trade","85","[c]","37970","31260"
"Leaver CS","2021","No function","Department for Transport","540","[c]","26650","21590"
"Leaver CS","2021","No function","Department for Work and Pensions","110","[c]","44600","44740"
"Leaver CS","2021","No function","Department of Health and Social Care","695","[c]","40420","33880"
"Leaver CS","2021","No function","ESTYN","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","30","[c]","35730","29090"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","195","[c]","27570","27130"
"Leaver CS","2021","No function","HM Treasury","55","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","175","[c]","29310","26740"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","100","[c]","44550","42440"
"Leaver CS","2021","No function","Ministry of Justice","5525","[c]","22700","20100"
"Leaver CS","2021","No function","National Crime Agency","155","[c]","43260","40170"
"Leaver CS","2021","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","105","[c]","53400","51360"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","65","[c]","42410","34850"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","10","[c]","67150","41750"
"Leaver CS","2021","No function","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","10","[c]","46850","53840"
"Leaver CS","2021","No function","Scottish Government","275","[c]","30230","28410"
"Leaver CS","2021","No function","The National Archives","20","[c]","28410","23450"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","180","[c]","24600","19520"
"Leaver CS","2021","No function","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","25","[c]","55960","53490"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","10","[c]","41150","36520"
"Leaver CS","2021","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","65","[c]","49080","52970"
"Leaver CS","2021","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","650","[c]","35620","33110"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","25","[c]","38710","32830"
"Leaver CS","2021","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","20","[c]","32320","30160"
"Leaver CS","2021","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","20","[c]","30950","26640"
"Leaver CS","2021","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","20","[c]","40400","37930"
"Leaver CS","2021","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","255","[c]","29550","25860"
"Leaver CS","2021","Property","Ministry of Defence","140","[c]","29730","29050"
"Leaver CS","2021","Property","Ministry of Justice","30","[c]","44370","43960"
"Leaver CS","2021","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","65","[c]","28870","27450"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","45","[c]","28960","26220"
"Leaver CS","2021","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","20","[c]","36600","30630"
"Leaver CS","2021","Security","Ministry of Defence","350","[c]","29460","26100"
"Leaver CS","2021","Security","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","30","[c]","40410","36740"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","95","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","350","[c]","43310","38900"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","15","[c]","41220","39910"
"Leaver CS","2021","Unknown","Department for Transport","105","[c]","42980","35060"
"Leaver CS","2021","Unknown","Department for Work and Pensions","4390","[c]","26450","26120"
"Leaver CS","2021","Unknown","Department of Health and Social Care","270","[c]","47200","40450"
"Leaver CS","2021","Unknown","Food Standards Agency","15","[c]","37740","37910"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","115","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","5435","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","1335","[c]","30350","25990"
"Leaver CS","2021","Unknown","Ministry of Defence","1490","[c]","30930","28410"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","15","[c]","48310","53140"
"Leaver CS","2021","Unknown","Scotland Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","415","[c]","40560","35110"
"Leaver CS","2021","Unknown","Welsh Government","140","[c]","42920","37410"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy","30","[c]","39310","33620"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","15","[c]","49220","41660"
"Leaver Dept.","2021","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","15","[c]","37480","31470"
"Leaver Dept.","2021","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence","25","[c]","35160","34270"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government","45","[c]","40910","34620"
"Leaver Dept.","2021","Analysis","Ministry of Justice","45","[c]","45340","40480"
"Leaver Dept.","2021","Analysis","Office for Standards in Education","10","[c]","37040","32010"
"Leaver Dept.","2021","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","25","[c]","43280","37880"
"Leaver Dept.","2021","Analysis","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office","45","[c]","51330","50920"
