"Status","Year","Ethnicity","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","London","Heterosexual / straight","65","60","50940","51830"
"In post","2021","Other ethnicity","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","London","Undeclared","35","30","62330","66300"
"In post","2021","Other ethnicity","Legal","London","Unknown","25","20","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","London","Heterosexual / straight","375","360","40460","35290"
"In post","2021","Other ethnicity","No function","London","LGBO","35","35","40050","35900"
"In post","2021","Other ethnicity","No function","London","Undeclared","30","30","41720","37070"
"In post","2021","Other ethnicity","No function","London","Unknown","40","40","40730","33560"
"In post","2021","Other ethnicity","No function","Outside London","Heterosexual / straight","325","305","31050","26550"
"In post","2021","Other ethnicity","No function","Outside London","LGBO","40","40","34460","29500"
"In post","2021","Other ethnicity","No function","Outside London","Undeclared","50","45","34030","31650"
"In post","2021","Other ethnicity","No function","Outside London","Unknown","65","60","33830","31010"
"In post","2021","Other ethnicity","No function","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Other ethnicity","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","London","Heterosexual / straight","50","50","50420","44210"
"In post","2021","Other ethnicity","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Outside London","Heterosexual / straight","60","60","36200","33150"
"In post","2021","Other ethnicity","Project Delivery","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Other ethnicity","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Security","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Security","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","London","Heterosexual / straight","260","250","35670","31060"
"In post","2021","Other ethnicity","Unknown","London","LGBO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","London","Undeclared","65","65","43390","35200"
"In post","2021","Other ethnicity","Unknown","London","Unknown","35","30","34000","31060"
"In post","2021","Other ethnicity","Unknown","Outside London","Heterosexual / straight","315","295","28220","27570"
"In post","2021","Other ethnicity","Unknown","Outside London","LGBO","30","25","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Outside London","Undeclared","55","50","30660","27570"
"In post","2021","Other ethnicity","Unknown","Outside London","Unknown","55","50","26410","27570"
"In post","2021","Other ethnicity","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","London","Undeclared","80","80","48130","44530"
"In post","2021","Undeclared","Analysis","London","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Outside London","Undeclared","75","75","40430","38620"
"In post","2021","Undeclared","Analysis","Outside London","Unknown","35","35","41300","40710"
"In post","2021","Undeclared","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","London","Undeclared","35","35","48490","39440"
"In post","2021","Undeclared","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Undeclared","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Outside London","Undeclared","175","170","38480","35480"
"In post","2021","Undeclared","Commercial","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Undeclared","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","London","Undeclared","40","40","45030","42270"
"In post","2021","Undeclared","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Outside London","Undeclared","115","105","30370","28130"
"In post","2021","Undeclared","Communications","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","London","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","London","Undeclared","110","105","41010","36160"
"In post","2021","Undeclared","Counter Fraud","London","Unknown","35","30","37430","36160"
"In post","2021","Undeclared","Counter Fraud","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Outside London","Undeclared","310","285","34980","31810"
"In post","2021","Undeclared","Counter Fraud","Outside London","Unknown","70","60","33930","31810"
"In post","2021","Undeclared","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","London","Undeclared","20","15","[c]","[c]"
"In post","2021","Undeclared","Debt","London","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Debt","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Outside London","Undeclared","65","60","23430","21440"
"In post","2021","Undeclared","Debt","Outside London","Unknown","30","30","23910","21440"
"In post","2021","Undeclared","Digital, Data & Technology","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","London","Undeclared","90","90","50920","54700"
"In post","2021","Undeclared","Digital, Data & Technology","London","Unknown","20","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","Heterosexual / straight","45","45","38920","37020"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","Undeclared","355","340","39490","38450"
"In post","2021","Undeclared","Digital, Data & Technology","Outside London","Unknown","115","110","38630","38630"
"In post","2021","Undeclared","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","London","Undeclared","75","70","51800","53600"
"In post","2021","Undeclared","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Finance","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Undeclared","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Outside London","Undeclared","205","190","36720","33300"
"In post","2021","Undeclared","Finance","Outside London","Unknown","40","40","32320","29160"
"In post","2021","Undeclared","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Outside London","Unknown","55","50","29130","26420"
"In post","2021","Undeclared","Human Resources","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Undeclared","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","London","Undeclared","55","50","48830","45260"
"In post","2021","Undeclared","Human Resources","London","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Outside London","Undeclared","155","145","31770","28900"
"In post","2021","Undeclared","Human Resources","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","London","Heterosexual / straight","40","40","45950","40800"
"In post","2021","Undeclared","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","London","Undeclared","75","75","54640","55490"
"In post","2021","Undeclared","Legal","London","Unknown","20","15","[c]","[c]"
"In post","2021","Undeclared","Legal","Outside London","Heterosexual / straight","35","30","41860","36600"
"In post","2021","Undeclared","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Outside London","Undeclared","150","135","43390","42290"
"In post","2021","Undeclared","Legal","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","London","Heterosexual / straight","315","305","38950","33680"
"In post","2021","Undeclared","No function","London","LGBO","20","20","[c]","[c]"
"In post","2021","Undeclared","No function","London","Undeclared","1070","1035","43400","39800"
"In post","2021","Undeclared","No function","London","Unknown","235","220","47790","41370"
"In post","2021","Undeclared","No function","Outside London","Heterosexual / straight","865","815","29380","27680"
"In post","2021","Undeclared","No function","Outside London","LGBO","105","100","28390","27850"
"In post","2021","Undeclared","No function","Outside London","Undeclared","3160","2935","32050","28840"
"In post","2021","Undeclared","No function","Outside London","Unknown","1030","945","35020","33650"
"In post","2021","Undeclared","No function","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Overseas","Undeclared","70","70","51900","53470"
"In post","2021","Undeclared","No function","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","London","Undeclared","165","155","52430","53380"
"In post","2021","Undeclared","Project Delivery","London","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Outside London","Heterosexual / straight","75","75","39520","38970"
"In post","2021","Undeclared","Project Delivery","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Outside London","Undeclared","1070","1035","40210","38760"
"In post","2021","Undeclared","Project Delivery","Outside London","Unknown","130","125","40150","38310"
"In post","2021","Undeclared","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","London","Undeclared","65","65","45400","38430"
"In post","2021","Undeclared","Property","London","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Outside London","Undeclared","280","265","34880","33300"
"In post","2021","Undeclared","Property","Outside London","Unknown","45","45","32320","32000"
"In post","2021","Undeclared","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","London","Undeclared","50","50","43450","41790"
"In post","2021","Undeclared","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Outside London","Undeclared","335","330","33450","34990"
"In post","2021","Undeclared","Security","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","London","Heterosexual / straight","345","325","34750","31060"
"In post","2021","Undeclared","Unknown","London","LGBO","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","London","Undeclared","995","940","39110","35050"
"In post","2021","Undeclared","Unknown","London","Unknown","390","350","33480","31090"
"In post","2021","Undeclared","Unknown","Outside London","Heterosexual / straight","745","680","28170","27570"
"In post","2021","Undeclared","Unknown","Outside London","LGBO","70","65","26730","27570"
"In post","2021","Undeclared","Unknown","Outside London","Undeclared","3615","3365","29970","27570"
"In post","2021","Undeclared","Unknown","Outside London","Unknown","1690","1420","26510","27570"
"In post","2021","Undeclared","Unknown","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","Undeclared","45","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","London","Heterosexual / straight","15","15","[c]","[c]"
