"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Scotland","Highlands and Islands","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Shetland Islands","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","150","[c]","35030","27570"
"Leaver CS","2021","Scotland","Southern Scotland","Dumfries and Galloway","Outside London","25","[c]","26650","25870"
"Leaver CS","2021","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","50","[c]","26450","22230"
"Leaver CS","2021","Scotland","Southern Scotland","Scottish Borders","Outside London","15","[c]","31500","29190"
"Leaver CS","2021","Scotland","Southern Scotland","South Ayrshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","South Lanarkshire","Outside London","160","[c]","34400","29650"
"Leaver CS","2021","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","120","[c]","32450","30660"
"Leaver CS","2021","Scotland","West Central Scotland","Glasgow City","Outside London","450","[c]","30520","25870"
"Leaver CS","2021","Scotland","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","35","[c]","28630","25290"
"Leaver CS","2021","Scotland","West Central Scotland","North Lanarkshire","Outside London","105","[c]","25690","26890"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","170","[c]","33570","28750"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Outside London","160","[c]","31250","29930"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","165","[c]","34230","30630"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Outside London","220","[c]","28740","22880"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Central Hampshire","Outside London","210","[c]","31300","28650"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Isle of Wight","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","North Hampshire","Outside London","65","[c]","30080","26670"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Portsmouth","Outside London","200","[c]","30830","27570"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","South Hampshire","Outside London","265","[c]","26570","23050"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Southampton","Outside London","75","[c]","35580","31040"
"Leaver CS","2021","South East (England)","Kent","East Kent","Outside London","160","[c]","26660","25110"
"Leaver CS","2021","South East (England)","Kent","Kent Thames Gateway","Outside London","100","[c]","25770","24180"
"Leaver CS","2021","South East (England)","Kent","Medway","Outside London","115","[c]","27210","25660"
"Leaver CS","2021","South East (England)","Kent","Mid Kent","Outside London","140","[c]","30270","26280"
"Leaver CS","2021","South East (England)","Kent","West Kent","Outside London","45","[c]","24880","17710"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","Brighton and Hove","Outside London","30","[c]","27600","23520"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","East Surrey","Outside London","80","[c]","38030","33180"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","East Sussex CC","Outside London","110","[c]","26190","21010"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","West Surrey","Outside London","180","[c]","29860","24520"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","Outside London","50","[c]","32650","27240"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","Outside London","100","[c]","29410","26460"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","95","[c]","27030","24670"
"Leaver CS","2021","South West (England)","Devon","Devon CC","Outside London","430","[c]","24210","21010"
"Leaver CS","2021","South West (England)","Devon","Plymouth","Outside London","160","[c]","29190","27130"
"Leaver CS","2021","South West (England)","Devon","Torbay","Outside London","20","[c]","22660","21010"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Bournemouth and Poole","Outside London","40","[c]","24970","24890"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Dorset CC","Outside London","165","[c]","29190","27030"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Somerset","Outside London","145","[c]","30410","27590"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","500","[c]","37020","33300"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","360","[c]","34250","27570"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Outside London","100","[c]","30190","27130"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","25","[c]","29800","22770"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","425","[c]","33170","28650"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","695","[c]","40470","32000"
"Leaver CS","2021","Wales","East Wales","Cardiff and Vale of Glamorgan","Outside London","585","[c]","35720","27570"
"Leaver CS","2021","Wales","East Wales","Flintshire and Wrexham","Outside London","330","[c]","27360","21700"
"Leaver CS","2021","Wales","East Wales","Monmouthshire and Newport","Outside London","240","[c]","31140","25450"
"Leaver CS","2021","Wales","East Wales","Powys","Outside London","30","[c]","26530","22330"
"Leaver CS","2021","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","45","[c]","25250","21010"
"Leaver CS","2021","Wales","West Wales and The Valleys","Central Valleys","Outside London","50","[c]","33550","27260"
"Leaver CS","2021","Wales","West Wales and The Valleys","Conwy and Denbighshire","Outside London","25","[c]","32310","28850"
"Leaver CS","2021","Wales","West Wales and The Valleys","Gwent Valleys","Outside London","40","[c]","28090","27230"
"Leaver CS","2021","Wales","West Wales and The Valleys","Gwynedd","Outside London","45","[c]","25950","24390"
"Leaver CS","2021","Wales","West Wales and The Valleys","Isle of Anglesey","Outside London","45","[c]","29970","30690"
"Leaver CS","2021","Wales","West Wales and The Valleys","South West Wales","Outside London","55","[c]","28790","26500"
"Leaver CS","2021","Wales","West Wales and The Valleys","Swansea","Outside London","470","[c]","24250","21590"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","25","[c]","26760","24860"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Outside London","70","[c]","23630","21890"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Outside London","175","[c]","24890","21760"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","Outside London","80","[c]","32370","29550"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","Outside London","265","[c]","26970","25970"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","80","[c]","23350","19930"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","Outside London","85","[c]","30960","27350"
"Leaver CS","2021","West Midlands (England)","West Midlands","Birmingham","Outside London","515","[c]","33470","26560"
"Leaver CS","2021","West Midlands (England)","West Midlands","Coventry","Outside London","200","[c]","38400","30200"
"Leaver CS","2021","West Midlands (England)","West Midlands","Dudley","Outside London","125","[c]","24350","21010"
"Leaver CS","2021","West Midlands (England)","West Midlands","Sandwell","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Solihull","Outside London","60","[c]","26790","25640"
"Leaver CS","2021","West Midlands (England)","West Midlands","Walsall","Outside London","25","[c]","24100","21010"
"Leaver CS","2021","West Midlands (England)","West Midlands","Wolverhampton","Outside London","165","[c]","22890","21010"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","160","[c]","29650","27570"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","190","[c]","27320","26950"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","110","[c]","25250","23880"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","Outside London","120","[c]","30930","26220"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","York","Outside London","140","[c]","36550","28370"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","195","[c]","25720","25490"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Outside London","440","[c]","30160","25000"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Bradford","Outside London","195","[c]","22960","21010"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","Outside London","65","[c]","24460","21100"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Leeds","Outside London","620","[c]","31310","27570"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","Outside London","100","[c]","32780","27570"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","Outside London","155","[c]","27670","22410"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","15","[c]","38250","33520"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","30","[c]","22570","20300"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","15","[c]","24500","23730"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Lincolnshire","Lincolnshire","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Bedford","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","Outside London","30","[c]","41150","38910"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Luton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Cambridgeshire CC","Outside London","30","[c]","31330","29450"
"Leaver Dept.","2021","East of England","East Anglia","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Norwich and East Norfolk","Outside London","15","[c]","35120","34800"
"Leaver Dept.","2021","East of England","East Anglia","Peterborough","Outside London","25","[c]","29160","27120"
"Leaver Dept.","2021","East of England","East Anglia","Suffolk","Outside London","30","[c]","27310","28450"
"Leaver Dept.","2021","East of England","Essex","Essex Haven Gateway","Outside London","10","[c]","31110","29350"
"Leaver Dept.","2021","East of England","Essex","Essex Thames Gateway","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Heart of Essex","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Southend-on-Sea","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","West Essex","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Hackney and Newham","London","25","[c]","35440","31060"
"Leaver Dept.","2021","London","Inner London - East","Haringey and Islington","London","15","[c]","28610","30950"
"Leaver Dept.","2021","London","Inner London - East","Lambeth","London","90","[c]","46540","45180"
"Leaver Dept.","2021","London","Inner London - East","Lewisham and Southwark","London","30","[c]","37760","31060"
"Leaver Dept.","2021","London","Inner London - East","Tower Hamlets","London","315","[c]","47100","40600"
"Leaver Dept.","2021","London","Inner London - West","Camden and City of London","London","120","[c]","32820","27760"
"Leaver Dept.","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Wandsworth","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Westminster","London","4340","[c]","44910","39760"
"Leaver Dept.","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Bexley and Greenwich","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","London","15","[c]","28080","25110"
"Leaver Dept.","2021","London","Outer London - South","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Croydon","London","230","[c]","39610","34250"
"Leaver Dept.","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Barnet","London","15","[c]","38220","32550"
"Leaver Dept.","2021","London","Outer London - West and North West","Brent","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Ealing","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Harrow and Hillingdon","London","40","[c]","32040","29610"
"Leaver Dept.","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","London","40","[c]","30390","28990"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Northumberland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","Outside London","85","[c]","25510","27570"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","Outside London","365","[c]","28290","25310"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Darlington","Outside London","15","[c]","31810","29910"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Durham CC","Outside London","105","[c]","25110","21430"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","25","[c]","27490","27570"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","South Teesside","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Cheshire East","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Warrington","Outside London","20","[c]","30730","27570"
"Leaver Dept.","2021","North West (England)","Cumbria","East Cumbria","Outside London","30","[c]","23080","20430"
"Leaver Dept.","2021","North West (England)","Cumbria","West Cumbria","Outside London","10","[c]","29080","23120"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Greater Manchester North East","Outside London","10","[c]","28490","27570"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Greater Manchester North West","Outside London","25","[c]","24740","21270"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Greater Manchester South East","Outside London","30","[c]","24120","21370"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Greater Manchester South West","Outside London","175","[c]","28130","25560"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Manchester","Outside London","210","[c]","32150","27570"
"Leaver Dept.","2021","North West (England)","Lancashire","Blackburn with Darwen","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","Blackpool","Outside London","50","[c]","33880","29470"
"Leaver Dept.","2021","North West (England)","Lancashire","Chorley and West Lancashire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","East Lancashire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","Lancaster and Wyre","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","Mid Lancashire","Outside London","115","[c]","30610","27570"
"Leaver Dept.","2021","North West (England)","Merseyside","East Merseyside","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Liverpool","Outside London","190","[c]","28560","24880"
"Leaver Dept.","2021","North West (England)","Merseyside","Sefton","Outside London","125","[c]","30860","27570"
"Leaver Dept.","2021","North West (England)","Merseyside","Wirral","Outside London","30","[c]","29520","27570"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Belfast","Outside London","40","[c]","33730","25800"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Overseas","Overseas","120","[c]","50990","52500"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Angus and Dundee City","Outside London","30","[c]","25270","21010"
"Leaver Dept.","2021","Scotland","Eastern Scotland","City of Edinburgh","Outside London","125","[c]","35190","29190"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Clackmannanshire and Fife","Outside London","10","[c]","27540","27570"
"Leaver Dept.","2021","Scotland","Eastern Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Falkirk","Outside London","15","[c]","25450","21010"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","West Lothian","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","South Lanarkshire","Outside London","75","[c]","44950","42890"
"Leaver Dept.","2021","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Glasgow City","Outside London","240","[c]","27900","26550"
"Leaver Dept.","2021","Scotland","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","North Lanarkshire","Outside London","50","[c]","24450","26840"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","25","[c]","40850","37410"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","25","[c]","27760","27570"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Central Hampshire","Outside London","40","[c]","40140","35310"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","North Hampshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Portsmouth","Outside London","30","[c]","34440","26670"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","South Hampshire","Outside London","70","[c]","30750","29300"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Southampton","Outside London","30","[c]","32260","28200"
"Leaver Dept.","2021","South East (England)","Kent","East Kent","Outside London","40","[c]","27970","24520"
"Leaver Dept.","2021","South East (England)","Kent","Kent Thames Gateway","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","Medway","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","Mid Kent","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","Brighton and Hove","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","East Surrey","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","East Sussex CC","Outside London","15","[c]","24100","21010"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","West Surrey","Outside London","25","[c]","30880","28210"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","Outside London","10","[c]","26060","25300"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","Devon CC","Outside London","50","[c]","27600","25190"
"Leaver Dept.","2021","South West (England)","Devon","Plymouth","Outside London","40","[c]","26740","21600"
"Leaver Dept.","2021","South West (England)","Dorset and Somerset","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Dorset and Somerset","Dorset CC","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Dorset and Somerset","Somerset","Outside London","25","[c]","35020","33290"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","430","[c]","35230","32430"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","155","[c]","35050","30210"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","65","[c]","38650","37320"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","Unknown","705","[c]","35580","32000"
"Leaver Dept.","2021","Wales","East Wales","Cardiff and Vale of Glamorgan","Outside London","240","[c]","32800","27570"
"Leaver Dept.","2021","Wales","East Wales","Flintshire and Wrexham","Outside London","20","[c]","29410","27570"
"Leaver Dept.","2021","Wales","East Wales","Monmouthshire and Newport","Outside London","135","[c]","36840","35790"
"Leaver Dept.","2021","Wales","East Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Central Valleys","Outside London","10","[c]","43130","30380"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Gwent Valleys","Outside London","15","[c]","30180","27570"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Gwynedd","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","South West Wales","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Swansea","Outside London","140","[c]","27670","21590"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Outside London","15","[c]","26180","21430"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Outside London","35","[c]","35420","30880"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","Outside London","35","[c]","30150","27230"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","35","[c]","21780","20170"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Birmingham","Outside London","280","[c]","27800","22570"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Coventry","Outside London","35","[c]","38210","32150"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Dudley","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Sandwell","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Solihull","Outside London","30","[c]","26730","24890"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Walsall","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Wolverhampton","Outside London","20","[c]","23320","21010"
