"Status","Year","Age","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Scottish Courts and Tribunals Service","Male","Undeclared","110","110","28500","29350"
"In post","2021","30-39","Scottish Courts and Tribunals Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Fiscal Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Female","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Male","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Forestry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Government (excl. agencies)","Female","Heterosexual / straight","790","735","42090","39390"
"In post","2021","30-39","Scottish Government (excl. agencies)","Female","LGBO","65","65","39340","35110"
"In post","2021","30-39","Scottish Government (excl. agencies)","Female","Undeclared","45","45","40380","38540"
"In post","2021","30-39","Scottish Government (excl. agencies)","Female","Unknown","210","200","40700","38540"
"In post","2021","30-39","Scottish Government (excl. agencies)","Male","Heterosexual / straight","540","535","41680","38540"
"In post","2021","30-39","Scottish Government (excl. agencies)","Male","LGBO","65","60","43350","39660"
"In post","2021","30-39","Scottish Government (excl. agencies)","Male","Undeclared","50","50","43940","42190"
"In post","2021","30-39","Scottish Government (excl. agencies)","Male","Unknown","170","165","40100","38540"
"In post","2021","30-39","Scottish Government (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Housing Regulator","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Prison Service","Female","Heterosexual / straight","140","130","31620","33650"
"In post","2021","30-39","Scottish Prison Service","Female","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Scottish Prison Service","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Scottish Prison Service","Female","Unknown","320","305","29440","28540"
"In post","2021","30-39","Scottish Prison Service","Male","Heterosexual / straight","180","175","30970","33650"
"In post","2021","30-39","Scottish Prison Service","Male","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Scottish Prison Service","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Scottish Prison Service","Male","Unknown","380","380","28780","28410"
"In post","2021","30-39","Scottish Prison Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Prison Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Female","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Male","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Public Pensions Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Female","Heterosexual / straight","45","45","47180","51320"
"In post","2021","30-39","Serious Fraud Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Female","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Male","Heterosexual / straight","40","40","45910","41200"
"In post","2021","30-39","Serious Fraud Office","Male","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Male","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Serious Fraud Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Social Security Scotland","Female","Heterosexual / straight","120","115","30950","26650"
"In post","2021","30-39","Social Security Scotland","Female","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Social Security Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Social Security Scotland","Female","Unknown","30","25","[c]","[c]"
"In post","2021","30-39","Social Security Scotland","Male","Heterosexual / straight","105","105","32020","28170"
"In post","2021","30-39","Social Security Scotland","Male","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Social Security Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Social Security Scotland","Male","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Social Security Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Social Security Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Standards and Testing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Female","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Male","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Female","Heterosexual / straight","115","105","35720","34580"
"In post","2021","30-39","Submarine Delivery Agency","Female","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Female","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Male","Heterosexual / straight","230","230","41350","40040"
"In post","2021","30-39","Submarine Delivery Agency","Male","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Male","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Teaching Regulation Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","Female","Heterosexual / straight","35","35","34320","33890"
"In post","2021","30-39","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","The National Archives","Female","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","The National Archives","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","The National Archives","Male","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","Male","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","Female","Heterosexual / straight","50","45","42390","39660"
"In post","2021","30-39","Transport Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","Female","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Transport Scotland","Male","Heterosexual / straight","35","35","43510","40930"
"In post","2021","30-39","Transport Scotland","Male","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Transport Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","Male","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Transport Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Transport Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","Female","Heterosexual / straight","35","30","51530","48580"
"In post","2021","30-39","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","Male","Heterosexual / straight","40","40","50270","49680"
"In post","2021","30-39","UK Export Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","Female","Heterosexual / straight","55","55","33230","33290"
"In post","2021","30-39","UK Hydrographic Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","Female","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","Male","Heterosexual / straight","90","90","33420","33290"
"In post","2021","30-39","UK Hydrographic Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","Male","Unknown","30","30","32230","33290"
"In post","2021","30-39","UK Hydrographic Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Hydrographic Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","Female","Heterosexual / straight","115","105","35230","30170"
"In post","2021","30-39","UK Intellectual Property Office","Female","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","Female","Unknown","60","55","29930","23320"
"In post","2021","30-39","UK Intellectual Property Office","Male","Heterosexual / straight","100","100","40260","40720"
"In post","2021","30-39","UK Intellectual Property Office","Male","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","Male","Unknown","75","70","35290","30170"
"In post","2021","30-39","UK Intellectual Property Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Intellectual Property Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Female","Heterosexual / straight","30","30","43840","40050"
"In post","2021","30-39","UK Space Agency","Female","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Male","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Space Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Female","Heterosexual / straight","485","440","34500","32540"
"In post","2021","30-39","United Kingdom Statistics Authority","Female","LGBO","30","30","34150","34280"
"In post","2021","30-39","United Kingdom Statistics Authority","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Female","Unknown","180","160","32510","29540"
"In post","2021","30-39","United Kingdom Statistics Authority","Male","Heterosexual / straight","330","325","37170","36030"
"In post","2021","30-39","United Kingdom Statistics Authority","Male","LGBO","30","30","35970","36030"
"In post","2021","30-39","United Kingdom Statistics Authority","Male","Undeclared","25","20","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Male","Unknown","185","180","35070","36030"
"In post","2021","30-39","United Kingdom Statistics Authority","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","Female","Heterosexual / straight","210","185","33440","32100"
"In post","2021","30-39","Valuation Office Agency","Female","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","Female","Unknown","85","75","29990","25860"
"In post","2021","30-39","Valuation Office Agency","Male","Heterosexual / straight","185","185","36080","32100"
"In post","2021","30-39","Valuation Office Agency","Male","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","Male","Unknown","95","95","31030","27720"
"In post","2021","30-39","Valuation Office Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Valuation Office Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Male","Heterosexual / straight","40","40","37830","38150"
"In post","2021","30-39","Vehicle Certification Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Vehicle Certification Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Female","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinary Medicines Directorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Wales Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Female","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Male","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","Female","Heterosexual / straight","665","610","36970","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","Female","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","Female","Undeclared","70","65","37770","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","Female","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","Male","Heterosexual / straight","380","375","37510","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","Male","LGBO","30","30","42570","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","Male","Undeclared","50","50","39520","37410"
"In post","2021","30-39","Welsh Government (excl. agencies)","Male","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Female","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Male","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Revenue Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Wilton Park","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Female","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","Unknown","LGBO","[c]","[c]","[c]","[c]"
