"Status","Year","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Knowledge and Information Management","Undeclared","25","25","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Unknown","15","15","[c]","[c]"
"In post","2021","Project Delivery","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Project Delivery","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Undeclared","15","10","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Unknown","15","15","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Heterosexual / straight","1100","1025","35500","31810"
"In post","2021","Project Delivery","Operational Delivery","LGBO","55","55","35270","31810"
"In post","2021","Project Delivery","Operational Delivery","Undeclared","150","140","34490","28750"
"In post","2021","Project Delivery","Operational Delivery","Unknown","600","565","36320","35290"
"In post","2021","Project Delivery","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Heterosexual / straight","2620","2515","34060","29700"
"In post","2021","Project Delivery","Other","LGBO","90","90","33800","28210"
"In post","2021","Project Delivery","Other","Undeclared","365","350","32920","29630"
"In post","2021","Project Delivery","Other","Unknown","280","270","39960","35630"
"In post","2021","Project Delivery","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Heterosexual / straight","1510","1445","52000","53000"
"In post","2021","Project Delivery","Policy","LGBO","135","135","55520","56110"
"In post","2021","Project Delivery","Policy","Undeclared","215","200","51540","52580"
"In post","2021","Project Delivery","Policy","Unknown","595","570","51820","53000"
"In post","2021","Project Delivery","Project Delivery","Heterosexual / straight","10330","10015","42080","38630"
"In post","2021","Project Delivery","Project Delivery","LGBO","480","475","41360","38600"
"In post","2021","Project Delivery","Project Delivery","Undeclared","1290","1240","43220","40580"
"In post","2021","Project Delivery","Project Delivery","Unknown","1945","1885","41790","38630"
"In post","2021","Project Delivery","Property","Heterosexual / straight","235","230","48730","50400"
"In post","2021","Project Delivery","Property","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Property","Undeclared","35","30","51440","52370"
"In post","2021","Project Delivery","Property","Unknown","30","30","[c]","[c]"
"In post","2021","Project Delivery","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","Heterosexual / straight","2485","2440","37960","37200"
"In post","2021","Project Delivery","Science and Engineering","LGBO","75","75","34170","31600"
"In post","2021","Project Delivery","Science and Engineering","Undeclared","595","570","37300","34190"
"In post","2021","Project Delivery","Science and Engineering","Unknown","305","300","31810","29200"
"In post","2021","Project Delivery","Security","Heterosexual / straight","40","35","39450","39750"
"In post","2021","Project Delivery","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","Security","Unknown","20","20","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Project Delivery","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","Tax","Heterosexual / straight","85","80","43500","38630"
"In post","2021","Project Delivery","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","Undeclared","10","10","[c]","[c]"
"In post","2021","Project Delivery","Tax","Unknown","30","30","41370","36810"
"In post","2021","Project Delivery","Unknown","Heterosexual / straight","275","270","58760","54700"
"In post","2021","Project Delivery","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","255","240","39770","35680"
"In post","2021","Property","Commercial","Heterosexual / straight","30","25","43600","39260"
"In post","2021","Property","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Heterosexual / straight","30","30","38200","38540"
"In post","2021","Property","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2021","Property","Finance","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Property","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Unknown","10","10","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Operational Delivery","Heterosexual / straight","850","790","30460","25500"
"In post","2021","Property","Operational Delivery","LGBO","55","50","30820","25860"
"In post","2021","Property","Operational Delivery","Undeclared","100","90","31610","24730"
"In post","2021","Property","Operational Delivery","Unknown","450","415","24980","21100"
"In post","2021","Property","Other","Heterosexual / straight","140","135","35000","32770"
"In post","2021","Property","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other","Undeclared","15","15","[c]","[c]"
"In post","2021","Property","Other","Unknown","165","165","28990","28510"
"In post","2021","Property","Planning","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Property","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Property","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","Heterosexual / straight","60","60","50490","50580"
"In post","2021","Property","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2021","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Property","Heterosexual / straight","4485","4295","36030","33300"
"In post","2021","Property","Property","LGBO","160","155","35400","32550"
"In post","2021","Property","Property","Undeclared","695","660","36650","33300"
"In post","2021","Property","Property","Unknown","1120","1060","33510","30680"
"In post","2021","Property","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Property","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Heterosexual / straight","245","235","38560","35330"
"In post","2021","Property","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Property","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","570","550","30040","28120"
"In post","2021","Security","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","Heterosexual / straight","140","140","44680","38860"
"In post","2021","Security","Intelligence Analysis","LGBO","10","10","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","Undeclared","25","25","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","Unknown","20","20","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Security","Heterosexual / straight","5365","5255","30280","26610"
"In post","2021","Security","Security","LGBO","230","225","31940","29040"
"In post","2021","Security","Security","Undeclared","860","840","34400","38630"
"In post","2021","Security","Security","Unknown","1170","1160","31630","28890"
"In post","2021","Security","Unknown","Heterosexual / straight","470","450","34980","33300"
"In post","2021","Security","Unknown","LGBO","30","30","31800","27500"
"In post","2021","Security","Unknown","Undeclared","60","60","35870","33300"
"In post","2021","Security","Unknown","Unknown","310","295","29810","26670"
"In post","2021","Unknown","Commercial","Heterosexual / straight","90","90","40460","41940"
"In post","2021","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Undeclared","15","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Heterosexual / straight","265","255","44250","41730"
"In post","2021","Unknown","Communications","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","Undeclared","40","40","43740","42610"
"In post","2021","Unknown","Communications","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Heterosexual / straight","155","140","27010","25310"
"In post","2021","Unknown","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Heterosexual / straight","1085","1065","48040","44470"
"In post","2021","Unknown","Digital, Data and Technology","LGBO","55","55","47880","40460"
"In post","2021","Unknown","Digital, Data and Technology","Undeclared","170","170","48360","46980"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","130","130","49250","46000"
"In post","2021","Unknown","Economics","Heterosexual / straight","120","120","47630","41760"
"In post","2021","Unknown","Economics","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Economics","Unknown","60","60","44460","35610"
"In post","2021","Unknown","Finance","Heterosexual / straight","535","510","43560","37430"
"In post","2021","Unknown","Finance","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Finance","Undeclared","65","65","44790","42070"
"In post","2021","Unknown","Finance","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Human Resources","Heterosexual / straight","630","595","41400","37410"
"In post","2021","Unknown","Human Resources","LGBO","30","30","[c]","[c]"
"In post","2021","Unknown","Human Resources","Undeclared","80","70","40800","37410"
"In post","2021","Unknown","Human Resources","Unknown","40","40","37560","34490"
"In post","2021","Unknown","Intelligence Analysis","Heterosexual / straight","1715","1635","32430","29490"
"In post","2021","Unknown","Intelligence Analysis","LGBO","70","70","31560","29250"
"In post","2021","Unknown","Intelligence Analysis","Undeclared","330","310","32880","30780"
"In post","2021","Unknown","Intelligence Analysis","Unknown","120","115","34130","33000"
"In post","2021","Unknown","Internal Audit","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Heterosexual / straight","150","145","38330","37410"
"In post","2021","Unknown","Knowledge and Information Management","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Undeclared","35","35","34690","35070"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","Heterosexual / straight","115","110","56660","60830"
"In post","2021","Unknown","Legal","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","Undeclared","25","20","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Medicine","Heterosexual / straight","1410","1280","45850","37890"
"In post","2021","Unknown","Medicine","LGBO","35","35","48030","40080"
"In post","2021","Unknown","Medicine","Undeclared","160","145","52300","44500"
"In post","2021","Unknown","Medicine","Unknown","390","345","45900","37890"
"In post","2021","Unknown","Operational Delivery","Heterosexual / straight","22245","20390","28470","25630"
"In post","2021","Unknown","Operational Delivery","LGBO","830","790","28700","25310"
"In post","2021","Unknown","Operational Delivery","Undeclared","3300","2980","29760","27370"
"In post","2021","Unknown","Operational Delivery","Unknown","1260","1210","26680","24880"
"In post","2021","Unknown","Operational Research","Heterosexual / straight","125","120","45920","42130"
"In post","2021","Unknown","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Research","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Operational Research","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Other","Heterosexual / straight","10250","9820","27620","22210"
"In post","2021","Unknown","Other","LGBO","325","315","29320","25390"
"In post","2021","Unknown","Other","Undeclared","1490","1430","28470","23830"
"In post","2021","Unknown","Other","Unknown","3135","3085","35540","32700"
"In post","2021","Unknown","Planning","Heterosexual / straight","35","30","43340","37410"
"In post","2021","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Heterosexual / straight","4010","3880","47040","42200"
"In post","2021","Unknown","Policy","LGBO","255","250","47740","44500"
"In post","2021","Unknown","Policy","Undeclared","610","590","47640","44500"
"In post","2021","Unknown","Policy","Unknown","465","450","47520","41950"
"In post","2021","Unknown","Project Delivery","Heterosexual / straight","1150","1115","44890","41950"
"In post","2021","Unknown","Project Delivery","LGBO","60","60","43110","37960"
"In post","2021","Unknown","Project Delivery","Undeclared","155","155","47700","42170"
"In post","2021","Unknown","Project Delivery","Unknown","85","85","42410","37450"
"In post","2021","Unknown","Property","Heterosexual / straight","125","120","43440","37410"
"In post","2021","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Psychology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Heterosexual / straight","1720","1680","36140","33000"
"In post","2021","Unknown","Science and Engineering","LGBO","50","50","41190","33950"
"In post","2021","Unknown","Science and Engineering","Undeclared","295","285","38500","33960"
"In post","2021","Unknown","Science and Engineering","Unknown","270","260","37650","33090"
"In post","2021","Unknown","Security","Heterosexual / straight","295","285","30970","28670"
"In post","2021","Unknown","Security","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Security","Undeclared","40","40","30310","27350"
"In post","2021","Unknown","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Social Research","Heterosexual / straight","205","195","46180","47000"
"In post","2021","Unknown","Social Research","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Social Research","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Social Research","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","Heterosexual / straight","130","120","41910","39310"
"In post","2021","Unknown","Statistics","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Statistics","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Heterosexual / straight","67960","61930","29660","27570"
"In post","2021","Unknown","Unknown","LGBO","4300","4125","29460","27570"
"In post","2021","Unknown","Unknown","Undeclared","7985","7150","28400","27570"
"In post","2021","Unknown","Unknown","Unknown","25005","21935","28830","27570"
"In post","2021","Unknown","Veterinarian","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","Heterosexual / straight","60","[c]","33090","24300"
"Leaver CS","2021","Analysis","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","Unknown","35","[c]","32010","19130"
"Leaver CS","2021","Analysis","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Heterosexual / straight","85","[c]","39750","36350"
"Leaver CS","2021","Commercial","Commercial","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","50","[c]","81240","69000"
"Leaver CS","2021","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Heterosexual / straight","95","[c]","37090","33100"
"Leaver CS","2021","Communications","Communications","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Unknown","55","[c]","37940","36970"
"Leaver CS","2021","Communications","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
