"Status","Year","Disability","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Undeclared","Digital, Data & Technology","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Finance","Undeclared","145","140","39940","35800"
"In post","2021","Undeclared","Undeclared","Finance","Unknown","15","10","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Grants Management","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Human Resources","Undeclared","105","100","38210","32500"
"In post","2021","Undeclared","Undeclared","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Legal","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Legal","Undeclared","85","80","48300","46200"
"In post","2021","Undeclared","Undeclared","Legal","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Undeclared","No function","Heterosexual / straight","135","130","31860","27840"
"In post","2021","Undeclared","Undeclared","No function","LGBO","40","40","29170","26580"
"In post","2021","Undeclared","Undeclared","No function","Undeclared","2240","2105","35290","31810"
"In post","2021","Undeclared","Undeclared","No function","Unknown","210","195","38510","34530"
"In post","2021","Undeclared","Undeclared","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Project Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Project Delivery","Undeclared","620","600","41790","40000"
"In post","2021","Undeclared","Undeclared","Project Delivery","Unknown","45","40","46560","43890"
"In post","2021","Undeclared","Undeclared","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Property","Undeclared","200","190","37450","33300"
"In post","2021","Undeclared","Undeclared","Property","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Security","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Security","Undeclared","215","215","35640","36480"
"In post","2021","Undeclared","Undeclared","Unknown","Heterosexual / straight","135","130","31210","28750"
"In post","2021","Undeclared","Undeclared","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Unknown","Undeclared","1950","1855","33140","28850"
"In post","2021","Undeclared","Undeclared","Unknown","Unknown","100","95","27910","27570"
"In post","2021","Undeclared","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Analysis","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Analysis","Unknown","75","70","41960","42080"
"In post","2021","Undeclared","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Communications","Unknown","45","45","47850","43360"
"In post","2021","Undeclared","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Counter Fraud","Undeclared","25","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Debt","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data & Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data & Technology","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data & Technology","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Grants Management","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Human Resources","Unknown","30","30","40870","36770"
"In post","2021","Undeclared","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","No function","Heterosexual / straight","105","95","30920","28130"
"In post","2021","Undeclared","Unknown","No function","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","No function","Undeclared","475","445","30980","27680"
"In post","2021","Undeclared","Unknown","No function","Unknown","720","675","36930","33520"
"In post","2021","Undeclared","Unknown","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Project Delivery","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Project Delivery","Unknown","90","90","44040","41220"
"In post","2021","Undeclared","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Property","Undeclared","10","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Property","Unknown","90","80","34090","30500"
"In post","2021","Undeclared","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Security","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Security","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Unknown","110","100","29670","27570"
"In post","2021","Undeclared","White","Analysis","Heterosexual / straight","100","95","45210","43400"
"In post","2021","Undeclared","White","Analysis","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","White","Analysis","Undeclared","30","30","39820","36610"
"In post","2021","Undeclared","White","Analysis","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","White","Commercial","Heterosexual / straight","160","155","44290","40000"
"In post","2021","Undeclared","White","Commercial","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","White","Commercial","Undeclared","50","50","39650","34640"
"In post","2021","Undeclared","White","Commercial","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","White","Communications","Heterosexual / straight","115","110","34640","28150"
"In post","2021","Undeclared","White","Communications","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","White","Communications","Undeclared","45","40","32530","27850"
"In post","2021","Undeclared","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Counter Fraud","Heterosexual / straight","135","130","34500","31810"
"In post","2021","Undeclared","White","Counter Fraud","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","White","Counter Fraud","Undeclared","75","65","36020","31840"
"In post","2021","Undeclared","White","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Debt","Heterosexual / straight","55","50","23680","20140"
"In post","2021","Undeclared","White","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Debt","Undeclared","35","30","23780","21440"
"In post","2021","Undeclared","White","Debt","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Digital, Data & Technology","Heterosexual / straight","205","200","41500","38630"
"In post","2021","Undeclared","White","Digital, Data & Technology","LGBO","25","25","[c]","[c]"
"In post","2021","Undeclared","White","Digital, Data & Technology","Undeclared","100","100","37660","35650"
"In post","2021","Undeclared","White","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","White","Finance","Heterosexual / straight","155","145","38050","35300"
"In post","2021","Undeclared","White","Finance","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Finance","Undeclared","70","65","39380","32680"
"In post","2021","Undeclared","White","Finance","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","White","Grants Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Human Resources","Heterosexual / straight","210","200","37600","33520"
"In post","2021","Undeclared","White","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","White","Human Resources","Undeclared","60","55","33870","31180"
"In post","2021","Undeclared","White","Human Resources","Unknown","15","10","[c]","[c]"
"In post","2021","Undeclared","White","Internal Audit","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Internal Audit","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Legal","Heterosexual / straight","120","115","49150","50500"
"In post","2021","Undeclared","White","Legal","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","White","Legal","Undeclared","40","40","54070","52400"
"In post","2021","Undeclared","White","Legal","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","White","No function","Heterosexual / straight","4630","4265","31680","30810"
"In post","2021","Undeclared","White","No function","LGBO","385","380","31850","30950"
"In post","2021","Undeclared","White","No function","Undeclared","1625","1495","32690","31530"
"In post","2021","Undeclared","White","No function","Unknown","2080","1840","31000","31650"
"In post","2021","Undeclared","White","Project Delivery","Heterosexual / straight","525","505","39320","37640"
"In post","2021","Undeclared","White","Project Delivery","LGBO","35","35","37890","37670"
"In post","2021","Undeclared","White","Project Delivery","Undeclared","310","295","35630","31140"
"In post","2021","Undeclared","White","Project Delivery","Unknown","35","35","43270","38640"
"In post","2021","Undeclared","White","Property","Heterosexual / straight","185","180","33770","31810"
"In post","2021","Undeclared","White","Property","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","White","Property","Undeclared","60","60","39520","36460"
"In post","2021","Undeclared","White","Property","Unknown","15","10","[c]","[c]"
"In post","2021","Undeclared","White","Security","Heterosexual / straight","280","275","31990","29060"
"In post","2021","Undeclared","White","Security","LGBO","25","25","[c]","[c]"
"In post","2021","Undeclared","White","Security","Undeclared","100","95","36310","39070"
"In post","2021","Undeclared","White","Security","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","White","Unknown","Heterosexual / straight","2810","2625","28720","27570"
"In post","2021","Undeclared","White","Unknown","LGBO","225","220","28710","27570"
"In post","2021","Undeclared","White","Unknown","Undeclared","775","725","30400","27570"
"In post","2021","Undeclared","White","Unknown","Unknown","560","500","27620","27570"
"In post","2021","Unknown","Asian","Analysis","Heterosexual / straight","45","40","38390","34090"
"In post","2021","Unknown","Asian","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Analysis","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Analysis","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Asian","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Commercial","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Asian","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Communications","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Asian","Counter Fraud","Heterosexual / straight","30","30","31890","29570"
"In post","2021","Unknown","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Counter Fraud","Unknown","60","55","29700","29570"
"In post","2021","Unknown","Asian","Debt","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Debt","Unknown","30","25","28510","25630"
"In post","2021","Unknown","Asian","Digital, Data & Technology","Heterosexual / straight","80","80","38480","34750"
"In post","2021","Unknown","Asian","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Digital, Data & Technology","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Digital, Data & Technology","Unknown","45","45","41650","38810"
"In post","2021","Unknown","Asian","Finance","Heterosexual / straight","50","50","37840","36820"
"In post","2021","Unknown","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Finance","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Finance","Unknown","25","20","[c]","[c]"
"In post","2021","Unknown","Asian","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Human Resources","Heterosexual / straight","45","40","35070","31680"
"In post","2021","Unknown","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Legal","Heterosexual / straight","120","115","37640","39260"
"In post","2021","Unknown","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Legal","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Legal","Unknown","40","35","40360","30110"
"In post","2021","Unknown","Asian","No function","Heterosexual / straight","555","530","35830","32120"
"In post","2021","Unknown","Asian","No function","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Asian","No function","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Asian","No function","Unknown","320","295","35920","29650"
"In post","2021","Unknown","Asian","Project Delivery","Heterosexual / straight","65","65","41150","37250"
"In post","2021","Unknown","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Project Delivery","Unknown","40","35","48750","41760"
"In post","2021","Unknown","Asian","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Property","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Asian","Security","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Heterosexual / straight","250","245","36680","31060"
"In post","2021","Unknown","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Unknown","85","80","40460","33170"
"In post","2021","Unknown","Black","Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Analysis","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Communications","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Black","Counter Fraud","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Counter Fraud","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Black","Debt","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Debt","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Black","Digital, Data & Technology","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Unknown","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Digital, Data & Technology","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Black","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Finance","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Human Resources","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Unknown","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Legal","Heterosexual / straight","55","55","33240","26970"
"In post","2021","Unknown","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Legal","Unknown","25","20","[c]","[c]"
"In post","2021","Unknown","Black","No function","Heterosexual / straight","250","240","35770","32330"
"In post","2021","Unknown","Black","No function","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Black","No function","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Black","No function","Unknown","120","115","37780","31810"
"In post","2021","Unknown","Black","Project Delivery","Heterosexual / straight","45","40","42800","41640"
"In post","2021","Unknown","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Black","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Heterosexual / straight","100","95","35050","31060"
"In post","2021","Unknown","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Unknown","35","30","32730","30180"
"In post","2021","Unknown","Chinese","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Digital, Data & Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Chinese","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
