"Status","Year","Age","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Department for Work and Pensions","East of England","665","600","27970","27570"
"In post","2021","30-39","Department for Work and Pensions","London","1740","1665","34430","31060"
"In post","2021","30-39","Department for Work and Pensions","North East (England)","1715","1570","27370","27570"
"In post","2021","30-39","Department for Work and Pensions","North West (England)","2810","2615","27050","27570"
"In post","2021","30-39","Department for Work and Pensions","Scotland","1470","1330","25570","27570"
"In post","2021","30-39","Department for Work and Pensions","South East (England)","990","900","27410","27570"
"In post","2021","30-39","Department for Work and Pensions","South West (England)","950","835","26080","27570"
"In post","2021","30-39","Department for Work and Pensions","Unknown","180","175","29730","27570"
"In post","2021","30-39","Department for Work and Pensions","Wales","1110","1025","25840","27570"
"In post","2021","30-39","Department for Work and Pensions","West Midlands (England)","1220","1100","26340","27570"
"In post","2021","30-39","Department for Work and Pensions","Yorkshire and The Humber","1500","1355","29490","27570"
"In post","2021","30-39","Department of Health and Social Care","East Midlands (England)","35","35","37420","34530"
"In post","2021","30-39","Department of Health and Social Care","East of England","185","175","38080","33180"
"In post","2021","30-39","Department of Health and Social Care","London","1605","1530","47290","42000"
"In post","2021","30-39","Department of Health and Social Care","North East (England)","30","25","46270","39880"
"In post","2021","30-39","Department of Health and Social Care","North West (England)","125","120","33560","31370"
"In post","2021","30-39","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","South East (England)","90","85","41140","39030"
"In post","2021","30-39","Department of Health and Social Care","South West (England)","290","275","34990","34420"
"In post","2021","30-39","Department of Health and Social Care","West Midlands (England)","95","85","35800","31370"
"In post","2021","30-39","Department of Health and Social Care","Yorkshire and The Humber","325","305","41770","37480"
"In post","2021","30-39","ESTYN","Wales","15","10","34200","28850"
"In post","2021","30-39","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","London","95","90","42000","40960"
"In post","2021","30-39","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Northern Ireland","35","35","35530","37350"
"In post","2021","30-39","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Wales","40","40","36610","37910"
"In post","2021","30-39","Food Standards Agency","West Midlands (England)","15","15","38480","37910"
"In post","2021","30-39","Food Standards Agency","Yorkshire and The Humber","60","60","36770","37350"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","London","1140","1115","50090","53000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","710","705","48090","52430"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Scotland","265","260","40070","38500"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","South East (England)","220","215","33300","30700"
"In post","2021","30-39","HM Land Registry","East Midlands (England)","110","100","29170","27130"
"In post","2021","30-39","HM Land Registry","East of England","30","25","27350","22350"
"In post","2021","30-39","HM Land Registry","London","55","55","40020","37290"
"In post","2021","30-39","HM Land Registry","North East (England)","95","90","27530","22350"
"In post","2021","30-39","HM Land Registry","North West (England)","110","105","27010","22350"
"In post","2021","30-39","HM Land Registry","South West (England)","235","225","32630","31740"
"In post","2021","30-39","HM Land Registry","Wales","130","125","27490","27130"
"In post","2021","30-39","HM Land Registry","West Midlands (England)","85","80","28260","22350"
"In post","2021","30-39","HM Land Registry","Yorkshire and The Humber","45","40","27610","22350"
"In post","2021","30-39","HM Revenue and Customs","East Midlands (England)","785","745","31340","31810"
"In post","2021","30-39","HM Revenue and Customs","East of England","185","175","31160","31810"
"In post","2021","30-39","HM Revenue and Customs","London","1515","1475","45750","41760"
"In post","2021","30-39","HM Revenue and Customs","North East (England)","2400","2240","28370","25560"
"In post","2021","30-39","HM Revenue and Customs","North West (England)","2850","2710","30370","25560"
"In post","2021","30-39","HM Revenue and Customs","Northern Ireland","520","495","28210","25560"
"In post","2021","30-39","HM Revenue and Customs","Scotland","1785","1695","27240","25560"
"In post","2021","30-39","HM Revenue and Customs","South East (England)","295","275","28260","25560"
"In post","2021","30-39","HM Revenue and Customs","South West (England)","395","375","33040","31810"
"In post","2021","30-39","HM Revenue and Customs","Wales","1170","1115","28680","25560"
"In post","2021","30-39","HM Revenue and Customs","West Midlands (England)","960","920","32080","31810"
"In post","2021","30-39","HM Revenue and Customs","Yorkshire and The Humber","1115","1050","29770","25560"
"In post","2021","30-39","HM Treasury","East of England","15","15","33940","25750"
"In post","2021","30-39","HM Treasury","London","685","665","56400","57530"
"In post","2021","30-39","HM Treasury","North East (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Treasury","North West (England)","5","5","[c]","[c]"
"In post","2021","30-39","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","Wales","5","5","[c]","[c]"
"In post","2021","30-39","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","Yorkshire and The Humber","10","10","41670","39980"
"In post","2021","30-39","Home Office","East Midlands (England)","60","60","26960","25290"
"In post","2021","30-39","Home Office","East of England","355","330","25550","25040"
"In post","2021","30-39","Home Office","London","3075","2955","41400","35200"
"In post","2021","30-39","Home Office","North East (England)","285","255","24790","24880"
"In post","2021","30-39","Home Office","North West (England)","1990","1860","26870","24890"
"In post","2021","30-39","Home Office","Northern Ireland","140","130","23860","24880"
"In post","2021","30-39","Home Office","Overseas","95","95","26560","25380"
"In post","2021","30-39","Home Office","Scotland","235","220","26240","24890"
"In post","2021","30-39","Home Office","South East (England)","700","655","26370","25310"
"In post","2021","30-39","Home Office","South West (England)","80","75","27410","25310"
"In post","2021","30-39","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Home Office","Wales","160","145","27130","25040"
"In post","2021","30-39","Home Office","West Midlands (England)","310","290","27330","25260"
"In post","2021","30-39","Home Office","Yorkshire and The Humber","1100","1020","27710","25040"
"In post","2021","30-39","Ministry of Defence","East Midlands (England)","255","245","28780","26670"
"In post","2021","30-39","Ministry of Defence","East of England","615","595","33020","33300"
"In post","2021","30-39","Ministry of Defence","London","790","775","45580","45200"
"In post","2021","30-39","Ministry of Defence","North East (England)","15","15","24410","21020"
"In post","2021","30-39","Ministry of Defence","North West (England)","275","260","28720","26670"
"In post","2021","30-39","Ministry of Defence","Northern Ireland","70","65","24360","20310"
"In post","2021","30-39","Ministry of Defence","Overseas","170","170","41740","40580"
"In post","2021","30-39","Ministry of Defence","Scotland","625","610","29260","26670"
"In post","2021","30-39","Ministry of Defence","South East (England)","1840","1780","34740","33300"
"In post","2021","30-39","Ministry of Defence","South West (England)","4685","4480","35870","34490"
"In post","2021","30-39","Ministry of Defence","Unknown","435","435","37700","34460"
"In post","2021","30-39","Ministry of Defence","Wales","110","110","25640","21360"
"In post","2021","30-39","Ministry of Defence","West Midlands (England)","390","375","30130","26670"
"In post","2021","30-39","Ministry of Defence","Yorkshire and The Humber","230","220","29570","26670"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East of England","10","10","43960","38880"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","London","520","510","51050","53130"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","North East (England)","15","15","38070","36340"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","North West (England)","40","40","34960","36340"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","South West (England)","200","185","38810","36340"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Wales","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","West Midlands (England)","40","35","38470","36340"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","20","20","40750","38120"
"In post","2021","30-39","Ministry of Justice","East Midlands (England)","1735","1620","26910","25400"
"In post","2021","30-39","Ministry of Justice","East of England","1485","1400","28510","28400"
"In post","2021","30-39","Ministry of Justice","London","3470","3355","36430","33260"
"In post","2021","30-39","Ministry of Justice","North East (England)","1035","975","26760","25300"
"In post","2021","30-39","Ministry of Justice","North West (England)","2070","1960","26960","25300"
"In post","2021","30-39","Ministry of Justice","Scotland","145","135","24840","22570"
"In post","2021","30-39","Ministry of Justice","South East (England)","2190","2070","29640","30400"
"In post","2021","30-39","Ministry of Justice","South West (England)","1100","1020","27260","25790"
"In post","2021","30-39","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Wales","995","950","27330","24920"
"In post","2021","30-39","Ministry of Justice","West Midlands (England)","2165","2040","26050","23840"
"In post","2021","30-39","Ministry of Justice","Yorkshire and The Humber","1895","1765","28340","26300"
"In post","2021","30-39","National Crime Agency","East Midlands (England)","30","25","33560","33150"
"In post","2021","30-39","National Crime Agency","East of England","30","25","34410","34140"
"In post","2021","30-39","National Crime Agency","London","435","425","42870","40170"
"In post","2021","30-39","National Crime Agency","North East (England)","15","15","31040","32770"
"In post","2021","30-39","National Crime Agency","North West (England)","360","350","35190","36410"
"In post","2021","30-39","National Crime Agency","Northern Ireland","15","15","36030","35280"
"In post","2021","30-39","National Crime Agency","Overseas","15","15","57420","58340"
"In post","2021","30-39","National Crime Agency","Scotland","10","10","[c]","[c]"
"In post","2021","30-39","National Crime Agency","South East (England)","60","60","36940","37560"
"In post","2021","30-39","National Crime Agency","South West (England)","130","125","35700","36410"
"In post","2021","30-39","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Wales","10","10","[c]","[c]"
"In post","2021","30-39","National Crime Agency","West Midlands (England)","115","115","36250","36410"
"In post","2021","30-39","National Crime Agency","Yorkshire and The Humber","50","50","34710","34140"
"In post","2021","30-39","Northern Ireland Office","London","30","25","50250","52850"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland","25","25","43150","38050"
"In post","2021","30-39","Office for Standards in Education","East Midlands (England)","25","25","34710","31850"
"In post","2021","30-39","Office for Standards in Education","East of England","10","10","58870","59220"
"In post","2021","30-39","Office for Standards in Education","London","85","80","54150","51360"
"In post","2021","30-39","Office for Standards in Education","North West (England)","140","135","34970","32010"
"In post","2021","30-39","Office for Standards in Education","South West (England)","105","95","37830","32010"
"In post","2021","30-39","Office for Standards in Education","West Midlands (England)","25","25","41570","39850"
"In post","2021","30-39","Office for Standards in Education","Yorkshire and The Humber","15","15","59320","51360"
"In post","2021","30-39","Office of Gas and Electricity Markets","London","220","215","51430","49630"
"In post","2021","30-39","Office of Gas and Electricity Markets","Scotland","185","185","38110","34910"
"In post","2021","30-39","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","90","85","43030","38760"
"In post","2021","30-39","Office of Rail and Road","London","55","55","51290","55430"
"In post","2021","30-39","Office of Rail and Road","North West (England)","10","10","48890","51060"
"In post","2021","30-39","Office of Rail and Road","Scotland","10","10","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","South West (England)","10","10","48640","51470"
"In post","2021","30-39","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","East of England","55","50","33650","33950"
"In post","2021","30-39","Other Cabinet Office Agencies","London","40","40","47410","49300"
"In post","2021","30-39","Other Cabinet Office Agencies","North West (England)","120","120","35830","34800"
"In post","2021","30-39","Other Cabinet Office Agencies","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Wales","30","30","32560","31000"
"In post","2021","30-39","Other Cabinet Office Agencies","West Midlands (England)","15","15","32650","32000"
"In post","2021","30-39","Other Cabinet Office Agencies","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","30-39","Scotland Office","London","15","15","51460","52850"
"In post","2021","30-39","Scotland Office","Scotland","20","20","48850","48930"
"In post","2021","30-39","Scottish Government","London","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Government","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Government","Scotland","5340","5125","35440","32930"
"In post","2021","30-39","The National Archives","London","115","110","34520","34260"
"In post","2021","30-39","UK Export Finance","London","90","85","52590","50120"
"In post","2021","30-39","UK Supreme Court","London","10","10","38480","37230"
"In post","2021","30-39","United Kingdom Statistics Authority","London","90","90","45120","40020"
"In post","2021","30-39","United Kingdom Statistics Authority","Scotland","10","10","40580","38370"
"In post","2021","30-39","United Kingdom Statistics Authority","South East (England)","380","345","33280","30130"
"In post","2021","30-39","United Kingdom Statistics Authority","Wales","830","785","34720","36030"
"In post","2021","30-39","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Wales","10","10","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","London","15","15","53890","52890"
"In post","2021","30-39","Water Services Regulation Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","West Midlands (England)","50","45","50200","46850"
"In post","2021","30-39","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","Wales","1275","1210","37620","37410"
"In post","2021","40-49","Attorney General's Departments","East Midlands (England)","125","110","41220","48080"
"In post","2021","40-49","Attorney General's Departments","East of England","140","125","42070","35360"
"In post","2021","40-49","Attorney General's Departments","London","1270","1155","54650","56740"
"In post","2021","40-49","Attorney General's Departments","North East (England)","95","85","38350","34480"
"In post","2021","40-49","Attorney General's Departments","North West (England)","305","280","41830","39020"
"In post","2021","40-49","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","South East (England)","190","180","47030","50520"
"In post","2021","40-49","Attorney General's Departments","South West (England)","90","85","44770","49580"
"In post","2021","40-49","Attorney General's Departments","Wales","110","105","42130","48080"
"In post","2021","40-49","Attorney General's Departments","West Midlands (England)","175","160","42240","48080"
"In post","2021","40-49","Attorney General's Departments","Yorkshire and The Humber","255","240","43780","48830"
"In post","2021","40-49","Cabinet Office","East Midlands (England)","10","10","54750","51160"
"In post","2021","40-49","Cabinet Office","East of England","40","35","49820","49700"
"In post","2021","40-49","Cabinet Office","London","1200","1175","63420","59160"
"In post","2021","40-49","Cabinet Office","North East (England)","90","85","31880","25550"
"In post","2021","40-49","Cabinet Office","North West (England)","120","120","56380","51310"
"In post","2021","40-49","Cabinet Office","Scotland","25","25","61410","62010"
"In post","2021","40-49","Cabinet Office","South East (England)","50","45","54300","52620"
"In post","2021","40-49","Cabinet Office","South West (England)","55","50","64670","62010"
"In post","2021","40-49","Cabinet Office","Unknown","45","45","45820","34550"
"In post","2021","40-49","Cabinet Office","Wales","10","10","[c]","[c]"
"In post","2021","40-49","Cabinet Office","West Midlands (England)","15","15","68620","64500"
"In post","2021","40-49","Cabinet Office","Yorkshire and The Humber","185","180","41600","38650"
"In post","2021","40-49","Chancellor's other departments","London","100","95","67530","59070"
"In post","2021","40-49","Chancellor's other departments","North East (England)","5","5","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","Scotland","5","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","London","20","20","46260","44490"
"In post","2021","40-49","Charity Commission","North West (England)","90","85","36470","29400"
"In post","2021","40-49","Charity Commission","South West (England)","15","15","29890","29160"
"In post","2021","40-49","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","London","205","190","72040","72430"
"In post","2021","40-49","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","Scotland","15","15","60970","59140"
"In post","2021","40-49","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","East Midlands (England)","40","40","29820","30950"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","East of England","55","55","34550","32880"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","London","1050","1005","55810","53750"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","North East (England)","55","55","32470","30950"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","North West (England)","130","125","34460","34390"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Northern Ireland","5","5","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Scotland","100","100","39930","31440"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","South East (England)","60","55","34670","34390"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","South West (England)","570","535","43020","41900"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Wales","730","685","39020","36530"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","West Midlands (England)","185","175","34800","31550"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","55","55","34310","33350"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","London","275","260","58050","58420"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","North West (England)","5","5","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","East Midlands (England)","105","95","42950","40300"
"In post","2021","40-49","Department for Education","East of England","20","20","49400","50630"
"In post","2021","40-49","Department for Education","London","625","585","56910","54400"
"In post","2021","40-49","Department for Education","North East (England)","230","220","40540","37100"
"In post","2021","40-49","Department for Education","North West (England)","265","255","43010","37600"
"In post","2021","40-49","Department for Education","South West (England)","55","55","47920","50050"
"In post","2021","40-49","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","West Midlands (England)","390","380","45440","49860"
"In post","2021","40-49","Department for Education","Yorkshire and The Humber","415","390","43540","40300"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","East Midlands (England)","80","75","32940","30670"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","East of England","220","205","35100","35540"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","London","565","535","52350","53620"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","North East (England)","160","155","33560","30130"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","North West (England)","460","410","30160","25190"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Scotland","50","45","32130","28630"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","South East (England)","375","355","37560","34080"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","South West (England)","565","525","37110","35900"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Wales","110","100","32170","29730"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","West Midlands (England)","190","175","33970","30400"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","285","275","38710","36970"
"In post","2021","40-49","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","London","355","345","52570","51970"
"In post","2021","40-49","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Overseas","45","45","62610","60080"
"In post","2021","40-49","Department for International Trade","South East (England)","30","25","51950","51970"
"In post","2021","40-49","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","East Midlands (England)","175","175","35490","31700"
"In post","2021","40-49","Department for Transport","East of England","90","90","31620","27680"
"In post","2021","40-49","Department for Transport","London","760","735","52930","54650"
"In post","2021","40-49","Department for Transport","North East (England)","115","105","28500","26700"
"In post","2021","40-49","Department for Transport","North West (England)","105","100","29780","26780"
"In post","2021","40-49","Department for Transport","Northern Ireland","15","15","36950","31780"
"In post","2021","40-49","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Scotland","110","105","32200","27680"
"In post","2021","40-49","Department for Transport","South East (England)","360","345","38990","34840"
"In post","2021","40-49","Department for Transport","South West (England)","205","195","34400","31040"
"In post","2021","40-49","Department for Transport","Wales","1695","1560","28270","21590"
"In post","2021","40-49","Department for Transport","West Midlands (England)","110","110","30330","26780"
"In post","2021","40-49","Department for Transport","Yorkshire and The Humber","125","120","29320","26780"
"In post","2021","40-49","Department for Work and Pensions","East Midlands (England)","1150","1025","27510","27570"
"In post","2021","40-49","Department for Work and Pensions","East of England","1155","1030","28540","27570"
"In post","2021","40-49","Department for Work and Pensions","London","2220","2055","35330","31060"
"In post","2021","40-49","Department for Work and Pensions","North East (England)","2320","2090","28650","27570"
"In post","2021","40-49","Department for Work and Pensions","North West (England)","4750","4295","27960","27570"
"In post","2021","40-49","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Scotland","2080","1885","26230","27570"
"In post","2021","40-49","Department for Work and Pensions","South East (England)","1505","1355","27890","27570"
"In post","2021","40-49","Department for Work and Pensions","South West (England)","1395","1220","26730","27570"
"In post","2021","40-49","Department for Work and Pensions","Unknown","195","185","30490","27570"
"In post","2021","40-49","Department for Work and Pensions","Wales","1335","1210","26310","27570"
"In post","2021","40-49","Department for Work and Pensions","West Midlands (England)","1805","1600","26390","27570"
"In post","2021","40-49","Department for Work and Pensions","Yorkshire and The Humber","2430","2175","30940","27570"
"In post","2021","40-49","Department of Health and Social Care","East Midlands (England)","55","50","43060","37690"
"In post","2021","40-49","Department of Health and Social Care","East of England","205","190","46880","43360"
"In post","2021","40-49","Department of Health and Social Care","London","1405","1315","54530","53360"
"In post","2021","40-49","Department of Health and Social Care","North East (England)","45","40","44140","38890"
"In post","2021","40-49","Department of Health and Social Care","North West (England)","140","130","44120","38370"
"In post","2021","40-49","Department of Health and Social Care","Scotland","5","5","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","South East (England)","140","130","48830","47090"
"In post","2021","40-49","Department of Health and Social Care","South West (England)","310","280","42950","38520"
"In post","2021","40-49","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","West Midlands (England)","125","110","45520","38070"
"In post","2021","40-49","Department of Health and Social Care","Yorkshire and The Humber","425","400","46370","48860"
"In post","2021","40-49","ESTYN","Wales","25","25","55690","74730"
"In post","2021","40-49","Food Standards Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","London","155","155","44600","40960"
"In post","2021","40-49","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","North West (England)","10","10","26750","26750"
"In post","2021","40-49","Food Standards Agency","Northern Ireland","20","20","41330","38420"
"In post","2021","40-49","Food Standards Agency","South West (England)","10","10","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Wales","30","30","37460","37910"
"In post","2021","40-49","Food Standards Agency","West Midlands (England)","30","30","37740","37630"
"In post","2021","40-49","Food Standards Agency","Yorkshire and The Humber","90","90","39700","37910"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","London","1035","990","56170","57400"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Overseas","715","715","54530","56160"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Scotland","245","235","43630","42890"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","South East (England)","240","230","39270","34240"
"In post","2021","40-49","HM Land Registry","East Midlands (England)","180","165","34580","27130"
"In post","2021","40-49","HM Land Registry","East of England","50","45","33150","27130"
"In post","2021","40-49","HM Land Registry","London","80","80","49530","42100"
"In post","2021","40-49","HM Land Registry","North East (England)","115","110","28920","27130"
"In post","2021","40-49","HM Land Registry","North West (England)","210","195","30830","27130"
"In post","2021","40-49","HM Land Registry","South West (England)","325","305","36080","33840"
"In post","2021","40-49","HM Land Registry","Wales","130","120","29630","27130"
"In post","2021","40-49","HM Land Registry","West Midlands (England)","120","110","30690","27130"
"In post","2021","40-49","HM Land Registry","Yorkshire and The Humber","50","45","29840","27130"
"In post","2021","40-49","HM Revenue and Customs","East Midlands (England)","950","885","33050","31810"
"In post","2021","40-49","HM Revenue and Customs","East of England","435","400","32990","31810"
"In post","2021","40-49","HM Revenue and Customs","London","1750","1675","45490","38370"
"In post","2021","40-49","HM Revenue and Customs","North East (England)","2735","2500","29300","25560"
"In post","2021","40-49","HM Revenue and Customs","North West (England)","3080","2885","31430","27330"
"In post","2021","40-49","HM Revenue and Customs","Northern Ireland","510","475","28750","25560"
"In post","2021","40-49","HM Revenue and Customs","Scotland","1530","1420","27840","25560"
"In post","2021","40-49","HM Revenue and Customs","South East (England)","540","495","31300","28130"
"In post","2021","40-49","HM Revenue and Customs","South West (England)","420","395","34750","31810"
"In post","2021","40-49","HM Revenue and Customs","Wales","800","750","30860","25580"
"In post","2021","40-49","HM Revenue and Customs","West Midlands (England)","890","840","34020","31810"
"In post","2021","40-49","HM Revenue and Customs","Yorkshire and The Humber","1025","945","31550","26880"
"In post","2021","40-49","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","East of England","15","10","32600","30620"
"In post","2021","40-49","HM Treasury","London","300","285","61550","63000"
"In post","2021","40-49","HM Treasury","North East (England)","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","North West (England)","20","20","44690","41710"
"In post","2021","40-49","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","South West (England)","15","15","42240","40610"
"In post","2021","40-49","HM Treasury","Wales","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","Yorkshire and The Humber","20","20","45630","42320"
"In post","2021","40-49","Home Office","East Midlands (England)","65","60","29770","27370"
"In post","2021","40-49","Home Office","East of England","500","465","26930","25310"
"In post","2021","40-49","Home Office","London","3445","3255","42210","35380"
"In post","2021","40-49","Home Office","North East (England)","345","310","26930","25050"
"In post","2021","40-49","Home Office","North West (England)","1730","1625","29000","25310"
"In post","2021","40-49","Home Office","Northern Ireland","155","145","26280","25220"
"In post","2021","40-49","Home Office","Overseas","120","115","28950","27370"
