"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Research","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Operational Research","G6/G7","G6","Heterosexual / straight","50","45","68090","68700"
"In post","2021","Operational Research","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Operational Research","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Research","G6/G7","G7","Heterosexual / straight","340","320","51850","49840"
"In post","2021","Operational Research","G6/G7","G7","LGBO","15","10","[c]","[c]"
"In post","2021","Operational Research","G6/G7","G7","Undeclared","40","35","54800","56740"
"In post","2021","Operational Research","G6/G7","G7","Unknown","55","55","53650","54650"
"In post","2021","Operational Research","SCS level","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Operational Research","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","HEO","Heterosexual / straight","195","195","32340","32000"
"In post","2021","Operational Research","SEO/HEO","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","HEO","Unknown","35","35","33930","34540"
"In post","2021","Operational Research","SEO/HEO","SEO","Heterosexual / straight","200","190","40740","38980"
"In post","2021","Operational Research","SEO/HEO","SEO","LGBO","25","25","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","SEO","Unknown","35","35","40500","40480"
"In post","2021","Operational Research","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","AA","Heterosexual / straight","1615","1535","19370","19300"
"In post","2021","Other","AA/AO","AA","LGBO","50","50","19430","18800"
"In post","2021","Other","AA/AO","AA","Undeclared","200","190","19280","18800"
"In post","2021","Other","AA/AO","AA","Unknown","280","265","19880","19560"
"In post","2021","Other","AA/AO","AO","Heterosexual / straight","4350","4140","21690","21130"
"In post","2021","Other","AA/AO","AO","LGBO","125","120","21560","21130"
"In post","2021","Other","AA/AO","AO","Undeclared","625","600","21730","21130"
"In post","2021","Other","AA/AO","AO","Unknown","590","550","24080","21670"
"In post","2021","Other","EO","EO","Heterosexual / straight","3795","3610","26220","26670"
"In post","2021","Other","EO","EO","LGBO","170","160","26070","26670"
"In post","2021","Other","EO","EO","Undeclared","530","505","26870","26670"
"In post","2021","Other","EO","EO","Unknown","655","630","27200","27580"
"In post","2021","Other","G6/G7","G6","Heterosexual / straight","455","440","73510","69030"
"In post","2021","Other","G6/G7","G6","LGBO","25","20","[c]","[c]"
"In post","2021","Other","G6/G7","G6","Undeclared","75","65","75430","70250"
"In post","2021","Other","G6/G7","G6","Unknown","130","120","68430","67370"
"In post","2021","Other","G6/G7","G7","Heterosexual / straight","830","810","55910","55000"
"In post","2021","Other","G6/G7","G7","LGBO","45","45","54360","52580"
"In post","2021","Other","G6/G7","G7","Undeclared","130","125","56940","55070"
"In post","2021","Other","G6/G7","G7","Unknown","270","260","55350","53870"
"In post","2021","Other","SCS level","SCS level","Heterosexual / straight","180","170","93080","83510"
"In post","2021","Other","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Other","SCS level","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Other","SCS level","SCS level","Unknown","65","65","97640","89490"
"In post","2021","Other","SEO/HEO","HEO","Heterosexual / straight","2510","2420","32700","33300"
"In post","2021","Other","SEO/HEO","HEO","LGBO","120","120","32240","32800"
"In post","2021","Other","SEO/HEO","HEO","Undeclared","360","340","33370","33300"
"In post","2021","Other","SEO/HEO","HEO","Unknown","525","510","37080","35560"
"In post","2021","Other","SEO/HEO","SEO","Heterosexual / straight","1360","1320","41020","40590"
"In post","2021","Other","SEO/HEO","SEO","LGBO","55","55","40300","40040"
"In post","2021","Other","SEO/HEO","SEO","Undeclared","205","200","41480","41020"
"In post","2021","Other","SEO/HEO","SEO","Unknown","260","240","41730","41330"
"In post","2021","Other","Unknown","Unknown","Heterosexual / straight","165","165","43620","40620"
"In post","2021","Other","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","Undeclared","30","30","46180","43500"
"In post","2021","Other","Unknown","Unknown","Unknown","1865","1860","37660","34460"
"In post","2021","Planning","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Planning","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Planning","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","G7","Heterosexual / straight","35","35","55030","53870"
"In post","2021","Planning","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Planning","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","HEO","Heterosexual / straight","30","30","35380","34860"
"In post","2021","Planning","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Planning","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","SEO","Heterosexual / straight","45","45","41710","40720"
"In post","2021","Planning","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Planning","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","G6","Heterosexual / straight","160","140","63980","58810"
"In post","2021","Planning Inspectors","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","G6","Undeclared","20","15","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","G6","Unknown","20","15","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","G7","Heterosexual / straight","105","95","48060","47660"
"In post","2021","Planning Inspectors","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","G7","Unknown","20","20","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA/AO","AA","Heterosexual / straight","35","35","19010","17610"
"In post","2021","Policy","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA/AO","AA","Unknown","10","10","[c]","[c]"
"In post","2021","Policy","AA/AO","AO","Heterosexual / straight","535","510","23760","23830"
"In post","2021","Policy","AA/AO","AO","LGBO","25","25","[c]","[c]"
"In post","2021","Policy","AA/AO","AO","Undeclared","50","50","24100","23830"
"In post","2021","Policy","AA/AO","AO","Unknown","135","125","23560","23240"
"In post","2021","Policy","EO","EO","Heterosexual / straight","1830","1765","28400","28670"
"In post","2021","Policy","EO","EO","LGBO","150","150","27860","27850"
"In post","2021","Policy","EO","EO","Undeclared","220","215","28580","28670"
"In post","2021","Policy","EO","EO","Unknown","490","480","27940","27690"
"In post","2021","Policy","G6/G7","G6","Heterosexual / straight","2230","2155","66870","66100"
"In post","2021","Policy","G6/G7","G6","LGBO","195","190","66020","65150"
"In post","2021","Policy","G6/G7","G6","Undeclared","290","280","67380","66740"
"In post","2021","Policy","G6/G7","G6","Unknown","555","540","66640","66230"
"In post","2021","Policy","G6/G7","G7","Heterosexual / straight","5435","5280","55220","54300"
"In post","2021","Policy","G6/G7","G7","LGBO","585","575","54810","53600"
"In post","2021","Policy","G6/G7","G7","Undeclared","750","735","55650","54540"
"In post","2021","Policy","G6/G7","G7","Unknown","1345","1310","54540","53420"
"In post","2021","Policy","SCS level","SCS level","Heterosexual / straight","1345","1300","85060","77580"
"In post","2021","Policy","SCS level","SCS level","LGBO","110","105","86090","76290"
"In post","2021","Policy","SCS level","SCS level","Undeclared","135","135","82000","77050"
"In post","2021","Policy","SCS level","SCS level","Unknown","245","235","90540","80000"
"In post","2021","Policy","SEO/HEO","HEO","Heterosexual / straight","4710","4610","34240","33860"
"In post","2021","Policy","SEO/HEO","HEO","LGBO","515","505","33630","33570"
"In post","2021","Policy","SEO/HEO","HEO","Undeclared","695","680","34450","33930"
"In post","2021","Policy","SEO/HEO","HEO","Unknown","1155","1130","33620","33210"
"In post","2021","Policy","SEO/HEO","SEO","Heterosexual / straight","3565","3460","41370","40510"
"In post","2021","Policy","SEO/HEO","SEO","LGBO","330","325","41040","40050"
"In post","2021","Policy","SEO/HEO","SEO","Undeclared","480","465","41950","41100"
"In post","2021","Policy","SEO/HEO","SEO","Unknown","915","890","40890","40510"
"In post","2021","Policy","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","AO","Heterosexual / straight","220","210","21900","21430"
"In post","2021","Project Delivery","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","AO","Undeclared","25","25","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","AO","Unknown","45","45","21810","21430"
"In post","2021","Project Delivery","EO","EO","Heterosexual / straight","1445","1385","26530","26670"
"In post","2021","Project Delivery","EO","EO","LGBO","75","75","25710","26350"
"In post","2021","Project Delivery","EO","EO","Undeclared","150","145","27080","26670"
"In post","2021","Project Delivery","EO","EO","Unknown","235","225","26530","26350"
"In post","2021","Project Delivery","G6/G7","G6","Heterosexual / straight","800","785","67000","66090"
"In post","2021","Project Delivery","G6/G7","G6","LGBO","40","40","66860","64700"
"In post","2021","Project Delivery","G6/G7","G6","Undeclared","115","115","67690","66790"
"In post","2021","Project Delivery","G6/G7","G6","Unknown","140","135","66240","64670"
"In post","2021","Project Delivery","G6/G7","G7","Heterosexual / straight","2370","2315","53550","54110"
"In post","2021","Project Delivery","G6/G7","G7","LGBO","120","120","53570","53000"
"In post","2021","Project Delivery","G6/G7","G7","Undeclared","290","280","54530","54540"
"In post","2021","Project Delivery","G6/G7","G7","Unknown","460","450","52320","52580"
"In post","2021","Project Delivery","SCS level","SCS level","Heterosexual / straight","330","320","92450","86450"
"In post","2021","Project Delivery","SCS level","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","SCS level","SCS level","Undeclared","40","40","89810","85610"
"In post","2021","Project Delivery","SCS level","SCS level","Unknown","45","45","91280","83630"
"In post","2021","Project Delivery","SEO/HEO","HEO","Heterosexual / straight","2950","2855","32840","33300"
"In post","2021","Project Delivery","SEO/HEO","HEO","LGBO","145","145","32810","33300"
"In post","2021","Project Delivery","SEO/HEO","HEO","Undeclared","365","350","33560","33300"
"In post","2021","Project Delivery","SEO/HEO","HEO","Unknown","535","520","33180","32790"
"In post","2021","Project Delivery","SEO/HEO","SEO","Heterosexual / straight","3305","3200","40400","40580"
"In post","2021","Project Delivery","SEO/HEO","SEO","LGBO","140","140","39450","39980"
"In post","2021","Project Delivery","SEO/HEO","SEO","Undeclared","445","425","41120","40580"
"In post","2021","Project Delivery","SEO/HEO","SEO","Unknown","595","575","39920","39650"
"In post","2021","Project Delivery","Unknown","Unknown","Heterosexual / straight","435","430","42780","40080"
"In post","2021","Project Delivery","Unknown","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","Undeclared","60","60","48440","47070"
"In post","2021","Project Delivery","Unknown","Unknown","Unknown","35","30","41730","40500"
"In post","2021","Property","AA/AO","AA","Heterosexual / straight","400","390","17930","17230"
"In post","2021","Property","AA/AO","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Property","AA/AO","AA","Undeclared","50","45","17900","17230"
"In post","2021","Property","AA/AO","AA","Unknown","155","145","18230","18400"
"In post","2021","Property","AA/AO","AO","Heterosexual / straight","270","250","22080","21130"
"In post","2021","Property","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Property","AA/AO","AO","Undeclared","55","50","22200","21580"
"In post","2021","Property","AA/AO","AO","Unknown","70","60","22390","21140"
"In post","2021","Property","EO","EO","Heterosexual / straight","990","930","27050","26670"
"In post","2021","Property","EO","EO","LGBO","50","45","26520","26350"
"In post","2021","Property","EO","EO","Undeclared","150","140","27370","26670"
"In post","2021","Property","EO","EO","Unknown","320","295","26870","26000"
"In post","2021","Property","G6/G7","G6","Heterosexual / straight","250","250","66250","65180"
"In post","2021","Property","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Property","G6/G7","G6","Undeclared","35","35","68350","66650"
"In post","2021","Property","G6/G7","G6","Unknown","45","45","65750","65370"
"In post","2021","Property","G6/G7","G7","Heterosexual / straight","600","585","54600","54540"
"In post","2021","Property","G6/G7","G7","LGBO","20","20","[c]","[c]"
"In post","2021","Property","G6/G7","G7","Undeclared","90","85","55430","54650"
"In post","2021","Property","G6/G7","G7","Unknown","105","105","54330","53500"
"In post","2021","Property","SCS level","SCS level","Heterosexual / straight","55","55","87320","80000"
"In post","2021","Property","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Property","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Property","SEO/HEO","HEO","Heterosexual / straight","1250","1205","33140","33300"
"In post","2021","Property","SEO/HEO","HEO","LGBO","45","40","33100","33000"
"In post","2021","Property","SEO/HEO","HEO","Undeclared","210","200","33790","33300"
"In post","2021","Property","SEO/HEO","HEO","Unknown","250","240","33390","32990"
"In post","2021","Property","SEO/HEO","SEO","Heterosexual / straight","1015","975","41880","41160"
"In post","2021","Property","SEO/HEO","SEO","LGBO","30","30","41520","40580"
"In post","2021","Property","SEO/HEO","SEO","Undeclared","165","150","42800","42900"
"In post","2021","Property","SEO/HEO","SEO","Unknown","210","200","42340","42140"
"In post","2021","Property","Unknown","Unknown","Heterosexual / straight","35","35","26780","21600"
"In post","2021","Property","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","AO","Heterosexual / straight","45","40","21320","21710"
"In post","2021","Psychology","AA/AO","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Psychology","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","AO","Unknown","15","15","[c]","[c]"
"In post","2021","Psychology","EO","EO","Heterosexual / straight","310","300","26590","26330"
"In post","2021","Psychology","EO","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Psychology","EO","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Psychology","EO","EO","Unknown","70","65","28410","27380"
"In post","2021","Psychology","G6/G7","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Psychology","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","G6/G7","G7","Heterosexual / straight","75","70","62050","62320"
"In post","2021","Psychology","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","G6/G7","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Psychology","G6/G7","G7","Unknown","20","15","[c]","[c]"
"In post","2021","Psychology","SEO/HEO","HEO","Heterosexual / straight","335","325","30690","30450"
"In post","2021","Psychology","SEO/HEO","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Psychology","SEO/HEO","HEO","Undeclared","35","35","31100","31180"
"In post","2021","Psychology","SEO/HEO","HEO","Unknown","40","40","30300","29750"
"In post","2021","Psychology","SEO/HEO","SEO","Heterosexual / straight","270","250","45300","44880"
"In post","2021","Psychology","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Psychology","SEO/HEO","SEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Psychology","SEO/HEO","SEO","Unknown","65","55","45420","45110"
"In post","2021","Psychology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","AA/AO","AA","Heterosexual / straight","130","125","18420","18780"
"In post","2021","Science and Engineering","AA/AO","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Science and Engineering","AA/AO","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","Science and Engineering","AA/AO","AA","Unknown","50","45","19090","18830"
"In post","2021","Science and Engineering","AA/AO","AO","Heterosexual / straight","810","775","22090","22160"
"In post","2021","Science and Engineering","AA/AO","AO","LGBO","45","45","22310","22500"
"In post","2021","Science and Engineering","AA/AO","AO","Undeclared","110","105","22010","22150"
"In post","2021","Science and Engineering","AA/AO","AO","Unknown","240","230","22840","22150"
"In post","2021","Science and Engineering","EO","EO","Heterosexual / straight","1280","1250","25750","26370"
"In post","2021","Science and Engineering","EO","EO","LGBO","85","85","26060","26370"
"In post","2021","Science and Engineering","EO","EO","Undeclared","275","260","27340","27490"
"In post","2021","Science and Engineering","EO","EO","Unknown","360","345","25150","25720"
"In post","2021","Science and Engineering","G6/G7","G6","Heterosexual / straight","325","305","70300","67520"
"In post","2021","Science and Engineering","G6/G7","G6","LGBO","20","20","[c]","[c]"
"In post","2021","Science and Engineering","G6/G7","G6","Undeclared","75","70","70600","68700"
"In post","2021","Science and Engineering","G6/G7","G6","Unknown","175","160","67010","65450"
"In post","2021","Science and Engineering","G6/G7","G7","Heterosexual / straight","1495","1435","52580","52830"
"In post","2021","Science and Engineering","G6/G7","G7","LGBO","55","55","52880","53200"
"In post","2021","Science and Engineering","G6/G7","G7","Undeclared","270","255","52540","52980"
"In post","2021","Science and Engineering","G6/G7","G7","Unknown","715","680","51970","50560"
"In post","2021","Science and Engineering","SCS level","SCS level","Heterosexual / straight","95","80","95570","93820"
"In post","2021","Science and Engineering","SCS level","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Science and Engineering","SCS level","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Science and Engineering","SEO/HEO","HEO","Heterosexual / straight","2010","1940","32380","32330"
"In post","2021","Science and Engineering","SEO/HEO","HEO","LGBO","105","100","30710","29000"
"In post","2021","Science and Engineering","SEO/HEO","HEO","Undeclared","330","315","33440","33170"
"In post","2021","Science and Engineering","SEO/HEO","HEO","Unknown","650","625","32700","32730"
"In post","2021","Science and Engineering","SEO/HEO","SEO","Heterosexual / straight","2140","2040","41240","40650"
"In post","2021","Science and Engineering","SEO/HEO","SEO","LGBO","85","80","39290","39310"
"In post","2021","Science and Engineering","SEO/HEO","SEO","Undeclared","390","370","41470","40960"
"In post","2021","Science and Engineering","SEO/HEO","SEO","Unknown","910","860","40540","40040"
"In post","2021","Science and Engineering","Unknown","Unknown","Heterosexual / straight","605","595","39720","37730"
"In post","2021","Science and Engineering","Unknown","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","Undeclared","105","100","43350","42560"
"In post","2021","Science and Engineering","Unknown","Unknown","Unknown","85","85","33770","31600"
"In post","2021","Security","AA/AO","AA","Heterosexual / straight","1910","1865","20060","19560"
"In post","2021","Security","AA/AO","AA","LGBO","60","60","19850","19560"
"In post","2021","Security","AA/AO","AA","Undeclared","210","205","20300","19560"
"In post","2021","Security","AA/AO","AA","Unknown","260","260","20110","19560"
"In post","2021","Security","AA/AO","AO","Heterosexual / straight","1930","1890","31990","31750"
"In post","2021","Security","AA/AO","AO","LGBO","85","85","32150","30890"
"In post","2021","Security","AA/AO","AO","Undeclared","375","365","34830","39070"
"In post","2021","Security","AA/AO","AO","Unknown","585","580","32210","30890"
"In post","2021","Security","EO","EO","Heterosexual / straight","815","795","32550","28720"
"In post","2021","Security","EO","EO","LGBO","40","40","33470","32090"
"In post","2021","Security","EO","EO","Undeclared","115","115","37310","42660"
"In post","2021","Security","EO","EO","Unknown","120","120","30170","26760"
"In post","2021","Security","G6/G7","G6","Heterosexual / straight","55","50","71550","68960"
"In post","2021","Security","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Security","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","G6/G7","G6","Unknown","15","15","[c]","[c]"
"In post","2021","Security","G6/G7","G7","Heterosexual / straight","175","175","56390","54760"
"In post","2021","Security","G6/G7","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Security","G6/G7","G7","Undeclared","30","30","56490","55100"
"In post","2021","Security","G6/G7","G7","Unknown","45","45","54690","52580"
"In post","2021","Security","SCS level","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Security","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Security","SEO/HEO","HEO","Heterosexual / straight","550","540","36970","34710"
"In post","2021","Security","SEO/HEO","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Security","SEO/HEO","HEO","Undeclared","110","105","38640","35330"
"In post","2021","Security","SEO/HEO","HEO","Unknown","110","105","35040","34710"
"In post","2021","Security","SEO/HEO","SEO","Heterosexual / straight","370","365","45720","43060"
"In post","2021","Security","SEO/HEO","SEO","LGBO","20","20","[c]","[c]"
"In post","2021","Security","SEO/HEO","SEO","Undeclared","75","75","46120","44360"
"In post","2021","Security","SEO/HEO","SEO","Unknown","85","85","45150","42890"
"In post","2021","Security","Unknown","Unknown","Heterosexual / straight","60","60","36790","36330"
"In post","2021","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Social Research","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","AA/AO","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Social Research","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","EO","EO","Heterosexual / straight","30","30","30590","28930"
"In post","2021","Social Research","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","EO","EO","Unknown","10","5","[c]","[c]"
"In post","2021","Social Research","G6/G7","G6","Heterosexual / straight","35","35","66590","66970"
"In post","2021","Social Research","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","G6/G7","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Social Research","G6/G7","G7","Heterosexual / straight","215","200","54380","54110"
"In post","2021","Social Research","G6/G7","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Social Research","G6/G7","G7","Undeclared","15","10","[c]","[c]"
"In post","2021","Social Research","G6/G7","G7","Unknown","25","25","[c]","[c]"
"In post","2021","Social Research","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Social Research","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","SEO/HEO","HEO","Heterosexual / straight","215","210","32260","31810"
"In post","2021","Social Research","SEO/HEO","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Social Research","SEO/HEO","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Social Research","SEO/HEO","HEO","Unknown","65","60","30860","29540"
"In post","2021","Social Research","SEO/HEO","SEO","Heterosexual / straight","335","320","41580","40780"
"In post","2021","Social Research","SEO/HEO","SEO","LGBO","25","25","[c]","[c]"
"In post","2021","Social Research","SEO/HEO","SEO","Undeclared","30","25","[c]","[c]"
"In post","2021","Social Research","SEO/HEO","SEO","Unknown","65","60","39100","37950"
"In post","2021","Statistics","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","AA/AO","AA","Unknown","5","5","[c]","[c]"
"In post","2021","Statistics","AA/AO","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Statistics","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","AA/AO","AO","Unknown","15","10","[c]","[c]"
"In post","2021","Statistics","EO","EO","Heterosexual / straight","160","150","28090","28410"
"In post","2021","Statistics","EO","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Statistics","EO","EO","Undeclared","25","20","[c]","[c]"
"In post","2021","Statistics","EO","EO","Unknown","45","45","27320","27850"
"In post","2021","Statistics","G6/G7","G6","Heterosexual / straight","105","100","65830","66090"
"In post","2021","Statistics","G6/G7","G6","LGBO","10","10","[c]","[c]"
