"Status","Year","Age","Disability","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared non-disabled","Commercial","London","65","65","35060","33610"
"In post","2021","20-29","Declared non-disabled","Commercial","North East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","North West (England)","35","35","33500","33400"
"In post","2021","20-29","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","Scotland","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","South East (England)","55","55","29630","28170"
"In post","2021","20-29","Declared non-disabled","Commercial","South West (England)","280","280","29020","28400"
"In post","2021","20-29","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","Wales","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","East of England","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","London","310","310","37370","36770"
"In post","2021","20-29","Declared non-disabled","Communications","North East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","North West (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","Scotland","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","South East (England)","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","South West (England)","30","30","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","Wales","40","40","27640","27860"
"In post","2021","20-29","Declared non-disabled","Communications","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","London","30","30","32120","33100"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","East of England","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","London","305","305","39610","38070"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","North East (England)","40","40","33670","31810"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","North West (England)","80","80","34090","31810"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Scotland","45","45","31990","31810"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","South East (England)","50","50","30130","29180"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","South West (England)","165","165","30720","29760"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Wales","145","145","29710","26470"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","75","75","33010","31810"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","65","65","33650","31810"
"In post","2021","20-29","Declared non-disabled","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","London","645","640","38750","34710"
"In post","2021","20-29","Declared non-disabled","Economics","North West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","Scotland","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","South East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","South West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","Wales","30","30","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","East of England","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","London","240","240","40580","37290"
"In post","2021","20-29","Declared non-disabled","Finance","North East (England)","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","North West (England)","40","40","32530","29730"
"In post","2021","20-29","Declared non-disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","Scotland","35","35","24790","24130"
"In post","2021","20-29","Declared non-disabled","Finance","South East (England)","65","65","30420","28670"
"In post","2021","20-29","Declared non-disabled","Finance","South West (England)","185","185","27750","26350"
"In post","2021","20-29","Declared non-disabled","Finance","Wales","45","45","27850","26240"
"In post","2021","20-29","Declared non-disabled","Finance","West Midlands (England)","50","50","30300","29550"
"In post","2021","20-29","Declared non-disabled","Finance","Yorkshire and The Humber","35","35","32160","29160"
"In post","2021","20-29","Declared non-disabled","Human Resources","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","East of England","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","London","285","280","36820","33000"
"In post","2021","20-29","Declared non-disabled","Human Resources","North East (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","North West (England)","90","90","26250","25560"
"In post","2021","20-29","Declared non-disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","Scotland","40","40","25870","24310"
"In post","2021","20-29","Declared non-disabled","Human Resources","South East (England)","30","30","28910","26630"
"In post","2021","20-29","Declared non-disabled","Human Resources","South West (England)","75","70","25660","21050"
"In post","2021","20-29","Declared non-disabled","Human Resources","Wales","80","80","26920","24570"
"In post","2021","20-29","Declared non-disabled","Human Resources","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","East of England","50","50","28980","26670"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","London","180","180","35270","35410"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","North West (England)","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","Scotland","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","South East (England)","30","30","26560","25830"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","South West (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","London","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","Scotland","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","London","155","155","38670","37910"
"In post","2021","20-29","Declared non-disabled","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","North West (England)","10","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","South East (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","East of England","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","London","65","65","31670","30780"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","North West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","South East (England)","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","South West (England)","55","55","27910","27650"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","Wales","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","East of England","30","30","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","London","335","335","38610","36160"
"In post","2021","20-29","Declared non-disabled","Legal","North East (England)","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","North West (England)","60","60","30430","25560"
"In post","2021","20-29","Declared non-disabled","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","Scotland","85","85","36120","37940"
"In post","2021","20-29","Declared non-disabled","Legal","South East (England)","35","35","28700","25560"
"In post","2021","20-29","Declared non-disabled","Legal","South West (England)","35","35","29070","25560"
"In post","2021","20-29","Declared non-disabled","Legal","Wales","40","35","33640","27920"
"In post","2021","20-29","Declared non-disabled","Legal","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","Yorkshire and The Humber","45","45","30900","25560"
"In post","2021","20-29","Declared non-disabled","Medicine","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","East of England","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","South East (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","South West (England)","20","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","Wales","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","East Midlands (England)","1025","1010","24270","24000"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","East of England","1060","1035","25780","25030"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","London","2490","2455","30520","28810"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","North East (England)","925","890","23990","22920"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","North West (England)","2515","2440","24060","23970"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Northern Ireland","105","100","22980","21430"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Scotland","865","840","23570","22220"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","South East (England)","1755","1730","26550","25850"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","South West (England)","1095","1070","24860","23970"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Wales","1475","1430","23410","21590"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","West Midlands (England)","1440","1410","23890","22920"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Yorkshire and The Humber","1740","1710","24470","24620"
"In post","2021","20-29","Declared non-disabled","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","London","95","95","37420","36160"
"In post","2021","20-29","Declared non-disabled","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","North West (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","South East (England)","80","80","31010","28650"
"In post","2021","20-29","Declared non-disabled","Operational Research","South West (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other","East Midlands (England)","30","30","21670","20920"
"In post","2021","20-29","Declared non-disabled","Other","East of England","55","50","22510","20920"
"In post","2021","20-29","Declared non-disabled","Other","London","560","555","33660","30720"
"In post","2021","20-29","Declared non-disabled","Other","North East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other","North West (England)","55","55","26510","24890"
"In post","2021","20-29","Declared non-disabled","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other","Scotland","115","115","25240","23450"
"In post","2021","20-29","Declared non-disabled","Other","South East (England)","120","120","23540","20920"
"In post","2021","20-29","Declared non-disabled","Other","South West (England)","405","395","23950","20920"
"In post","2021","20-29","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other","Wales","50","50","28060","23830"
"In post","2021","20-29","Declared non-disabled","Other","West Midlands (England)","55","55","22600","20920"
"In post","2021","20-29","Declared non-disabled","Other","Yorkshire and The Humber","40","40","23940","20920"
"In post","2021","20-29","Declared non-disabled","Planning","London","20","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Policy","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Policy","East of England","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Policy","London","3750","3740","40050","36800"
"In post","2021","20-29","Declared non-disabled","Policy","North East (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Policy","North West (England)","95","95","34810","31810"
"In post","2021","20-29","Declared non-disabled","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Policy","Overseas","125","125","35890","33860"
"In post","2021","20-29","Declared non-disabled","Policy","Scotland","45","45","29160","29180"
"In post","2021","20-29","Declared non-disabled","Policy","South East (England)","35","35","30720","31040"
"In post","2021","20-29","Declared non-disabled","Policy","South West (England)","95","95","33440","30040"
"In post","2021","20-29","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Policy","Wales","130","130","28640","28850"
"In post","2021","20-29","Declared non-disabled","Policy","West Midlands (England)","50","50","28630","29730"
"In post","2021","20-29","Declared non-disabled","Policy","Yorkshire and The Humber","130","130","33720","30190"
"In post","2021","20-29","Declared non-disabled","Project Delivery","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Project Delivery","East of England","40","40","32140","30750"
"In post","2021","20-29","Declared non-disabled","Project Delivery","London","395","395","38400","35070"
"In post","2021","20-29","Declared non-disabled","Project Delivery","North East (England)","45","40","30970","31810"
"In post","2021","20-29","Declared non-disabled","Project Delivery","North West (England)","90","90","31160","31810"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Scotland","40","40","33030","31810"
"In post","2021","20-29","Declared non-disabled","Project Delivery","South East (England)","105","105","32720","33300"
"In post","2021","20-29","Declared non-disabled","Project Delivery","South West (England)","590","585","29410","29000"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Wales","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Project Delivery","West Midlands (England)","45","45","30990","30870"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Yorkshire and The Humber","40","40","30920","29710"
"In post","2021","20-29","Declared non-disabled","Property","East Midlands (England)","30","30","23890","24500"
"In post","2021","20-29","Declared non-disabled","Property","East of England","30","30","26990","25500"
"In post","2021","20-29","Declared non-disabled","Property","London","60","60","32960","30260"
"In post","2021","20-29","Declared non-disabled","Property","North East (England)","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Property","North West (England)","30","30","28200","26000"
"In post","2021","20-29","Declared non-disabled","Property","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Property","Scotland","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Property","South East (England)","70","70","27540","26650"
"In post","2021","20-29","Declared non-disabled","Property","South West (England)","45","45","29070","27150"
"In post","2021","20-29","Declared non-disabled","Property","Wales","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Property","West Midlands (England)","30","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Property","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Psychology","East Midlands (England)","35","35","27480","26760"
"In post","2021","20-29","Declared non-disabled","Psychology","East of England","40","40","28010","27380"
"In post","2021","20-29","Declared non-disabled","Psychology","London","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Psychology","North East (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Psychology","North West (England)","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Psychology","South East (England)","45","45","28720","27700"
"In post","2021","20-29","Declared non-disabled","Psychology","South West (England)","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Psychology","Wales","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Psychology","West Midlands (England)","35","35","26920","26330"
"In post","2021","20-29","Declared non-disabled","Psychology","Yorkshire and The Humber","35","35","26430","26080"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","East Midlands (England)","45","45","29400","28590"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","East of England","75","75","26380","24960"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","London","210","205","33800","32560"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","North West (England)","85","85","25980","26370"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","Overseas","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","Scotland","40","40","31370","31250"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","South East (England)","275","270","29540","28650"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","South West (England)","1085","1085","28270","28030"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","Wales","60","60","32510","29950"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","West Midlands (England)","40","40","23410","22930"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","Yorkshire and The Humber","45","45","28560","26370"
"In post","2021","20-29","Declared non-disabled","Security","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","East of England","40","40","24600","24610"
"In post","2021","20-29","Declared non-disabled","Security","London","110","110","34020","31520"
"In post","2021","20-29","Declared non-disabled","Security","North East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","North West (England)","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","Northern Ireland","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","Scotland","130","130","24540","24070"
"In post","2021","20-29","Declared non-disabled","Security","South East (England)","150","150","26880","26610"
"In post","2021","20-29","Declared non-disabled","Security","South West (England)","70","70","23290","20920"
"In post","2021","20-29","Declared non-disabled","Security","Wales","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","Yorkshire and The Humber","40","40","27190","25680"
"In post","2021","20-29","Declared non-disabled","Social Research","London","135","135","39000","35530"
"In post","2021","20-29","Declared non-disabled","Social Research","North West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Social Research","South East (England)","30","30","34640","36030"
"In post","2021","20-29","Declared non-disabled","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Social Research","Wales","40","40","34970","30790"
"In post","2021","20-29","Declared non-disabled","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Social Research","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Statistics","London","205","205","38210","36160"
"In post","2021","20-29","Declared non-disabled","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Statistics","North West (England)","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Statistics","South East (England)","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Statistics","South West (England)","40","40","32430","32010"
"In post","2021","20-29","Declared non-disabled","Statistics","Wales","65","60","33100","30130"
"In post","2021","20-29","Declared non-disabled","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Statistics","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Tax","East Midlands (England)","105","105","31610","25560"
"In post","2021","20-29","Declared non-disabled","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Tax","London","175","175","41370","36160"
"In post","2021","20-29","Declared non-disabled","Tax","North East (England)","260","255","25840","25560"
