"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Scottish Prison Service","SEO/HEO","SEO","85","75","46030","45930"
"In post","2021","White","Scottish Public Pensions Agency","AA/AO","AO","100","90","24040","24110"
"In post","2021","White","Scottish Public Pensions Agency","EO","EO","60","55","28210","29190"
"In post","2021","White","Scottish Public Pensions Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Public Pensions Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","White","Scottish Public Pensions Agency","SEO/HEO","HEO","35","35","33200","34650"
"In post","2021","White","Scottish Public Pensions Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","White","Serious Fraud Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Serious Fraud Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","White","Serious Fraud Office","EO","EO","30","30","27800","26990"
"In post","2021","White","Serious Fraud Office","G6/G7","G6","40","40","70570","69620"
"In post","2021","White","Serious Fraud Office","G6/G7","G7","60","60","57090","57440"
"In post","2021","White","Serious Fraud Office","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","White","Serious Fraud Office","SEO/HEO","HEO","55","55","33680","33100"
"In post","2021","White","Serious Fraud Office","SEO/HEO","SEO","65","65","40930","40330"
"In post","2021","White","Serious Fraud Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","White","Social Security Scotland","AA/AO","AA","240","230","20750","20060"
"In post","2021","White","Social Security Scotland","AA/AO","AO","45","45","23730","23340"
"In post","2021","White","Social Security Scotland","EO","EO","220","215","26840","26160"
"In post","2021","White","Social Security Scotland","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","White","Social Security Scotland","G6/G7","G7","75","75","55870","56120"
"In post","2021","White","Social Security Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Social Security Scotland","SEO/HEO","HEO","145","140","32090","32140"
"In post","2021","White","Social Security Scotland","SEO/HEO","SEO","115","115","41320","39660"
"In post","2021","White","Standards and Testing Agency","EO","EO","5","5","[c]","[c]"
"In post","2021","White","Standards and Testing Agency","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","White","Standards and Testing Agency","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","White","Standards and Testing Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Standards and Testing Agency","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","White","Standards and Testing Agency","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","White","Student Awards Agency for Scotland","AA/AO","AA","25","25","[c]","[c]"
"In post","2021","White","Student Awards Agency for Scotland","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","White","Student Awards Agency for Scotland","EO","EO","30","30","[c]","[c]"
"In post","2021","White","Student Awards Agency for Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","White","Student Awards Agency for Scotland","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","White","Student Awards Agency for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Student Awards Agency for Scotland","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","White","Student Awards Agency for Scotland","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","White","Submarine Delivery Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","White","Submarine Delivery Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","White","Submarine Delivery Agency","Unknown","Unknown","1470","1435","41750","39860"
"In post","2021","White","Teaching Regulation Agency","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","White","Teaching Regulation Agency","EO","EO","10","10","[c]","[c]"
"In post","2021","White","Teaching Regulation Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","White","Teaching Regulation Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","White","Teaching Regulation Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Teaching Regulation Agency","SEO/HEO","HEO","15","10","[c]","[c]"
"In post","2021","White","Teaching Regulation Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","White","The National Archives","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","White","The National Archives","AA/AO","AO","35","30","21470","20790"
"In post","2021","White","The National Archives","EO","EO","50","45","25370","24790"
"In post","2021","White","The National Archives","G6/G7","G6","20","20","[c]","[c]"
"In post","2021","White","The National Archives","G6/G7","G7","40","40","49820","49190"
"In post","2021","White","The National Archives","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","White","The National Archives","SEO/HEO","HEO","90","85","31000","30270"
"In post","2021","White","The National Archives","SEO/HEO","SEO","95","90","40490","38250"
"In post","2021","White","Transport Scotland","AA/AO","AA","20","20","[c]","[c]"
"In post","2021","White","Transport Scotland","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","White","Transport Scotland","EO","EO","35","30","28140","28170"
"In post","2021","White","Transport Scotland","G6/G7","G6","45","45","72170","73940"
"In post","2021","White","Transport Scotland","G6/G7","G7","70","70","58320","61010"
"In post","2021","White","Transport Scotland","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","White","Transport Scotland","SEO/HEO","HEO","75","70","33310","33620"
"In post","2021","White","Transport Scotland","SEO/HEO","SEO","105","105","44530","46600"
"In post","2021","White","UK Export Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Export Finance","EO","EO","20","15","[c]","[c]"
"In post","2021","White","UK Export Finance","G6/G7","G6","35","35","76780","76790"
"In post","2021","White","UK Export Finance","G6/G7","G7","55","55","63300","60510"
"In post","2021","White","UK Export Finance","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","White","UK Export Finance","SEO/HEO","HEO","40","40","35070","33350"
"In post","2021","White","UK Export Finance","SEO/HEO","SEO","90","90","46680","46550"
"In post","2021","White","UK Hydrographic Office","AA/AO","AO","55","55","20360","20170"
"In post","2021","White","UK Hydrographic Office","EO","EO","155","145","27520","26740"
"In post","2021","White","UK Hydrographic Office","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","G6/G7","G7","35","35","54410","53720"
"In post","2021","White","UK Hydrographic Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","SEO/HEO","HEO","205","195","33550","33290"
"In post","2021","White","UK Hydrographic Office","SEO/HEO","SEO","115","110","42910","42510"
"In post","2021","White","UK Intellectual Property Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","AA/AO","AO","115","105","20880","21140"
"In post","2021","White","UK Intellectual Property Office","EO","EO","265","245","25960","26860"
"In post","2021","White","UK Intellectual Property Office","G6/G7","G6","40","40","66470","65680"
"In post","2021","White","UK Intellectual Property Office","G6/G7","G7","210","195","58830","59040"
"In post","2021","White","UK Intellectual Property Office","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","SEO/HEO","HEO","115","105","32260","30630"
"In post","2021","White","UK Intellectual Property Office","SEO/HEO","SEO","210","205","41650","40720"
"In post","2021","White","UK Space Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Space Agency","EO","EO","10","10","[c]","[c]"
"In post","2021","White","UK Space Agency","G6/G7","G6","20","20","[c]","[c]"
"In post","2021","White","UK Space Agency","G6/G7","G7","35","35","52220","53380"
"In post","2021","White","UK Space Agency","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","White","UK Space Agency","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2021","White","UK Space Agency","SEO/HEO","SEO","45","45","40320","40050"
"In post","2021","White","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","EO","EO","15","15","[c]","[c]"
"In post","2021","White","UK Supreme Court","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","White","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Supreme Court","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","White","United Kingdom Statistics Authority","AA/AO","AA","235","135","19350","18320"
"In post","2021","White","United Kingdom Statistics Authority","AA/AO","AO","750","545","19510","19520"
"In post","2021","White","United Kingdom Statistics Authority","EO","EO","570","530","24000","23050"
"In post","2021","White","United Kingdom Statistics Authority","G6/G7","G6","155","145","60800","58880"
"In post","2021","White","United Kingdom Statistics Authority","G6/G7","G7","590","570","50800","49120"
"In post","2021","White","United Kingdom Statistics Authority","SCS level","SCS level","75","70","82680","75260"
"In post","2021","White","United Kingdom Statistics Authority","SEO/HEO","HEO","895","855","30490","29540"
"In post","2021","White","United Kingdom Statistics Authority","SEO/HEO","SEO","805","770","37130","36860"
"In post","2021","White","Valuation Office Agency","AA/AO","AA","85","75","19890","19850"
"In post","2021","White","Valuation Office Agency","AA/AO","AO","350","320","21450","21100"
"In post","2021","White","Valuation Office Agency","EO","EO","515","470","26630","26000"
"In post","2021","White","Valuation Office Agency","G6/G7","G6","50","50","69200","68610"
"In post","2021","White","Valuation Office Agency","G6/G7","G7","235","225","56370","54990"
"In post","2021","White","Valuation Office Agency","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","White","Valuation Office Agency","SEO/HEO","HEO","420","395","32770","32110"
"In post","2021","White","Valuation Office Agency","SEO/HEO","SEO","455","425","43240","42660"
"In post","2021","White","Vehicle Certification Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Vehicle Certification Agency","AA/AO","AO","40","40","21640","21590"
"In post","2021","White","Vehicle Certification Agency","EO","EO","35","35","26910","27250"
"In post","2021","White","Vehicle Certification Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","White","Vehicle Certification Agency","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","White","Vehicle Certification Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Vehicle Certification Agency","SEO/HEO","HEO","50","50","37690","37300"
"In post","2021","White","Vehicle Certification Agency","SEO/HEO","SEO","30","25","[c]","[c]"
"In post","2021","White","Veterinary Medicines Directorate","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","White","Veterinary Medicines Directorate","EO","EO","20","20","[c]","[c]"
"In post","2021","White","Veterinary Medicines Directorate","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","White","Veterinary Medicines Directorate","G6/G7","G7","40","40","55690","54010"
"In post","2021","White","Veterinary Medicines Directorate","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Veterinary Medicines Directorate","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","White","Veterinary Medicines Directorate","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","White","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","White","Wales Office","EO","EO","5","5","[c]","[c]"
"In post","2021","White","Wales Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","White","Wales Office","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","White","Wales Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","White","Wales Office","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","White","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","White","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","White","Water Services Regulation Authority","EO","EO","15","15","[c]","[c]"
"In post","2021","White","Water Services Regulation Authority","G6/G7","G6","25","20","[c]","[c]"
"In post","2021","White","Water Services Regulation Authority","G6/G7","G7","30","25","[c]","[c]"
"In post","2021","White","Water Services Regulation Authority","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","White","Water Services Regulation Authority","SEO/HEO","HEO","55","55","42870","43240"
"In post","2021","White","Water Services Regulation Authority","SEO/HEO","SEO","30","30","[c]","[c]"
"In post","2021","White","Welsh Government (excl. agencies)","AA/AO","AO","855","785","23440","23830"
"In post","2021","White","Welsh Government (excl. agencies)","EO","EO","910","850","28740","28850"
"In post","2021","White","Welsh Government (excl. agencies)","G6/G7","G6","170","165","73190","74730"
"In post","2021","White","Welsh Government (excl. agencies)","G6/G7","G7","770","740","59040","60830"
"In post","2021","White","Welsh Government (excl. agencies)","SCS level","SCS level","160","155","89610","81760"
"In post","2021","White","Welsh Government (excl. agencies)","SEO/HEO","HEO","1345","1270","36720","37410"
"In post","2021","White","Welsh Government (excl. agencies)","SEO/HEO","SEO","1000","950","46320","47000"
"In post","2021","White","Welsh Revenue Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","White","Welsh Revenue Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","White","Welsh Revenue Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","White","Welsh Revenue Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","White","Welsh Revenue Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Welsh Revenue Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","White","Welsh Revenue Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","White","Wilton Park","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Wilton Park","AA/AO","AO","20","15","[c]","[c]"
"In post","2021","White","Wilton Park","EO","EO","25","20","[c]","[c]"
"In post","2021","White","Wilton Park","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","White","Wilton Park","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","White","Wilton Park","SEO/HEO","HEO","15","10","[c]","[c]"
"In post","2021","White","Wilton Park","SEO/HEO","SEO","5","5","[c]","[c]"
"Leaver CS","2021","Asian","Accountant in Bankruptcy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Accountant in Bankruptcy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Accountant in Bankruptcy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Accountant in Bankruptcy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Advisory, Conciliation and Arbitration Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Advisory, Conciliation and Arbitration Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Animal and Plant Health Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Animal and Plant Health Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Animal and Plant Health Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Animal and Plant Health Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Animal and Plant Health Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Animal and Plant Health Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Animal and Plant Health Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Attorney General's Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Attorney General's Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Attorney General's Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cabinet Office (excl. agencies)","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cabinet Office (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cabinet Office (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cabinet Office (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cabinet Office (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cabinet Office (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cabinet Office (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Criminal Injuries Compensation Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Criminal Injuries Compensation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Criminal Injuries Compensation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Criminal Injuries Compensation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Criminal Injuries Compensation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt Management Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt Management Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt Management Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt Management Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Electronics and Components Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Electronics and Components Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Electronics and Components Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
