"Status","Year","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Communications","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Heterosexual / straight","50","[c]","44160","38730"
"Leaver Dept.","2021","Digital, Data & Technology","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Heterosexual / straight","80","[c]","43870","39470"
"Leaver Dept.","2021","Digital, Data & Technology","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Unknown","40","[c]","49460","49920"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Heterosexual / straight","65","[c]","46940","48350"
"Leaver Dept.","2021","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Heterosexual / straight","60","[c]","45400","41140"
"Leaver Dept.","2021","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Heterosexual / straight","220","[c]","37980","32360"
"Leaver Dept.","2021","Human Resources","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Unknown","55","[c]","44000","40050"
"Leaver Dept.","2021","Human Resources","Male","Heterosexual / straight","100","[c]","37870","33910"
"Leaver Dept.","2021","Human Resources","Male","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Heterosexual / straight","90","[c]","40310","32540"
"Leaver Dept.","2021","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Heterosexual / straight","45","[c]","41030","33230"
"Leaver Dept.","2021","Legal","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","Heterosexual / straight","1225","[c]","37540","32560"
"Leaver Dept.","2021","No function","Female","LGBO","115","[c]","36800","33210"
"Leaver Dept.","2021","No function","Female","Undeclared","140","[c]","38520","32470"
"Leaver Dept.","2021","No function","Female","Unknown","765","[c]","36660","32000"
"Leaver Dept.","2021","No function","Male","Heterosexual / straight","880","[c]","39690","33640"
"Leaver Dept.","2021","No function","Male","LGBO","125","[c]","38930","32560"
"Leaver Dept.","2021","No function","Male","Undeclared","110","[c]","40480","35590"
"Leaver Dept.","2021","No function","Male","Unknown","660","[c]","37210","32320"
"Leaver Dept.","2021","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Heterosexual / straight","175","[c]","40770","33730"
"Leaver Dept.","2021","Project Delivery","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Unknown","50","[c]","45090","38600"
"Leaver Dept.","2021","Project Delivery","Male","Heterosexual / straight","185","[c]","40820","36730"
"Leaver Dept.","2021","Project Delivery","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Unknown","50","[c]","41090","37570"
"Leaver Dept.","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Heterosexual / straight","35","[c]","37580","33300"
"Leaver Dept.","2021","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Heterosexual / straight","35","[c]","40260","33100"
"Leaver Dept.","2021","Property","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Heterosexual / straight","1350","[c]","34580","29860"
"Leaver Dept.","2021","Unknown","Female","LGBO","80","[c]","33110","29290"
"Leaver Dept.","2021","Unknown","Female","Undeclared","125","[c]","36750","31060"
"Leaver Dept.","2021","Unknown","Female","Unknown","1430","[c]","32400","28420"
"Leaver Dept.","2021","Unknown","Male","Heterosexual / straight","925","[c]","34740","29900"
"Leaver Dept.","2021","Unknown","Male","LGBO","105","[c]","34990","29160"
"Leaver Dept.","2021","Unknown","Male","Undeclared","115","[c]","35810","30890"
"Leaver Dept.","2021","Unknown","Male","Unknown","1225","[c]","35350","32050"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Heterosexual / straight","355","[c]","33910","32430"
"New entrant CS","2021","Analysis","Female","LGBO","50","[c]","31500","31030"
"New entrant CS","2021","Analysis","Female","Undeclared","35","[c]","32710","32540"
"New entrant CS","2021","Analysis","Female","Unknown","140","[c]","35050","31870"
"New entrant CS","2021","Analysis","Male","Heterosexual / straight","330","[c]","33880","32540"
"New entrant CS","2021","Analysis","Male","LGBO","40","[c]","33280","32540"
"New entrant CS","2021","Analysis","Male","Undeclared","35","[c]","36730","33120"
"New entrant CS","2021","Analysis","Male","Unknown","200","[c]","34960","31810"
"New entrant CS","2021","Analysis","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Heterosexual / straight","190","[c]","34520","33000"
"New entrant CS","2021","Commercial","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Unknown","175","[c]","57580","59610"
"New entrant CS","2021","Commercial","Male","Heterosexual / straight","160","[c]","38220","34550"
"New entrant CS","2021","Commercial","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Unknown","190","[c]","66560","68000"
"New entrant CS","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Heterosexual / straight","290","[c]","31980","27500"
"New entrant CS","2021","Communications","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Unknown","330","[c]","30020","25560"
"New entrant CS","2021","Communications","Male","Heterosexual / straight","230","[c]","30650","25560"
"New entrant CS","2021","Communications","Male","LGBO","50","[c]","31940","25560"
"New entrant CS","2021","Communications","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Unknown","355","[c]","29610","25560"
"New entrant CS","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Heterosexual / straight","40","[c]","30370","26090"
"New entrant CS","2021","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Unknown","40","[c]","28860","25560"
"New entrant CS","2021","Counter Fraud","Male","Heterosexual / straight","55","[c]","33070","30350"
"New entrant CS","2021","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Unknown","50","[c]","28480","29570"
"New entrant CS","2021","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Heterosexual / straight","130","[c]","20580","20140"
"New entrant CS","2021","Debt","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Unknown","355","[c]","20400","20140"
"New entrant CS","2021","Debt","Male","Heterosexual / straight","115","[c]","20650","20140"
"New entrant CS","2021","Debt","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","Unknown","325","[c]","20530","20140"
"New entrant CS","2021","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Heterosexual / straight","345","[c]","39310","36500"
"New entrant CS","2021","Digital, Data & Technology","Female","LGBO","45","[c]","35400","33550"
"New entrant CS","2021","Digital, Data & Technology","Female","Undeclared","40","[c]","41220","35900"
"New entrant CS","2021","Digital, Data & Technology","Female","Unknown","285","[c]","37730","33150"
"New entrant CS","2021","Digital, Data & Technology","Male","Heterosexual / straight","575","[c]","41370","38160"
"New entrant CS","2021","Digital, Data & Technology","Male","LGBO","45","[c]","41330","38200"
"New entrant CS","2021","Digital, Data & Technology","Male","Undeclared","60","[c]","41190","36800"
"New entrant CS","2021","Digital, Data & Technology","Male","Unknown","470","[c]","39470","35960"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Heterosexual / straight","265","[c]","34250","31040"
"New entrant CS","2021","Finance","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Unknown","130","[c]","34160","32790"
"New entrant CS","2021","Finance","Male","Heterosexual / straight","205","[c]","38280","33290"
"New entrant CS","2021","Finance","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Unknown","120","[c]","32570","32180"
"New entrant CS","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Heterosexual / straight","430","[c]","32360","28840"
"New entrant CS","2021","Human Resources","Female","LGBO","35","[c]","32240","27840"
"New entrant CS","2021","Human Resources","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Unknown","140","[c]","32660","28000"
"New entrant CS","2021","Human Resources","Male","Heterosexual / straight","135","[c]","34370","28000"
"New entrant CS","2021","Human Resources","Male","LGBO","30","[c]","33200","29270"
"New entrant CS","2021","Human Resources","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Unknown","70","[c]","29020","27270"
"New entrant CS","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Heterosexual / straight","600","[c]","36170","33550"
"New entrant CS","2021","Legal","Female","LGBO","40","[c]","30230","26950"
"New entrant CS","2021","Legal","Female","Undeclared","90","[c]","26720","20850"
"New entrant CS","2021","Legal","Female","Unknown","190","[c]","34260","27370"
"New entrant CS","2021","Legal","Male","Heterosexual / straight","300","[c]","38880","38000"
"New entrant CS","2021","Legal","Male","LGBO","35","[c]","34140","28310"
"New entrant CS","2021","Legal","Male","Undeclared","50","[c]","32870","24000"
"New entrant CS","2021","Legal","Male","Unknown","100","[c]","34410","28600"
"New entrant CS","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Female","Heterosexual / straight","6505","[c]","28420","24660"
"New entrant CS","2021","No function","Female","LGBO","695","[c]","27330","24860"
"New entrant CS","2021","No function","Female","Undeclared","615","[c]","30910","27960"
"New entrant CS","2021","No function","Female","Unknown","4380","[c]","25930","22680"
"New entrant CS","2021","No function","Male","Heterosexual / straight","4535","[c]","29940","26000"
"New entrant CS","2021","No function","Male","LGBO","550","[c]","29030","26250"
"New entrant CS","2021","No function","Male","Undeclared","385","[c]","34670","30460"
"New entrant CS","2021","No function","Male","Unknown","3505","[c]","26960","22850"
"New entrant CS","2021","No function","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Heterosexual / straight","535","[c]","35180","33000"
"New entrant CS","2021","Project Delivery","Female","LGBO","50","[c]","33660","30850"
"New entrant CS","2021","Project Delivery","Female","Undeclared","35","[c]","35740","34020"
"New entrant CS","2021","Project Delivery","Female","Unknown","180","[c]","35370","32870"
"New entrant CS","2021","Project Delivery","Male","Heterosexual / straight","725","[c]","38370","35000"
"New entrant CS","2021","Project Delivery","Male","LGBO","40","[c]","33480","30420"
"New entrant CS","2021","Project Delivery","Male","Undeclared","40","[c]","39790","39270"
"New entrant CS","2021","Project Delivery","Male","Unknown","260","[c]","32200","29540"
"New entrant CS","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Heterosexual / straight","180","[c]","29110","26350"
"New entrant CS","2021","Property","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Unknown","100","[c]","25630","24500"
"New entrant CS","2021","Property","Male","Heterosexual / straight","265","[c]","34320","32320"
"New entrant CS","2021","Property","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Unknown","155","[c]","29330","25140"
"New entrant CS","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Heterosexual / straight","115","[c]","25390","23850"
"New entrant CS","2021","Security","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Unknown","75","[c]","27020","23090"
"New entrant CS","2021","Security","Male","Heterosexual / straight","350","[c]","27090","23540"
"New entrant CS","2021","Security","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Unknown","235","[c]","27890","25540"
"New entrant CS","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Heterosexual / straight","9260","[c]","27270","27570"
"New entrant CS","2021","Unknown","Female","LGBO","780","[c]","27000","27570"
"New entrant CS","2021","Unknown","Female","Undeclared","535","[c]","28030","27570"
"New entrant CS","2021","Unknown","Female","Unknown","2620","[c]","30440","27570"
"New entrant CS","2021","Unknown","Male","Heterosexual / straight","6475","[c]","27540","27570"
"New entrant CS","2021","Unknown","Male","LGBO","800","[c]","26790","27570"
"New entrant CS","2021","Unknown","Male","Undeclared","415","[c]","28620","27570"
"New entrant CS","2021","Unknown","Male","Unknown","2155","[c]","31000","27570"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
