"Status","Year","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Science and Engineering","Overseas","40","40","44030","42030"
"In post","2021","Project Delivery","Security","London","35","35","46340","41970"
"In post","2021","Project Delivery","Security","Outside London","25","25","33590","29140"
"In post","2021","Project Delivery","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","London","10","10","57910","57610"
"In post","2021","Project Delivery","Statistics","Outside London","15","15","51940","53800"
"In post","2021","Project Delivery","Statistics","Overseas","5","5","[c]","[c]"
"In post","2021","Project Delivery","Tax","London","25","25","49500","41760"
"In post","2021","Project Delivery","Tax","Outside London","95","90","39530","32200"
"In post","2021","Project Delivery","Tax","Overseas","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","London","225","220","67150","59160"
"In post","2021","Project Delivery","Unknown","Outside London","345","325","39240","35330"
"In post","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Commercial","Outside London","35","35","43020","38640"
"In post","2021","Property","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Outside London","30","30","38080","38000"
"In post","2021","Property","Finance","London","25","25","44280","41350"
"In post","2021","Property","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Outside London","25","25","37580","36500"
"In post","2021","Property","Operational Delivery","London","185","180","41010","36400"
"In post","2021","Property","Operational Delivery","Outside London","1260","1165","27060","21100"
"In post","2021","Property","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other","Outside London","320","310","31820","28870"
"In post","2021","Property","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","Outside London","10","10","41470","40580"
"In post","2021","Property","Policy","London","10","10","[c]","[c]"
"In post","2021","Property","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","Property","Project Delivery","London","25","25","55480","52850"
"In post","2021","Property","Project Delivery","Outside London","45","45","48930","49700"
"In post","2021","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Property","London","990","950","42830","37380"
"In post","2021","Property","Property","Outside London","5260","5015","34140","33000"
"In post","2021","Property","Property","Overseas","195","195","38980","36460"
"In post","2021","Property","Property","Unknown","15","15","46550","40580"
"In post","2021","Property","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","Outside London","10","10","[c]","[c]"
"In post","2021","Property","Unknown","London","70","70","53610","54700"
"In post","2021","Property","Unknown","Outside London","775","745","31110","29140"
"In post","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","London","15","15","43710","40220"
"In post","2021","Security","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","London","145","140","46250","39240"
"In post","2021","Security","Intelligence Analysis","Overseas","55","55","44590","36450"
"In post","2021","Security","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","Outside London","20","20","36290","32380"
"In post","2021","Security","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Security","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","Security","Security","London","740","730","39070","35340"
"In post","2021","Security","Security","Outside London","6805","6670","30060","26610"
"In post","2021","Security","Security","Overseas","75","75","36690","34310"
"In post","2021","Security","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Security","Unknown","London","175","175","44930","38580"
"In post","2021","Security","Unknown","Outside London","635","605","29770","26670"
"In post","2021","Security","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","60","60","33480","33300"
"In post","2021","Unknown","Commercial","London","55","55","42660","43180"
"In post","2021","Unknown","Commercial","Outside London","55","50","38410","38980"
"In post","2021","Unknown","Communications","London","165","165","49560","44220"
"In post","2021","Unknown","Communications","Outside London","175","165","39120","37410"
"In post","2021","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","30","25","33270","30050"
"In post","2021","Unknown","Counter Fraud","Outside London","150","135","25690","25310"
"In post","2021","Unknown","Digital, Data and Technology","London","855","840","53120","48200"
"In post","2021","Unknown","Digital, Data and Technology","Outside London","590","580","41040","37460"
"In post","2021","Unknown","Economics","London","155","155","45350","35120"
"In post","2021","Unknown","Economics","Outside London","50","45","49840","56620"
"In post","2021","Unknown","Finance","London","205","195","50830","45590"
"In post","2021","Unknown","Finance","Outside London","435","410","40290","37410"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","390","370","45700","41970"
"In post","2021","Unknown","Human Resources","Outside London","390","365","36250","30980"
"In post","2021","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","London","920","870","36740","35070"
"In post","2021","Unknown","Intelligence Analysis","Outside London","1300","1245","29490","27370"
"In post","2021","Unknown","Intelligence Analysis","Overseas","15","15","41190","40580"
"In post","2021","Unknown","Internal Audit","Outside London","20","20","43720","37410"
"In post","2021","Unknown","Knowledge and Information Management","London","80","75","41730","38030"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","130","125","34650","32540"
"In post","2021","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Outside London","150","140","56450","60830"
"In post","2021","Unknown","Medicine","London","205","195","62290","67000"
"In post","2021","Unknown","Medicine","Outside London","1740","1560","44420","37890"
"In post","2021","Unknown","Medicine","Overseas","35","35","50960","38890"
"In post","2021","Unknown","Medicine","Unknown","10","5","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","London","6620","6100","32990","29080"
"In post","2021","Unknown","Operational Delivery","Outside London","20855","19115","27130","25040"
"In post","2021","Unknown","Operational Delivery","Overseas","130","125","30450","27370"
"In post","2021","Unknown","Operational Delivery","Unknown","25","25","30480","26670"
"In post","2021","Unknown","Operational Research","London","90","85","49620","43560"
"In post","2021","Unknown","Operational Research","Outside London","85","80","40200","40580"
"In post","2021","Unknown","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","London","1985","1900","37520","32960"
"In post","2021","Unknown","Other","Outside London","11090","10635","26210","21580"
"In post","2021","Unknown","Other","Overseas","265","265","43740","41600"
"In post","2021","Unknown","Other","Unknown","1855","1855","37500","34160"
"In post","2021","Unknown","Planning","London","5","5","[c]","[c]"
"In post","2021","Unknown","Planning","Outside London","35","30","42560","37410"
"In post","2021","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","London","2855","2785","51690","46140"
"In post","2021","Unknown","Policy","Outside London","2435","2335","41750","37410"
"In post","2021","Unknown","Policy","Overseas","45","45","55320","56670"
"In post","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","835","820","49100","42550"
"In post","2021","Unknown","Project Delivery","Outside London","610","590","39230","37460"
"In post","2021","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","London","25","20","54470","54400"
"In post","2021","Unknown","Property","Outside London","135","130","40320","36500"
"In post","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Outside London","25","25","40390","40580"
"In post","2021","Unknown","Science and Engineering","London","335","320","49710","42160"
"In post","2021","Unknown","Science and Engineering","Outside London","1880","1835","34620","30730"
"In post","2021","Unknown","Science and Engineering","Overseas","50","50","42740","41190"
"In post","2021","Unknown","Science and Engineering","Unknown","75","70","27340","27370"
"In post","2021","Unknown","Security","London","250","245","32560","28900"
"In post","2021","Unknown","Security","Outside London","100","95","27300","25040"
"In post","2021","Unknown","Social Research","London","105","100","48630","43990"
"In post","2021","Unknown","Social Research","Outside London","145","140","44690","47000"
"In post","2021","Unknown","Statistics","London","95","90","42440","40170"
"In post","2021","Unknown","Statistics","Outside London","85","80","39550","37410"
"In post","2021","Unknown","Tax","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","London","10695","10045","34490","31060"
"In post","2021","Unknown","Unknown","Outside London","93320","83935","28740","27570"
"In post","2021","Unknown","Unknown","Overseas","300","295","47010","35750"
"In post","2021","Unknown","Unknown","Unknown","935","870","30720","27570"
"In post","2021","Unknown","Veterinarian","Outside London","20","20","61410","59820"
"Leaver CS","2021","Analysis","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","London","65","[c]","33320","26040"
"Leaver CS","2021","Analysis","Economics","Outside London","35","[c]","31450","19130"
"Leaver CS","2021","Analysis","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","London","20","[c]","43700","31180"
"Leaver CS","2021","Analysis","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","Outside London","30","[c]","33370","29750"
"Leaver CS","2021","Analysis","Social Research","London","10","[c]","40220","26380"
"Leaver CS","2021","Analysis","Social Research","Outside London","25","[c]","33940","36030"
"Leaver CS","2021","Analysis","Statistics","London","20","[c]","34850","26410"
"Leaver CS","2021","Analysis","Statistics","Outside London","25","[c]","35100","31700"
"Leaver CS","2021","Analysis","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","London","25","[c]","54160","48430"
"Leaver CS","2021","Commercial","Commercial","Outside London","110","[c]","36620","35370"
"Leaver CS","2021","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","Outside London","20","[c]","28090","26320"
"Leaver CS","2021","Commercial","Operational Delivery","London","15","[c]","47030","42700"
"Leaver CS","2021","Commercial","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","London","15","[c]","57330","62720"
"Leaver CS","2021","Commercial","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","45","[c]","86050","78880"
"Leaver CS","2021","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","London","90","[c]","41480","37560"
"Leaver CS","2021","Communications","Communications","Outside London","80","[c]","32700","30040"
"Leaver CS","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","London","15","[c]","22760","20870"
"Leaver CS","2021","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","London","30","[c]","44840","40850"
"Leaver CS","2021","Communications","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","London","15","[c]","45200","35770"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Outside London","15","[c]","37810","38580"
"Leaver CS","2021","Counter Fraud","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","London","110","[c]","47760","45250"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","255","[c]","38930","35900"
"Leaver CS","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","London","45","[c]","47170","52500"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Corporate Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","London","55","[c]","52040","51000"
"Leaver CS","2021","Finance","Finance","Outside London","140","[c]","38810","34400"
"Leaver CS","2021","Finance","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Operational Delivery","Outside London","85","[c]","24610","21050"
"Leaver CS","2021","Grants Management","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","London","90","[c]","48670","42690"
"Leaver CS","2021","Human Resources","Human Resources","Outside London","175","[c]","33500","29180"
"Leaver CS","2021","Human Resources","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","London","15","[c]","54790","57120"
"Leaver CS","2021","Human Resources","Unknown","Outside London","25","[c]","26640","20800"
"Leaver CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","London","170","[c]","56920","55000"
"Leaver CS","2021","Legal","Legal","Outside London","235","[c]","50270","54770"
"Leaver CS","2021","Legal","Operational Delivery","London","45","[c]","32690","26410"
"Leaver CS","2021","Legal","Operational Delivery","Outside London","185","[c]","26420","22820"
"Leaver CS","2021","Legal","Other","London","20","[c]","28100","26680"
"Leaver CS","2021","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","London","15","[c]","70630","75500"
"Leaver CS","2021","No function","Inspector of Education and Training","Outside London","60","[c]","67190","75120"
"Leaver CS","2021","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","London","40","[c]","41260","32120"
"Leaver CS","2021","No function","International Trade","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","London","40","[c]","41270","36180"
"Leaver CS","2021","No function","Knowledge and Information Management","Outside London","30","[c]","31720","28080"
"Leaver CS","2021","No function","Medicine","London","20","[c]","88190","89810"
"Leaver CS","2021","No function","Medicine","Outside London","45","[c]","81660","98480"
"Leaver CS","2021","No function","Operational Delivery","London","1000","[c]","33520","26960"
"Leaver CS","2021","No function","Operational Delivery","Outside London","6045","[c]","26190","21590"
"Leaver CS","2021","No function","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","Unknown","15","[c]","26470","18880"
"Leaver CS","2021","No function","Operational Research","Outside London","25","[c]","26130","17180"
"Leaver CS","2021","No function","Other","London","70","[c]","43770","35000"
"Leaver CS","2021","No function","Other","Outside London","55","[c]","35620","25870"
"Leaver CS","2021","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Outside London","25","[c]","42680","41020"
"Leaver CS","2021","No function","Policy","London","430","[c]","45830","39340"
"Leaver CS","2021","No function","Policy","Outside London","80","[c]","38870","35960"
"Leaver CS","2021","No function","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Outside London","95","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","London","85","[c]","38790","39780"
"Leaver CS","2021","No function","Science and Engineering","Outside London","415","[c]","30370","28040"
"Leaver CS","2021","No function","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","London","105","[c]","49440","35590"
"Leaver CS","2021","No function","Unknown","Outside London","310","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","45","[c]","32760","28210"
"Leaver CS","2021","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Outside London","15","[c]","48420","51760"
"Leaver CS","2021","Project Delivery","Commercial","Outside London","35","[c]","35150","30030"
"Leaver CS","2021","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Outside London","15","[c]","40930","34490"
"Leaver CS","2021","Project Delivery","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","15","[c]","39430","30940"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","30","[c]","35290","30750"
"Leaver CS","2021","Project Delivery","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Outside London","125","[c]","29060","23460"
"Leaver CS","2021","Project Delivery","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","London","20","[c]","51630","55360"
"Leaver CS","2021","Project Delivery","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","London","55","[c]","52910","44760"
"Leaver CS","2021","Project Delivery","Project Delivery","Outside London","320","[c]","37830","36030"
"Leaver CS","2021","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Outside London","150","[c]","35790","33890"
"Leaver CS","2021","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Outside London","20","[c]","30010","26540"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","Outside London","55","[c]","21990","20080"
"Leaver CS","2021","Property","Other","Outside London","20","[c]","27400","28160"
"Leaver CS","2021","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","London","60","[c]","38970","32630"
"Leaver CS","2021","Property","Property","Outside London","340","[c]","30400","26500"
"Leaver CS","2021","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Outside London","50","[c]","29810","27320"
"Leaver CS","2021","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","London","30","[c]","33400","26590"
"Leaver CS","2021","Security","Security","Outside London","350","[c]","29810","26610"
"Leaver CS","2021","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Outside London","35","[c]","28320","26670"
"Leaver CS","2021","Security","Unknown","Unknown","10","[c]","24090","23850"
"Leaver CS","2021","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","15","[c]","40770","37100"
"Leaver CS","2021","Unknown","Communications","London","30","[c]","37750","37280"
"Leaver CS","2021","Unknown","Communications","Outside London","15","[c]","29830","26000"
"Leaver CS","2021","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","25","[c]","49430","46970"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Outside London","45","[c]","40590","36780"
"Leaver CS","2021","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","25","[c]","40450","37260"
