"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Digital, Data & Technology","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","Inner London - East","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","Inner London - West","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South West (England)","Devon","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Wales","East Wales","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","London","Inner London - West","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Finance","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","West Midlands (England)","West Midlands","10","5","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","London","Inner London - East","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","London","Inner London - West","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","London","Inner London - East","15","10","[c]","[c]"
"In post","2021","Other ethnicity","Legal","London","Inner London - West","105","95","53580","54080"
"In post","2021","Other ethnicity","Legal","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","London","Outer London - South","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Legal","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2021","Other ethnicity","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","15","[c]","[c]"
"In post","2021","Other ethnicity","No function","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","Other ethnicity","No function","East of England","East Anglia","25","25","[c]","[c]"
"In post","2021","Other ethnicity","No function","East of England","Essex","10","10","[c]","[c]"
"In post","2021","Other ethnicity","No function","London","Inner London - East","105","100","39390","35900"
"In post","2021","Other ethnicity","No function","London","Inner London - West","290","280","42210","36320"
"In post","2021","Other ethnicity","No function","London","Outer London - East and North East","15","15","[c]","[c]"
"In post","2021","Other ethnicity","No function","London","Outer London - South","25","20","[c]","[c]"
"In post","2021","Other ethnicity","No function","London","Outer London - West and North West","50","50","38170","35180"
"In post","2021","Other ethnicity","No function","North East (England)","Northumberland and Tyne and Wear","15","10","[c]","[c]"
"In post","2021","Other ethnicity","No function","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Other ethnicity","No function","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","North West (England)","Greater Manchester","30","25","[c]","[c]"
"In post","2021","Other ethnicity","No function","North West (England)","Lancashire","15","15","[c]","[c]"
"In post","2021","Other ethnicity","No function","North West (England)","Merseyside","15","15","[c]","[c]"
"In post","2021","Other ethnicity","No function","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Overseas","Overseas","20","20","[c]","[c]"
"In post","2021","Other ethnicity","No function","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Other ethnicity","No function","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2021","Other ethnicity","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2021","Other ethnicity","No function","South East (England)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2021","Other ethnicity","No function","South East (England)","Kent","20","15","[c]","[c]"
"In post","2021","Other ethnicity","No function","South East (England)","Surrey, East and West Sussex","25","20","[c]","[c]"
"In post","2021","Other ethnicity","No function","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","South West (England)","Devon","10","10","[c]","[c]"
"In post","2021","Other ethnicity","No function","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2021","Other ethnicity","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","33450","28820"
