"Status","Year","Disability","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","London","55","[c]","43620","43890"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Outside London","115","[c]","40040","37130"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","35","[c]","41150","36780"
"Leaver CS","2021","Unknown","Grants Management","Outside London","90","[c]","24950","21050"
"Leaver CS","2021","Unknown","Human Resources","London","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Outside London","45","[c]","33880","28340"
"Leaver CS","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","London","60","[c]","48600","52990"
"Leaver CS","2021","Unknown","Legal","Outside London","170","[c]","32350","23890"
"Leaver CS","2021","Unknown","No function","London","615","[c]","37240","30900"
"Leaver CS","2021","Unknown","No function","Outside London","1895","[c]","28650","22430"
"Leaver CS","2021","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","45","[c]","30140","28000"
"Leaver CS","2021","Unknown","Project Delivery","London","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Outside London","135","[c]","32740","29500"
"Leaver CS","2021","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Outside London","135","[c]","25130","22050"
"Leaver CS","2021","Unknown","Security","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Outside London","125","[c]","27440","24750"
"Leaver CS","2021","Unknown","Security","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","655","[c]","36710","31060"
"Leaver CS","2021","Unknown","Unknown","Outside London","2400","[c]","30640","27570"
"Leaver CS","2021","Unknown","Unknown","Overseas","70","[c]","37470","36960"
"Leaver CS","2021","Unknown","Unknown","Unknown","525","[c]","34340","32060"
"Leaver Dept.","2021","Declared disabled","Analysis","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","London","155","[c]","42000","36800"
"Leaver Dept.","2021","Declared disabled","No function","Outside London","115","[c]","26460","22570"
"Leaver Dept.","2021","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Unknown","40","[c]","33650","32000"
"Leaver Dept.","2021","Declared disabled","Project Delivery","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Outside London","35","[c]","34340","32650"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","London","125","[c]","43980","37650"
"Leaver Dept.","2021","Declared disabled","Unknown","Outside London","295","[c]","29870","27570"
"Leaver Dept.","2021","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","London","130","[c]","42590","38970"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Outside London","30","[c]","39000","34090"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Outside London","45","[c]","38620","40290"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","London","80","[c]","44490","37710"
"Leaver Dept.","2021","Declared non-disabled","Communications","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","London","80","[c]","52160","53270"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Outside London","60","[c]","38080","33650"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","London","60","[c]","51990","52140"
"Leaver Dept.","2021","Declared non-disabled","Finance","Outside London","65","[c]","41270","37940"
"Leaver Dept.","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","London","135","[c]","41960","34550"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Outside London","150","[c]","34330","30920"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","London","105","[c]","47340","50000"
"Leaver Dept.","2021","Declared non-disabled","Legal","Outside London","40","[c]","38530","33840"
"Leaver Dept.","2021","Declared non-disabled","No function","London","1130","[c]","44910","39270"
"Leaver Dept.","2021","Declared non-disabled","No function","Outside London","705","[c]","27370","21590"
"Leaver Dept.","2021","Declared non-disabled","No function","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Unknown","185","[c]","38060","32000"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","London","90","[c]","48150","45200"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Outside London","235","[c]","37690","33300"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Outside London","55","[c]","36870","32400"
"Leaver Dept.","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","London","1205","[c]","43650","37530"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Outside London","2135","[c]","29020","27570"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","London","100","[c]","42820","40600"
"Leaver Dept.","2021","Undeclared","No function","Outside London","80","[c]","25160","21170"
"Leaver Dept.","2021","Undeclared","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","London","135","[c]","41500","38430"
"Leaver Dept.","2021","Undeclared","Unknown","Outside London","155","[c]","29650","27570"
"Leaver Dept.","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","London","40","[c]","41630","35530"
"Leaver Dept.","2021","Unknown","Analysis","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","London","70","[c]","41300","39080"
"Leaver Dept.","2021","Unknown","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","London","30","[c]","47240","42280"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Outside London","35","[c]","43200","43780"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Outside London","45","[c]","26340","25070"
"Leaver Dept.","2021","Unknown","Human Resources","London","40","[c]","44680","39690"
"Leaver Dept.","2021","Unknown","Human Resources","Outside London","50","[c]","37090","36210"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Outside London","35","[c]","35220","29350"
"Leaver Dept.","2021","Unknown","No function","London","715","[c]","42900","37890"
"Leaver Dept.","2021","Unknown","No function","Outside London","375","[c]","28990","24250"
"Leaver Dept.","2021","Unknown","No function","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Unknown","365","[c]","32870","32000"
"Leaver Dept.","2021","Unknown","Project Delivery","London","40","[c]","50110","52300"
"Leaver Dept.","2021","Unknown","Project Delivery","Outside London","60","[c]","38450","35900"
"Leaver Dept.","2021","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Outside London","30","[c]","27130","21180"
"Leaver Dept.","2021","Unknown","Security","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","London","525","[c]","42680","37720"
"Leaver Dept.","2021","Unknown","Unknown","Outside London","695","[c]","31770","27570"
"Leaver Dept.","2021","Unknown","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","London","35","[c]","34250","32540"
"New entrant CS","2021","Declared disabled","Analysis","Outside London","30","[c]","27940","29540"
"New entrant CS","2021","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","London","35","[c]","40180","38160"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Outside London","45","[c]","37310","35340"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","London","40","[c]","32840","29000"
"New entrant CS","2021","Declared disabled","Human Resources","Outside London","35","[c]","31340","24000"
"New entrant CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","London","30","[c]","35520","29280"
"New entrant CS","2021","Declared disabled","Legal","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","London","385","[c]","32880","31390"
"New entrant CS","2021","Declared disabled","No function","Outside London","770","[c]","25070","22850"
"New entrant CS","2021","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Outside London","80","[c]","32310","29770"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","London","340","[c]","31270","31060"
"New entrant CS","2021","Declared disabled","Unknown","Outside London","1885","[c]","26140","27570"
"New entrant CS","2021","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","40","[c]","29910","27570"
"New entrant CS","2021","Declared non-disabled","Analysis","London","380","[c]","35870","33060"
"New entrant CS","2021","Declared non-disabled","Analysis","Outside London","215","[c]","31700","29540"
"New entrant CS","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","London","95","[c]","44250","41850"
"New entrant CS","2021","Declared non-disabled","Commercial","Outside London","185","[c]","32420","30200"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","London","150","[c]","37350","34550"
"New entrant CS","2021","Declared non-disabled","Communications","Outside London","335","[c]","28340","25560"
"New entrant CS","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","London","40","[c]","35280","29570"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Outside London","45","[c]","27980","25560"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Outside London","245","[c]","20300","20140"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","London","255","[c]","47570","43890"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","545","[c]","37110","32890"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","London","130","[c]","41600","34880"
"New entrant CS","2021","Declared non-disabled","Finance","Outside London","260","[c]","33650","31270"
"New entrant CS","2021","Declared non-disabled","Grants Management","Outside London","50","[c]","22390","21050"
"New entrant CS","2021","Declared non-disabled","Human Resources","London","160","[c]","37030","32060"
"New entrant CS","2021","Declared non-disabled","Human Resources","Outside London","325","[c]","30180","26050"
"New entrant CS","2021","Declared non-disabled","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","London","285","[c]","43430","43920"
"New entrant CS","2021","Declared non-disabled","Legal","Outside London","130","[c]","30850","26550"
"New entrant CS","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","London","3120","[c]","35120","32330"
"New entrant CS","2021","Declared non-disabled","No function","Outside London","6620","[c]","25730","22850"
"New entrant CS","2021","Declared non-disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","London","235","[c]","43260","36080"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Outside London","950","[c]","35480","33000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","London","45","[c]","38540","34680"
"New entrant CS","2021","Declared non-disabled","Property","Outside London","400","[c]","30490","28120"
"New entrant CS","2021","Declared non-disabled","Property","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","London","55","[c]","32730","27500"
"New entrant CS","2021","Declared non-disabled","Security","Outside London","365","[c]","25260","23540"
"New entrant CS","2021","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","London","2730","[c]","31100","31060"
"New entrant CS","2021","Declared non-disabled","Unknown","Outside London","11735","[c]","26250","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Overseas","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","220","[c]","28300","27570"
"New entrant CS","2021","Undeclared","Analysis","London","40","[c]","34190","30270"
"New entrant CS","2021","Undeclared","Analysis","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Outside London","35","[c]","38180","35900"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","London","390","[c]","39140","33570"
"New entrant CS","2021","Undeclared","No function","Outside London","395","[c]","29010","23370"
"New entrant CS","2021","Undeclared","Project Delivery","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Outside London","40","[c]","36050","33150"
"New entrant CS","2021","Undeclared","Property","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
