"Status","Year","Age","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Other ethnicity","Male","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","65+","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Male","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Female","Heterosexual / straight","35","25","25360","25370"
"In post","2021","65+","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Female","Undeclared","130","95","27730","26500"
"In post","2021","65+","Undeclared","Female","Unknown","85","65","28840","25290"
"In post","2021","65+","Undeclared","Male","Heterosexual / straight","50","40","31150","27680"
"In post","2021","65+","Undeclared","Male","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","Male","Undeclared","265","210","36790","32980"
"In post","2021","65+","Undeclared","Male","Unknown","80","60","32660","27570"
"In post","2021","65+","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Female","Heterosexual / straight","45","35","26600","21520"
"In post","2021","65+","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Female","Undeclared","55","40","25330","22820"
"In post","2021","65+","Unknown","Female","Unknown","360","270","29460","24120"
"In post","2021","65+","Unknown","Male","Heterosexual / straight","55","40","32520","22660"
"In post","2021","65+","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Male","Undeclared","55","40","29680","22230"
"In post","2021","65+","Unknown","Male","Unknown","495","385","33670","28130"
"In post","2021","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","White","Female","Heterosexual / straight","2940","2180","27380","24360"
"In post","2021","65+","White","Female","LGBO","55","40","28480","27460"
"In post","2021","65+","White","Female","Undeclared","435","305","28270","23240"
"In post","2021","65+","White","Female","Unknown","665","455","27280","24650"
"In post","2021","65+","White","Male","Heterosexual / straight","3450","2755","33090","27570"
"In post","2021","65+","White","Male","LGBO","90","75","30750","26350"
"In post","2021","65+","White","Male","Undeclared","415","320","32400","27570"
"In post","2021","65+","White","Male","Unknown","715","515","32830","27570"
"In post","2021","65+","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Unknown","White","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Female","Heterosexual / straight","135","[c]","24370","23610"
"Leaver CS","2021","20-29","Asian","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Male","Heterosexual / straight","125","[c]","26200","25370"
"Leaver CS","2021","20-29","Asian","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Female","Heterosexual / straight","75","[c]","25430","24890"
"Leaver CS","2021","20-29","Black","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Male","Heterosexual / straight","40","[c]","27210","25110"
"Leaver CS","2021","20-29","Black","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Female","Heterosexual / straight","55","[c]","25840","24410"
"Leaver CS","2021","20-29","Mixed","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Female","Unknown","55","[c]","20450","18200"
"Leaver CS","2021","20-29","Undeclared","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Male","Unknown","60","[c]","21950","19130"
"Leaver CS","2021","20-29","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Female","Unknown","1030","[c]","24770","22680"
"Leaver CS","2021","20-29","Unknown","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Male","Unknown","965","[c]","25970","24500"
"Leaver CS","2021","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Female","Heterosexual / straight","955","[c]","25130","22220"
"Leaver CS","2021","20-29","White","Female","LGBO","165","[c]","25060","22290"
"Leaver CS","2021","20-29","White","Female","Undeclared","65","[c]","28210","25430"
"Leaver CS","2021","20-29","White","Female","Unknown","115","[c]","24970","23460"
"Leaver CS","2021","20-29","White","Male","Heterosexual / straight","885","[c]","26200","24300"
